Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days
26/02/1985,78.75,78.9688,78.4375,78.875,10465,24170,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78875,79.75,78.875,0.894732142,40
27/02/1985,78.2813,78.5938,78,78,8922,26575,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78000,78.875,78,0.949664646,41
28/02/1985,78.0313,78.3438,77.5938,77.875,10763,28774,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,77875,78.75,77.875,1.092178533,42
01/03/1985,77.5938,78.25,77.5625,78.1875,6419,29385,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78188,79.0313,78.1875,1.236296339,43
04/03/1985,78.125,78.4688,77.6875,77.7813,7282,30896,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,77781,78.6875,77.7813,1.314002656,44
05/03/1985,78.0625,78.25,77.9688,78.1875,5278,31608,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78188,79.0625,78.1875,1.390393919,45
06/03/1985,78.375,78.5313,77.8438,77.9063,11117,33886,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,77906,78.8125,77.9063,1.430555224,46
07/03/1985,77.625,77.7813,77.3438,77.5938,12236,36265,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,77594,78.5313,77.5938,1.477309255,47
08/03/1985,78.1563,78.7813,78.1563,78.6875,10898,35469,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78688,79.625,78.6875,1.504873316,48
11/03/1985,78.6875,78.8438,78.5,78.7188,4924,35514,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78719,79.6563,78.7188,1.471631179,49
12/03/1985,78.3438,78.5,78.2813,78.4688,5719,36197,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,78469,79.4063,78.4688,1.42355058,50
13/03/1985,77.9688,78.2188,77.9063,77.9688,7950,37646,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,77969,78.9688,77.9688,1.367853945,51
