Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,Instrument,st_dev,no_days
07/08/2009,994.75,1016,990,1006.5,1979123,2557842,Future,CME,USD,0.25,12.5,50,49750,ES1 Index,32.3255,3000
10/08/2009,1005.75,1007.75,998.25,1007.5,1189129,2562559,Future,CME,USD,0.25,12.5,50,50325,ES1 Index,29.3662,3001
11/08/2009,1007,1010.75,990,993,1612512,2556966,Future,CME,USD,0.25,12.5,50,50375,ES1 Index,25.7293,3002
12/08/2009,992.5,1011.25,985.75,1002.25,2040882,2620971,Future,CME,USD,0.25,12.5,50,49650,ES1 Index,23.362,3003
13/08/2009,1002.25,1015.25,998,1013.5,1828176,2611704,Future,CME,USD,0.25,12.5,50,50112.5,ES1 Index,21.6356,3004
14/08/2009,1013,1015.75,992.25,1005.75,1836479,2566203,Future,CME,USD,0.25,12.5,50,50675,ES1 Index,19.9969,3005
17/08/2009,1004.25,1004.25,975.5,978.25,2201445,2568025,Future,CME,USD,0.25,12.5,50,50287.5,ES1 Index,18.4541,3006
18/08/2009,978.25,990,976.25,989.5,1753397,2580058,Future,CME,USD,0.25,12.5,50,48912.5,ES1 Index,16.6481,3007
19/08/2009,989.5,998.75,976.75,997,2127507,2620243,Future,CME,USD,0.25,12.5,50,49475,ES1 Index,13.5367,3008
20/08/2009,996.75,1007.75,994.25,1004.75,1639885,2605685,Future,CME,USD,0.25,12.5,50,49850,ES1 Index,12.4069,3009
21/08/2009,1004.5,1027,996.5,1025.25,1932725,2588633,Future,CME,USD,0.25,12.5,50,50237.5,ES1 Index,12.0862,3010
24/08/2009,1025,1035,1021.25,1024.5,1725611,2610680,Future,CME,USD,0.25,12.5,50,51262.5,ES1 Index,13.4366,3011
25/08/2009,1024.25,1038,1018.25,1026,2067951,2595556,Future,CME,USD,0.25,12.5,50,51225,ES1 Index,13.8345,3012
26/08/2009,1025.75,1032,1020.25,1026.75,1886346,2601835,Future,CME,USD,0.25,12.5,50,51300,ES1 Index,13.7615,3013
27/08/2009,1026.25,1032.75,1014.75,1029.25,2068535,2612388,Future,CME,USD,0.25,12.5,50,51337.5,ES1 Index,13.9633,3014
28/08/2009,1029.25,1038.75,1022,1027.5,1570206,2594398,Future,CME,USD,0.25,12.5,50,51462.5,ES1 Index,14.168,3015
31/08/2009,1026.5,1031,1013.25,1019.75,1647166,2564015,Future,CME,USD,0.25,12.5,50,51375,ES1 Index,14.8367,3016
01/09/2009,1021,1027.75,995.25,996.5,3206696,2552223,Future,CME,USD,0.25,12.5,50,50987.5,ES1 Index,15.035,3017
02/09/2009,996.25,1001,991,994.25,1920576,2527275,Future,CME,USD,0.25,12.5,50,49825,ES1 Index,15.1967,3018
03/09/2009,994,1004.25,991.25,1001.75,1398009,2490094,Future,CME,USD,0.25,12.5,50,49712.5,ES1 Index,15.2357,3019
04/09/2009,1001.5,1016.25,1000,1014,1625973,2489435,Future,CME,USD,0.25,12.5,50,50087.5,ES1 Index,15.3148,3020
08/09/2009,1013.5,1027,1012.25,1025,1527757,2414265,Future,CME,USD,0.25,12.5,50,50700,ES1 Index,15.3619,3021
09/09/2009,1024.5,1036.25,1018.75,1032.5,2091726,2215736,Future,CME,USD,0.25,12.5,50,51250,ES1 Index,15.2733,3022
10/09/2009,1032.5,1044,1027.5,1041.75,1445592,1767906,Future,CME,USD,0.25,12.5,50,51625,ES1 Index,15.917,3023
11/09/2009,1041.25,1048.25,1038,1041.5,827072,1462497,Future,CME,USD,0.25,12.5,50,52087.5,ES1 Index,17.3044,3024
14/09/2009,1040.5,1049.75,1032.75,1048,640193,1256101,Future,CME,USD,0.25,12.5,50,52075,ES1 Index,18.3083,3025
15/09/2009,1047.5,1056.5,1042.75,1050.25,610394,991882,Future,CME,USD,0.25,12.5,50,52400,ES1 Index,17.3796,3026
16/09/2009,1050.25,1068.75,1048.75,1068,431773,880486,Future,CME,USD,0.25,12.5,50,52512.5,ES1 Index,17.1921,3027
17/09/2009,1067.75,1076.5,1061,1067.5,344998,781457,Future,CME,USD,0.25,12.5,50,53400,ES1 Index,18.9799,3028
18/09/2009,1067.25,1073,1060.75,1071.57,45284,#N/A N/A,Future,CME,USD,0.25,12.5,50,53375,ES1 Index,20.4481,3029
21/09/2009,1059.25,1062.75,1051.5,1060.5,1698615,2309550,Future,CME,USD,0.25,12.5,50,53578.5,ES1 Index,22.5679,3030
22/09/2009,1060,1069.25,1059.5,1067.25,1414027,2281989,Future,CME,USD,0.25,12.5,50,53025,ES1 Index,23.4067,3031
23/09/2009,1067.25,1075.75,1055.25,1059,2129823,2292316,Future,CME,USD,0.25,12.5,50,53362.5,ES1 Index,24.5286,3032
24/09/2009,1058.5,1064,1041,1044.25,2315316,2339397,Future,CME,USD,0.25,12.5,50,52950,ES1 Index,24.9665,3033
25/09/2009,1044,1049.5,1036.25,1041,1885166,2312742,Future,CME,USD,0.25,12.5,50,52212.5,ES1 Index,24.9224,3034
28/09/2009,1042.25,1061,1035.75,1059,1516970,2345906,Future,CME,USD,0.25,12.5,50,52050,ES1 Index,24.7845,3035
29/09/2009,1059.25,1065.75,1053.25,1054.75,1645534,2337279,Future,CME,USD,0.25,12.5,50,52950,ES1 Index,24.7112,3036
30/09/2009,1054.75,1063.25,1041.5,1053,2852909,2322630,Future,CME,USD,0.25,12.5,50,52737.5,ES1 Index,22.3529,3037
01/10/2009,1053.5,1056,1024.5,1027.5,2761051,2333339,Future,CME,USD,0.25,12.5,50,52650,ES1 Index,18.8297,3038
02/10/2009,1027,1027.75,1012,1021.75,2564606,2377429,Future,CME,USD,0.25,12.5,50,51375,ES1 Index,16.0888,3039
05/10/2009,1021.75,1038.5,1019.5,1036.5,1675762,2338305,Future,CME,USD,0.25,12.5,50,51087.5,ES1 Index,15.2343,3040
06/10/2009,1036.75,1056.75,1035.5,1048.5,2160838,2323862,Future,CME,USD,0.25,12.5,50,51825,ES1 Index,14.4282,3041
07/10/2009,1048.25,1054.75,1045.25,1053.5,1692060,2322719,Future,CME,USD,0.25,12.5,50,52425,ES1 Index,13.8185,3042
08/10/2009,1053.5,1067.25,1053.25,1063.75,1874290,2325368,Future,CME,USD,0.25,12.5,50,52675,ES1 Index,13.662,3043
09/10/2009,1063.25,1068.5,1058.5,1068,1327011,2318284,Future,CME,USD,0.25,12.5,50,53187.5,ES1 Index,13.7353,3044
12/10/2009,1067.75,1076.75,1067,1071.5,1060806,2319235,Future,CME,USD,0.25,12.5,50,53400,ES1 Index,14.1399,3045
13/10/2009,1071,1074.25,1063,1068.75,1519381,2316144,Future,CME,USD,0.25,12.5,50,53575,ES1 Index,14.7019,3046
14/10/2009,1072.75,1089.75,1072.75,1087.75,1968023,2349352,Future,CME,USD,0.25,12.5,50,53437.5,ES1 Index,14.7409,3047
15/10/2009,1087.5,1093.25,1080.5,1089.75,1839117,2356006,Future,CME,USD,0.25,12.5,50,54387.5,ES1 Index,16.3671,3048
16/10/2009,1090.25,1095.5,1077.5,1082,2017636,2362701,Future,CME,USD,0.25,12.5,50,54487.5,ES1 Index,17.8153,3049
19/10/2009,1080.25,1096.75,1076.25,1091,1559384,2367497,Future,CME,USD,0.25,12.5,50,54100,ES1 Index,18.7338,3050
20/10/2009,1089.75,1099,1082,1089.5,1991670,2372653,Future,CME,USD,0.25,12.5,50,54550,ES1 Index,20.1414,3051
21/10/2009,1089,1098.5,1072.5,1078,2418114,2412330,Future,CME,USD,0.25,12.5,50,54475,ES1 Index,21.3212,3052
22/10/2009,1076.5,1092.25,1070.25,1090.75,2184400,2427259,Future,CME,USD,0.25,12.5,50,53900,ES1 Index,21.2876,3053
23/10/2009,1090.5,1095.25,1071.5,1077,2348150,2428355,Future,CME,USD,0.25,12.5,50,54537.5,ES1 Index,21.5676,3054
26/10/2009,1076.5,1088.5,1061.25,1066.5,2339507,2447660,Future,CME,USD,0.25,12.5,50,53850,ES1 Index,21.6838,3055
27/10/2009,1066.25,1069.75,1057,1060.5,2460527,2440271,Future,CME,USD,0.25,12.5,50,53325,ES1 Index,21.5132,3056
28/10/2009,1061,1063,1038,1038.5,2843071,2515492,Future,CME,USD,0.25,12.5,50,53025,ES1 Index,21.3182,3057
29/10/2009,1038.75,1064,1037.25,1061.5,2298367,2485726,Future,CME,USD,0.25,12.5,50,51925,ES1 Index,20.3122,3058
30/10/2009,1061.25,1062.75,1029.5,1033,3376612,2477634,Future,CME,USD,0.25,12.5,50,53075,ES1 Index,17.1305,3059
02/11/2009,1031.25,1049.5,1026,1039,2783823,2458795,Future,CME,USD,0.25,12.5,50,51650,ES1 Index,17.5211,3060
03/11/2009,1039.25,1044,1026.5,1041.75,2315679,2483205,Future,CME,USD,0.25,12.5,50,51950,ES1 Index,18.2719,3061
04/11/2009,1041.75,1058.5,1040.75,1047,2360779,2510493,Future,CME,USD,0.25,12.5,50,52087.5,ES1 Index,19.0083,3062
05/11/2009,1046.75,1064,1039,1063.25,1949016,2512147,Future,CME,USD,0.25,12.5,50,52350,ES1 Index,19.6119,3063
06/11/2009,1063.25,1069.5,1053.5,1066.25,2082058,2525359,Future,CME,USD,0.25,12.5,50,53162.5,ES1 Index,19.6349,3064
09/11/2009,1065.75,1092,1065,1091.75,1833896,2503851,Future,CME,USD,0.25,12.5,50,53312.5,ES1 Index,19.6081,3065
10/11/2009,1091.5,1094.5,1085,1092,1810118,2501068,Future,CME,USD,0.25,12.5,50,54587.5,ES1 Index,20.4196,3066
11/11/2009,1091.75,1103.25,1091.25,1096.25,1800698,2503906,Future,CME,USD,0.25,12.5,50,54600,ES1 Index,20.6681,3067
12/11/2009,1096,1101,1082.5,1087.25,2020189,2521044,Future,CME,USD,0.25,12.5,50,54812.5,ES1 Index,21.0911,3068
13/11/2009,1087.5,1096,1082.75,1091.5,1478254,2546421,Future,CME,USD,0.25,12.5,50,54362.5,ES1 Index,21.3082,3069
16/11/2009,1092,1112.25,1091,1106.25,1992105,2556245,Future,CME,USD,0.25,12.5,50,54575,ES1 Index,21.3372,3070
17/11/2009,1106.25,1109,1100,1107.5,1517083,2546124,Future,CME,USD,0.25,12.5,50,55312.5,ES1 Index,22.5426,3071
18/11/2009,1107.5,1110.75,1100.75,1108.5,1480000,2537795,Future,CME,USD,0.25,12.5,50,55375,ES1 Index,24.0944,3072
19/11/2009,1108.5,1109.5,1086.5,1094.25,2047058,2551165,Future,CME,USD,0.25,12.5,50,55425,ES1 Index,25.203,3073
20/11/2009,1094,1095,1083.5,1090,1451811,2564267,Future,CME,USD,0.25,12.5,50,54712.5,ES1 Index,25.6847,3074
23/11/2009,1089.75,1111.5,1089,1103.75,1545064,2567414,Future,CME,USD,0.25,12.5,50,54500,ES1 Index,25.9045,3075
24/11/2009,1103.5,1107,1095,1103,1584089,2568594,Future,CME,USD,0.25,12.5,50,55187.5,ES1 Index,26.4969,3076
25/11/2009,1103.25,1111.25,1102.25,1109,1078340,2574456,Future,CME,USD,0.25,12.5,50,55150,ES1 Index,25.4273,3077
27/11/2009,1108.75,1111.25,1067,1089.5,1704981,2599910,Future,CME,USD,0.25,12.5,50,55450,ES1 Index,25.8189,3078
30/11/2009,1091.5,1098,1084.5,1094.75,2016591,2577784,Future,CME,USD,0.25,12.5,50,54475,ES1 Index,22.8613,3079
01/12/2009,1092.75,1111.75,1092.25,1108.5,1835688,2580449,Future,CME,USD,0.25,12.5,50,54737.5,ES1 Index,19.9279,3080
02/12/2009,1108.25,1115.5,1104.25,1108,1669060,2589015,Future,CME,USD,0.25,12.5,50,55425,ES1 Index,16.8557,3081
03/12/2009,1107.75,1117,1097.5,1098,2054949,2572315,Future,CME,USD,0.25,12.5,50,55400,ES1 Index,13.1967,3082
04/12/2009,1097.75,1119,1095.25,1108,2928961,2608336,Future,CME,USD,0.25,12.5,50,54900,ES1 Index,10.67,3083
07/12/2009,1108,1110.75,1098.75,1103.75,1572214,2568259,Future,CME,USD,0.25,12.5,50,55400,ES1 Index,7.8874,3084
08/12/2009,1104.75,1107.5,1087.75,1090,2251962,2494080,Future,CME,USD,0.25,12.5,50,55187.5,ES1 Index,7.7233,3085
09/12/2009,1090,1097.5,1085,1095.5,2239481,2351765,Future,CME,USD,0.25,12.5,50,54500,ES1 Index,7.8508,3086
10/12/2009,1095,1106.25,1092.5,1102,1327831,2102521,Future,CME,USD,0.25,12.5,50,54775,ES1 Index,7.8719,3087
11/12/2009,1102.5,1110.5,1101.25,1108,798580,1783101,Future,CME,USD,0.25,12.5,50,55100,ES1 Index,7.265,3088
14/12/2009,1107.5,1118,1104.5,1113.5,757740,1524535,Future,CME,USD,0.25,12.5,50,55400,ES1 Index,7.0987,3089
15/12/2009,1112.75,1115.75,1105.25,1108.75,629375,1265910,Future,CME,USD,0.25,12.5,50,55675,ES1 Index,7.5495,3090
16/12/2009,1108.5,1116.75,1107.75,1110.5,401776,1217849,Future,CME,USD,0.25,12.5,50,55437.5,ES1 Index,7.6066,3091
17/12/2009,1110.25,1111,1095.75,1099,346525,1086026,Future,CME,USD,0.25,12.5,50,55525,ES1 Index,7.7155,3092
18/12/2009,1099.25,1107.5,1098.5,1102.38,58323,#N/A N/A,Future,CME,USD,0.25,12.5,50,54950,ES1 Index,7.5237,3093
21/12/2009,1098.75,1113.25,1096.5,1108.25,1157286,2359131,Future,CME,USD,0.25,12.5,50,55119,ES1 Index,6.9114,3094
22/12/2009,1107.75,1115.75,1107.25,1113.5,923487,2374664,Future,CME,USD,0.25,12.5,50,55412.5,ES1 Index,7.017,3095
23/12/2009,1113.75,1120,1111.25,1115.5,724432,2376350,Future,CME,USD,0.25,12.5,50,55675,ES1 Index,7.4049,3096
24/12/2009,1115.25,1122.5,1114.75,1122,248984,2394340,Future,CME,USD,0.25,12.5,50,55775,ES1 Index,7.8014,3097
28/12/2009,1120.5,1126.25,1117.5,1123,472715,2392937,Future,CME,USD,0.25,12.5,50,56100,ES1 Index,7.9894,3098
29/12/2009,1122.75,1128.5,1120.5,1121.75,577267,2397986,Future,CME,USD,0.25,12.5,50,56150,ES1 Index,8.4382,3099
30/12/2009,1121.25,1122.5,1113,1122,593863,2393240,Future,CME,USD,0.25,12.5,50,56087.5,ES1 Index,9.0694,3100
31/12/2009,1121.75,1125.25,1109.75,1110.75,636905,2392916,Future,CME,USD,0.25,12.5,50,56100,ES1 Index,9.6239,3101
04/01/2010,1113.75,1129.75,1113.25,1128.75,1282633,2440458,Future,CME,USD,0.25,12.5,50,55537.5,ES1 Index,9.2743,3102
05/01/2010,1128.5,1133,1125,1132.25,1368386,2402850,Future,CME,USD,0.25,12.5,50,56437.5,ES1 Index,10.2714,3103
06/01/2010,1132,1135.5,1127.25,1133,1252015,2396493,Future,CME,USD,0.25,12.5,50,56612.5,ES1 Index,11.2686,3104
07/01/2010,1133,1138.75,1127,1137.5,1553963,2406352,Future,CME,USD,0.25,12.5,50,56650,ES1 Index,10.9243,3105
08/01/2010,1137.25,1141.75,1131,1141.5,1508175,2758348,Future,CME,USD,0.25,12.5,50,56875,ES1 Index,11.1702,3106
11/01/2010,1141.75,1148,1137.75,1142.5,1444997,2427453,Future,CME,USD,0.25,12.5,50,57075,ES1 Index,11.9797,3107
12/01/2010,1141.25,1143,1127.75,1134,2089364,2439036,Future,CME,USD,0.25,12.5,50,57125,ES1 Index,12.8775,3108
13/01/2010,1134.25,1145.25,1129.25,1141.5,2110033,2475322,Future,CME,USD,0.25,12.5,50,56700,ES1 Index,13.1293,3109
14/01/2010,1141.5,1147,1138.25,1145.25,1346436,2473392,Future,CME,USD,0.25,12.5,50,57075,ES1 Index,13.5183,3110
15/01/2010,1146.75,1147.25,1127.5,1132.25,2031715,2454453,Future,CME,USD,0.25,12.5,50,57262.5,ES1 Index,14.0535,3111
19/01/2010,1131.75,1147,1126.25,1145.75,1915929,2472206,Future,CME,USD,0.25,12.5,50,56612.5,ES1 Index,12.6394,3112
20/01/2010,1145,1146.5,1125.25,1134,2370298,2482172,Future,CME,USD,0.25,12.5,50,57287.5,ES1 Index,11.8942,3113
21/01/2010,1134.5,1139.25,1110.25,1111,3413319,2536905,Future,CME,USD,0.25,12.5,50,56700,ES1 Index,10.8168,3114
22/01/2010,1109.75,1115.75,1086.25,1091,3516342,2615680,Future,CME,USD,0.25,12.5,50,55550,ES1 Index,11.046,3115
25/01/2010,1094,1103,1089.75,1092.5,2059400,2589797,Future,CME,USD,0.25,12.5,50,54550,ES1 Index,13.9171,3116
26/01/2010,1094,1100,1081,1087.25,2431164,2620022,Future,CME,USD,0.25,12.5,50,54625,ES1 Index,16.1931,3117
27/01/2010,1087.5,1096.25,1078.5,1094.5,2614146,2625603,Future,CME,USD,0.25,12.5,50,54362.5,ES1 Index,18.625,3118
28/01/2010,1094.5,1103.5,1074.25,1079.25,3030021,2613642,Future,CME,USD,0.25,12.5,50,54725,ES1 Index,19.933,3119
29/01/2010,1081,1093.25,1066.5,1070.5,3042043,2638822,Future,CME,USD,0.25,12.5,50,53962.5,ES1 Index,22.4349,3120
01/02/2010,1070,1086.5,1068,1086.25,1896011,2619197,Future,CME,USD,0.25,12.5,50,53525,ES1 Index,25.2603,3121
02/02/2010,1086,1101.5,1082,1097.25,2102320,2693741,Future,CME,USD,0.25,12.5,50,54312.5,ES1 Index,26.2754,3122
03/02/2010,1097,1100.25,1090.5,1096.5,1883086,2684501,Future,CME,USD,0.25,12.5,50,54862.5,ES1 Index,26.4075,3123
04/02/2010,1096.25,1098.25,1059.25,1061.75,3296423,2733407,Future,CME,USD,0.25,12.5,50,54825,ES1 Index,26.4004,3124
05/02/2010,1061.75,1065,1040.75,1059.75,3963729,2752149,Future,CME,USD,0.25,12.5,50,53087.5,ES1 Index,28.2604,3125
08/02/2010,1062,1068.5,1053,1056,2046336,2795324,Future,CME,USD,0.25,12.5,50,52987.5,ES1 Index,29.3536,3126
09/02/2010,1055.5,1077,1054,1066.25,3014373,2810384,Future,CME,USD,0.25,12.5,50,52800,ES1 Index,29.9823,3127
10/02/2010,1066.5,1072.5,1056.25,1063.25,2200307,2813255,Future,CME,USD,0.25,12.5,50,53312.5,ES1 Index,29.8499,3128
11/02/2010,1063.5,1078,1057.5,1076.5,2261897,2826210,Future,CME,USD,0.25,12.5,50,53162.5,ES1 Index,28.7906,3129
12/02/2010,1076.25,1079.75,1060,1079,2746593,2837310,Future,CME,USD,0.25,12.5,50,53825,ES1 Index,26.0737,3130
16/02/2010,1077.5,1094,1073.5,1093.25,1760773,2795293,Future,CME,USD,0.25,12.5,50,53950,ES1 Index,24.0094,3131
17/02/2010,1093.25,1100,1092.5,1099.5,1669958,2803301,Future,CME,USD,0.25,12.5,50,54662.5,ES1 Index,19.4255,3132
18/02/2010,1099.75,1106.75,1093,1105.5,1831933,2804518,Future,CME,USD,0.25,12.5,50,54975,ES1 Index,15.7568,3133
19/02/2010,1105.5,1111,1092.5,1106.25,2095859,2749477,Future,CME,USD,0.25,12.5,50,55275,ES1 Index,15.2398,3134
22/02/2010,1106,1112.75,1103.5,1107.5,1317255,2759021,Future,CME,USD,0.25,12.5,50,55312.5,ES1 Index,16.1228,3135
23/02/2010,1107,1112.75,1090.25,1097.25,2224420,2796410,Future,CME,USD,0.25,12.5,50,55375,ES1 Index,16.9748,3136
24/02/2010,1096.75,1105.5,1092.5,1103.5,1882885,2805411,Future,CME,USD,0.25,12.5,50,54862.5,ES1 Index,17.2512,3137
25/02/2010,1103,1103.5,1084.5,1102.25,2696848,2830299,Future,CME,USD,0.25,12.5,50,55175,ES1 Index,17.6739,3138
26/02/2010,1102,1107.75,1096.25,1103.5,1942627,2819976,Future,CME,USD,0.25,12.5,50,55112.5,ES1 Index,18.0793,3139
01/03/2010,1105.5,1115.5,1104.25,1114.5,1614001,2816032,Future,CME,USD,0.25,12.5,50,55175,ES1 Index,18.1246,3140
02/03/2010,1114.25,1122.75,1112.75,1117.5,1502547,2775511,Future,CME,USD,0.25,12.5,50,55725,ES1 Index,19.1528,3141
03/03/2010,1117.5,1125,1115,1118.5,1581434,2800091,Future,CME,USD,0.25,12.5,50,55875,ES1 Index,20.1787,3142
04/03/2010,1118.25,1123.5,1114,1122.25,1456698,2751134,Future,CME,USD,0.25,12.5,50,55925,ES1 Index,21.1803,3143
05/03/2010,1122,1138.75,1121.5,1136.5,1869074,2784520,Future,CME,USD,0.25,12.5,50,56112.5,ES1 Index,21.0652,3144
08/03/2010,1136.25,1140.5,1135,1137,1175918,2767605,Future,CME,USD,0.25,12.5,50,56825,ES1 Index,21.4243,3145
09/03/2010,1137.25,1145.25,1131.5,1140.5,1759468,2732028,Future,CME,USD,0.25,12.5,50,56850,ES1 Index,20.5699,3146
10/03/2010,1140,1148,1137.75,1145.75,2112662,2587207,Future,CME,USD,0.25,12.5,50,57025,ES1 Index,20.3284,3147
11/03/2010,1145.25,1151,1138.5,1150.5,1642010,2171812,Future,CME,USD,0.25,12.5,50,57287.5,ES1 Index,19.3589,3148
12/03/2010,1150.75,1159.5,1146.75,1151.25,820606,1840018,Future,CME,USD,0.25,12.5,50,57525,ES1 Index,19.5036,3149
15/03/2010,1151,1151,1141.25,1150.25,541039,1677535,Future,CME,USD,0.25,12.5,50,57562.5,ES1 Index,19.1842,3150
16/03/2010,1150.25,1160.5,1149,1159.5,534353,1488677,Future,CME,USD,0.25,12.5,50,57512.5,ES1 Index,19.4602,3151
17/03/2010,1159.5,1170,1158.75,1165.75,382975,1404506,Future,CME,USD,0.25,12.5,50,57975,ES1 Index,20.52,3152
18/03/2010,1165.25,1169.25,1161,1166,323112,1271481,Future,CME,USD,0.25,12.5,50,58287.5,ES1 Index,21.9871,3153
19/03/2010,1166.25,1170,1164.75,1172.95,57789,#N/A N/A,Future,CME,USD,0.25,12.5,50,58300,ES1 Index,22.9703,3154
22/03/2010,1153.25,1163.25,1146.75,1162,1915570,2366678,Future,CME,USD,0.25,12.5,50,58647.5,ES1 Index,24.1228,3155
23/03/2010,1161.75,1170.5,1159,1169.5,1852348,2343536,Future,CME,USD,0.25,12.5,50,58100,ES1 Index,23.1233,3156
24/03/2010,1169.25,1170,1161,1164.5,1983392,2364585,Future,CME,USD,0.25,12.5,50,58475,ES1 Index,22.6218,3157
25/03/2010,1164.25,1176.5,1160.25,1162.75,2354673,2390362,Future,CME,USD,0.25,12.5,50,58225,ES1 Index,21.0984,3158
26/03/2010,1162.25,1169.75,1156.5,1163.5,2158979,2406679,Future,CME,USD,0.25,12.5,50,58137.5,ES1 Index,18.9488,3159
29/03/2010,1164.75,1171,1164,1168.75,1453231,2422677,Future,CME,USD,0.25,12.5,50,58175,ES1 Index,17.4454,3160
30/03/2010,1168.5,1173.75,1164.25,1169.5,1642976,2411847,Future,CME,USD,0.25,12.5,50,58437.5,ES1 Index,15.9868,3161
31/03/2010,1169,1170.5,1161.25,1165.25,2101730,2379962,Future,CME,USD,0.25,12.5,50,58475,ES1 Index,14.0273,3162
01/04/2010,1167,1177.5,1165.75,1173.75,1933171,2403558,Future,CME,USD,0.25,12.5,50,58262.5,ES1 Index,11.5829,3163
05/04/2010,1173.5,1183.75,1173.5,1183,1025888,2397813,Future,CME,USD,0.25,12.5,50,58687.5,ES1 Index,10.8753,3164
06/04/2010,1183,1188,1177.25,1185.75,1395387,2398237,Future,CME,USD,0.25,12.5,50,59150,ES1 Index,10.6003,3165
07/04/2010,1185.75,1186.25,1173.25,1179,2150194,2364972,Future,CME,USD,0.25,12.5,50,59287.5,ES1 Index,10.4975,3166
08/04/2010,1178.5,1185,1171,1183.75,1900014,2389116,Future,CME,USD,0.25,12.5,50,58950,ES1 Index,9.9096,3167
09/04/2010,1183.5,1193,1183,1192.5,1450628,2383750,Future,CME,USD,0.25,12.5,50,59187.5,ES1 Index,9.8634,3168
12/04/2010,1194.75,1198.5,1190.75,1192.5,1250421,2379785,Future,CME,USD,0.25,12.5,50,59625,ES1 Index,10.4373,3169
13/04/2010,1192.25,1195.75,1185,1193,1553591,2412904,Future,CME,USD,0.25,12.5,50,59625,ES1 Index,10.4023,3170
14/04/2010,1195.5,1207.25,1194.5,1206.5,1723682,2440787,Future,CME,USD,0.25,12.5,50,59650,ES1 Index,10.8792,3171
15/04/2010,1206.5,1210.5,1201,1208.5,1732427,2448263,Future,CME,USD,0.25,12.5,50,60325,ES1 Index,12.906,3172
16/04/2010,1208,1208.5,1182.75,1190.25,3584805,2465049,Future,CME,USD,0.25,12.5,50,60425,ES1 Index,14.5538,3173
19/04/2010,1186,1196.5,1179.75,1195.5,2469267,2463376,Future,CME,USD,0.25,12.5,50,59512.5,ES1 Index,14.7086,3174
20/04/2010,1195.75,1205.75,1194,1205.5,1533730,2474254,Future,CME,USD,0.25,12.5,50,59775,ES1 Index,14.4754,3175
21/04/2010,1205,1209.5,1195,1200.5,2148731,2483833,Future,CME,USD,0.25,12.5,50,60275,ES1 Index,15.1626,3176
22/04/2010,1198.5,1207,1186.25,1201.75,2668931,2523968,Future,CME,USD,0.25,12.5,50,60025,ES1 Index,14.923,3177
23/04/2010,1201.25,1213.75,1197.5,1212.25,1856101,2505018,Future,CME,USD,0.25,12.5,50,60087.5,ES1 Index,14.3264,3178
26/04/2010,1211.25,1216.75,1207.5,1208.25,1621388,2504414,Future,CME,USD,0.25,12.5,50,60612.5,ES1 Index,14.1915,3179
27/04/2010,1207.75,1210,1177.5,1181,3590721,2551935,Future,CME,USD,0.25,12.5,50,60412.5,ES1 Index,13.8141,3180
28/04/2010,1181.5,1192,1176.75,1190,2857064,2534454,Future,CME,USD,0.25,12.5,50,59050,ES1 Index,13.0042,3181
29/04/2010,1190,1206.25,1188,1205.25,1978106,2512231,Future,CME,USD,0.25,12.5,50,59500,ES1 Index,11.2368,3182
30/04/2010,1205.5,1208,1182.75,1183.5,2896699,2506087,Future,CME,USD,0.25,12.5,50,60262.5,ES1 Index,10.3981,3183
03/05/2010,1184.5,1202,1183.75,1198.5,1796282,2546897,Future,CME,USD,0.25,12.5,50,59175,ES1 Index,10.3653,3184
04/05/2010,1198.25,1199.75,1164.25,1172.5,3552538,2537709,Future,CME,USD,0.25,12.5,50,59925,ES1 Index,10.1058,3185
05/05/2010,1171.75,1175,1154.75,1164,3056854,2591435,Future,CME,USD,0.25,12.5,50,58625,ES1 Index,10.8065,3186
06/05/2010,1163.75,1168.75,1056,1122.5,5674895,2688328,Future,CME,USD,0.25,12.5,50,58200,ES1 Index,12.8025,3187
07/05/2010,1123.75,1135.5,1090.75,1107,5013862,2647315,Future,CME,USD,0.25,12.5,50,56125,ES1 Index,20.9741,3188
10/05/2010,1125.25,1162,1121.5,1156.5,3638568,2646663,Future,CME,USD,0.25,12.5,50,55350,ES1 Index,28.4919,3189
11/05/2010,1156,1169,1140.5,1152.25,2659948,2686701,Future,CME,USD,0.25,12.5,50,57825,ES1 Index,29.2597,3190
12/05/2010,1151.75,1171.25,1141,1169.75,2106419,2595338,Future,CME,USD,0.25,12.5,50,57612.5,ES1 Index,29.6609,3191
13/05/2010,1169,1174.75,1153.75,1156.75,1963587,2576551,Future,CME,USD,0.25,12.5,50,58487.5,ES1 Index,29.054,3192
14/05/2010,1155.5,1159.5,1123.75,1135.25,2954607,2589750,Future,CME,USD,0.25,12.5,50,57837.5,ES1 Index,29.4008,3193
17/05/2010,1133.75,1140.25,1112.75,1134.5,3045653,2570497,Future,CME,USD,0.25,12.5,50,56762.5,ES1 Index,30.6391,3194
18/05/2010,1135.5,1147.5,1115.25,1118.75,3092769,2584389,Future,CME,USD,0.25,12.5,50,56725,ES1 Index,31.0262,3195
19/05/2010,1118,1122.75,1098.75,1110,3585102,2607620,Future,CME,USD,0.25,12.5,50,55937.5,ES1 Index,32.3704,3196
