Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,st_dev,no_days
13/04/2004,112.56,112.79,112.48,108.39,9198,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108390,1.1932378918994404,2416
14/04/2004,112.56,112.79,112.48,108.13,10508,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108130,1.3247555749387125,2417
15/04/2004,112.56,112.79,112.48,108.1,6805,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108100,1.4345760116951332,2418
16/04/2004,112.56,112.79,112.48,108.54,6562,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108540,1.485696581853453,2419
19/04/2004,112.56,112.79,112.48,108.3,5260,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108300,1.531216836374788,2420
20/04/2004,112.56,112.79,112.48,107.96,6724,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107960,1.5699041371999491,2421
21/04/2004,112.56,112.79,112.48,108.18,8657,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108180,1.5622019715764723,2422
22/04/2004,112.56,112.79,112.48,108.56,10793,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108560,1.5209364439923168,2423
23/04/2004,112.56,112.79,112.48,108.18,10700,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108180,1.4893872341773853,2424
26/04/2004,112.56,112.79,112.48,108.21,4869,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108210,1.4050830343187761,2425
27/04/2004,112.56,112.79,112.48,108.39,6376,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108390,1.3620786810351235,2426
28/04/2004,112.56,112.79,112.48,108.15,9678,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108150,1.2997403586859044,2427
29/04/2004,108.9,109.34,108.65,108.8,14066,101823,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108800,1.2082062461890475,2428
30/04/2004,108.86,109.74,108.81,109.59,15427,102201,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109590,1.0855433355376354,2429
03/05/2004,109.58,109.97,109.48,109.82,10626,102420,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109820,0.9920223451768293,2430
04/05/2004,112.56,112.79,112.48,108.74,9387,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108740,0.9562426470288619,2431
05/05/2004,112.56,112.79,112.48,108.64,7872,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108640,0.89184303551506,2432
06/05/2004,109.49,109.66,109.26,109.44,6294,101852,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109440,0.8309897712948626,2433
07/05/2004,109.24,109.29,108.0,108.13,25122,105049,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108130,0.809149347564037,2434
10/05/2004,112.56,112.79,112.48,107.27,7479,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107270,0.8489538660394017,2435
11/05/2004,112.56,112.79,112.48,107.38,5747,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107380,0.8559182203905434,2436
12/05/2004,112.56,112.79,112.48,107.23,6520,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107230,0.8376090973696734,2437
13/05/2004,112.56,112.79,112.48,107.23,8679,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107230,0.799986874890058,2438
14/05/2004,112.56,112.79,112.48,107.32,8432,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107320,0.7137639665857927,2439
17/05/2004,112.56,112.79,112.48,107.29,8840,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107290,0.7168061104624017,2440
18/05/2004,112.56,112.79,112.48,107.13,6881,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107130,0.7492923328022288,2441
19/05/2004,112.56,112.79,112.48,106.8,9215,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106800,0.7991668578356085,2442
20/05/2004,112.56,112.79,112.48,107.14,4869,101581,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107140,0.8236186415221646,2443
21/05/2004,108.26,108.4,107.9,108.14,7763,86274,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108140,0.818519598622704,2444
24/05/2004,108.26,108.4,107.9,107.9,7763,86274,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107900,0.817965565695033,2445
25/05/2004,108.19,108.21,107.75,107.8,44703,102189,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107800,0.819444323914764,2446
26/05/2004,107.24,107.81,107.12,107.76,42511,75580,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107760,0.821151021430354,2447
27/05/2004,107.64,108.39,107.48,108.33,16533,77478,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108330,0.8163755263333827,2448
28/05/2004,108.11,108.36,107.74,107.8,10717,78506,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107800,0.8170501820549934,2449
31/05/2004,107.89,108.09,107.71,107.85,1128,74002,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107850,0.8166829250058364,2450
01/06/2004,107.79,107.79,107.26,107.6,11593,77383,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107600,0.816360418766982,2451
02/06/2004,107.46,107.55,107.02,107.07,11409,80115,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107070,0.8348702493976988,2452
03/06/2004,107.13,107.25,106.76,107.21,11160,81502,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107210,0.8261914628760919,2453
04/06/2004,106.91,107.09,106.06,106.14,10013,82757,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106140,0.8139916051958096,2454
07/06/2004,106.28,106.38,106.11,106.28,6928,81873,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106280,0.7390766762178087,2455
08/06/2004,106.2,106.55,106.18,106.52,5883,81147,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106520,0.7277762934646267,2456
09/06/2004,106.48,106.58,106.26,106.53,5564,82005,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106530,0.7117506585846811,2457
10/06/2004,106.3,106.44,106.1,106.4,6404,83588,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106400,0.6019897562769023,2458
11/06/2004,106.12,106.26,105.92,105.93,1474,81286,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,105930,0.6340281276586026,2459
14/06/2004,105.99,106.09,105.67,105.73,10099,86605,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,105730,0.6986622932401402,2460
15/06/2004,105.94,106.78,105.94,106.64,15890,92469,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106640,0.7037454558732312,2461
16/06/2004,106.45,106.45,105.94,106.25,12222,94379,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106250,0.7238363074587614,2462
17/06/2004,106.12,106.47,105.86,106.35,6720,95088,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106350,0.737088190107206,2463
18/06/2004,106.57,106.73,105.96,106.14,7574,92416,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106140,0.7557166576582521,2464
21/06/2004,106.25,106.46,106.12,106.41,4001,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106410,0.7615937237106642,2465
22/06/2004,106.33,106.58,106.23,106.44,6809,92926,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106440,0.7674301271096033,2466
23/06/2004,106.37,107.01,106.32,106.83,11304,91761,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106830,0.7672476783904025,2467
24/06/2004,107.06,107.54,107.03,107.24,11776,92383,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107240,0.7686605232451219,2468
25/06/2004,106.25,106.46,106.12,106.3,4224,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106300,0.735510027120928,2469
28/06/2004,106.25,106.46,106.12,105.75,6093,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,105750,0.7342910412967864,2470
29/06/2004,106.25,106.46,106.12,106.02,4602,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106020,0.7165421597240578,2471
30/06/2004,106.25,106.46,106.12,106.02,8902,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106020,0.6935075101698477,2472
01/07/2004,106.25,106.46,106.12,106.48,8902,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,106480,0.5966190856221499,2473
02/07/2004,107.72,108.97,107.72,108.51,12787,91669,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108510,0.6705599650008642,2474
05/07/2004,106.25,106.46,106.12,107.47,4001,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107470,0.6445054951888459,2475
06/07/2004,106.25,106.46,106.12,107.35,9767,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107350,0.629632697156536,2476
07/07/2004,108.15,108.35,108.09,108.31,7695,92701,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108310,0.7145628033947117,2477
08/07/2004,108.28,108.6,108.14,108.55,4962,93046,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108550,0.8058684756182853,2478
09/07/2004,108.43,108.7,108.35,108.63,4978,91458,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108630,0.8881334359179337,2479
12/07/2004,106.25,106.46,106.12,107.63,4001,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107630,0.8985104339936321,2480
13/07/2004,108.36,108.42,107.9,108.31,10713,93352,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108310,0.9440088276399395,2481
14/07/2004,108.45,108.74,108.03,108.23,5412,92349,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108230,0.9777129776484373,2482
15/07/2004,106.25,106.46,106.12,107.2,4001,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107200,0.9718038210782015,2483
16/07/2004,108.25,109.05,108.25,108.91,8908,94323,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108910,1.0181764745509159,2484
19/07/2004,108.88,109.06,108.81,108.98,5671,96152,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108980,1.04210124268023,2485
20/07/2004,108.81,109.04,108.38,108.43,6437,95752,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108430,1.060630630016434,2486
21/07/2004,108.27,108.3,107.99,108.22,11890,98215,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108220,1.0517710460595053,2487
22/07/2004,106.25,106.46,106.12,107.55,4001,93164,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107550,1.0295544343691279,2488
23/07/2004,106.25,106.46,106.12,107.76,4001,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107760,0.9949594631587634,2489
26/07/2004,106.25,106.46,106.12,107.68,4216,91230,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107680,0.969007223913151,2490
27/07/2004,108.47,108.68,107.77,107.84,10924,92244,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107840,0.942147369928172,2491
28/07/2004,107.76,107.98,107.71,107.97,11100,96675,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,107970,0.9304384271205699,2492
29/07/2004,107.71,108.15,107.54,108.08,8038,91258,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108080,0.9300471314200268,2493
30/07/2004,108.08,108.59,108.07,108.08,8293,92764,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108080,0.8865414071901346,2494
02/08/2004,108.08,108.59,108.07,108.51,8293,92764,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108510,0.7929234935747146,2495
03/08/2004,108.61,109.23,108.44,109.13,12969,94585,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109130,0.7324372555580936,2496
04/08/2004,109.14,109.3,108.9,109.06,7221,92306,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109060,0.6373782236601856,2497
05/08/2004,109.17,109.4,109.12,109.13,5455,94844,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109130,0.5710802628903805,2498
06/08/2004,109.4,110.79,109.09,110.32,10118,97955,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110320,0.7076705919161757,2499
09/08/2004,110.16,110.21,109.79,109.83,4867,95363,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109830,0.7494569144807789,2500
10/08/2004,109.84,110.3,109.44,109.53,6040,95180,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109530,0.7505227067382917,2501
11/08/2004,109.45,109.88,109.41,109.78,4830,94525,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109780,0.7934307363152816,2502
12/08/2004,109.85,110.12,109.62,110.03,5520,96678,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110030,0.8480395037947901,2503
13/08/2004,110.1,110.28,109.89,110.07,6578,96407,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110070,0.8980974334650715,2504
16/08/2004,109.85,109.85,109.32,109.63,7782,95194,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109630,0.8924753964843681,2505
17/08/2004,109.62,110.2,109.62,109.95,6755,96774,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109950,0.9201313312040321,2506
18/08/2004,110.19,110.3,109.72,109.72,7279,96449,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109720,0.9301437164922457,2507
19/08/2004,109.82,110.26,109.65,110.16,5960,98862,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110160,0.8984709232895328,2508
20/08/2004,110.23,110.44,110.02,110.08,4379,99958,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110080,0.9250762130747789,2509
23/08/2004,109.98,109.98,109.65,109.8,15041,108014,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109800,0.9380159913331936,2510
24/08/2004,109.64,109.64,109.11,109.55,20121,105944,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109550,0.9337276547956344,2511
25/08/2004,109.43,109.95,109.33,109.84,45731,97918,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109840,0.9264120753369937,2512
26/08/2004,108.92,109.17,108.83,109.07,38615,94601,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109070,0.8638962129003497,2513
27/08/2004,109.22,109.52,108.95,109.22,16312,103211,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109220,0.8083691400985087,2514
30/08/2004,109.15,109.49,109.15,109.45,6680,105084,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109450,0.7364934939723814,2515
31/08/2004,109.4,109.87,109.39,109.58,13612,111347,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109580,0.6664177868752376,2516
01/09/2004,109.42,109.71,109.15,109.51,8951,110713,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109510,0.5937457368243242,2517
02/09/2004,109.58,109.83,109.33,109.39,8268,112571,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109390,0.5175561161173006,2518
03/09/2004,109.45,109.64,108.74,109.39,17437,118312,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109390,0.42127702682493534,2519
06/09/2004,109.45,109.64,108.74,108.79,17437,118312,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108790,0.39424484777499785,2520
07/09/2004,108.82,108.92,108.62,108.76,12975,117879,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,108760,0.4188185764709118,2521
08/09/2004,108.71,109.26,108.43,109.25,13357,121829,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109250,0.4105252732745281,2522
09/09/2004,109.18,109.43,108.9,109.08,11859,123651,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109080,0.4129903146529282,2523
10/09/2004,109.5,109.77,109.35,109.46,12746,119126,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109460,0.38459632516501774,2524
13/09/2004,109.48,109.67,109.36,109.6,4554,114005,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109600,0.38051806789835446,2525
14/09/2004,109.69,109.77,109.34,109.6,4973,115650,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109600,0.3806406879596975,2526
15/09/2004,109.62,109.68,109.27,109.46,5349,115751,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109460,0.3779691345384655,2527
16/09/2004,109.49,110.25,109.44,110.14,9203,119697,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110140,0.38452351466513224,2528
17/09/2004,110.51,110.52,110.01,110.02,6648,120615,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110020,0.38178309722986054,2529
20/09/2004,110.12,110.62,110.06,110.52,11075,126952,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110520,0.4290889573625141,2530
21/09/2004,110.38,110.38,109.61,110.23,8226,128646,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110230,0.4427068254843805,2531
22/09/2004,110.38,110.38,109.61,109.73,8226,128646,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109730,0.4428366892325636,2532
23/09/2004,110.32,110.56,110.06,110.09,11224,130845,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110090,0.43927098697401235,2533
24/09/2004,110.38,110.38,109.61,109.58,8226,130971,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109580,0.4269765801506083,2534
27/09/2004,110.38,110.38,109.61,109.81,8226,131249,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109810,0.4272111109632362,2535
28/09/2004,110.38,110.38,109.61,109.89,8226,132593,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109890,0.43210415410768604,2536
29/09/2004,110.36,110.41,109.91,110.09,9950,135250,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110090,0.4412074342042825,2537
30/09/2004,110.07,110.31,109.67,109.85,9945,133894,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109850,0.43046951111216714,2538
01/10/2004,109.59,109.59,109.31,109.32,13125,134620,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109320,0.4270526899542388,2539
04/10/2004,109.25,109.49,109.15,109.48,8585,132930,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109480,0.4265864507894642,2540
05/10/2004,109.6,109.78,109.46,109.71,9742,135019,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109710,0.4268098717975279,2541
06/10/2004,109.7,109.72,109.26,109.35,9307,135164,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109350,0.42987284941458903,2542
07/10/2004,109.4,109.45,109.09,109.21,8422,132805,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109210,0.43542010365141987,2543
08/10/2004,108.94,109.92,108.94,109.21,10884,136427,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109210,0.44077507491214674,2544
11/10/2004,108.94,109.92,108.94,109.84,10884,136427,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109840,0.4082923788951218,2545
12/10/2004,110.25,110.45,110.08,110.2,9702,138557,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110200,0.3777600649405353,2546
13/10/2004,110.38,110.38,109.61,109.63,8226,137449,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109630,0.365991803183106,2547
14/10/2004,110.48,110.79,110.25,110.73,8926,144546,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110730,0.3928103868245698,2548
15/10/2004,110.75,110.84,110.14,110.43,10187,144825,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110430,0.40652306207310734,2549
18/10/2004,110.38,110.38,109.61,109.99,8226,143548,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109990,0.40485676479133487,2550
19/10/2004,110.47,110.9,110.2,110.78,8636,143503,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110780,0.4422356083929384,2551
20/10/2004,111.08,111.19,110.89,111.12,10758,145869,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111120,0.4960762710149031,2552
21/10/2004,111.37,111.42,110.99,111.12,10849,147115,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111120,0.547148060398108,2553
22/10/2004,110.38,110.38,109.61,110.65,8226,147377,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110650,0.5625335545524631,2554
25/10/2004,110.38,110.38,109.61,110.81,8226,145467,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110810,0.5760497663663886,2555
26/10/2004,110.38,110.38,109.61,110.68,8226,143365,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110680,0.5893075032025163,2556
27/10/2004,111.28,111.48,110.63,110.72,11062,137010,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110720,0.599935274284494,2557
28/10/2004,110.56,111.25,110.56,110.87,10348,137512,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110870,0.6198018500543804,2558
29/10/2004,110.38,110.38,109.61,110.54,8226,138478,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110540,0.6144870489529126,2559
01/11/2004,110.38,110.38,109.61,110.27,8226,136520,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110270,0.6104061489403636,2560
02/11/2004,110.38,110.38,109.61,110.4,8226,136840,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110400,0.608844534067786,2561
03/11/2004,110.72,111.38,110.66,111.32,13435,141223,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111320,0.6480221189621943,2562
04/11/2004,111.28,111.39,111.09,111.16,9496,139346,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111160,0.6670812044503686,2563
05/11/2004,111.05,111.06,110.05,110.53,21978,143223,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110530,0.6360686545735351,2564
08/11/2004,110.45,110.73,110.45,110.58,9346,138385,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110580,0.6109282554695094,2565
09/11/2004,110.75,110.78,110.41,110.45,13784,140101,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110450,0.5941021236547119,2566
10/11/2004,110.35,110.59,110.22,110.45,10878,134088,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110450,0.5504034883589829,2567
11/11/2004,110.38,110.38,109.61,109.85,10878,128646,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,109850,0.5022509332970477,2568
12/11/2004,110.85,111.22,110.73,111.15,14299,136108,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111150,0.44198340843423445,2569
15/11/2004,111.15,111.25,110.76,110.98,10283,140308,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110980,0.4217906273628841,2570
16/11/2004,111.08,111.11,110.64,110.82,14484,137669,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110820,0.4144506404038875,2571
17/11/2004,110.77,111.55,110.58,111.39,11919,130446,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111390,0.38388018963982296,2572
18/11/2004,111.25,111.32,110.97,111.27,10861,131231,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111270,0.3998199594791643,2573
19/11/2004,111.33,111.67,110.71,111.05,11206,133333,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111050,0.3994579660797911,2574
22/11/2004,110.97,111.09,110.62,111.05,13459,134429,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111050,0.36968996018911765,2575
23/11/2004,111.04,111.55,111.0,111.35,65839,150254,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111350,0.385613364219455,2576
24/11/2004,111.48,111.64,111.32,111.44,43528,102583,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111440,0.4008844388739988,2577
25/11/2004,111.3,111.37,111.21,111.34,12820,108984,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111340,0.40969622892820623,2578
26/11/2004,111.15,111.32,111.0,111.17,14211,118835,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111170,0.4125841328319272,2579
29/11/2004,111.24,111.24,110.49,110.57,16436,122424,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110570,0.4167033317177431,2580
30/11/2004,110.65,110.86,110.49,110.68,12767,122545,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110680,0.4167033317177431,2581
01/12/2004,110.78,111.08,110.74,111.0,16851,124817,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111000,0.41665853325155977,2582
02/12/2004,110.89,111.13,110.6,110.69,11734,120229,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110690,0.41816065492982063,2583
03/12/2004,111.07,111.9,111.0,111.57,17634,133275,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111570,0.43569216961599894,2584
06/12/2004,111.77,111.96,111.69,111.81,7424,128183,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111810,0.4513177003671979,2585
07/12/2004,111.82,112.07,111.71,111.98,6139,124332,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111980,0.47900069589174704,2586
08/12/2004,112.07,112.26,111.85,112.23,9400,132838,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,112230,0.5337233990231292,2587
09/12/2004,112.25,112.29,111.69,111.91,12115,131977,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111910,0.5598755814150334,2588
10/12/2004,112.02,112.1,111.64,111.85,7229,130731,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111850,0.5668268401062678,2589
13/12/2004,112.01,112.16,111.85,112.06,8349,130942,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,112060,0.5824093634763235,2590
14/12/2004,112.01,112.34,111.93,112.32,6376,130848,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,112320,0.6012620061157019,2591
15/12/2004,112.37,112.76,112.37,112.66,7895,135088,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,112660,0.6357428725501656,2592
16/12/2004,112.6,112.63,111.9,112.05,8470,130147,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,112050,0.5652807562014889,2593
17/12/2004,112.05,112.1,111.76,111.85,9714,129606,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111850,0.5668471281263402,2594
20/12/2004,111.95,111.99,111.68,111.8,3491,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111800,0.5601776503917625,2595
21/12/2004,111.95,111.99,111.68,111.35,4835,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111350,0.5424733480382088,2596
22/12/2004,111.77,111.8,111.39,111.54,8153,131892,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111540,0.5416016371206681,2597
23/12/2004,111.55,112.03,111.53,111.93,6076,130815,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111930,0.5437907072871024,2598
24/12/2004,111.95,111.99,111.68,111.33,3491,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111330,0.5354540129632812,2599
27/12/2004,111.95,111.99,111.68,111.33,3491,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111330,0.5267374425003633,2600
28/12/2004,111.95,111.99,111.68,111.29,3491,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111290,0.5280230424250643,2601
29/12/2004,111.95,111.99,111.68,110.72,3980,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,110720,0.5554676708250437,2602
30/12/2004,111.4,111.8,111.3,111.78,4335,131695,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111780,0.5551375204984312,2603
31/12/2004,111.95,111.99,111.68,111.18,4221,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111180,0.5548342094702521,2604
03/01/2005,111.95,111.99,111.68,111.56,4221,130560,CN1 Comdty,Future,MSE,CAD,0.01,10,1000,111560,0.51360101245861,2605
