Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd
19/07/2023,161.61,162.03,161.57,161.92,521928,1557356,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161920,161.92,159.05,1.7205869153618527,4578,0.002,0.25,1.1308,
20/07/2023,161.83,162.14,161.55,161.93,908180,1583325,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,159.06,1.6792242256414265,4579,0.002,0.25,1.1308,
21/07/2023,162.02,162.56,161.99,162.48,560203,1579116,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162480,162.48,159.6,1.6179443748105253,4580,0.002,0.25,1.1308,
24/07/2023,162.34,162.67,162.26,162.54,370146,1566428,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162540,162.54,159.64,1.5539278189953547,4581,0.002,0.25,1.1308,
25/07/2023,162.47,162.56,161.56,161.6,667184,1589060,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161600,161.6,158.7,1.468956886131887,4582,0.002,0.25,1.1308,
26/07/2023,161.71,162.1,161.64,161.78,486324,1571842,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161780,161.78,158.9,1.3586214827221923,4583,0.002,0.25,1.1308,
27/07/2023,162.01,162.5,161.95,162.23,572932,1577835,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162230,162.23,159.33,1.2121802671141277,4584,0.002,0.25,1.1308,
28/07/2023,162.19,162.38,161.37,161.98,728936,1595023,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161980,161.98,159.1,1.032837838182183,4585,0.002,0.25,1.1308,
31/07/2023,162.17,162.18,161.72,161.95,509597,1586803,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161950,161.95,159.08,0.7825545774241457,4586,0.002,0.25,1.1308,
01/08/2023,161.88,162.94,161.82,162.8,684204,1613524,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162800,162.8,159.93,0.7013558297902767,4587,0.002,0.25,1.1308,
02/08/2023,162.89,162.97,162.63,162.86,493841,1608227,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162860,162.86,159.99,0.6491948859786296,4588,0.002,0.25,1.1308,
03/08/2023,162.86,163.48,162.71,163.3,567058,1592209,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.7181984405307612,4589,0.002,0.25,1.1308,
04/08/2023,163.48,163.51,162.89,163.13,490006,1596832,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.26,0.768976592609182,4590,0.002,0.25,1.1308,
07/08/2023,163.09,163.38,162.84,163.3,324000,1604331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.8238780249410975,4591,0.002,0.25,1.1308,
08/08/2023,163.32,163.42,163.03,163.13,343112,1601908,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.25,0.8613735155634795,4592,0.002,0.25,1.1308,
09/08/2023,163.28,163.99,163.25,163.9,609012,1606475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,161.02,0.9477956882406348,4593,0.002,0.25,1.1308,
10/08/2023,163.78,164.3,163.64,164.11,467221,1597073,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164110,164.11,161.23,0.9837423443061233,4594,0.002,0.25,1.1308,
11/08/2023,164.34,164.64,164.19,164.54,551027,1613264,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164540,164.54,161.65,1.03189825078878,4595,0.002,0.25,1.1308,
14/08/2023,164.43,164.44,163.86,164.2,392761,1608339,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164200,164.2,161.31,1.057435261996829,4596,0.002,0.25,1.1308,
15/08/2023,163.94,164.08,163.45,163.85,522924,1606503,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163850,163.85,160.97,1.0281420135277968,4597,0.002,0.25,1.1308,
16/08/2023,163.8,164.02,163.36,163.75,532766,1594489,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163750,163.75,160.88,1.025608274788352,4598,0.002,0.25,1.1308,
17/08/2023,163.98,164.33,163.71,163.95,482661,1586280,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163950,163.95,161.08,1.0067334966684873,4599,0.002,0.25,1.1308,
18/08/2023,164.18,164.48,164,164.36,500843,1590822,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164360,164.36,161.49,0.9953681061033219,4600,0.002,0.25,1.1308,
21/08/2023,164.09,164.57,164.05,164.44,376485,1594322,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.58,0.9817292566254721,4601,0.002,0.25,1.1308,
22/08/2023,164.39,164.47,164.12,164.44,468241,1594270,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.59,0.9748346868304185,4602,0.002,0.25,1.1308,
23/08/2023,164.35,164.89,164.22,164.85,615176,1611327,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164850,164.85,162,0.9980522698308201,4603,0.002,0.25,1.1308,
24/08/2023,164.87,164.9,164.66,164.75,420389,1605294,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164750,164.75,161.89,1.001296326426138,4604,0.002,0.25,1.1308,
25/08/2023,164.69,164.8,164.36,164.77,454029,1574506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164770,164.77,161.91,1.021149189221553,4605,0.002,0.25,1.1308,
28/08/2023,164.86,164.98,164.58,164.96,298546,1534448,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164960,164.96,162.08,1.0446950113061026,4606,0.002,0.25,1.1308,
29/08/2023,165.03,165.69,165,165.43,788843,1512233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165430,165.43,162.55,1.026387191389242,4607,0.002,0.25,1.1308,
30/08/2023,165.26,165.31,164.92,165.14,676228,1474850,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165140,165.14,162.27,0.9821113310862107,4608,0.002,0.25,1.1308,
31/08/2023,165.13,165.29,164.85,165.08,706070,1383000,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165080,165.08,162.21,0.9518023254058356,4609,0.002,0.25,1.1308,
01/09/2023,165.15,165.21,164.52,164.86,959778,1227496,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164860,164.86,161.99,0.8733794516978196,4610,0.002,0.25,1.1308,
04/09/2023,162.12,162.28,162.02,162.16,931545,1046113,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162160,165.04,162.16,0.8528690794301224,4611,0.002,0.25,1.1308,
05/09/2023,162.15,162.93,161.96,162.64,1385310,1486287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,165.52,162.64,0.863428244450372,4612,0.002,0.25,1.1308,
06/09/2023,162.79,162.84,162.24,162.57,999423,1667630,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162570,165.48,162.57,0.8821898888455465,4613,0.002,0.25,1.1308,
07/09/2023,162.3,163.24,162.22,163.18,880299,1695491,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163180,165.37,163.18,0.8868365125440636,4614,0.002,0.25,1.1308,
08/09/2023,163.4,163.43,162.82,162.96,625183,1697534,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.51,0.8948767140308477,4615,0.002,0.25,1.1308,
11/09/2023,162.85,162.89,162.64,162.77,459138,1701763,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162770,162.77,162.32,0.9193959973707241,4616,0.002,0.25,1.1308,
12/09/2023,162.67,162.7,161.73,161.87,757283,1701307,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161870,161.87,161.42,1.0017290052610515,4617,0.002,0.25,1.1308,
13/09/2023,161.96,162.07,161.62,161.72,619964,1711512,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161720,161.72,161.26,1.0992307916514192,4618,0.002,0.25,1.1308,
14/09/2023,161.71,162.05,161.37,161.56,733985,1705997,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161560,161.56,161.1,1.1926895376897437,4619,0.002,0.25,1.1308,
15/09/2023,161.77,161.82,161.07,161.19,676738,1719423,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161190,161.19,160.71,1.2894152421341496,4620,0.002,0.25,1.1308,
18/09/2023,161.26,161.42,160.86,160.94,553595,1708259,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160940,160.94,160.45,1.393001196451208,4621,0.002,0.25,1.1308,
19/09/2023,161.01,161.37,160.92,161.09,633450,1698278,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161090,161.09,160.61,1.473432839770604,4622,0.002,0.25,1.1308,
20/09/2023,161.07,161.41,160.76,161.32,530232,1686731,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.84,1.5296432045789117,4623,0.002,0.25,1.1308,
21/09/2023,160.92,161.2,160.66,161.14,729118,1681196,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161140,161.14,160.65,1.5837068331337136,4624,0.002,0.25,1.1308,
22/09/2023,161.19,161.26,160.88,161.12,511178,1666281,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.64,1.6176783775875776,4625,0.002,0.25,1.1308,
25/09/2023,161.3,161.98,161.12,161.93,806358,1673239,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,161.47,1.6074832295592854,4626,0.002,0.25,1.1308,
26/09/2023,161.93,161.95,161.62,161.71,566003,1671369,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,161.24,1.5966910575669682,4627,0.002,0.25,1.1308,
27/09/2023,161.67,161.68,160.65,161.02,1051494,1679297,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161020,161.02,160.49,1.582314022767801,4628,0.002,0.25,1.1308,
28/09/2023,160.56,160.96,160.24,160.8,767971,1676111,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,160.27,1.5678103626759994,4629,0.002,0.25,1.1308,
29/09/2023,160.94,161.31,160.79,161.01,739820,1680639,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161010,161.01,160.5,1.5264957691766485,4630,0.002,0.25,1.1308,
02/10/2023,160.81,161.37,160.66,161.22,712863,1697876,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.71,1.4470473385417741,4631,0.002,0.25,1.1308,
03/10/2023,161.09,161.21,160.65,161.12,535001,1703363,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.61,1.3028530231690685,4632,0.002,0.25,1.1308,
04/10/2023,161.23,161.82,161.16,161.32,958419,1704143,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.83,1.1439187033966807,4633,0.002,0.25,1.1308,
05/10/2023,161.25,161.66,161.05,161.22,759204,1711371,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.72,0.9444190453998861,4634,0.002,0.25,1.1308,
06/10/2023,161.27,161.3,160.59,161.16,842245,1708732,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161160,161.16,160.66,0.6993716227066417,4635,0.002,0.25,1.1308,
09/10/2023,161.07,161.49,161.07,161.44,362385,1715851,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161440,161.44,160.94,0.6913990646850152,4636,0.002,0.25,1.1308,
10/10/2023,161.4,161.68,161.13,161.48,756460,1714359,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161480,161.48,161,0.6568109824350555,4637,0.002,0.25,1.1308,
11/10/2023,161.25,161.4,161.11,161.26,568499,1727321,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161260,161.26,160.77,0.6238389215018757,4638,0.002,0.25,1.1308,
12/10/2023,161.25,161.57,161.16,161.45,587521,1739929,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161450,161.45,160.97,0.5167004289856326,4639,0.002,0.25,1.1308,
13/10/2023,161.48,162.15,161.42,162.02,721425,1776457,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162020,162.02,161.55,0.4274256270361657,4640,0.002,0.25,1.1308,
16/10/2023,162.04,162.55,161.9,162.46,604027,1777120,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162460,162.46,162.02,0.38861420455329426,4641,0.002,0.25,1.1308,
17/10/2023,162.4,162.78,162.35,162.62,668789,1782418,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162620,162.62,162.19,0.45163148692335486,4642,0.002,0.25,1.1308,
18/10/2023,162.66,162.77,162.13,162.18,720826,1815324,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162180,162.18,161.74,0.47350923959370284,4643,0.002,0.25,1.1308,
19/10/2023,162.14,162.56,162.04,162.28,719268,1815675,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162280,162.28,161.83,0.5026678823842003,4644,0.002,0.25,1.1308,
20/10/2023,162.02,162.04,161.35,161.44,859420,1807716,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161440,161.44,160.93,0.4995497972981469,4645,0.002,0.25,1.1308,
23/10/2023,161.46,161.78,161.46,161.68,585680,1807487,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161680,161.68,161.2,0.4886416546379334,4646,0.002,0.25,1.1308,
24/10/2023,161.68,161.71,161.01,161.11,701234,1798739,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161110,161.11,160.61,0.4879590146524918,4647,0.002,0.25,1.1308,
25/10/2023,161.11,161.31,160.76,161.04,801864,1784195,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161040,161.04,160.54,0.49542843409917414,4648,0.002,0.25,1.1308,
26/10/2023,161.21,162,160.95,161.61,954973,1809117,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,161.13,0.4905184332050804,4649,0.002,0.25,1.1308,
27/10/2023,161.76,162.48,161.63,162.38,898797,1824893,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162380,162.38,161.92,0.5131981423524314,4650,0.002,0.25,1.1308,
30/10/2023,162.5,162.75,162.25,162.71,585568,1821536,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162710,162.71,162.28,0.5584463567022356,4651,0.002,0.25,1.1308,
31/10/2023,162.77,162.83,162.44,162.75,626142,1830890,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162750,162.75,162.33,0.6046164073035779,4652,0.002,0.25,1.1308,
01/11/2023,162.61,162.79,162.37,162.63,590441,1847624,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162630,162.63,162.22,0.6222879826206261,4653,0.002,0.25,1.1308,
02/11/2023,162.53,162.7,162.24,162.69,776426,1837167,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162690,162.69,162.28,0.6237542250871588,4654,0.002,0.25,1.1308,
03/11/2023,162.65,162.99,162.61,162.74,570318,1817224,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162740,162.74,162.33,0.6317006147277724,4655,0.002,0.25,1.1308,
06/11/2023,162.83,163.24,162.79,163.14,560851,1846885,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163140,163.14,162.75,0.668758302114806,4656,0.002,0.25,1.1308,
07/11/2023,163.1,163.39,162.95,163.28,725914,1865930,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163280,163.28,162.92,0.700261141751789,4657,0.002,0.25,1.1308,
08/11/2023,163.35,163.63,163.22,163.4,690800,1872004,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163400,163.4,163.05,0.7381944188226369,4658,0.002,0.25,1.1308,
09/11/2023,163.27,163.4,162.48,162.58,940680,1871242,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162580,162.58,162.18,0.7215799793838397,4659,0.002,0.25,1.1308,
10/11/2023,162.54,162.56,162.13,162.19,689669,1838273,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162190,162.19,161.78,0.6920216759473187,4660,0.002,0.25,1.1308,
13/11/2023,162.24,162.55,162.02,162.08,502931,1831422,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162080,162.08,161.66,0.6750432084794885,4661,0.002,0.25,1.1308,
14/11/2023,162.02,162.47,161.91,162.39,627841,1824484,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162390,162.39,161.98,0.6584836115254749,4662,0.002,0.25,1.1308,
15/11/2023,162.53,163.08,162.49,162.64,783768,1819675,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,162.64,162.26,0.6297385700809978,4663,0.002,0.25,1.1308,
16/11/2023,162.68,162.82,162.38,162.7,551299,1818419,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162700,162.7,162.33,0.608745157391569,4664,0.002,0.25,1.1308,
17/11/2023,162.75,162.94,162.5,162.86,435196,1821492,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162860,162.86,162.48,0.6129622065410767,4665,0.002,0.25,1.1308,
20/11/2023,163.08,163.16,162.83,162.96,447223,1819001,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.6,0.623636646331594,4666,0.002,0.25,1.1308,
21/11/2023,162.93,163.27,162.87,163.08,663045,1810013,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163080,163.08,162.75,0.6369437442305218,4667,0.002,0.25,1.1308,
22/11/2023,163.22,163.3,162.61,162.98,721523,1795544,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162980,162.98,162.65,0.6443529053614556,4668,0.002,0.25,1.1308,
23/11/2023,163.01,163.11,162.89,163.06,254615,1800550,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163060,163.06,162.74,0.6544025264680512,4669,0.002,0.25,1.1308,
24/11/2023,162.98,163.03,162.67,162.86,522320,1770678,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162860,162.86,162.55,0.6206963830901043,4670,0.002,0.25,1.1308,
27/11/2023,162.85,163.21,162.76,163.11,639560,1752372,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163110,163.11,162.81,0.6036439347671546,4671,0.002,0.25,1.1308,
28/11/2023,163.16,163.32,162.97,163.17,656547,1739827,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163170,163.17,162.87,0.5277808888619289,4672,0.002,0.25,1.1308,
29/11/2023,163.05,163.1,162.4,162.48,950505,1644506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162480,162.48,162.15,0.40565091722800145,4673,0.002,0.25,1.1308,
30/11/2023,162.52,162.88,162.24,162.72,935095,1608515,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162720,162.72,162.41,0.33079097123099693,4674,0.002,0.25,1.1308,
01/12/2023,162.73,163.92,162.59,163.8,1403692,1533036,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163800,163.8,163.55,0.3773150760942119,4675,0.002,0.25,1.1308,
04/12/2023,163.04,163.09,162.79,162.97,1647886,1176568,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162970,163.28,162.97,0.3771657460339159,4676,0.002,0.25,1.1308,
05/12/2023,162.9,163.35,162.79,163.16,1644006,1710808,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163160,163.48,163.16,0.38150709907942265,4677,0.002,0.25,1.1308,
06/12/2023,163.36,163.66,163.22,163.52,1025206,1816017,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163520,163.78,163.52,0.39958603576870744,4678,0.002,0.25,1.1308,
07/12/2023,163.37,163.67,163.22,163.65,604388,1819742,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163650,163.67,163.65,0.42372278671482094,4679,0.002,0.25,1.1308,
08/12/2023,163.37,163.67,163.22,160.74,604388,1821562,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160740,163.48,160.74,0.6107435359035679,4680,0.002,0.25,1.1308,
11/12/2023,163.47,163.78,163.37,163.64,442503,1821957,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163640,163.64,160.92,0.6282045844956383,4681,0.002,0.25,1.1308,
12/12/2023,163.58,163.64,163.18,163.27,473178,1814810,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163270,163.27,160.55,0.6279429379447397,4682,0.002,0.25,1.1308,
13/12/2023,163.37,163.48,162.91,163.27,591064,1808904,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163270,163.27,160.54,0.6239866451412786,4683,0.002,0.25,1.1308,
14/12/2023,163.31,163.52,162.9,163.23,628323,1831334,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163230,163.23,160.5,0.6247154018548646,4684,0.002,0.25,1.1308,
15/12/2023,163.48,163.69,163.37,163.47,449991,1836655,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163470,163.47,160.74,0.6163959766103166,4685,0.002,0.25,1.1308,
18/12/2023,163.46,163.57,163.27,163.4,385839,1844233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163400,163.4,160.66,0.5947066503591686,4686,0.002,0.25,1.1308,
19/12/2023,163.3,163.37,162.15,162.38,617133,1811262,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162380,162.38,159.64,0.5951408796647133,4687,0.002,0.25,1.1308,
20/12/2023,162.36,162.48,161.58,161.74,680826,1788973,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161740,161.74,159.01,0.6433915344858567,4688,0.002,0.25,1.1308,
21/12/2023,161.78,161.83,161.5,161.71,395268,1780326,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.689443737115683,4689,0.002,0.25,1.1308,
22/12/2023,161.63,161.86,161.58,161.71,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.731344196199489,4690,0.002,0.25,1.1308,
25/12/2023,161.63,161.86,161.58,161.71,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,158.98,0.7677006795064363,4691,0.002,0.25,1.1308,
26/12/2023,161.63,161.86,161.58,161.77,202340,1754933,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161770,161.77,159.04,0.7943966263657442,4692,0.002,0.25,1.1308,
27/12/2023,161.63,162.37,161.63,162.29,248658,1758177,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162290,162.29,159.56,0.7991595585246152,4693,0.002,0.25,1.1308,
28/12/2023,162.27,162.28,161.67,161.79,267091,1750212,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161790,161.79,159.06,0.8189641831695434,4694,0.002,0.25,1.1308,
29/12/2023,161.76,161.86,161.46,161.79,250042,1741420,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161790,161.79,159.06,0.8381203175247941,4695,0.002,0.25,1.1308,
01/01/2024,161.76,161.86,161.46,161.68,250042,1741420,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161680,161.68,158.95,0.854733291723888,4696,0.002,0.25,1.1308,
02/01/2024,161.78,161.78,161.18,161.28,485599,1773437,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161280,161.28,158.56,0.8854693670484033,4697,0.002,0.25,1.1308,
03/01/2024,161.26,161.82,161.2,161.58,605530,1760657,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161580,161.58,158.86,0.9055197402492527,4698,0.002,0.25,1.1308,
04/01/2024,161.44,161.75,161.26,161.59,640608,1757396,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161590,161.59,158.87,0.9216610005750718,4699,0.002,0.25,1.1308,
05/01/2024,161.7,161.87,161.5,161.59,467090,1753236,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161590,161.59,158.87,0.8918450911720297,4700,0.002,0.25,1.1308,
08/01/2024,161.64,162.04,161.39,161.8,454686,1762954,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161800,161.8,159.08,0.8890419937481087,4701,0.002,0.25,1.1308,
09/01/2024,161.67,162,161.2,161.3,724367,1784324,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161300,161.3,158.58,0.8927999029164133,4702,0.002,0.25,1.1308,
10/01/2024,161,161.37,160.91,161.07,870619,1788341,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161070,161.07,158.35,0.8803645078304123,4703,0.002,0.25,1.1308,
11/01/2024,161.38,161.55,160.27,160.31,1055863,1780825,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160310,160.31,157.6,0.8946651142452027,4704,0.002,0.25,1.1308,
12/01/2024,160.42,160.65,160.11,160.38,781171,1761954,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160380,160.38,157.68,0.9184452442292738,4705,0.002,0.25,1.1308,
15/01/2024,160.59,160.76,160.3,160.34,328101,1742475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160340,160.34,157.65,0.9085106860391152,4706,0.002,0.25,1.1308,
16/01/2024,160.46,160.97,160.41,160.77,632567,1734172,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160770,160.77,158.05,0.8838693342233979,4707,0.002,0.25,1.1308,
17/01/2024,160.78,160.97,160.65,160.82,514175,1740965,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160820,160.82,158.11,0.8441711911575946,4708,0.002,0.25,1.1308,
18/01/2024,160.62,160.7,160.3,160.58,613314,1752180,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160580,160.58,157.87,0.8042491322015894,4709,0.002,0.25,1.1308,
19/01/2024,160.42,160.85,160.31,160.66,530114,1737393,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160660,160.66,157.97,0.7169360733800372,4710,0.002,0.25,1.1308,
22/01/2024,160.55,160.82,160.38,160.74,432972,1721960,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160740,160.74,158.05,0.602419565845518,4711,0.002,0.25,1.1308,
23/01/2024,160.7,161.13,160.68,160.8,605821,1723776,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,158.11,0.5702630971579012,4712,0.002,0.25,1.1308,
24/01/2024,160.85,160.85,160.32,160.4,675757,1706440,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160400,160.4,157.71,0.5871660752973397,4713,0.002,0.25,1.1308,
25/01/2024,160.57,160.75,159.66,160.05,1010414,1729088,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160050,160.05,157.36,0.6220798448056031,4714,0.002,0.25,1.1308,
26/01/2024,160.15,160.36,159.74,159.79,751023,1727080,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,159790,159.79,157.1,0.6672026178855319,4715,0.002,0.25,1.1308,
29/01/2024,159.59,159.64,158.66,158.71,1017774,1759536,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158710,158.71,156.05,0.8040269481262544,4716,0.002,0.25,1.1308,
30/01/2024,158.74,159.18,158.73,158.91,840357,1750029,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158910,158.91,156.25,0.8828642779686677,4717,0.002,0.25,1.1308,
31/01/2024,158.96,159.33,158.5,158.82,917380,1738398,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158820,158.82,156.16,0.9176192020548128,4718,0.002,0.25,1.1308,
01/02/2024,158.55,158.81,158.15,158.6,1077614,1755314,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158600,158.6,155.95,0.9797154348651281,4719,0.002,0.25,1.1308,
02/02/2024,158.17,158.36,157.71,157.87,1033697,1749478,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,157870,157.87,155.22,1.085081717343386,4720,0.002,0.25,1.1308,
05/02/2024,157.67,159.3,157.62,158.09,871668,1732665,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,158090,158.09,155.44,1.1468471272636054,4721,0.002,0.25,1.1308,
