Date,AD1_alpha_forecast,AD1_one_perc_change,AD1_block_value,AD1_price_volatility,AD1_cash_vol_daily,AD1_std_dev,AD1_icv,AD1_ivv,AD1_vol_scalar,AD1_alpha_subsystem_position,AD1_alpha_trades_needed,AD1_alpha_target_pos,AD1_daily_instrument_pnls,AD1_daily_current_pnls,RX1_alpha_forecast,RX1_one_perc_change,RX1_block_value,RX1_price_volatility,RX1_cash_vol_daily,RX1_std_dev,RX1_icv,RX1_ivv,RX1_vol_scalar,RX1_alpha_subsystem_position,RX1_alpha_trades_needed,RX1_alpha_target_pos,RX1_daily_instrument_pnls,RX1_daily_current_pnls,AUM
2024-12-16,,0.637,637.0,0.88,125000.0,0.5619965895395556,560.5600000000001,363.52316,343.8570461370329,,,,0.0,0.0,8.404672615041916,1.6314,1631.3999999999999,0.75,125000.0,1.2212136040215122,1223.55,1383.59034,90.34466083363954,75.93172968237403,84.7398103255294,84.7398103255294,-138244.52656506983,0.0,9861755.47343493
2024-12-17,-9.232704515757126,0.6336,633.6,0.93,123271.94341793664,0.5904448887526405,589.248,382.12732800000003,322.5938957653838,-297.84141181887423,,-221.59401039324246,0.0,0.0,8.019115858852254,1.6334,1633.3999999999999,0.74,123271.94341793664,1.2035112518435158,1208.716,1366.8160527999999,90.18912469268055,72.32370401190781,-4.0265566482402875,80.71325367728912,-6576.977629235664,16947.962065107327,9855178.495805696
2024-12-18,-13.426369067862538,0.6241,624.1,1.15,123189.73119757121,0.7185507404868152,717.7149999999999,465.43817749999994,264.67474554678364,-355.3620816653724,-42.79537836579459,-264.38938875903705,-26708.59563809234,210514.30987358096,8.759681600080548,1.6338,1633.8,0.72,123189.73119757121,1.1765115100643988,1176.336,1330.2007488000002,92.60987960554303,81.12330583663501,9.820355636395561,90.53360931368468,-16044.497038743146,3228.5301470909226,9812425.40312886
2024-12-19,-14.471032278998424,0.6243500000000001,624.35,1.31,122655.31753911077,0.8161330569546732,817.8985,530.40717725,231.24746949134683,-334.6389595445983,15.418002857855868,-248.97138590118118,-9626.230084302306,-6609.734718977429,9.031464441721644,1.6356000000000002,1635.6000000000001,0.72,122655.31753911077,1.1830381791447253,1177.632,1331.6662656,92.10664917147749,83.18579268383293,2.3017353214728757,92.83534463515755,-3764.7182918010603,16296.04967646386,9799034.454752756
2024-12-20,-16.08262117802845,0.62675,626.75,1.4,122487.93068440945,0.8774143832805217,877.4499999999999,569.0263249999999,215.25881194408618,-346.1925927729204,-8.595903121871629,-257.5672890230528,-5387.482281633054,-59753.13261628221,9.940548125709691,1.6336000000000002,1633.6000000000001,0.71,122487.93068440945,1.1616558583823875,1159.856,1311.5651648,93.39065566222749,92.83543071019547,10.768996037420592,103.60434067257815,-17592.231926730292,-18567.068927030454,9776054.740544394
2024-12-23,-16.222413139758903,0.6249,624.9,1.48,122200.68425680493,0.9267258674068106,924.852,599.7665219999999,203.74709120027367,-330.52694894749754,11.655239006114584,-245.91205001693822,-7283.358854921047,47649.94846926352,8.511350251505814,1.6336000000000002,1633.6000000000001,0.69,122200.68425680493,1.1258207376461755,1127.184,1274.6196672,95.87227264839503,81.6002491918351,-12.538462574490168,91.06587809808798,-20482.832461687154,0.0,9748288.549227785
2024-12-24,-16.628563463960212,0.6249,624.9,1.52,121853.60686534732,0.9487451361250526,949.848,615.9764279999999,197.82186675712748,-328.94934659299753,1.1737361517480167,-244.7383138651902,-733.46772122734,-0.0,7.773999396167477,1.6336000000000002,1633.6000000000001,0.67,121853.60686534732,1.0965532362730477,1094.5120000000002,1237.6741696000001,98.45370442265009,76.53790387321331,-5.649577375581927,85.41630072250605,-9229.149600750643,0.0,9738325.931905808
2024-12-25,-16.903083879777416,0.6229,622.9,1.59,121729.0741488226,0.9877330948461308,990.4110000000001,642.2815335,189.52603772598204,-320.3574513084133,6.392370091730669,-238.34594377345954,-3981.8073301390423,48947.66277303873,7.255421377086454,1.6336000000000002,1633.6000000000001,0.63,121729.0741488226,1.0339192424850936,1029.1680000000001,1163.7831744000002,104.59772647218517,75.8900580640934,-0.7229959229778302,84.69330479952822,-1181.0861397765843,0.0,9733163.038435893
2024-12-26,-17.433442458638186,0.6222500000000001,622.2500000000001,1.62,121664.53798044867,1.007609051164037,1008.0450000000003,653.7171825000001,186.11188635912694,-324.45708617104486,-3.0501283377978723,-241.3960721112574,-1897.9423581947294,15492.486345274328,6.831992214542767,1.6373,1637.3,0.59,121664.53798044867,0.9716269860296236,966.007,1092.3607156,111.3776211858938,76.09310408163199,0.22659935557308586,84.9199041551013,-371.01112487981584,31336.52277582342,9730894.084952818
2024-12-27,-17.90742020746474,0.62195,621.95,1.65,121636.17606191023,1.025003780474849,1026.2175,665.50204875,182.77355613010835,-327.3002872434493,-2.115341597868877,-243.5114137091263,-1315.6367067945444,7241.882163337997,8.718771208777873,1.6354,1635.3999999999999,0.56,121636.17606191023,0.9228566157938026,915.824,1035.6137792,117.4532229146978,102.40477783268368,29.363827906173682,114.28373206127499,-48021.60415775656,-16134.781789469056,9681556.844088268
2024-12-30,-18.162782018798936,0.62245,622.4499999999999,1.64,121019.46055110334,1.023269148361161,1020.8179999999999,662.0004729999998,182.8087221791205,-332.031497207454,-3.52002021321951,-247.0314339223458,-2191.036581718486,-12175.570685455623,7.763321302510844,1.6354,1635.3999999999999,0.5,121019.46055110334,0.8241264061504453,817.6999999999999,924.6551599999999,130.880641547605,101.60684726128076,-0.890490517685663,113.39324154358933,-1456.308192623137,0.0,9677909.499313926
2024-12-31,-18.011067594350088,0.62245,622.4499999999999,1.66,120973.86874142408,1.0329878992455863,1033.2669999999998,670.0736494999999,180.538167456209,-325.1685137413876,5.106059698753427,-241.92537422359237,-3178.266859489074,-0.0,7.240967180607876,1.6354,1635.3999999999999,0.45,120973.86874142408,0.7287031860191797,735.93,832.1896439999999,145.3681496923604,105.26060010280744,4.077588171143788,117.47082971473311,-6668.487695088567,0.0,9668062.74475935
2025-01-01,-17.78028893520707,0.619,619.0,1.7,120850.78430949186,1.0516642366528006,1052.3,682.4165499999999,177.0923995168228,-314.8754031638235,7.658074269707669,-234.2672999538847,-4740.3479729490455,83464.25410713909,6.817484431658543,1.6463999999999999,1646.3999999999999,0.4,120850.78430949186,0.6517609479821411,658.56,744.6996479999999,162.28124269167355,110.63498456006862,5.997813054303464,123.46864276903658,-9874.799412605222,129217.91268620576,9653447.597373795
2025-01-02,-18.082999823905183,0.6193500000000001,619.35,1.67,120668.09496717244,1.0346928690781774,1034.3145,670.7529532499999,179.89946131805937,-325.31219273351047,-7.764971439847102,-242.0322713937318,-4809.235061269281,-8199.35549838683,10.07854451758647,1.6481999999999999,1648.1999999999998,0.38,120668.09496717244,0.6207656562514628,626.3159999999999,708.2381327999999,170.3778565129139,171.71608116763628,68.16650381404553,191.6351465830821,-112352.03158631003,22224.355698427426,9536286.330726216
2025-01-03,-18.21608348502788,0.6217,621.7,1.56,119203.5791340777,0.9703434958755296,969.8520000000001,628.949022,189.52820493308232,-345.24616038285,-14.830871931108646,-256.86314332484045,-9220.353079570203,-56877.58377752684,13.070845137605636,1.6397,1639.7,0.31,119203.5791340777,0.5105790829845609,508.307,574.7935556,207.38503063007846,271.0697619223357,110.87870772224457,302.5138543053267,-181807.81705216496,-162889.8745956187,9345258.16059448
2025-01-06,-17.0855669867429,0.6242,624.1999999999999,1.47,116815.727007431,0.9206724444600152,917.5739999999998,595.0467389999999,196.31353194833832,-335.4128000507427,7.316020087087878,-249.54712323775257,-4566.6597383602675,-64215.785831210116,6.764840022518676,1.6396000000000002,1639.6000000000001,0.29,116815.727007431,0.4729894290376759,475.484,537.6773072,217.2599167626374,146.97285802049657,-138.4921447544525,164.02170955087416,-227071.72053940056,-3025.138543050515,9113619.78031672
2025-01-07,-15.355959081293877,0.624,624.0,1.36,113920.24725395901,0.8513179488228914,848.6400000000001,550.3430400000001,206.99861536171875,-317.86622673790436,13.054650544751695,-236.49247269300088,-8146.101939925087,4990.942464755832,4.979517073494592,1.6374000000000002,1637.4,0.28,113920.24725395901,0.4627083314372061,458.4720000000001,518.4401376000001,219.7365500698436,109.41819027435854,-41.911009204690046,122.11070034618412,-68625.08647176006,-36084.77610119213,9036848.591905035
2025-01-08,-14.330920650787927,0.62115,621.15,1.31,112960.60739881295,0.812963355050346,813.7065,527.68866525,214.06676860359747,-306.77738748287356,8.250096405742909,-228.24237628725797,-5124.5473824272085,67400.35471750444,2.74069538142839,1.6396000000000002,1639.6000000000001,0.27,112960.60739881295,0.4494441010642225,442.69200000000006,500.5961136000001,225.65218612358987,61.84439043181421,-53.09236062427945,69.01833972190467,-87050.23447956867,26864.354076160365,8944673.810043039
