Date,AD1_alpha_forecast,AD1_one_perc_change,AD1_ block_value,AD1_ price_volatility,AD1_cash_vol_daily,AD1_std_dev,AD1_icv,AD1_ivv,AD1_vol_scalar,AD1_alpha_subsystem_position,AD1_alpha_trades_needed,AD1_alpha_target_pos,AD1_daily_instrument_pnls,AD1_daily_current_pnls,RX1_alpha_forecast,RX1_one_perc_change,RX1_ block_value,RX1_ price_volatility,RX1_cash_vol_daily,RX1_std_dev,RX1_icv,RX1_ivv,RX1_vol_scalar,RX1_alpha_subsystem_position,RX1_alpha_trades_needed,RX1_alpha_target_pos,RX1_daily_instrument_pnls,RX1_daily_current_pnls,AUM
2024-12-16,,0.637,637.0,0.88,125000.0,0.5619965895395556,560.5600000000001,363.52316,343.8570461370329,,,,,0.0,8.404672615041916,1.6314,1631.3999999999999,0.75,125000.0,1.2212136040215122,1223.55,1383.59034,90.34466083363954,75.93172968237403,84.7398103255294,84.7398103255294,138244.52656506983,0.0,10138244.52656507
2024-12-17,-9.232704515757126,0.6336,633.6,0.93,126728.05658206338,0.5904448887526405,589.248,382.12732800000003,331.63829775101397,-306.19184092437933,,-227.80672964773828,,77454.2880802318,8.019115858852254,1.6334,1633.3999999999999,0.74,126728.05658206338,1.2035112518435158,1208.716,1366.8160527999999,92.71771159144188,74.35140714194212,-1.7636399551219881,82.97617037040742,2880.729502696246,16595.2340740829,10235174.77822208
2024-12-18,-13.426369067862538,0.6241,624.1,1.15,127939.68472777601,0.7185507404868152,717.7149999999999,465.43817749999994,274.8800827103961,-369.06414398743584,-46.776993478913994,-274.5837231266523,29193.521630190156,260854.53697032045,8.759681600080548,1.6338,1633.8,0.72,127939.68472777601,1.1765115100643988,1176.336,1330.2007488000002,96.18073425623379,84.25126081465679,11.048236698749562,94.02440706915698,18050.609118417124,3760.976282765531,10547034.422223773
2024-12-19,-14.471032278998424,0.6243500000000001,624.35,1.31,131837.93027779716,0.8161330569546732,817.8985,530.40717725,248.55985350978233,-359.69176634031794,6.973048969455704,-267.61067415719657,4353.623124079666,-6690.266853931435,9.031464441721644,1.6356000000000002,1635.6000000000001,0.72,131837.93027779716,1.1830381791447253,1177.632,1331.6662656,99.00223027606381,89.41351223894083,5.7610725895009836,99.78547965865796,9422.810327387871,17961.386338559114,10572081.975159869
2024-12-20,-16.08262117802845,0.62675,626.75,1.4,132151.02468949836,0.8774143832805217,877.4499999999999,569.0263249999999,232.24061679307786,-373.50378620347436,-10.276142778188387,-277.88681693538496,6440.572486229585,-66692.83606449097,9.940548125709691,1.6336000000000002,1633.6000000000001,0.71,132151.02468949836,1.1616558583823875,1159.856,1311.5651648,100.75826061578115,100.15923387139719,11.99222534182131,111.77770500047927,19590.499318399307,-22355.541000094585,10509064.669899913
2024-12-23,-16.222413139758903,0.6249,624.9,1.48,131363.3083737489,0.9267258674068106,924.852,599.7665219999999,219.02407612832536,-355.30990505077,13.536247577612073,-264.3505693577729,8458.801111249835,48904.85533118671,8.511350251505814,1.6336000000000002,1633.6000000000001,0.69,131363.3083737489,1.1258207376461755,1127.184,1274.6196672,103.06078884089331,87.71864710213248,-13.883694834499423,97.89401016597985,22680.403881638274,0.0,10589108.730223987
2024-12-24,-16.628563463960212,0.6249,624.9,1.52,132363.85912779983,0.9487451361250526,949.848,615.9764279999999,214.8846175129933,-357.32224997436253,-1.4971846231528616,-265.84775398092575,935.5906710082288,-0.0,7.773999396167477,1.6336000000000002,1633.6000000000001,0.67,132363.85912779983,1.0965532362730477,1094.5120000000002,1237.6741696000001,106.94564238225807,83.13953593024172,-5.110288067830098,92.78372209814975,8348.166587607255,0.0,10598392.487482604
2024-12-25,-16.903083879777416,0.6229,622.9,1.59,132479.90609353254,0.9877330948461308,990.4110000000001,642.2815335,206.26454161247116,-348.65068482994394,6.451644467447409,-259.39610951347834,4018.7293387729997,51879.2219026964,7.255421377086454,1.6336000000000002,1633.6000000000001,0.63,132479.90609353254,1.0339192424850936,1029.1680000000001,1163.7831744000002,113.83555717914022,82.59249350300813,-0.6104993487926862,92.17322274935707,997.3117361877329,0.0,10655287.750460261
2024-12-26,-17.433442458638186,0.6222500000000001,622.2500000000001,1.62,133191.09688075326,1.007609051164037,1008.0450000000003,653.7171825000001,203.74421913065325,-355.1963120494413,-4.869946651306009,-264.26605616478435,3030.324303775169,17177.29365071038,6.831992214542767,1.6373,1637.3,0.59,133191.09688075326,0.9716269860296236,966.007,1092.3607156,121.92959246762688,83.30220264611992,0.7920354037127737,92.96525815306984,1296.7995664989326,34397.14551663362,10711189.31349788
2024-12-27,-17.90742020746474,0.62195,621.95,1.65,133889.8664187235,1.025003780474849,1026.2175,665.50204875,201.18625730785703,-360.27268495789195,-3.776821443887286,-268.04287760867163,2348.9940970256907,8041.286328260454,8.718771208777873,1.6354,1635.3999999999999,0.56,133889.8664187235,0.9228566157938026,915.824,1035.6137792,129.28552044001572,112.72108733242723,32.83147530991896,125.7967334629888,53692.5947218416,-23901.379357967584,10751370.809287041
2024-12-30,-18.162782018798936,0.62245,622.4499999999999,1.64,134392.13511608803,1.023269148361161,1020.8179999999999,662.0004729999998,203.00912249663614,-368.72104397340536,-6.285579107541992,-274.3284567162136,3912.4587154895166,-13716.4228358099,7.763321302510844,1.6354,1635.3999999999999,0.5,134392.13511608803,0.8241264061504453,817.6999999999999,924.6551599999999,145.34297858251074,112.8344241799983,0.12648392188930302,125.9232173848781,206.8518058577667,0.0,10741773.696972579
2024-12-31,-18.011067594350088,0.62245,622.4499999999999,1.66,134272.17121215723,1.0329878992455863,1033.2669999999998,670.0736494999999,200.3841985315336,-360.9133344591119,5.8089358786343155,-268.5195208375793,3615.7721376559334,-0.0,7.240967180607876,1.6354,1635.3999999999999,0.45,134272.17121215723,0.7287031860191797,735.93,832.1896439999999,161.34804389870206,116.83158905257804,4.460835997798981,130.38405338267708,7295.251190800472,0.0,10752684.720301036
2025-01-01,-17.78028893520707,0.619,619.0,1.7,134408.55900376296,1.0516642366528006,1052.3,682.4165499999999,196.95970005968198,-350.2000375652867,7.970692889005932,-260.5488279485734,4933.85889829467,89889.34564225753,6.817484431658543,1.6463999999999999,1646.3999999999999,0.4,134408.55900376296,0.6517609479821411,658.56,744.6996479999999,180.4869377402512,123.04668881618872,6.936051336189536,137.32010471886662,11419.51491990245,151052.1151907525,11009979.554952243
2025-01-02,-18.082999823905183,0.6193500000000001,619.35,1.67,137624.74443690304,1.0346928690781774,1034.3145,670.7529532499999,205.17948340006515,-371.02605621923345,-15.494557878536341,-276.0433858271097,9596.554422071438,-9661.51850394986,10.07854451758647,1.6481999999999999,1648.1999999999998,0.38,137624.74443690304,0.6207656562514628,626.3159999999999,708.2381327999999,194.3198735894203,195.8461496622748,81.24419830423204,218.56430302309866,133906.68764503548,39341.57454415925,11183162.85305956
2025-01-03,-18.21608348502788,0.6217,621.7,1.56,139789.53566324452,0.9703434958755296,969.8520000000001,628.949022,222.25892842432071,-404.8687195470262,-25.178941515877796,-301.2223273429875,15653.74794042115,-70787.2469256019,13.070845137605636,1.6397,1639.7,0.31,139789.53566324452,0.5105790829845609,508.307,574.7935556,243.19955278086718,317.8823691933663,136.1924209966981,354.75672401979676,223314.71270828653,-301543.21541682526,11049800.85136584
2025-01-06,-17.0855669867429,0.6242,624.1999999999999,1.47,138122.510642073,0.9206724444600152,917.5739999999998,595.0467389999999,232.12043960478377,-396.5909319859743,6.158673945422606,-295.0636533975649,3844.2442767328025,-73765.91334939122,6.764840022518676,1.6396000000000002,1639.6000000000001,0.29,138122.510642073,0.4729894290376759,475.484,537.6773072,256.8873723932253,173.78019780453496,-160.81802326993576,193.938700749861,263677.2309533869,-1939.387007496846,11241617.026239071
2025-01-07,-15.355959081293877,0.624,624.0,1.36,140520.2128279884,0.8513179488228914,848.6400000000001,550.3430400000001,255.33204313438466,-392.0868406514774,3.351043952865666,-291.71260944469924,2091.0514265881834,5834.252188894897,4.979517073494592,1.6374000000000002,1637.4,0.28,140520.2128279884,0.4627083314372061,458.4720000000001,518.4401376000001,271.04423951142087,134.96694183194776,-43.315593665407306,150.6231070844537,70924.95306773852,-33137.08355857964,11287330.199363712
2025-01-08,-14.330920650787927,0.62115,621.15,1.31,141091.62749204642,0.812963355050346,813.7065,527.68866525,267.37664987593064,-383.1753553245468,6.630145083236414,-285.0824643614628,4118.314618452299,81248.50234301593,2.74069538142839,1.6396000000000002,1639.6000000000001,0.27,141091.62749204642,0.4494441010642225,442.69200000000006,500.5961136000001,281.8472290513731,77.24573989294878,-64.41686136392286,86.20624572053083,105617.88589228802,18965.374058516685,11497280.276275985
2025-01-09,-14.24070743973419,0.61985,619.85,1.21,143716.0034534498,0.7499995555474805,750.0185,486.38699725,295.4766559673894,-420.77966129025816,-27.977603638489256,-313.0600679999521,17341.917615317554,40697.80883999457,3.055254727555943,1.6421000000000001,1642.1000000000001,0.28,143716.0034534498,0.4679572629861004,459.78800000000007,519.9282704000001,276.4150588366425,84.45184152783062,8.042009424528146,94.24825514505898,13205.783676017663,23562.063786264745,11592087.850193579
