Date,AD1_small_alpha_forecast,AD1_small_one_perc_change,AD1_small_block_value,AD1_small_price_volatility,AD1_small_cash_vol_daily,AD1_small_std_dev,AD1_small_icv,AD1_small_ivv,AD1_small_vol_scalar,AD1_small_alpha_subsystem_position,AD1_small_alpha_trades_needed,AD1_small_alpha_target_pos,AD1_small_execution_price,AD1_small_daily_instrument_pnls,AD1_small_daily_current_pnls,AD1_small_alpha_current_pos,RX1_small_alpha_forecast,RX1_small_one_perc_change,RX1_small_block_value,RX1_small_price_volatility,RX1_small_cash_vol_daily,RX1_small_std_dev,RX1_small_icv,RX1_small_ivv,RX1_small_vol_scalar,RX1_small_alpha_subsystem_position,RX1_small_alpha_trades_needed,RX1_small_alpha_target_pos,RX1_small_execution_price,RX1_small_daily_instrument_pnls,RX1_small_daily_current_pnls,RX1_small_alpha_current_pos,AUM,NAV
2017-01-03,,0.6754000000000001,675.4000000000001,0.83,125000.0,0.5590872024883597,560.582,363.537427,343.8435514921549,,0.0,0.0,67.54,0.0,0.0,0.0,,1.6321,1632.1000000000001,0.77,125000.0,1.257936405,1256.717,1421.0955836,87.96030431911053,,0.0,0.0,163.21,0.0,0.0,0.0,10000000.0,10000000.0
2017-01-04,,0.68585,685.8499999999999,0.86,125000.0,0.5896780901358368,589.8309999999999,382.50540349999994,326.79276908567914,,0.0,0.0,68.585,0.0,0.0,0.0,,1.6319,1631.8999999999999,0.75,125000.0,1.225921694,1223.925,1384.01439,90.31698001348093,,0.0,0.0,163.19,0.0,-0.0,0.0,10000000.0,10000000.0
2017-01-05,3.4689485069675845,0.67755,677.55,0.85,122825.18187500001,0.5772185461211865,575.9174999999999,373.48249874999993,334.6877040245785,116.10144111764706,83.0,83.0,68.43254999999999,-56236.64999999971,-0.0,0.0,-10.29093180106237,1.6354,1635.3999999999999,0.69,122825.18187500001,1.135498129,1128.426,1276.0241208,97.96053065331678,-100.81051401491628,-72.0,-72.0,161.9046,-117748.80000000031,0.0,0.0,9826014.55,9826014.55
2017-01-06,1.7715087027285208,0.6900000000000001,690.0000000000001,0.92,124297.679375,0.6339311871064877,634.8000000000002,411.6678000000001,298.359944292461,52.854723785969135,-45.0,38.0,68.31,-31049.999999999898,103335.00000000038,83.0,-9.530765804595005,1.6284,1628.4,0.66,124297.679375,1.075610214,1074.7440000000001,1215.3205152000003,101.06402413094061,-96.3217545261933,3.0,-69.0,164.4684,-4885.199999999997,50399.999999999185,-72.0,9943814.35,9943814.35
2017-01-09,3.564353584016602,0.6951999999999999,695.1999999999999,1.04,124066.891875,0.7222159187663528,723.0079999999999,468.8706879999999,265.10012793762024,94.49105911377164,30.0,68.0,70.2152,-20855.999999999993,19759.999999999847,38.0,-8.461130247277255,1.6295,1629.5,0.65,124066.891875,1.055782174,1059.175,1197.71509,103.77900421626984,-87.80876716065946,6.0,-63.0,164.5795,-9777.000000000044,-7589.9999999989805,-69.0,9925351.35,9925351.35
2017-01-10,5.167254465846365,0.6911,691.1,1.09,123359.90937499999,0.7499626657282047,753.2990000000001,488.5144015,253.96772642535902,131.23158685522841,26.0,94.0,69.8011,-17968.60000000015,-27879.999999999767,68.0,-8.104325791800536,1.6312,1631.2,0.62,123359.90937499999,1.004879761,1011.344,1143.6277952,108.48537644479245,-87.92008343547218,0.0,-63.0,163.12,0.0,-10710.000000001002,-63.0,9868792.749999998,9868792.749999998
2017-01-11,5.070667188275457,0.69285,692.8499999999999,1.15,123119.23499999999,0.7965732860108475,796.7774999999998,516.7102087499999,238.7409950219994,121.05761299542864,-7.0,87.0,68.59214999999999,-4849.95000000005,16449.999999999734,94.0,-7.3425356551954035,1.6348,1634.8,0.6,123119.23499999999,0.978354401,980.8799999999999,1109.1791039999998,111.21730379713321,-81.66170186051497,5.0,-58.0,165.1148,-8174.000000000064,-22679.99999999907,-63.0,9849538.799999999,9849538.799999999
2017-01-12,4.64671141159002,0.6988,698.8,1.27,123267.82874999999,0.8876954244856439,887.476,575.528186,213.9239015480642,99.40426345352498,-16.0,71.0,69.18119999999999,-11180.80000000009,51764.9999999999,87.0,-6.496597027709106,1.6388999999999998,1638.8999999999999,0.56,123267.82874999999,0.910149621,917.784,1037.8301472,118.6313919788974,-77.07003485230987,3.0,-55.0,165.5289,-4916.70000000002,-23779.999999999804,-58.0,9861426.299999999,9861426.299999999
2017-01-13,5.709580269505246,0.6988,698.8,1.38,123510.47875,0.9648293458704054,964.3439999999998,625.3770839999999,197.10960299594223,112.54131001956439,10.0,81.0,70.5788,-6988.000000000056,0.0,71.0,-6.125252052085867,1.6341,1634.1000000000001,0.53,123510.47875,0.872885445,866.0730000000001,979.3553484000001,125.86629454915015,-77.09627789756262,0.0,-55.0,163.41,0.0,26399.999999999436,-55.0,9880838.299999999,9880838.299999999
2017-01-16,6.428942737320649,0.6993,699.3000000000001,1.46,123114.2575,1.0242032675789208,1020.9780000000001,662.104233,186.54234876338572,119.92700782851041,5.0,86.0,70.6293,-3496.499999999969,4050.000000000921,81.0,-6.629724216807546,1.6358000000000001,1635.8000000000002,0.46,123114.2575,0.754192062,752.4680000000001,850.8908144000001,145.15432140032277,-96.23331197619856,-14.0,-69.0,161.94420000000002,-22901.199999999848,-9350.000000000875,-55.0,9849140.6,9849140.6
