Date,AD1_small_alpha_forecast,AD1_small_one_perc_change,AD1_small_block_value,AD1_small_price_volatility,AD1_small_cash_vol_daily,AD1_small_std_dev,AD1_small_icv,AD1_small_ivv,AD1_small_vol_scalar,AD1_small_alpha_subsystem_position,AD1_small_alpha_trades_needed,AD1_small_alpha_target_pos,AD1_small_execution_price,AD1_small_daily_instrument_pnls,AD1_small_daily_current_pnls,AD1_small_alpha_current_pos,RX1_small_alpha_forecast,RX1_small_one_perc_change,RX1_small_block_value,RX1_small_price_volatility,RX1_small_cash_vol_daily,RX1_small_std_dev,RX1_small_icv,RX1_small_ivv,RX1_small_vol_scalar,RX1_small_alpha_subsystem_position,RX1_small_alpha_trades_needed,RX1_small_alpha_target_pos,RX1_small_execution_price,RX1_small_daily_instrument_pnls,RX1_small_daily_current_pnls,RX1_small_alpha_current_pos,AUM,NAV
2017-01-03,,0.6754000000000001,675.4000000000001,0.83,125000.0,0.5590872024883597,560.582,363.537427,343.8435514921549,,0.0,0.0,67.54,0.0,0.0,0.0,,1.6321,1632.1000000000001,0.77,125000.0,1.257936405,1256.717,1421.0955836,87.96030431911053,,0.0,0.0,163.21,0.0,0.0,0.0,10000000.0,10000000.0
2017-01-04,,0.68585,685.8499999999999,0.86,125000.0,0.5896780901358368,589.8309999999999,382.50540349999994,326.79276908567914,,0.0,0.0,68.585,0.0,0.0,0.0,,1.6319,1631.8999999999999,0.75,125000.0,1.225921694,1223.925,1384.01439,90.31698001348093,,0.0,0.0,163.19,0.0,-0.0,0.0,10000000.0,10000000.0
2017-01-05,-0.3379920632172499,0.67755,677.55,0.85,123869.23500000002,0.5772185461211865,575.9174999999999,373.48249874999993,334.6877040245785,-11.312178761671158,-8.0,-8.0,67.07745,-5420.399999999972,-0.0,0.0,-7.44735199847159,1.6354,1635.3999999999999,0.69,123869.23500000002,1.135498129,1128.426,1276.0241208,97.96053065331678,-72.95465537323162,-52.0,-52.0,161.9046,-85040.80000000022,0.0,0.0,9909538.8,9909538.8
2017-01-06,-1.2307633409479288,0.6900000000000001,690.0000000000001,0.92,123974.795,0.6339311871064877,634.8000000000002,411.6678000000001,300.89609874758236,-37.03318877727723,-19.0,-27.0,68.31,-13109.999999999956,-9960.000000000036,-8.0,-6.71539227948489,1.6284,1628.4,0.66,123974.795,1.075610214,1074.7440000000001,1215.3205152000003,101.92310049140853,-68.44536021411675,3.0,-49.0,164.4684,-4885.199999999997,36399.99999999941,-52.0,9917983.6,9917983.6
2017-01-09,0.5688458072616281,0.6951999999999999,695.1999999999999,1.04,123136.90625,0.7222159187663528,723.0079999999999,468.8706879999999,264.4114852408944,15.040936477110268,38.0,11.0,70.2152,-26417.59999999999,-14039.999999999893,-27.0,-8.340929965154443,1.6295,1629.5,0.65,123136.90625,1.055782174,1059.175,1197.71509,103.50942059183708,-86.33648278902282,-13.0,-62.0,161.32049999999998,-21183.500000000095,-5389.999999999276,-49.0,9850952.5,9850952.5
2017-01-10,2.2905173394063008,0.6911,691.1,1.09,122587.66874999998,0.7499626657282047,753.2990000000001,488.5144015,252.06402487194637,57.73570196097343,30.0,41.0,69.8011,-20733.000000000175,-4509.999999999963,11.0,-8.64057558175349,1.6312,1631.2,0.62,122587.66874999998,1.004879761,1011.344,1143.6277952,107.67218737322274,-93.03496730510548,-5.0,-67.0,161.4888,-8156.000000000035,-10540.000000000986,-62.0,9807013.499999998,9807013.499999998
2017-01-11,2.6815690745317067,0.69285,692.8499999999999,1.15,122230.37812499999,0.7965732860108475,796.7774999999998,516.7102087499999,237.24646169960158,63.61927747357227,5.0,46.0,69.97785,-3464.2500000000355,7174.999999999884,41.0,-7.874107530921363,1.6348,1634.8,0.6,122230.37812499999,0.978354401,980.8799999999999,1109.1791039999998,110.5210766303798,-87.02548418208106,5.0,-62.0,165.1148,-8174.000000000064,-24119.99999999901,-67.0,9778430.249999998,9778430.249999998
2017-01-12,3.229262124869447,0.6988,698.8,1.27,121941.74062499998,0.8876954244856439,887.476,575.528186,212.37948218404023,68.58290179163066,3.0,49.0,70.5788,-2096.400000000017,27369.99999999995,46.0,-5.705361684011037,1.6388999999999998,1638.8999999999999,0.56,121941.74062499998,0.910149621,917.784,1037.8301472,117.77493499757142,-67.19486014720346,14.0,-48.0,165.5289,-22944.600000000093,-25419.99999999979,-62.0,9755339.249999998,9755339.249999998
2017-01-13,4.346871958907586,0.6988,698.8,1.38,121675.54312499997,0.9648293458704054,964.3439999999998,625.3770839999999,194.98914134340106,84.7592830797098,12.0,61.0,70.5788,-8385.600000000068,0.0,49.0,-2.9569246833336487,1.6341,1634.1000000000001,0.53,121675.54312499997,0.872885445,866.0730000000001,979.3553484000001,124.51225270196315,-36.81733533919116,22.0,-26.0,165.0441,-35950.199999999764,23039.99999999951,-48.0,9734043.449999997,9734043.449999997
2017-01-16,5.16423183870803,0.6993,699.3000000000001,1.46,121310.96437499998,1.0242032675789208,1020.9780000000001,662.104233,183.77097904009318,94.90359409893952,7.0,68.0,70.6293,-4895.099999999957,3050.0000000006935,61.0,-3.9509612394096174,1.6358000000000001,1635.8000000000002,0.46,121310.96437499998,0.754192062,752.4680000000001,850.8908144000001,142.99783364190935,-56.49788980387284,-14.0,-40.0,161.94420000000002,-22901.199999999848,-4420.000000000414,-26.0,9704877.149999999,9704877.149999999
