Date,ADAUSDT_daily_alpha_forecast,ADAUSDT_daily_one_perc_change,ADAUSDT_daily_block_value,ADAUSDT_daily_price_volatility,ADAUSDT_daily_cash_vol_daily,ADAUSDT_daily_std_dev,ADAUSDT_daily_icv,ADAUSDT_daily_ivv,ADAUSDT_daily_vol_scalar,ADAUSDT_daily_alpha_subsystem_position,ADAUSDT_daily_alpha_trades_needed,ADAUSDT_daily_alpha_target_pos,ADAUSDT_daily_execution_price,ADAUSDT_daily_daily_instrument_pnls,ADAUSDT_daily_daily_current_pnls,ADAUSDT_daily_alpha_current_pos,AVAXUSDT_daily_alpha_forecast,AVAXUSDT_daily_one_perc_change,AVAXUSDT_daily_block_value,AVAXUSDT_daily_price_volatility,AVAXUSDT_daily_cash_vol_daily,AVAXUSDT_daily_std_dev,AVAXUSDT_daily_icv,AVAXUSDT_daily_ivv,AVAXUSDT_daily_vol_scalar,AVAXUSDT_daily_alpha_subsystem_position,AVAXUSDT_daily_alpha_trades_needed,AVAXUSDT_daily_alpha_target_pos,AVAXUSDT_daily_execution_price,AVAXUSDT_daily_daily_instrument_pnls,AVAXUSDT_daily_daily_current_pnls,AVAXUSDT_daily_alpha_current_pos,AUM,NAV
2021-01-12,9.94122051593808,0.0028888000000000004,0.0028888000000000004,346.16,128152.3911179975,1.0,0.9999870080000002,0.9999870080000002,126582.6212451927,125838.5751283929,-28648.0,68733.0,0.2859912,-82.75834240000071,1283.4815800000024,97381.0,14.963360128638907,0.0772,0.0772,12.95,128152.3911179975,1.0,0.99974,0.99974,126613.89629681468,189456.93275793782,3548.0,103481.0,7.7972,-273.90560000000136,124786.33709999995,99933.0,10252191.2894398,10252191.2894398
2021-01-13,9.555351411964772,0.0031230000000000003,0.0031230000000000003,320.2,129135.36326001001,1.0,0.9999846000000001,0.9999846000000001,128154.3646952138,122455.99896398594,-1848.0,66885.0,0.30917700000000004,-5.771303999999976,1609.7268599999998,68733.0,15.67350036460472,0.084695,0.084695,11.81,129135.36326001001,1.0,1.00024795,1.00024795,128120.62360937354,200809.86408549003,6201.0,109682.0,8.554195,-525.1936949999998,77559.00950000003,103481.0,10330829.0608008,10330829.0608008
2021-01-14,11.20551694169392,0.0031201000000000002,0.0031201000000000002,320.5,130288.02291544502,1.0,0.99999205,0.99999205,129136.38989430967,144704.00047498784,12152.0,79037.0,0.3151301,-37.915455200000174,-19.396650000000832,66885.0,16.70647591193127,0.09317700000000001,0.09317700000000001,10.73,130288.02291544502,1.0,0.9997892100000001,0.9997892100000001,129162.58944223853,215785.16892394266,8180.0,117862.0,9.410877000000001,-762.187860000006,93032.27240000003,109682.0,10423041.833235601,10423041.833235601
2021-01-15,11.5876616466186,0.0030188,0.0030188,331.26,130358.56082733002,1.0,1.000007688,1.000007688,130287.02126882551,150972.1919408951,3424.0,82461.0,0.30489879999999997,-10.33637119999996,-800.6448100000022,79037.0,17.78509416499042,0.093794,0.093794,10.66,130358.56082733002,1.0,0.99984404,0.99984404,130308.34580505677,231754.6200627069,8722.0,126584.0,9.473194000000001,-818.0712680000072,7272.08540000001,117862.0,10428684.8661864,10428684.8661864
2021-01-16,10.386569504253396,0.0035071000000000004,0.0035071000000000004,285.14,135880.25266679502,1.0,1.000014494,1.000014494,130356.6714377342,135395.86282311496,-8508.0,73953.0,0.34720290000000004,-29.838406799999873,4026.5706300000033,82461.0,18.424053366577144,0.128421,0.128421,7.79,135880.25266679502,1.0,1.00039959,1.00039959,130306.49165632906,240077.3756287646,4546.0,131130.0,12.970521,-583.8018659999975,438322.4168,126584.0,10870420.213343602,10870420.213343602
2021-01-17,13.206312208473168,0.0038081,0.0038081,262.6,136442.21346419503,1.0,1.0000070600000002,1.0000070600000002,135879.29335898388,179446.4370765456,24060.0,98013.0,0.38461809999999996,-91.62288599999954,2225.985299999997,73953.0,16.8716332818893,0.131746,0.131746,7.59,136442.21346419503,1.0,0.99995214,0.99995214,135886.7562069471,229263.1518589106,-5907.0,125223.0,13.042854,-778.2236219999982,43600.72499999995,131130.0,10915377.077135602,10915377.077135602
2021-01-18,16.4305270730957,0.0037123,0.0037123,269.37,135675.0779532563,1.0,0.999982251,0.999982251,136444.63522002555,224185.72729612965,24437.0,122450.0,0.3749423,-90.71747510000004,-938.9645399999978,98013.0,18.22316115569157,0.127035,0.127035,7.87,135675.0779532563,1.0,0.99976545,0.99976545,136474.22349331537,248699.17683165544,10616.0,135839.0,12.830535,-1348.603559999993,-58992.55529999998,125223.0,10854006.236260502,10854006.236260502
2021-01-19,16.46731624660073,0.0036720000000000004,0.0036720000000000004,272.33,134023.75795748128,1.0,0.99999576,0.99999576,135675.65321802592,223421.38885053652,-418.0,122032.0,0.363528,-1.5348960000000036,-493.47349999999733,122450.0,18.653476691188303,0.11736700000000001,0.11736700000000001,8.52,134023.75795748128,1.0,0.99996684,0.99996684,135679.57708803253,253089.5828681901,2398.0,138237.0,11.854067,-281.44606599999946,-131329.14519999988,135839.0,10721900.636598501,10721900.636598501
2021-01-20,15.746657081951602,0.0037532,0.0037532,266.44,135126.31960661625,1.0,1.000002608,1.000002608,134023.40842443213,211042.06534138758,-6761.0,115271.0,0.3715668,-25.375385200000082,990.8998399999952,122032.0,17.50932101646242,0.123768,0.123768,8.08,135126.31960661625,1.0,1.00004544,1.00004544,134017.6681946385,234655.8374297671,-10068.0,128169.0,12.253032,-1246.096224000001,88485.5036999998,138237.0,10810105.5685293,10810105.5685293
2021-01-21,15.869128728171466,0.0030785,0.0030785,324.83,133339.53657837876,1.0,0.999989155,0.999989155,135127.7850674453,214436.02159879758,1854.0,117125.0,0.3109285,-5.70753899999997,-7777.334369999997,115271.0,17.39896245095122,0.113225,0.113225,8.83,133339.53657837876,1.0,0.9997767500000001,0.9997767500000001,135156.49329374408,235158.27518200935,274.0,128443.0,11.435725,-31.023649999999975,-135128.57669999995,128169.0,10667162.9262703,10667162.9262703
2021-01-22,7.104041556944536,0.0034866999999999997,0.0034866999999999997,286.8,135592.70969790124,1.0,0.9999855599999999,0.9999855599999999,133341.46202909047,94726.32875184008,-65386.0,51739.0,0.34518329999999997,-227.9813662000006,4781.042499999996,117125.0,14.965613790910131,0.127097,0.127097,7.87,135592.70969790124,1.0,1.00025339,1.00025339,133305.7582323003,199500.2493809045,-19476.0,108967.0,12.582602999999999,-2475.3411720000177,178176.1296,128443.0,10847416.7758321,10847416.7758321
2021-01-23,7.852944173689235,0.0034583000000000005,0.0034583000000000005,289.16,135789.89131266376,1.0,1.0000020280000002,1.0000020280000002,135592.43471644362,106479.9820202834,6420.0,58159.0,0.34928830000000005,-22.20228600000016,-146.93875999999761,51739.0,15.953853321771186,0.128669,0.128669,7.77,135789.89131266376,1.0,0.99975813,0.99975813,135625.51344083718,216374.9548125023,9217.0,118184.0,12.995569,-1185.9421730000033,17129.61239999995,108967.0,10863191.3050131,10863191.3050131
2021-01-24,7.853920296779644,0.0035345,0.0035345,282.93,135218.81869534502,1.0,1.000016085,1.000016085,135787.707167394,106646.58293751665,91.0,58250.0,0.3569845,-0.32163949999999963,443.1715799999977,58159.0,16.377405851483687,0.12480100000000001,0.12480100000000001,8.01,135218.81869534502,1.0,0.99965601,0.99965601,135836.61775080385,222465.1418397768,3326.0,121510.0,12.604901,-415.0881259999991,-45713.5711999999,118184.0,10817505.4956276,10817505.4956276
2021-01-25,8.32730237628543,0.0034308,0.0034308,291.48,134744.81057577502,1.0,1.000009584,1.000009584,135217.52277060677,112599.7198683103,3252.0,61502.0,0.3465108,-11.156961600000038,-604.0524999999994,58250.0,15.303788167769634,0.121816,0.121816,8.21,134744.81057577502,1.0,1.00010936,1.00010936,135204.03278231996,206913.3877128806,-8494.0,113016.0,12.059783999999999,-1034.705104000007,-36270.73500000008,121510.0,10779584.846062,10779584.846062
2021-01-26,7.446253871394071,0.003433,0.003433,291.29,134767.8841452375,1.0,0.99999857,0.99999857,134745.00326112966,100334.55021841935,-6699.0,54803.0,0.339867,-22.99766700000013,13.530439999999876,61502.0,13.998247189112378,0.122088,0.122088,8.19,134767.8841452375,1.0,0.99990072,0.99990072,134758.18936881557,188637.84455418962,-9982.0,103034.0,12.086712,-1218.6824159999976,3074.035200000063,113016.0,10781430.731619,10781430.731619
2021-01-27,7.039278543673576,0.0031144,0.0031144,321.09,133385.29085507753,1.0,1.000002696,1.000002696,134767.5208120014,94866.61176360035,-2987.0,51816.0,0.3083256,-9.302712800000052,-1746.02358,54803.0,13.282967726101695,0.11158,0.11158,8.96,133385.29085507753,1.0,0.9997568000000001,0.9997568000000001,134800.66766761427,179055.29180858805,-5234.0,97800.0,11.04642,-584.00972,-108268.12720000006,103034.0,10670823.268406201,10670823.268406201
2021-01-28,3.773431841921264,0.0034409,0.0034409,290.62,134348.19930660876,1.0,0.999994358,0.999994358,133386.0434191345,50332.314350565444,-24325.0,27491.0,0.3406491,-83.6998925000006,1691.7924000000007,51816.0,9.800227060360855,0.119615,0.119615,8.36,134348.19930660876,1.0,0.9999813999999999,0.9999813999999999,133387.7718676343,130723.045137843,-26399.0,71401.0,11.841885,-3157.716384999989,78582.29999999997,97800.0,10747855.9445287,10747855.9445287
2021-01-29,5.32881162988477,0.0034752,0.0034752,287.75,134034.28301541376,1.0,0.9999888,0.9999888,134349.70402329383,71592.42652709049,11613.0,39104.0,0.3509952,-40.35749760000014,94.29412999999968,27491.0,10.299149200914142,0.116158,0.116158,8.61,134034.28301541376,1.0,1.0001203799999998,1.0001203799999998,134332.02841702793,138350.5603128409,4166.0,75567.0,11.731958,-483.9142280000018,-24683.32569999993,71401.0,10722742.641233101,10722742.641233101
2021-01-30,6.176497072348429,0.00364,0.00364,274.73,134436.70800827627,1.0,1.0000172,1.0000172,134031.97766539792,82784.81176514002,6113.0,45217.0,0.36763999999999997,-22.251319999999858,644.4339199999998,39104.0,9.486734813306912,0.12043300000000001,0.12043300000000001,8.3,134436.70800827627,1.0,0.9995939000000001,0.9995939000000001,134088.73645128662,127206.42841647562,-6087.0,69480.0,11.922867,-733.0756710000014,32304.892500000016,75567.0,10754936.640662102,10754936.640662102
2021-01-31,7.796914081763318,0.0034475,0.0034475,290.07,135657.0083664638,1.0,1.000016325,1.000016325,134434.5133648456,104817.43503293637,12034.0,57251.0,0.3481975,-41.48721499999991,-870.4272499999995,45217.0,10.082983648904763,0.134704,0.134704,7.42,135657.0083664638,1.0,0.9995036799999999,0.9995036799999999,134503.4647679099,135619.62359758734,4595.0,74075.0,13.605103999999999,-618.9648799999966,99154.90799999995,69480.0,10852560.669317102,10852560.669317102
2021-02-01,6.4340446915860845,0.0040876,0.0040876,244.64,135430.5463940863,1.0,0.999990464,0.999990464,135658.3020040317,87283.1577878622,-9577.0,47674.0,0.4046724,-39.14694520000023,3664.6365100000007,57251.0,12.90868998962942,0.132153,0.132153,7.57,135430.5463940863,1.0,1.00039821,1.00039821,135603.00989189476,175045.7216355121,21535.0,95610.0,13.347453,-2845.9148550000136,-18896.53250000004,74075.0,10834443.711526902,10834443.711526902
2021-02-02,10.052696726534272,0.004249800000000001,0.004249800000000001,235.31,135738.7207592138,1.0,1.0000204380000002,1.0000204380000002,135427.77852114887,136141.43858213615,26686.0,74360.0,0.42922980000000005,-113.41016280000069,773.2722800000006,47674.0,13.306336991587104,0.134703,0.134703,7.42,135738.7207592138,1.0,0.9994962599999999,0.9994962599999999,135498.80256088832,180299.27288317058,2869.0,98479.0,13.605003,-386.46290700000003,24380.550000000076,95610.0,10859097.660737103,10859097.660737103
2021-02-03,12.71330872950065,0.0044189,0.0044189,226.3,137431.64327729755,1.0,0.99999707,0.99999707,135739.1184748309,172569.33198407906,19897.0,94257.0,0.4463089,-87.92285330000007,1257.4275999999986,74360.0,13.85146056752406,0.1484,0.1484,6.74,137431.64327729755,1.0,1.000216,1.000216,135709.40752718793,187977.35070048965,4194.0,102673.0,14.9884,-622.3896000000022,134886.6863,98479.0,10994531.462183803,10994531.462183803
2021-02-04,14.696248874612747,0.0043934,0.0043934,227.61,137943.08045218754,1.0,0.9999817740000002,0.9999817740000002,137434.14815208173,201976.64451133928,16062.0,110319.0,0.4437334,-70.56679079999986,-240.3553499999997,94257.0,16.204291452430937,0.152697,0.152697,6.55,137943.08045218754,1.0,1.00016535,1.00016535,137408.92271192712,222661.4231788624,18944.0,121617.0,15.422397,-2892.6919679999974,44118.588100000045,102673.0,11035446.436175004,11035446.436175004
2021-02-05,14.93937116639214,0.0053917,0.0053917,185.47,142043.4236461538,1.0,0.999998599,0.999998599,137943.273710714,206078.576587158,2241.0,112560.0,0.5445617,-12.082799699999999,11013.145770000003,110319.0,18.02927300359177,0.17897300000000002,0.17897300000000002,5.59,142043.4236461538,1.0,1.00045907,1.00045907,137879.78397975594,248587.22670472786,14161.0,135778.0,18.076273,-2534.436652999988,319560.82920000015,121617.0,11363473.891692303,11363473.891692303
2021-02-06,16.23197881914465,0.0063444,0.0063444,157.62,142529.1248682888,1.0,1.000004328,1.000004328,142042.80888487695,230563.58652311345,13373.0,125933.0,0.6407844,-84.84366120000037,10723.591199999995,112560.0,19.098271357011065,0.18121600000000002,0.18121600000000002,5.52,142529.1248682888,1.0,1.00031232,1.00031232,141999.07449520746,271193.6857153901,12348.0,148126.0,18.302816,-2237.6551679999898,30455.005399999933,135778.0,11402329.989463104,11402329.989463104
2021-02-07,17.548705393137364,0.006610899999999999,0.006610899999999999,151.27,152874.9189027863,1.0,1.000030843,1.000030843,142524.72897807293,250112.44800729497,10678.0,136611.0,0.6677008999999999,-70.59119019999973,3356.1144499999937,125933.0,20.4806000577144,0.23704999999999998,0.23704999999999998,4.22,152874.9189027863,1.0,1.0003509999999998,1.0003509999999998,142479.11469902948,291805.776472804,11258.0,159384.0,23.94205,-2668.7088999999996,827046.7083999997,148126.0,12229993.512222903,12229993.512222903
2021-02-08,18.917465009167657,0.0067638,0.0067638,147.85,165514.2553897738,1.0,1.00002783,1.00002783,152870.66451219292,289192.5446837618,21345.0,157956.0,0.6831438,-144.37331099999972,2088.7821900000035,136611.0,17.889922885165937,0.30056,0.30056,3.33,165514.2553897738,1.0,1.0008648,1.0008648,152742.8269060779,273255.7394611983,-10132.0,149252.0,29.75544,-3045.2739200000083,1012247.7840000005,159384.0,13241140.431181904,13241140.431181904
2021-02-09,19.93671321835227,0.0070562,0.0070562,141.72,169006.3408869038,1.0,1.000004664,1.000004664,165513.48343488708,329979.4853011843,22278.0,180234.0,0.7126762,-157.19802359999903,4618.633440000007,157956.0,17.60595325698237,0.319194,0.319194,3.13,169006.3408869038,1.0,0.9990772199999999,0.9990772199999999,165667.12970372182,291672.7741782162,10059.0,159311.0,32.238594,-3210.7724459999954,278116.1767999998,149252.0,13520507.270952303,13520507.270952303
2021-02-10,20.38066839401731,0.009396600000000001,0.009396600000000001,106.42,214756.3573612913,1.0,0.9999861720000002,0.9999861720000002,169008.6779389023,344450.9820784037,7905.0,188139.0,0.9490566,-74.28012299999982,42181.96536,180234.0,19.07359114572501,0.546861,0.546861,1.83,214756.3573612913,1.0,1.00075563,1.00075563,168878.73105135947,322112.38692824857,16626.0,175937.0,55.232961,-9092.110985999998,3626985.7437000005,159311.0,17180508.588903304,17180508.588903304
2021-02-11,17.885324667697876,0.0092796,0.0092796,107.76,197749.91493373382,1.0,0.9999696960000001,0.9999696960000001,214762.86553516847,384110.35766616307,21661.0,209800.0,0.9372396000000001,-201.0054156000012,-2201.226300000008,188139.0,15.021416959515369,0.469673,0.469673,2.13,197749.91493373382,1.0,1.00040349,1.00040349,214669.74026779065,322464.367715335,193.0,176130.0,47.436973,-90.64688900000004,-1358022.5156000003,175937.0,15819993.194698704,15819993.194698704
2021-02-12,19.08291797881767,0.0092426,0.0092426,108.19,200627.55531687132,1.0,0.999956894,0.999956894,197758.4395090273,377380.80807697435,-3675.0,206125.0,0.9150174,-33.966554999999964,-776.2600000000077,209800.0,15.666682817507793,0.482978,0.482978,2.07,200627.55531687132,1.0,0.99976446,0.99976446,197796.50392226767,309881.50893621036,-6873.0,169257.0,47.814822,-3319.507794000019,234340.9650000001,176130.0,16050204.425349705,16050204.425349705
2021-02-13,19.51134513044521,0.0091299,0.0091299,109.53,191622.0010046538,1.0,0.999997947,0.999997947,200627.967206088,391452.1510977627,7686.0,213811.0,0.9221199,-70.17241140000019,-2323.0287500000004,206125.0,16.42998764709739,0.440832,0.440832,2.27,191622.0010046538,1.0,1.00068864,1.00068864,200489.49023431638,329403.9847922671,10663.0,179920.0,44.524032,-4700.591616000003,-713350.5522000007,169257.0,15329760.080372304,15329760.080372304
2021-02-14,19.858249699508345,0.0084364,0.0084364,118.53,180257.6995418913,1.0,0.999966492,0.999966492,191628.4220898212,380540.505538245,-5960.0,207851.0,0.8352035999999999,-50.28094400000006,-14827.792850000005,213811.0,14.61716854917643,0.39171100000000003,0.39171100000000003,2.55,180257.6995418913,1.0,0.99886305,0.99886305,191840.11362183615,280415.9275303536,-26757.0,153163.0,38.779389,-10481.01122700002,-883785.0319999992,179920.0,14420615.963351304,14420615.963351304
2021-02-15,17.298456685765437,0.0086143,0.0086143,116.09,178454.7214905088,1.0,1.000034087,1.000034087,180251.55530712556,311807.3722022165,-37542.0,170309.0,0.8528157000000001,-323.3980505999986,3697.6692900000176,207851.0,11.426678418438105,0.38309,0.38309,2.61,178454.7214905088,1.0,0.9998649,0.9998649,180282.05564760932,206002.50745001948,-40645.0,112518.0,37.925909999999995,-15570.693050000114,-132041.8223000008,153163.0,14276377.719240703,14276377.719240703
2021-02-16,16.77744801136733,0.0087,0.0087,114.94,175903.8120769838,1.0,0.9999779999999999,0.9999779999999999,178458.64758075558,299408.0681965051,-6773.0,163536.0,0.8613,-58.92510000000028,1459.5481299999942,170309.0,9.743959077491784,0.365402,0.365402,2.74,175903.8120769838,1.0,1.0012014800000002,1.0012014800000002,178240.56901165264,173676.88103983935,-17656.0,94862.0,36.174797999999996,-6451.537712000055,-199021.83839999986,112518.0,14072304.966158703,14072304.966158703
2021-02-17,16.300730556853736,0.008920599999999999,0.008920599999999999,112.1,176773.5834779513,1.0,0.9999992599999998,0.9999992599999998,175903.9422459011,286736.2766438795,-6921.0,156615.0,0.8831393999999999,-61.73947260000039,3607.604159999995,163536.0,8.177160009774656,0.37300300000000003,0.37300300000000003,2.68,176773.5834779513,1.0,0.9996480400000002,0.9996480400000002,175965.74498058713,143890.00529454625,-16270.0,78592.0,36.927297,-6068.758809999953,72104.60620000013,94862.0,14141886.678236103,14141886.678236103
2021-02-18,16.477029618648622,0.0091442,0.0091442,109.36,180397.58721976378,1.0,1.000009712,1.000009712,176771.8666695822,291267.5282858511,2475.0,159090.0,0.9235642000000001,-22.631895000000117,3501.9114000000072,156615.0,7.726182940545303,0.409656,0.409656,2.44,180397.58721976378,1.0,0.99956064,0.99956064,176851.2848584667,136638.53800870033,-3960.0,74632.0,40.555944000000004,-1622.2377599999932,288063.2576000001,78592.0,14431806.977581102,14431806.977581102
2021-02-19,16.923737443259657,0.0092581,0.0092581,108.01,178273.5374546013,1.0,0.999967381,0.999967381,180403.47180061042,305310.09906060284,7670.0,166760.0,0.9350681000000001,-71.00962700000036,1812.0351000000019,159090.0,8.778731991048016,0.38727400000000006,0.38727400000000006,2.58,178273.5374546013,1.0,0.9991669200000002,0.9991669200000002,180547.99814605925,158498.24872444881,11939.0,86571.0,39.114674,-4623.664285999975,-167041.34239999994,74632.0,14261882.996368103,14261882.996368103
2021-02-20,16.962444362709793,0.0111568,0.0111568,89.63,175679.65586059878,1.0,0.9999839839999999,0.9999839839999999,178276.39272930726,302400.3392855475,-1589.0,165171.0,1.1045232,-17.728155199999946,31662.721199999996,166760.0,8.066070978509218,0.359985,0.359985,2.78,175679.65586059878,1.0,1.0007583,1.0007583,178138.45506412617,143687.74225492164,-8089.0,78482.0,35.638515,-2911.9186650000142,-236243.60190000027,86571.0,14054372.468847902,14054372.468847902
2021-02-21,19.33985070241643,0.0109894,0.0109894,91.0,175752.2866418488,1.0,1.0000354,1.0000354,175673.43702092825,339749.8044365108,20400.0,185571.0,1.1099294,-224.1837599999985,-2764.9625399999964,165171.0,6.478178513884359,0.361855,0.361855,2.76,175752.2866418488,1.0,0.9987197999999998,0.9987197999999998,175904.8492486069,113954.30148903924,-16240.0,62242.0,35.823645,-5876.5251999999755,14676.133999999813,78482.0,14060182.931347903,14060182.931347903
2021-02-22,20.067567804350976,0.0109703,0.0109703,91.16,172585.03975250255,1.0,1.000052548,1.000052548,175743.0516959683,352673.5606052402,7059.0,192630.0,1.1080003,-77.4393477000007,-354.44061000001454,185571.0,5.905463507481177,0.321502,0.321502,3.11,172585.03975250255,1.0,0.99987122,0.99987122,175774.92293642455,103803.23929313713,-5545.0,56697.0,31.828698,-1782.7285899999936,-251165.14259999996,62242.0,13806803.180200202,13806803.180200202
2021-02-23,19.73123430015164,0.0096197,0.0096197,103.95,168955.49737925004,1.0,0.9999678150000001,0.9999678150000001,172590.59458078913,340542.5459676032,-6626.0,186004.0,0.9523503,-63.74013220000006,-26016.60779999999,192630.0,3.753615189722406,0.275924,0.275924,3.62,168955.49737925004,1.0,0.99884488,0.99884488,172784.6267305315,64856.69994462392,-21272.0,35425.0,27.316476,-5869.455327999996,-258413.5865999998,56697.0,13516439.790340003,13516439.790340003
2021-02-24,13.773011971944984,0.010490200000000002,0.010490200000000002,95.33,170001.14366548505,1.0,1.000030766,1.000030766,168950.29945433702,232695.44970482736,-58906.0,127098.0,1.0385298,-617.9357212000003,16191.648200000014,186004.0,0.9279413238977172,0.297396,0.297396,3.36,170001.14366548505,1.0,0.9992505599999999,0.9992505599999999,169082.2143539755,15689.837383518563,-26855.0,8570.0,29.442204,-7986.569579999976,76064.55999999992,35425.0,13600091.493238803,13600091.493238803
2021-02-25,13.960035726357573,0.0107691,0.0107691,92.86,169719.2224810163,1.0,1.000018626,1.000018626,169997.9772831602,237317.78362814392,2525.0,129623.0,1.0876791000000001,-27.19197750000022,3544.763219999996,127098.0,0.9329425252743218,0.267,0.267,3.75,169719.2224810163,1.0,1.00125,1.00125,169788.90753107122,15840.329215560589,82.0,8652.0,26.967,-21.893999999999956,-26049.372,8570.0,13577537.798481302,13577537.798481302
