Date,AD1_small_alpha_forecast,AD1_small_one_perc_change,AD1_small_block_value,AD1_small_price_volatility,AD1_small_cash_vol_daily,AD1_small_std_dev,AD1_small_icv,AD1_small_ivv,AD1_small_vol_scalar,AD1_small_alpha_subsystem_position,AD1_small_alpha_trades_needed,AD1_small_alpha_target_pos,AD1_small_execution_price,AD1_small_daily_instrument_pnls,AD1_small_daily_current_pnls,AD1_small_alpha_current_pos,RX1_small_alpha_forecast,RX1_small_one_perc_change,RX1_small_block_value,RX1_small_price_volatility,RX1_small_cash_vol_daily,RX1_small_std_dev,RX1_small_icv,RX1_small_ivv,RX1_small_vol_scalar,RX1_small_alpha_subsystem_position,RX1_small_alpha_trades_needed,RX1_small_alpha_target_pos,RX1_small_execution_price,RX1_small_daily_instrument_pnls,RX1_small_daily_current_pnls,RX1_small_alpha_current_pos,AUM,NAV
2017-01-17,8.071031130524771,0.7004,700.4,1.55,121819.704375,1.0882852337443436,1085.62,704.0245699999999,173.34346282119103,139.9060484702796,3.0,100.0,70.74040000000001,-2101.2000000000057,10669.999999999945,97.0,-6.114750176375742,1.639,1639.0,0.42,121819.704375,0.688355044,688.38,778.420104,156.77659948386943,-95.86497393455798,-3.0,-69.0,162.261,-4917.00000000003,-21119.99999999955,-66.0,9745576.35,9745576.35
2017-01-18,8.190980478258968,0.69595,695.9499999999999,1.61,121394.498125,1.118435365433618,1120.4795,726.6309557499999,167.6500339147573,137.32181549752312,-2.0,98.0,68.89905,-1391.8999999999926,-44500.00000000074,100.0,-4.756389408879193,1.6341999999999999,1634.1999999999998,0.4,121394.498125,0.661785967,653.68,739.181344,164.8035429517009,-78.38698262412375,13.0,-56.0,165.05419999999998,-21244.599999999908,33120.00000000125,-69.0,9711559.85,9711559.85
2017-01-19,7.526000623297232,0.6931999999999999,693.1999999999999,1.61,120690.69812499998,1.1180218766431145,1116.052,723.7597219999999,167.72762345705667,126.2318198681972,-8.0,90.0,68.62679999999999,-5545.600000000036,-26950.000000000557,98.0,-6.045294976128091,1.6303,1630.3000000000002,0.34,120690.69812499998,0.548840292,554.3020000000001,626.8047016000002,193.67196483230714,-117.08041560176028,-28.0,-84.0,161.3997,-45648.400000000154,21839.999999999236,-56.0,9655255.849999998,9655255.849999998
2017-01-20,6.677663945116378,0.6984,698.4,1.62,121408.93937499999,1.128697885464725,1131.4080000000001,733.7180880000001,164.49192148715292,109.8421773377675,-11.0,79.0,69.1416,-7682.400000000072,46800.000000000924,90.0,-7.765436718705103,1.6229,1622.9,0.33,121408.93937499999,0.539440142,535.557,605.6078556,199.28852806149098,-154.75624534253944,-27.0,-111.0,160.66709999999998,-43818.30000000042,62160.000000000764,-84.0,9712715.149999999,9712715.149999999
2017-01-23,6.8063524084669575,0.7033499999999999,703.3499999999999,1.64,120059.34062499995,1.156741183952782,1153.4939999999997,748.0408589999997,162.30255060840204,110.46883562338276,0.0,79.0,70.335,0.0,39104.999999999236,79.0,-10.07572126593916,1.6313,1631.3,0.33,120059.34062499995,0.539948454,538.3290000000001,608.7424332,199.44221521865148,-200.95241692045815,-33.0,-144.0,161.49869999999999,-53832.900000000336,-93240.00000000038,-111.0,9604747.249999996,9604747.249999996
2017-01-24,7.650959277702816,0.70635,706.35,1.67,120145.98499999997,1.17904700216704,1179.6045,764.9735182499999,156.94574748110892,120.07855227865937,7.0,86.0,71.34135,-4944.4500000000035,23700.0000000009,79.0,-7.602717756494386,1.6276,1627.6,0.34,120145.98499999997,0.551983393,553.384,625.7666272,191.85960932785255,-145.86544585909405,40.0,-104.0,164.3876,-65104.000000000044,53280.000000000655,-144.0,9611678.799999997,9611678.799999997
2017-01-25,8.641840145926025,0.71155,711.5500000000001,1.73,121720.30437499995,1.2341036558243448,1230.9815,798.2915027500001,150.50390062541595,130.06306505431806,7.0,93.0,71.86655,-4980.850000000018,44719.99999999966,86.0,-7.928802070193195,1.6176,1617.6,0.4,121720.30437499995,0.647763589,647.04,731.672832,164.20725185543034,-130.19667984520714,11.0,-93.0,163.3776,-17793.60000000011,104000.0,-104.0,9737624.349999996,9737624.349999996
2017-01-26,9.67787484939761,0.71255,712.5500000000001,1.74,121931.68812499993,1.2422055989189549,1239.8370000000002,804.0342945000001,151.3869560137275,146.51040141321158,12.0,105.0,71.96755,-8550.600000000088,9299.99999999947,93.0,-10.006961490623397,1.6143,1614.3000000000002,0.47,121931.68812499993,0.757355707,758.721,857.9617068,141.8714884478804,-141.97025215153613,-9.0,-102.0,159.8157,-14528.700000000128,30689.99999999852,-93.0,9754535.049999993,9754535.049999993
2017-01-27,10.8597645677207,0.71235,712.35,1.72,121063.19562499993,1.2218961698874091,1225.242,794.5694369999999,153.45630280642163,166.64993199105965,14.0,119.0,71.94735,-9972.90000000001,-2099.999999999582,105.0,-11.665858662509295,1.6185,1618.5,0.5,121063.19562499993,0.812758062,809.25,915.0999,133.24412790887632,-155.44071637942614,-9.0,-111.0,160.23149999999998,-14566.500000000104,-42839.99999999873,-102.0,9685055.649999995,9685055.649999995
2017-01-30,11.186929077536949,0.70695,706.9499999999999,1.68,119649.73249999993,1.1875269470565546,1187.676,770.2078859999999,157.182492967879,175.83894010621125,7.0,126.0,71.40195,-4948.650000000043,-64260.00000000074,119.0,-10.871063800315412,1.6207,1620.7,0.52,119649.73249999993,0.842975484,842.764,952.9975312,127.0341125360094,-138.09959421954062,12.0,-99.0,163.6907,-19448.399999999994,-24419.999999999873,-111.0,9571978.599999994,9571978.599999994
2017-01-31,10.315753403708342,0.70645,706.45,1.63,119223.42499999993,1.1506694790361869,1151.5135,746.75650475,160.2258992575584,165.2850865628388,-8.0,118.0,69.93854999999999,-5651.60000000003,-6299.999999999642,126.0,-9.904526897892575,1.6213,1621.3,0.52,119223.42499999993,0.846005319,843.076,953.3503408,125.50447341278165,-124.30624327227395,10.0,-89.0,163.7513,-16212.999999999909,-5940.000000000226,-99.0,9537873.999999994,9537873.999999994
2017-02-01,9.905708307157846,0.7134,713.4000000000001,1.6,120629.76999999993,1.140265210372284,1141.4400000000003,740.2238400000001,161.06401679794575,159.54531691796223,-4.0,114.0,70.6266,-2853.6000000000286,82010.00000000087,118.0,-9.315737448804374,1.6161,1616.1000000000001,0.54,120629.76999999993,0.875672503,872.6940000000002,986.8423752000002,120.81303761995152,-112.54625388599939,8.0,-81.0,163.2261,-12928.79999999991,46279.999999998385,-89.0,9650381.599999994,9650381.599999994
2017-02-02,10.018324017386565,0.7083,708.3000000000001,1.57,118816.54624999993,1.1144397695637491,1112.0310000000002,721.1521035000001,167.27368528018155,167.58019787192043,6.0,120.0,71.53829999999999,-4249.799999999965,-58140.00000000058,114.0,-10.243133070383736,1.6237000000000001,1623.7,0.51,118816.54624999993,0.82122226,828.087,936.4007796,128.82279962595615,-131.9549079068049,-13.0,-94.0,160.7463,-21108.100000000177,-61559.999999999265,-81.0,9505323.699999994,9505323.699999994
