Date,AD1_std_dev,AD1_icv,AD1_ivv,AD1_vol_scalar,AD1_alpha_trades_needed
2023-01-03,0.5590872024883597,560.582,363.537427,343.8435514921549,
2023-01-04,0.5896780901358368,589.8309999999999,382.50540349999994,326.79276908567914,
2023-01-05,0.5772185461211865,575.9174999999999,373.48249874999993,334.6877040245785,-270.3897981074997
2023-01-06,0.6339311871064877,634.8000000000002,411.6678000000001,289.32019303735603,-308.518404225104
2023-01-09,0.7222159187663528,723.0079999999999,468.8706879999999,240.5867331898997,-243.8485431717262
2023-01-10,0.7499626657282047,753.2990000000001,488.5144015,219.42273448251845,-176.62426171514696
2023-01-11,0.7965732860108475,796.7774999999998,516.7102087499999,197.96592014944724,-160.2734741462803
2023-01-12,0.8876954244856439,887.476,575.528186,169.69771604041821,-148.84262951963885
2023-01-13,0.9648293458704054,964.3439999999998,625.3770839999999,149.13863015344413,-116.03213830089089
2023-01-16,1.0242032675789208,1020.9780000000001,662.104233,134.68477647114358,-93.93531388874607
2023-01-17,1.0882852337443436,1085.62,704.0245699999999,120.77976975382727,-81.08028417060845
2023-01-18,1.118435365433618,1120.4795,726.6309557499999,111.15460270824805,-57.282132063949646
2023-01-19,1.1180218766431145,1116.052,723.7597219999999,106.01678820814963,-50.852249153549465
2023-01-20,1.128697885464725,1131.4080000000001,733.7180880000001,98.65465191961685,-60.43616849857671
2023-01-23,1.156741183952782,1153.4939999999997,748.0408589999997,90.20595675958295,-57.18779982967557
2023-01-24,1.17904700216704,1179.6045,764.9735182499999,81.71408766771678,-48.703287127627306
2023-01-25,1.2341036558243448,1230.9815,798.2915027500001,72.92855050843956,-40.18251890277621
2023-01-26,1.2422055989189549,1239.8370000000002,804.0342945000001,67.75810704480699,-29.81682204394302
2023-01-27,1.2218961698874091,1225.242,794.5694369999999,64.47430703230333,-21.790914467896535
2023-01-30,1.1875269470565546,1187.676,770.2078859999999,62.86825956705885,-15.571850434260455
2023-01-31,1.1506694790361869,1151.5135,746.75650475,61.615002080571806,-17.34017079507403
2023-02-01,1.140265210372284,1141.4400000000003,740.2238400000001,59.20217495535712,-19.768271894958822
2023-02-02,1.1144397695637491,1112.0310000000002,721.1521035000001,57.93797389059336,-14.919805347055927
2023-02-03,1.0610313378903002,1061.208,688.193388,57.81247160964922,-13.084223705853532
2023-02-06,1.0314777829172743,1033.3500000000001,670.127475,56.62192701880103,-28.99470963320846
2023-02-07,0.9187111442950416,917.466,594.9767009999999,60.483672134891904,-34.82309355631053
2023-02-08,0.8854618380550859,887.4879999999999,575.5359679999999,59.38500804736778,-42.48085676323679
2023-02-09,0.768075951095893,771.1725,500.10536625,64.95755907045823,-42.29982074672695
2023-02-10,0.7577213647851413,754.389,489.22126649999996,63.65253037766054,-49.08144858993789
2023-02-13,0.7536960041368495,752.7600000000002,488.1648600000001,61.230915627601526,-50.82437101976757
2023-02-14,0.7297643455151624,727.5840000000001,471.838224,60.70972923619042,-46.65186455417836
2023-02-15,0.7403840782448731,739.049,479.27327649999995,57.237983773833534,-44.063514216707624
2023-02-16,0.7675528211911693,766.1775000000001,496.8661087500001,52.72632928923661,-46.27371208407405
2023-02-17,0.7922558509209864,793.7874999999999,514.77119375,48.41719278290191,-45.01143165385874
2023-02-20,0.8239754749496823,826.14,535.7517899999999,44.38402365230012,-42.68233796789126
2023-02-21,0.8663824694201627,864.1709999999999,560.4148935,40.73793638820812,-40.63142634286795
2023-02-22,0.9423577257701048,945.3389999999999,613.0523414999999,35.905371557841924,-39.66887942733797
2023-02-23,0.9994508908989096,1000.9230000000001,649.0985655000001,32.708007754777896,-38.391544433881435
2023-02-24,1.114642132398854,1117.0140000000001,724.383579,28.38443833654805,-36.65607477763471
2023-02-27,1.1935617216209276,1192.7145,773.47535325,25.885822477844826,-35.31718847192818
2023-02-28,1.2460986785371768,1246.4375,808.31471875,24.24447887850905,-34.26901547018214
2023-03-01,1.2451070904352588,1242.7360000000003,805.9142960000001,23.832837803570605,-33.627760539266006
2023-03-02,1.2328861801962443,1231.6815000000001,798.74545275,23.58671274415837,-33.04764763040928
2023-03-03,1.1798295074510885,1178.241,764.0892885,24.02863834097495,-33.728369978700044
2023-03-06,1.1725912189046683,1169.6280000000002,758.5037580000001,23.470458868363885,-32.61812690803149
2023-03-07,1.2512443806010685,1251.435,811.5555975,20.979384532800122,-31.312167364505505
2023-03-08,1.2138749249074938,1210.6365,785.09777025,20.70252234604641,-30.806424681989576
2023-03-09,1.1908856298231407,1190.25,771.877125,20.13629395165147,-31.74208548247354
2023-03-10,1.241862277651049,1242.3979999999997,805.6951029999998,18.41360503783957,-31.197474405918843
2023-03-13,1.2508634351196588,1252.4325000000001,812.20247625,17.64309685789699,-30.29030912013364
2023-03-14,1.2257344736875373,1227.6554999999998,796.1345917499999,17.377131958397314,-25.853815678932143
2023-03-15,1.2236095169563357,1223.048,793.146628,16.892130938568787,-25.83624668573032
2023-03-16,1.192326052995922,1194.288,774.495768,16.774407547348627,-25.631804333515376
2023-03-17,1.152398115519488,1151.685,746.8677224999999,16.893173384913474,-24.42803191490881
2023-03-20,1.0699301768431304,1071.4215000000002,694.8168427500001,17.64464273228575,-23.399547052080166
2023-03-21,0.9513785173734082,949.554,615.785769,19.362107578198298,-23.002986132716497
2023-03-22,0.8878297509393254,891.066,577.856301,20.07369510234883,-24.653892198107197
2023-03-23,0.8195460125295083,817.217,529.9652245,21.254644343363076,-24.100513565303785
2023-03-24,0.7416823219229733,740.2035000000001,480.02196975000004,22.819967644450706,-26.332533454055522
2023-03-27,0.6615961129368043,660.231,428.15980349999995,24.830677824666893,-29.387886898569874
