Speed (fast/slow),Status,Scalar,Turnover,Max Payable,Std Cost,Gross SR,Net SR,Avg|Forecast|
2/8,Good_trade,10.6,60.781354100011555,0.002138813817574612,0.002,0.050172076223317326,0.05007173207087069,7.911039971981904
4/16,Good_trade,7.5,30.67287592384828,0.004238272287305296,0.002,-0.6244409595048842,-0.6256898414238939,8.102857654343195
8/32,Good_trade,5.3,19.67343691494024,0.006607894724346638,0.002,-1.2939753353902588,-1.2965632860610392,7.614028025033564
16/64,Good_trade,3.75,16.687607999597432,0.007790211754922341,0.002,-1.4006018348453253,-1.403403038515016,6.553740180321635
32/128,Good_trade,2.65,15.754479465751286,0.008251621406001221,0.002,-1.1956230701327797,-1.1980143162730452,5.12231805272574
64/256,Good_trade,1.87,14.766622478981212,0.00880363808210319,0.002,-1.0182515154610667,-1.020288018491989,3.4931909765084033
