Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,normalised_price_chapter17,capped_forecast,forecast*returns,cum_series
2021-01-23,12.7153,13.48,12.5059,12.8669,1224349.08,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,12.8669,12.8669,12.8669,3.3960850004666745,23,0.0,0.5,1,1044.3723568348278,20.0,0.24737011888557703,27.262122329208918
2021-01-24,12.8914,13.1725,12.2,12.4801,907179.12,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,12.4801,12.4801,12.4801,3.2479396488227326,24,0.0,0.5,1,1017.6103419391866,20.0,-0.6012326201338314,26.660889709075086
2021-01-25,12.4801,12.95,12.0598,12.1816,613873.67,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,12.1816,12.1816,12.1816,3.076670399260247,25,0.0,0.5,1,996.0243034636494,20.0,-0.47836155159013183,26.182528157484953
2021-01-26,12.1816,12.7333,11.3804,12.2088,873414.18,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,12.2088,12.2088,12.2088,2.8730348118139357,26,0.0,0.5,1,998.0339239490063,20.0,0.044657516254025253,26.22718567373898
2021-01-27,12.178,12.215,10.77,11.158,740335.46,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,11.158,11.158,11.158,2.5558953291464483,27,0.0,0.5,1,912.9424236736809,13.733333333333334,-1.7213812987353405,24.50580437500364
2021-01-28,11.1379,12.7524,10.8,11.9615,1091962.84,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,11.9615,11.9615,11.9615,2.3188465553736886,28,0.0,0.5,1,974.7842332823295,13.733333333333334,0.9889526199438371,25.494756994947476
2021-01-29,11.9596,12.6757,11.3145,11.6158,1470197.45,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,11.6158,11.6158,11.6158,2.1682796524033323,29,0.0,0.5,1,946.8564333496054,13.733333333333334,-0.3969078571528088,25.097849137794668
2021-01-30,11.6158,12.65,11.293,12.0433,1122825.05,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,12.0433,12.0433,12.0433,1.911794143261906,30,0.0,0.5,1,980.9493438419257,20.0,0.5054322560650154,25.603281393859685
2021-01-31,12.0125,15.3728,11.83,13.4704,5017946.71,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,13.4704,13.4704,13.4704,1.6103469565593616,31,0.0,0.5,1,1083.007026932838,20.0,2.3699484360598833,27.973229829919568
2021-02-01,13.4704,13.6408,12.5741,13.2153,1820891.9,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,13.2153,13.2153,13.2153,1.366121851658535,32,0.0,0.5,1,1064.0481153154717,20.0,-0.3787563843686903,27.59447344555088
2021-02-02,13.2105,13.725,12.765,13.4703,748745.41,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,13.4703,13.4703,13.4703,1.1537025620058852,33,0.0,0.5,1,1083.0824046493046,20.0,0.3859163242605179,27.980389769811396
2021-02-03,13.47,14.9409,13.1814,14.84,1267446.12,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,14.84,14.84,14.84,1.1097985883056698,34,0.0,0.5,1,1176.692466496295,20.0,2.0336592355032934,30.01404900531469
2021-02-04,14.84,15.8795,13.7978,15.2697,1649348.48,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,15.2697,15.2697,15.2697,1.0493289793707983,35,0.0,0.5,1,1205.904713743313,20.0,0.5791105121293816,30.59315951744407
2021-02-05,15.2738,18.0321,15.1206,17.8973,1654441.43,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,17.8973,17.8973,17.8973,1.5696607512788412,36,0.0,0.5,1,1354.2126832683246,20.0,3.441586933600531,34.034746451044604
2021-02-06,17.8971,18.6228,15.8,18.1216,1547693.33,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,18.1216,18.1216,18.1216,1.9524781607781894,37,0.0,0.5,1,1366.989214081531,20.0,0.25065233303347423,34.285398784078076
2021-02-07,18.1232,24.4268,17.8802,23.705,4884650.65,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,23.705,23.705,23.705,3.0510859461535618,38,0.0,0.5,1,1580.2294452825322,20.0,6.162149037612568,40.44754782169064
2021-02-08,23.7374,33.8167,23.55,30.056,5774862.08,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,30.056,30.056,30.056,4.715956112480489,39,0.0,0.5,1,1761.3172434650426,20.0,5.358363214511708,45.805911036202346
2021-02-09,30.0564,33.0,27.4769,31.9194,2664482.65,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.9194,31.9194,31.9194,6.054972431020725,40,0.0,0.5,1,1812.4762316455806,20.0,1.2399520894330562,47.0458631256354
2021-02-10,31.8487,60.3035,31.3408,54.6861,9715755.01,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,54.6861,54.6861,54.6861,10.53758143735279,41,0.0,0.5,1,2058.434439430851,20.0,14.265117765371533,61.310980891006935
2021-02-11,54.6872,56.4998,41.6728,46.9673,4310924.37,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,46.9673,46.9673,46.9673,12.303903872075038,42,0.0,0.5,1,1962.9492249639688,20.0,-2.8229476960324473,58.488033194974484
2021-02-12,46.9726,54.4775,43.5,48.2978,3209807.22,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,48.2978,48.2978,48.2978,13.761897443313892,43,0.0,0.5,1,1979.2710590689046,20.0,0.5665643969314837,59.05459759190597
2021-02-13,48.2961,51.9,43.4014,44.0832,1890974.72,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,44.0832,44.0832,44.0832,14.49342166580193,44,0.0,0.5,1,1922.5019768280574,20.0,-1.7452554774751672,57.3093421144308
2021-02-14,44.0691,45.75,38.3724,39.1711,2829524.14,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,39.1711,39.1711,39.1711,14.70197542765042,45,0.0,0.5,1,1848.1264990678478,20.0,-2.228558725319394,55.0807833891114
2021-02-15,39.17,44.98,33.5,38.309,3933303.2,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,38.309,38.309,38.309,14.739162668906939,46,0.0,0.5,1,1834.5493148930912,20.0,-0.44017145293341553,54.64061193617799
2021-02-16,38.3362,40.0,35.1417,36.5402,2556745.82,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,36.5402,36.5402,36.5402,14.529354209297699,47,0.0,0.5,1,1804.9212298583072,20.0,-0.9234383565219662,53.71717357965603
2021-02-17,36.5402,42.1299,34.1386,37.3003,3076680.22,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,37.3003,37.3003,37.3003,14.271474043754292,48,0.0,0.5,1,1817.6639496102716,20.0,0.41603494233747984,54.13320852199351
2021-02-18,37.3046,44.4907,36.19,40.9656,3097214.68,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,40.9656,40.9656,40.9656,13.99914481043959,49,0.0,0.5,1,1874.7634471998467,20.0,1.9652925043498337,56.09850102634334
2021-02-19,41.023,41.2754,37.5,38.7274,2047933.74,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,38.7274,38.7274,38.7274,13.50920522269712,50,0.0,0.5,1,1837.4062958497093,20.0,-1.0927216982053234,55.00577932813802
2021-02-20,38.7264,42.8463,31.9376,35.9985,3400687.05,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,35.9985,35.9985,35.9985,12.909656512837481,51,0.0,0.5,1,1787.8758409570075,13.733333333333334,-1.4092864483543965,53.596492879783625
2021-02-21,35.9553,38.0037,34.7906,36.1855,1516510.61,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,36.1855,36.1855,36.1855,12.152217576587011,52,0.0,0.5,1,1791.3247095781678,13.733333333333334,0.07134000953743491,53.66783288932106
2021-02-22,36.1932,36.2941,25.47,32.1502,2970210.71,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,32.1502,32.1502,32.1502,11.24611373812959,53,0.0,0.5,1,1707.359953673054,13.733333333333334,-1.5315007392463835,52.13633215007468
2021-02-23,32.1504,32.4108,22.51,27.5924,3657984.88,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.5924,27.5924,27.5924,10.431046515071184,54,0.0,0.5,1,1597.2617556737123,6.866666666666667,-1.9469174893676136,50.189414660707065
2021-02-24,27.5966,32.2699,25.2501,29.7396,3233830.55,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.7396,29.7396,29.7396,9.470201511215379,55,0.0,0.5,1,1646.3044983241937,6.866666666666667,0.53435390421517,50.72376856492224
2021-02-25,29.732,32.1836,26.4439,26.7,2431285.39,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,26.7,26.7,26.7,8.793289131634761,56,0.0,0.5,1,1568.373399922653,6.866666666666667,-0.7018224858437906,50.02194607907845
2021-02-26,26.7718,28.0474,24.7703,25.9695,1804008.06,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.9695,25.9695,25.9695,8.10846116450521,57,0.0,0.5,1,1548.7185798562346,6.866666666666667,-0.18786891385767776,49.83407716522077
2021-02-27,25.9695,27.4999,25.0,25.7616,1690910.72,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.7616,25.7616,25.7616,7.952492337710348,58,0.0,0.5,1,1542.955630075394,6.866666666666667,-0.054971408767977466,49.77910575645279
2021-02-28,25.7423,25.9299,22.1237,23.9566,1816997.15,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,23.9566,23.9566,23.9566,8.315476903580057,59,0.0,0.5,1,1488.328560655377,6.866666666666667,-0.4811165973127966,49.297989159139995
2021-03-01,23.9698,27.8227,23.6073,27.5107,2250036.68,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.5107,27.5107,27.5107,8.487425105233452,60,0.0,0.5,1,1581.9761391283846,6.866666666666667,1.0187096666471869,50.316698825787185
2021-03-02,27.5189,31.99,25.8604,27.1101,5223868.87,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.1101,27.1101,27.1101,7.43812518533646,61,0.0,0.5,1,1571.0355708312186,6.866666666666667,-0.09998970097695331,50.21670912481023
2021-03-03,27.1144,29.4503,26.5202,27.22,2841940.87,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.22,27.22,27.22,6.986276028364447,62,0.0,0.5,1,1574.0912414648071,6.866666666666667,0.02783636602840442,50.24454549083863
2021-03-04,27.2126,28.82,24.2222,25.7781,3087747.13,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.7781,25.7781,25.7781,6.2452025268748415,63,0.0,0.5,1,1531.0414447811013,6.866666666666667,-0.3637416115601276,49.8808038792785
2021-03-05,25.7781,25.7781,23.5269,24.2414,2367099.9,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,24.2414,24.2414,24.2414,5.844421283844306,64,0.0,0.5,1,1481.4625146039803,6.866666666666667,-0.409339969457278,49.471463909821225
2021-03-06,24.2708,25.5,23.8267,24.911,1483862.28,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,24.911,24.911,24.911,5.707836616559885,65,0.0,0.5,1,1502.9344691654576,6.866666666666667,0.18967221365102824,49.661136123472254
2021-03-07,24.9225,27.95,24.9225,26.6863,3010972.81,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,26.6863,26.6863,26.6863,5.472027597797029,66,0.0,0.5,1,1556.9174863793623,6.866666666666667,0.48935784726961257,50.15049397074186
2021-03-08,26.6884,27.1147,24.8921,25.6179,2182937.86,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.6179,25.6179,25.6179,5.333724715359478,67,0.0,0.5,1,1522.4526405504982,6.866666666666667,-0.2749105970729054,49.87558337366896
2021-03-09,25.6178,34.7857,23.4102,34.314,10511803.75,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,34.314,34.314,34.314,5.142416111804554,68,0.0,0.5,1,1708.0222829658067,20.0,2.3309178347952026,52.20650120846416
2021-03-10,34.3007,35.8,28.691,29.5858,8435059.85,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.5858,29.5858,29.5858,4.36045683399774,69,0.0,0.5,1,1591.90865422609,20.0,-2.7558430961123737,49.45065811235179
2021-03-11,29.6171,32.8333,28.4,30.8005,5275313.55,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,30.8005,30.8005,30.8005,3.7231289457397203,70,0.0,0.5,1,1621.1828387018486,20.0,0.8211371671545153,50.27179527950631
2021-03-12,30.798,31.5823,26.7837,27.9561,4025302.52,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.9561,27.9561,27.9561,3.264328469552548,71,0.0,0.5,1,1545.0647891049944,6.866666666666667,-1.8469830035226709,48.42481227598363
2021-03-13,27.9469,33.2249,26.8568,30.8799,4641909.98,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,30.8799,30.8799,30.8799,2.7360369040437265,72,0.0,0.5,1,1616.728055769126,20.0,0.7181531043314333,49.14296538031507
2021-03-14,30.9086,32.3,28.8,28.8423,2905962.81,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.8423,28.8423,28.8423,2.5479079296138587,73,0.0,0.5,1,1562.5311352298359,6.866666666666667,-1.3196933927894827,47.82327198752559
2021-03-15,28.8383,30.6472,27.0,28.9472,3223256.17,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.9472,28.9472,28.9472,2.566791064857303,74,0.0,0.5,1,1565.3725521107049,6.866666666666667,0.024974198775177602,47.84824618630076
2021-03-16,28.9221,33.25,27.5189,33.036,3919260.34,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,33.036,33.036,33.036,2.804456589918366,75,0.0,0.5,1,1662.3840523097685,20.0,0.9699185643746779,48.81816475067544
2021-03-17,33.036,33.9899,30.5307,32.6789,3711302.21,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,32.6789,32.6789,32.6789,2.994253199481462,76,0.0,0.5,1,1653.640471031688,20.0,-0.216188400532753,48.60197635014269
2021-03-18,32.6789,35.6073,31.8187,33.2132,3784343.49,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,33.2132,33.2132,33.2132,3.1578620823521732,77,0.0,0.5,1,1666.795481873585,20.0,0.3269999908197674,48.92897634096246
2021-03-19,33.2131,38.4866,31.3409,37.3166,4561567.37,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,37.3166,37.3166,37.3166,3.6572060348246187,78,0.0,0.5,1,1757.1796670957347,20.0,2.470945286813677,51.39992162777614
2021-03-20,37.3219,39.3,34.1701,34.2022,2545309.31,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,34.2022,34.2022,34.2022,3.626575513142672,79,0.0,0.5,1,1681.9919285445526,20.0,-1.6691767202799834,49.73074490749615
2021-03-21,34.1783,35.4516,32.0001,32.8117,2817582.7,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,32.8117,32.8117,32.8117,3.6637939110334843,80,0.0,0.5,1,1646.417557548345,20.0,-0.8131055896989059,48.917639317797246
2021-03-22,32.8109,33.5892,28.6202,29.17,2819087.11,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.17,29.17,29.17,3.612571438080715,81,0.0,0.5,1,1541.8853960197143,6.866666666666667,-2.219756976932008,46.697882340865235
2021-03-23,29.1805,30.8899,28.1111,28.4704,2208298.0,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.4704,28.4704,28.4704,3.574174993488521,82,0.0,0.5,1,1520.892250206822,6.866666666666667,-0.164687007199177,46.53319533366606
2021-03-24,28.4541,30.4914,24.6652,25.8387,2924723.82,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.8387,25.8387,25.8387,3.5704553792529827,83,0.0,0.5,1,1433.3408437230385,0.0,-0.6347296373309357,45.89846569633512
2021-03-25,25.8,27.5152,24.3291,25.825,2616910.89,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,25.825,25.825,25.825,3.452189535913134,84,0.0,0.5,1,1432.8749425298186,0.0,-0.0,45.89846569633512
2021-03-26,25.8109,28.8782,25.7873,28.2527,2119177.62,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.2527,28.2527,28.2527,3.2659535897852714,85,0.0,0.5,1,1508.7558903587746,0.0,0.0,45.89846569633512
2021-03-27,28.2744,28.6667,26.789,27.6225,1664560.96,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,27.6225,27.6225,27.6225,3.218977451663107,86,0.0,0.5,1,1488.2008806523743,0.0,-0.0,45.89846569633512
2021-03-28,27.6226,29.5578,27.22,28.7167,2149098.9,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.7167,28.7167,28.7167,3.0536499390246066,87,0.0,0.5,1,1523.177134480428,0.0,0.0,45.89846569633512
2021-03-29,28.7392,30.3702,28.2,29.5,1936628.46,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.5,29.5,29.5,2.9175866000947344,88,0.0,0.5,1,1548.0468536068522,6.866666666666667,0.0,45.89846569633512
2021-03-30,29.5,30.9802,28.6023,29.6009,1916568.91,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.6009,29.6009,29.6009,2.9174257877856227,89,0.0,0.5,1,1551.3073054097576,6.866666666666667,0.02348632768361494,45.921952024018736
2021-03-31,29.6009,29.9641,25.9,28.7218,1991045.26,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.7218,28.7218,28.7218,2.931303913457687,90,0.0,0.5,1,1521.4959115481574,1.7772368598104806,-0.20392915981158208,45.71802286420716
2021-04-01,28.7217,29.373,27.6921,28.2456,1556653.75,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.2456,28.2456,28.2456,2.920959743190896,91,0.0,0.5,1,1504.7458313261627,0.0,-0.029466126518594028,45.688556737688565
2021-04-02,28.2686,29.5805,27.9429,29.0353,1502764.68,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.0353,29.0353,29.0353,2.9239794340616534,92,0.0,0.5,1,1532.2912024833813,2.2485285376281685,0.0,45.688556737688565
2021-04-03,29.0137,32.8727,27.8274,28.1787,4011015.62,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,28.1787,28.1787,28.1787,2.94154873645173,93,0.0,0.5,1,1500.9532006859515,0.0,-0.06633613378653891,45.62222060390202
2021-04-04,28.1709,29.9171,27.5607,29.1573,1645442.99,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.1573,29.1573,29.1573,2.9380799209687467,94,0.0,0.5,1,1536.1718447265616,6.866666666666667,0.0,45.62222060390202
2021-04-05,29.174,33.0,28.5455,31.2559,3914406.49,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.2559,31.2559,31.2559,2.8667171153511264,95,0.0,0.5,1,1607.1880345356951,13.733333333333334,0.494229118151087,46.11644972205311
2021-04-06,31.2913,34.5578,30.0,31.4635,3854943.21,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.4635,31.4635,31.4635,2.8169511912657272,96,0.0,0.5,1,1614.310333912866,20.0,0.09121605840817257,46.207665780461284
2021-04-07,31.4838,34.15,28.6023,29.5068,3026403.42,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,29.5068,29.5068,29.5068,2.7022420553222735,97,0.0,0.5,1,1542.309634145608,20.0,-1.2437904238244335,44.96387535663685
2021-04-08,29.54,31.6137,29.2287,30.751,1585910.41,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,30.751,30.751,30.751,2.0384399239239497,98,0.0,0.5,1,1586.942082047441,20.0,0.8433310287798079,45.807206385416656
2021-04-09,30.7475,32.482,30.3031,31.5178,2411521.93,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.5178,31.5178,31.5178,1.7705779657842697,99,0.0,0.5,1,1614.2953700778123,20.0,0.4987154889271883,46.305921874343845
2021-04-10,31.5178,33.97,30.865,31.776,3316903.42,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.776,31.776,31.776,1.6711908568757106,100,0.0,0.5,1,1623.6155220587386,20.0,0.16384392311646234,46.469765797460305
2021-04-11,31.7628,32.33,30.8928,31.5976,1817836.56,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,31.5976,31.5976,31.5976,1.760022191516712,101,0.0,0.5,1,1617.0134656329367,20.0,-0.11228600201409922,46.3574797954462
2021-04-12,31.5853,35.6418,31.1,33.8055,4048871.8,,AVAXUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,33.8055,33.8055,33.8055,2.0204126418746946,102,0.0,0.5,1,1693.809223264906,20.0,1.3975112033825354,47.75499099882874
