Date,PX_CLOSE_1D,ema_fast,ema_slow,raw_cross,std_dev,vol_adj_crossover,forecast_uncapped,capped_forecast,daily_return,forecast*returns,cumulative_performance,forecast_scalar,turnover,signal_sharpe,net_sharpe,max_payable_cost,standard_cost,status
02/01/2017,164.47,164.47,164.47,0.0,0.0,,,,,,0.0,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
03/01/2017,163.21,163.966,164.32176470588234,-0.35576470588233633,0.2929440496344225,-1.2144459200530286,-9.108344400397716,-9.108344400397716,-0.007660971605763955,0.0011161502849587114,0.0011161502849587114,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
04/01/2017,163.19,163.6556,164.188615916955,-0.5330159169550086,0.2849545989237074,-1.8705292666559705,-14.028969499919778,-14.028969499919778,-0.00012254151093693544,-0.030088481677626844,-0.02897233139266813,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
05/01/2017,163.54,163.60935999999998,164.11230816201913,-0.5029481620191518,0.2888452929535199,-1.741237175362538,-13.059278815219034,-13.059278815219034,0.00214473926098413,0.05589761019110452,0.02692527879843639,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
06/01/2017,162.84,163.301616,163.9626248488404,-0.661008848840396,0.32466640318237733,-2.035963199028889,-15.269723992716669,-15.269723992716669,-0.0042802983979454146,-0.0103148467157877,0.016610432082648688,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
09/01/2017,162.95,163.1609696,163.8434925136827,-0.6825229136827033,0.3168036977431601,-2.1544032425910635,-16.158024319432975,-16.158024319432975,0.0006755097027757451,-0.01685709809330367,-0.0002466660106549834,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
10/01/2017,163.12,163.14458176,163.75837574736707,-0.6137939873670746,0.3106471188929823,-1.975856043842873,-14.818920328821546,-14.818920328821546,0.001043264805155042,-0.032704826620741166,-0.03295149263139615,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
11/01/2017,163.48,163.27874905599998,163.7256256594415,-0.4468766034415239,0.3135135298894224,-1.4253821951452599,-10.690366463589449,-10.690366463589449,0.002206964198136152,-0.026810926413454658,-0.05976241904485081,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
12/01/2017,163.89,163.52324943359997,163.74496381715426,-0.22171438355428563,0.3194748930553282,-0.6939962681696181,-5.204972011272136,-5.204972011272136,0.0025079520430633107,0.015244289251391808,-0.044518129793458996,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
13/01/2017,163.41,163.47794966016,163.70555630925375,-0.22760664909375805,0.3301534145950673,-0.6893966229999992,-5.170474672499994,-5.170474672499994,-0.002928793703093513,-0.005378989623187666,-0.049897119416646665,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
16/01/2017,163.58,163.518769796096,163.6907849787533,-0.17201518265730442,0.3235297179594211,-0.5316827886546098,-3.9876209149095736,-3.9876209149095736,0.0010403280093018719,-0.0078007011417721124,-0.05769782055841878,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
17/01/2017,163.9,163.6712618776576,163.71539851066467,-0.044136633007070714,0.32333990750683594,-0.13650227510545568,-1.0237670632909175,-1.0237670632909175,0.001956229367893414,0.0029982195874292262,-0.054699600970989554,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
18/01/2017,163.42,163.57075712659457,163.68064574470412,-0.10988861810955086,0.33369367537797046,-0.3293098617619332,-2.469823963214499,-2.469823963214499,-0.0029286150091519803,0.0058942072307774035,-0.04880539374021215,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
19/01/2017,163.03,163.35445427595675,163.60409918650365,-0.2496449105468912,0.3369778810029581,-0.7408347093995161,-5.556260320496371,-5.556260320496371,-0.0023864888018602093,0.025220098369425285,-0.023585295370786866,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
20/01/2017,162.29,162.92867256557406,163.4494992822091,-0.5208267166350424,0.37015676846817064,-1.40704361233321,-10.552827092499074,-10.552827092499074,-0.004539041894130014,-0.054620585111215265,-0.07820588048200214,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
23/01/2017,163.13,163.0092035393444,163.41191113136097,-0.40270759201655437,0.4095733166554695,-0.9832368849245848,-7.374276636934386,-7.374276636934386,0.005175919650009186,0.016725815948419806,-0.06148006453358233,7.5,30.67287592384828,-0.6244409595048842,-0.6256898414238939,0.004238272287305296,0.002,Good_trade
