Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days.1,Standard Cost,Instrument_Weights,Exchange rate,assetClass,ewma_2d_8d_forecast,ewma_2d_8d_fcastxret,ewma_4d_16d_forecast,ewma_4d_16d_fcastxret,ewma_8d_32d_forecast,ewma_8d_32d_fcastxret,ewma_16d_64d_forecast,ewma_16d_64d_fcastxret,ewma_32d_128d_forecast,ewma_32d_128d_fcastxret,ewma_64d_256d_forecast,ewma_64d_256d_fcastxret,capped_forecast,forecast*returns
1988-08-31,91.9063,91.9063,91.4375,91.6563,17599,56480,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,91656,92.0625,91.6563,0.6380083923513155,956,,0.002,,1,rates,4.586258251083814,0.003173484234355177,-1.459147567382903,-0.0046850243473699135,-7.423508771686192,-0.011519367633976577,-10.02818687663198,-0.013937330375899844,-10.123118809346739,-0.013581197958556428,-9.34149490262132,-0.012413939319234022,4.586258251083814,0.003173484234355177
1988-09-01,91.6563,91.7188,91.5,91.6875,17135,64074,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,91688,92.0938,91.6875,0.4772226097295372,957,,0.002,,1,rates,5.077843031000191,0.0015611720900122112,-0.09880313164970451,-0.0004966969439344314,-6.53057959565821,-0.0025269782183719247,-9.867492484650375,-0.0034136162004232643,-10.327279650798122,-0.0034459312327854686,-9.629232657366117,-0.0031798647879275796,5.077843031000191,0.0015611720900122112
1988-09-02,92.4688,93.5625,91.7188,91.6875,26968,65170,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,91688,92.0938,91.6875,0.4017151353558093,958,,0.002,,1,rates,4.544379194492885,0.0,0.6658211965670721,-0.0,-5.797799565192855,-0.0,-9.72152376837325,-0.0,-10.533903557955727,-0.0,-9.92502913925831,-0.0,4.544379194492885,0.0
1988-09-05,92.4688,93.5625,91.7188,93.0938,26968,65170,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93094,93.5313,93.0938,0.4611227411383877,959,,0.002,,1,rates,17.61948207314443,0.06970154558926131,7.493902861043628,0.010212344635116903,-0.7254969115550194,-0.08892646793216935,-5.359418822014625,-0.149108426726254,-6.7903835073918755,-0.1615686824654752,-6.69220060858321,-0.1522297857236709,17.61948207314443,0.06970154558926131
1988-09-06,93.25,93.375,93.0313,93.25,21572,66245,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93250,93.6875,93.25,0.5791117757759083,960,,0.002,,1,rates,20.0,0.029563333968805113,11.903992085905642,0.012573851608753862,2.01576191868039,-0.0012172950033717991,-4.198972966053934,-0.00899244869152061,-6.486827504754263,-0.011393432257084864,-6.7174795347904315,-0.011228693372283584,20.0,0.029563333968805113
1988-09-07,93.6875,93.8125,93.125,93.2813,19910,68731,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93281,93.7188,93.2813,0.6942946805554135,961,,0.002,,1,rates,19.465449125234,0.006713136729223912,14.12087006875648,0.003995656324814197,4.180937329297218,0.0006766042686832095,-3.140976404934293,-0.0014094139821717467,-6.206694504219637,-0.0021773479989152873,-6.763837058489906,-0.00225476792964058,19.465449125234,0.006713136729223912
1988-09-08,93.125,93.4688,93.0938,93.2813,24399,72071,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93281,93.7188,93.2813,0.7762002064715269,962,,0.002,,1,rates,16.49836669235496,0.0,14.86064545600996,0.0,5.824944645854235,0.0,-2.1840398508415944,-0.0,-5.936372405602805,-0.0,-6.81247782665272,-0.0,16.49836669235496,0.0
1988-09-09,93.4688,93.9063,93.125,93.9063,19017,72245,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93906,94.3125,93.9063,0.9025503912306424,963,,0.002,,1,rates,19.683224603253596,0.11054176113242187,16.985594287991688,0.09956876040542065,7.893475984808474,0.03902808391026791,-0.7527066024455249,-0.01463342499274761,-5.147265867829518,-0.03977466816502053,-6.375681870893814,-0.045644718090956306,19.683224603253596,0.11054176113242187
1988-09-12,93.8125,93.9688,93.5313,93.5938,15952,72890,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93594,94.0,93.5938,0.959995365929055,964,,0.002,,1,rates,14.417444088959146,-0.06550154450251804,16.211433946829825,-0.056524410130070674,8.920183306536519,-0.02626779295161957,0.16831036129838267,0.002504845929018914,-4.752439459262666,0.0171289954315817,-6.293097601334798,0.021216900087154288,14.417444088959146,-0.06550154450251804
1988-09-13,93.5313,93.75,93.4063,93.6875,18930,74492,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93688,94.0313,93.6875,1.0158884438859375,965,,0.002,,1,rates,12.234198872012758,0.014433803426459113,15.81668159167184,0.016229828907660483,9.930456273740063,0.00893030495419978,1.0644508281979976,0.00016850134147408042,-4.41186825168229,-0.004757832007385795,-6.2904052391089165,-0.006300238319685793,12.234198872012758,0.014433803426459113
1988-09-14,94.4688,94.5625,93.6875,94.0625,22423,76537,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,94063,94.4375,94.0625,1.0775492058125393,966,,0.002,,1,rates,14.17695051462348,0.04896944178257328,16.660829637124525,0.06330893232156909,11.197629516029291,0.03974832397761243,2.133262795699983,0.00426064374195334,-3.8794751350634873,-0.017659245837287545,-6.108264154860194,-0.025178406560809812,14.17695051462348,0.04896944178257328
1988-09-15,94.1563,94.2188,93.7188,93.7813,14784,77742,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93781,94.125,93.7813,1.103151645633074,967,,0.002,,1,rates,9.412501720911882,-0.042382017113218255,15.02390271006361,-0.049807577875980134,11.507964010428903,-0.033475332038882796,2.8485736943950224,-0.006377392671370958,-3.500123610780669,0.011597697360583064,-6.022598515910335,0.01826066583757261,9.412501720911882,-0.042382017113218255
1988-09-16,93.625,93.8125,93.5313,93.7188,9628,78917,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93719,94.0625,93.7188,1.1153263848355186,968,,0.002,,1,rates,6.154222503988347,-0.006272906832780187,13.348911259004188,-0.010012592269237055,11.640081999495528,-0.007669415444782978,3.465499387194953,-0.001898415312004565,-3.1994523321817914,0.002332636950797203,-6.02324190004006,0.004013725628077305,6.154222503988347,-0.006272906832780187
1988-09-19,93.75,93.7813,93.4063,93.4688,12958,79926,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93469,93.8125,93.4688,1.0915165319165117,969,,0.002,,1,rates,1.3062973672821787,-0.016416723496214904,10.411972653913105,-0.03560894734835487,10.96936143625324,-0.031050552289122794,3.762777097713043,-0.009244408238248101,-2.953627187249683,0.008534713238383725,-5.986169346464495,0.0160673256060683,1.3062973672821787,-0.016416723496214904
1988-09-20,93.4063,93.625,93.3438,93.5313,10455,80657,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93531,93.9063,93.5313,1.0760252858991572,970,,0.002,,1,rates,0.6202868105415753,0.0008734849003637966,8.836495324471647,0.006962197983385571,10.618167282157152,0.007334908437529125,4.118903911341196,0.002516064917994337,-2.7289287254982377,-0.001975008764454843,-6.008829194825869,-0.004002785786850516,0.6202868105415753,0.0008734849003637966
1988-09-21,93.8125,93.8125,93.5625,93.7188,10937,82404,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93719,94.0938,93.7188,1.0574653707902766,971,,0.002,,1,rates,2.7820148407108087,0.00124347439815921,8.683735217045129,0.01771431460204743,10.648884943542352,0.02128599052300695,4.578306309900469,0.008257069915381216,-2.4326779044882714,-0.00547061931172702,-5.971063759865478,-0.012045758735630543,2.7820148407108087,0.00124347439815921
1988-09-22,93.8125,93.875,93.5313,93.625,14165,82863,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,93625,93.625,93.25,0.9873246120595004,972,,0.002,,1,rates,1.754311405369087,-0.00278442523867875,7.747913995478238,-0.008691258993487657,10.411709936232967,-0.010658111368309445,4.923172281261708,-0.004582273053738247,-2.190949977813461,0.0024347856293615634,-5.9773328393397485,0.005976237218950818,1.754311405369087,-0.00278442523867875
