Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days.1,Standard Cost,Instrument_Weights,Exchange rate,assetClass,ewma_2d_8d_forecast,ewma_2d_8d_fcastxret,ewma_4d_16d_forecast,ewma_4d_16d_fcastxret,ewma_8d_32d_forecast,ewma_8d_32d_fcastxret,ewma_16d_64d_forecast,ewma_16d_64d_fcastxret,ewma_32d_128d_forecast,ewma_32d_128d_fcastxret,ewma_64d_256d_forecast,ewma_64d_256d_fcastxret,capped_forecast,forecast*returns
1985-01-16,80.2188,80.5,80.1875,80.4063,4918,31793,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,80406,80.4063,79.6563,0.6599512328673816,11,,0.002,,1,rates,3.4855079135728038,0.002073480890101655,5.286146794283713,0.005588175449553726,5.738851317249806,0.006314473086830187,3.873231003799643,0.0041228343498159025,1.9296026824145207,0.002000135418430918,0.8126635182937524,0.0008294699092909834,3.4855079135728038,0.002073480890101655
1985-01-17,80.5,80.75,80.4375,80.5,3577,31378,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,80500,80.5,79.7188,0.6115712519490637,12,,0.002,,1,rates,4.514224193012411,0.004061772417108672,5.835028615422955,0.006160113755071105,6.139717405458688,0.006687664628596215,4.251539945728253,0.0045135983754509175,2.16787175214034,0.0022486269277685565,0.9259253914641067,0.0009470224555056387,4.514224193012411,0.004061772417108672
1985-01-18,80.875,81.1563,80.8438,81.0,5826,30980,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,81000,81.0,80.1875,0.5948522357651149,13,,0.002,,1,rates,9.458492291561102,0.02803865958392757,8.154027234856885,0.036242413760390446,7.163655258994892,0.0381348907171341,4.803909348134439,0.026407080408249597,2.4541305653203116,0.01346504193875966,1.0537325550117143,0.005751089387975726,9.458492291561102,0.02803865958392757
1985-01-21,80.9375,81.0,80.8438,80.9063,481,30523,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,80906,80.9063,80.0938,0.5857233781043012,14,,0.002,,1,rates,8.559876557732217,-0.010941490465670337,8.800485128275737,-0.00943249817168036,7.8776908324468025,-0.00828684565145479,5.362019244410963,-0.005557114887903804,2.781788257122036,-0.002838913999636036,1.2067810245810868,-0.0012189474124024702,8.559876557732217,-0.010941490465670337
1985-01-22,80.9063,81.7188,80.875,81.7188,7401,31349,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,81719,81.7188,80.9063,0.5929782385951341,15,,0.002,,1,rates,14.972942400590473,0.08596239975326266,11.843441151567195,0.08837870680928436,9.15546594487609,0.07911156240444807,5.9210659093433815,0.05384797767397455,3.0384900624769298,0.027936056387594582,1.317041965244803,0.012119075800921912,14.972942400590473,0.08596239975326266
1985-01-23,81.875,82.0938,81.7813,81.8438,6380,31035,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,81844,81.8438,81.0313,0.6516905935819365,16,,0.002,,1,rates,16.27134823478148,0.02290314835844133,14.141723155338727,0.018116151288881978,10.851221501414216,0.014004528249429786,6.941854324660414,0.009057074243233104,3.5637362186844004,0.004647783102659528,1.5494140108821228,0.002014594507697117,16.27134823478148,0.02290314835844133
1985-01-24,81.8125,82.8438,81.7188,82.75,11011,31420,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82750,82.75,81.9063,0.6844205559218972,17,,0.002,,1,rates,20.0,0.18016142664879795,17.42316308622385,0.1565815556385197,12.489031905325646,0.12014809826256238,7.687809857868734,0.07686236940375728,3.8948802051016007,0.03945879542948622,1.6876599798995844,0.017155593663311958,20.0,0.18016142664879795
1985-01-25,82.6875,83.0,82.3438,82.4688,7503,29924,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82469,82.4688,81.5938,0.762830547852444,18,,0.002,,1,rates,18.027145457525137,-0.06796374622356494,17.992548997779288,-0.0592071717201951,13.870039462169181,-0.0424400697495779,8.717380062798185,-0.02612461790976057,4.459562607640446,-0.013235532491535588,1.9438913985433055,-0.005734984729278103,18.027145457525137,-0.06796374622356494
1985-01-28,82.3125,82.6875,82.125,82.4063,9057,30384,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82406,82.4063,81.5313,0.9241610997633527,19,,0.002,,1,rates,13.991970007289801,-0.013662095132890392,17.468191445895844,-0.01363587577800569,14.811002317102455,-0.01051158094195097,9.663456375598614,-0.0066065742914275674,5.03159075159698,-0.0033797346751441204,2.214183929634739,-0.001473202137159211,13.991970007289801,-0.013662095132890392
1985-01-29,82.0313,82.4375,81.9688,82.375,9096,30343,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82375,82.375,81.4688,0.9911880438725104,20,,0.002,,1,rates,10.713741729481331,-0.005314504609819596,16.407807378220618,-0.006634861561028067,15.379637214241209,-0.005625593826264654,10.495340221182754,-0.003670425496063294,5.58599962403952,-0.0019111256120586356,2.4867709961204976,-0.0008410031392935765,10.713741729481331,-0.005314504609819596
1985-01-30,82.7188,82.9063,82.3438,82.4063,9075,30029,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82406,82.4063,81.4688,1.0236323456459562,21,,0.002,,1,rates,8.7444751080194,0.004070896705708384,15.383292356529683,0.006234468842952933,15.774880857562378,0.0058437953845911494,11.267174352192258,0.003987910760825292,6.138793919354309,0.002122510327555902,2.767084741851772,0.0009448975074787601,8.7444751080194,0.004070896705708384
1985-01-31,82.3438,82.5,81.9688,82.125,7121,28916,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,82125,82.125,81.2188,1.0018456654962864,22,,0.002,,1,rates,3.8618678506527457,-0.0298499125417099,12.698256924367074,-0.052512006240929276,15.219698094652896,-0.05384872255194554,11.606121177545349,-0.03846133299604215,6.524618877832404,-0.02095522708232748,2.9881167192441564,-0.009445648425944616,3.8618678506527457,-0.0298499125417099
1985-02-01,81.8438,81.875,81.3125,81.4063,9600,29998,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,81406,81.4063,80.5313,0.9266910222029742,23,,0.002,,1,rates,-5.678457591599094,-0.03379634002148083,6.655449928368318,-0.11112617657890493,12.378978032070908,-0.1331920489574061,10.63372753862732,-0.10156857583320301,6.277847820383973,-0.05709885646877472,2.9419287647602324,-0.02614988719781752,-5.678457591599094,-0.03379634002148083
