Date,PX_CLOSE_1D,ema_fast,ema_slow,raw_cross,std_dev,vol_adj_crossover,forecast_uncapped,capped_forecast,daily_return,forecast*returns,cumulative_performance,forecast_scalar,turnover,signal_sharpe,net_sharpe,max_payable_cost,standard_cost,status
02/01/2017,68.285,68.285,68.285,0.0,0.0,,,,,,0.0,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
03/01/2017,67.54,67.987,68.19735294117648,-0.21035294117648107,0.17320898172828847,-1.214445920053153,-9.108344400398648,-9.108344400398648,-0.010910155963974377,-0.1409271527748967,-0.1409271527748967,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
04/01/2017,68.585,68.22619999999999,68.24295847750865,-0.016758477508659553,0.2956484991710375,-0.05668379022943897,-0.4251284267207923,-0.4251284267207923,0.015472312703582958,0.005144807088696595,-0.1357823456862001,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
05/01/2017,67.755,68.03772,68.18555159780175,-0.1478315978017548,0.34629628101947607,-0.42689340285880983,-3.2017005214410736,-3.2017005214410736,-0.01210177152438574,-0.05883133568288945,-0.19461368136908955,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
06/01/2017,69.0,68.422632,68.2813690568839,0.14126294311608945,0.44409911843109556,0.3180887717479385,2.3856657881095384,2.3856657881095384,0.018375027673234623,0.017978930577057323,-0.17663475079203222,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
09/01/2017,69.52,68.8615792,68.42709034430932,0.43448885569067386,0.44853036128198454,0.9686944144624292,7.265208108468219,7.265208108468219,0.007536231884057942,-0.042847170950402115,-0.21948192174243433,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
10/01/2017,69.11,68.96094751999999,68.50743265674352,0.4535148632564727,0.4465326468713382,1.0156365193767039,7.617273895325279,7.617273895325279,-0.00589758342922897,0.019288423262651674,-0.20019349847978266,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
11/01/2017,69.285,69.09056851199999,68.59891116771487,0.491657344285116,0.43619823057708057,1.1271419960476783,8.453564970357586,8.453564970357586,0.0025321950513672586,0.07259682698077154,-0.1275966714990111,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
12/01/2017,69.88,69.40634110719999,68.74962750092489,0.6567136062751047,0.446229288187688,1.471695434744492,11.037715760583689,11.037715760583689,0.008587717399148431,0.0,-0.1275966714990111,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
13/01/2017,69.88,69.59580466431999,68.88261250081608,0.7131921635039049,0.4340015013449301,1.6432942312268253,12.32470673420119,12.32470673420119,0.0,0.00881847934616824,-0.11877819215284287,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
16/01/2017,69.93,69.72948279859199,69.0058345595436,0.7236482390483872,0.42226882723897613,1.7137145637294469,12.852859227970852,12.852859227970852,0.0007155123068118829,0.02021756778316568,-0.09856062436967719,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
17/01/2017,70.04,69.8536896791552,69.12750108195023,0.7261885972049669,0.4114931179360246,1.7647648661717554,13.235736496288165,13.235736496288165,0.0015730015730015534,-0.08409341434677757,-0.18265403871645475,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
18/01/2017,69.595,69.75021380749311,69.18250095466196,0.5677128528311499,0.4133737433902361,1.3733645687680107,10.30023426576008,10.30023426576008,-0.006353512278697959,-0.0407006885995273,-0.22335472731598205,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
19/01/2017,69.32,69.57812828449586,69.19867731293702,0.379450971558839,0.4070983283293366,0.9320867838392809,6.9906508787946064,6.9906508787946064,-0.003951433292621709,0.052439966199845804,-0.17091476111613624,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
20/01/2017,69.84,69.68287697069752,69.27412704082678,0.4087499298707371,0.41398905562302835,0.9873447723288079,7.40508579246606,7.40508579246606,0.007501442585112761,0.05248449981773442,-0.11843026129840181,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
23/01/2017,70.335,69.94372618241852,69.39893562425893,0.5447905581595904,0.41876887891763837,1.3009337264212928,9.757002948159696,9.757002948159696,0.007087628865979134,0.041616561945660636,-0.07681369935274118,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
24/01/2017,70.635,70.22023570945112,69.54435496258141,0.6758807468697086,0.4132226050254192,1.6356335269415672,12.267251452061753,12.267251452061753,0.004265301770100427,0.09030892270223002,0.013495223349488841,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
25/01/2017,71.155,70.59414142567067,69.73384261404242,0.8602988116282546,0.4196894683955697,2.049846080048398,15.373845600362987,15.373845600362987,0.007361789481135306,0.021606135338855362,0.0351013586883442,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
26/01/2017,71.255,70.8584848554024,69.91280230650801,0.9456825488943821,0.4088505226712151,2.31302761389612,17.347707104220902,17.347707104220902,0.0014053826154170057,-0.004869190121174825,0.030232168567169374,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
27/01/2017,71.235,71.00909091324144,70.0683549763306,0.9407359369108406,0.39767419253462366,2.365594636440822,17.741959773306164,17.741959773306164,-0.0002806820573993951,-0.1344936937963852,-0.10426152522921583,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
30/01/2017,70.695,70.88345454794486,70.1420779202917,0.7413766276531675,0.4066430375410383,1.8231632149323298,13.673724111992474,13.673724111992474,-0.007580543272267981,-0.009670927301782907,-0.11393245253099873,7.5,36.06820012203222,-0.9540313765362883,-0.9559394392893609,0.003604282985016201,0.002,Good_trade
