Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ewma_norm_2_forecast,ewma_norm_2_turnover,ewma_norm_2_max_payable,ewma_norm_2_cost_pass,ewma_norm_4_forecast,ewma_norm_4_turnover,ewma_norm_4_max_payable,ewma_norm_4_cost_pass,ewma_norm_8_forecast,ewma_norm_8_turnover,ewma_norm_8_max_payable,ewma_norm_8_cost_pass,ewma_norm_16_forecast,ewma_norm_16_turnover,ewma_norm_16_max_payable,ewma_norm_16_cost_pass,ewma_norm_32_forecast,ewma_norm_32_turnover,ewma_norm_32_max_payable,ewma_norm_32_cost_pass,ewma_norm_64_forecast,ewma_norm_64_turnover,ewma_norm_64_max_payable,ewma_norm_64_cost_pass,normalised_price_ewma_norm,capped_forecast,forecast*returns,cum_series
2021-01-01,0.18134,0.18473,0.17,0.17509,462201570.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.17509,0.17509,0.17509,0.055388912190836595,1,0.002,0.5,1,0.0,51.855714609872294,0.002506956098822146,True,0.0,31.629913823709153,0.0041100333287204405,True,0.0,17.54161244124619,0.00741094927478426,True,0.0,11.813015662107096,0.011004810602004384,True,0.0,10.775464855732695,0.012064444712177613,True,0.0,10.231503359003884,0.012705855184575388,True,0.0,0.0,,0.0
2021-01-02,0.17505,0.18457,0.16793,0.17742,660303281.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.17742,0.17742,0.17742,0.047461529936858995,2,0.002,0.5,1,0.0,51.855714609872294,0.002506956098822146,True,0.0,31.629913823709153,0.0041100333287204405,True,0.0,17.54161244124619,0.00741094927478426,True,0.0,11.813015662107096,0.011004810602004384,True,0.0,10.775464855732695,0.012064444712177613,True,0.0,10.231503359003884,0.012705855184575388,True,0.0,0.0,0.0,0.0
2021-01-03,0.1774,0.2096,0.17255,0.20615,1201451449.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.20615,0.20615,0.20615,0.04078738007547244,3,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,16.686993070228986,10.775464855732695,0.012064444712177613,True,5.822297805152784,10.231503359003884,0.012705855184575388,True,132.61000877382915,20.0,0.0,0.0
2021-01-04,0.20625,0.23992,0.19203,0.22528,1463415575.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.22528,0.22528,0.22528,0.034831951439054126,4,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,15.754538403036559,10.231503359003884,0.012705855184575388,True,231.33131404636623,20.0,1.855930147950522,1.855930147950522
2021-01-05,0.22518,0.26429,0.20696,0.25873,1478887679.33,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.25873,0.25873,0.25873,0.031179753092266935,5,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,379.4738837954626,20.0,2.9696377840909083,4.82556793204143
2021-01-06,0.25889,0.34772,0.25347,0.33309,2059110042.76,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.33309,0.33309,0.33309,0.03131343483319299,6,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,572.5540488143374,20.0,5.748077146059596,10.573645078101027
2021-01-07,0.33311,0.3553,0.2785,0.29928,1411321698.55,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.29928,0.29928,0.29928,0.03078532639184818,7,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,475.5026134009884,20.0,-2.0300819598306763,8.54356311827035
2021-01-08,0.29917,0.32165,0.26175,0.30389,1284205249.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30389,0.30389,0.30389,0.030209505388030872,8,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,489.3833635087339,20.0,0.3080727078321299,8.85163582610248
2021-01-09,0.30392,0.33851,0.29583,0.33062,820267450.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.33062,0.33062,0.33062,0.030366692799495634,9,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,567.1267935824159,20.0,1.759189180295504,10.610825006397985
2021-01-10,0.33062,0.3412,0.27948,0.30153,908667596.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30153,0.30153,0.30153,0.03004703948548172,10,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,474.72852312069426,20.0,-1.759724154618596,8.851100851779389
2021-01-11,0.30154,0.30397,0.2288,0.2757,1538966424.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.2757,0.2757,0.2757,0.0263391394576287,11,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,384.77187621289295,20.0,-1.7132623619540355,7.137838489825354
2021-01-12,0.27563,0.31442,0.2628,0.28888,1059013244.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.28888,0.28888,0.28888,0.027535345132736932,12,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,430.423805740717,20.0,0.9561117156329368,8.093950205458292
2021-01-13,0.28875,0.31587,0.27,0.3123,715473111.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3123,0.3123,0.3123,0.031383045271711735,13,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,507.83661908103727,20.0,1.6214345056770973,9.715384711135389
2021-01-14,0.31246,0.32455,0.29646,0.31201,656502674.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.31201,0.31201,0.31201,0.035733832501750364,14,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,506.8434470368823,20.0,-0.018571886007046068,9.696812825128344
2021-01-15,0.31203,0.33225,0.27739,0.30188,853517402.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30188,0.30188,0.30188,0.03738337977173663,15,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,470.14084938153917,20.0,-0.6493381622383909,9.047474662889954
2021-01-16,0.30189,0.36696,0.30186,0.35071,1219589043.23,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.35071,0.35071,0.35071,0.05362636855326416,16,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,618.574583474044,20.0,3.235060288856504,12.282534951746458
2021-01-17,0.35057,0.3974,0.34076,0.38081,1422650839.29,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.38081,0.38081,0.38081,0.07901729873728179,17,0.0,0.5,1,20.0,51.855714609872294,0.002506956098822146,True,20.0,31.629913823709153,0.0041100333287204405,True,20.0,17.54161244124619,0.00741094927478426,True,20.0,11.813015662107096,0.011004810602004384,True,20.0,10.775464855732695,0.012064444712177613,True,20.0,10.231503359003884,0.012705855184575388,True,704.8606174207453,20.0,1.7165179207892534,13.99905287253571
