Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ewma_2d_8d_forecast,ewma_2d_8d_fcastxret,ewma_4d_16d_forecast,ewma_4d_16d_fcastxret,ewma_8d_32d_forecast,ewma_8d_32d_fcastxret,ewma_16d_64d_forecast,ewma_16d_64d_fcastxret,ewma_32d_128d_forecast,ewma_32d_128d_fcastxret,ewma_64d_256d_forecast,ewma_64d_256d_fcastxret,capped_forecast,forecast*returns
2021-01-11,0.30154,0.30397,0.2288,0.2757,1538966424.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.2757,0.2757,0.2757,1,11,0.0,0.5,1,2.7740489809296394,-1.08651917541969,13.996855697750897,-1.6465714207544424,14.057685717861066,-1.320095133977793,8.610848167636263,-0.7340445489211702,4.052269508418505,-0.32951290109509906,1.6560793920231265,-0.1315279614848349,13.996855697750897,-1.6465714207544424
2021-01-12,0.27563,0.31442,0.2628,0.28888,1059013244.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.28888,0.28888,0.28888,1,12,0.0,0.5,1,2.7141558411066877,0.1326150365203219,12.173187671130192,0.6691278857321629,13.761716975089655,0.6720359004766389,9.051472934754837,0.4116466407306719,4.4276311083597415,0.19372111759505273,1.8463276936901425,0.07916984543657912,12.173187671130192,0.6691278857321629
2021-01-13,0.28875,0.31587,0.27,0.3123,715473111.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3123,0.3123,0.3123,1,13,0.0,0.5,1,7.375585125211052,0.22004129672777142,12.745468557931995,0.9869013267026759,14.040826384888064,1.1156861380386307,9.572150336557282,0.7338185271806917,4.810424225340135,0.3589556928751908,2.0372987315614313,0.14968497156682056,12.745468557931995,0.9869013267026759
2021-01-14,0.31246,0.32455,0.29646,0.31201,656502674.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.31201,0.31201,0.31201,1,14,0.0,0.5,1,7.641074632027447,-0.006848926309034213,12.803017719972184,-0.011835369458215141,14.491105107888558,-0.013038231353243293,10.299015223818959,-0.008888644244642474,5.324528600274854,-0.004466932517927494,2.29148552262709,-0.0018918239902429223,12.803017719972184,-0.011835369458215141
2021-01-15,0.31203,0.33225,0.27739,0.30188,853517402.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30188,0.30188,0.30188,1,15,0.0,0.5,1,4.3457206050624,-0.24808206795435458,11.25690645011296,-0.4156743998696146,14.221619202365094,-0.4704813779779858,10.720679499914747,-0.33437718091499063,5.732324658360802,-0.17287098080441127,2.512180699806161,-0.07439744990292767,11.25690645011296,-0.4156743998696146
2021-01-16,0.30189,0.36696,0.30186,0.35071,1219589043.23,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.35071,0.35071,0.35071,1,16,0.0,0.5,1,12.503094702382231,0.7029334077951415,13.224942591576333,1.8208385516066536,13.986858033913457,2.300389776240521,10.398931969549073,1.73410222598661,5.618779443172765,0.9272207932547978,2.485190554547511,0.40635280101873267,13.224942591576333,1.8208385516066536
2021-01-17,0.35057,0.3974,0.34076,0.38081,1422650839.29,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.38081,0.38081,0.38081,1,17,0.0,0.5,1,18.689969860791727,1.0730893060982138,16.725001366645273,1.1350425479924924,15.548609837613194,1.2004346235373795,11.266029928579398,0.8924976541399635,6.108411387960577,0.48223678035841566,2.718261867072285,0.21329370617284923,16.725001366645273,1.1350425479924924
2021-01-18,0.38077,0.39724,0.36413,0.37123,636785470.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.37123,0.37123,0.37123,1,18,0.0,0.5,1,16.026423554962562,-0.47018174750238856,17.454171481304247,-0.4207492268912622,16.70149083368246,-0.39115486002031,12.279325597649887,-0.2834184152616542,6.757541554946378,-0.15366870905874916,3.0379790376652815,-0.06838304846656461,17.454171481304247,-0.4207492268912622
2021-01-19,0.37132,0.39001,0.362,0.3672,606641543.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3672,0.3672,0.3672,1,19,0.0,0.5,1,12.348102185484462,-0.17397970779974326,16.88840204073225,-0.18947905899214945,17.364414663335484,-0.1813081056480884,13.169154840769034,-0.13330194800670395,7.395131119424591,-0.07335854447763845,3.365565164533824,-0.032979704015815,16.88840204073225,-0.18947905899214945
2021-01-20,0.3672,0.3769,0.33033,0.37532,656351514.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.37532,0.37532,0.37532,1,20,0.0,0.5,1,11.437684962699777,0.27305716161800964,16.709313095633558,0.373458127915972,18.021524719375982,0.3839843329691807,14.048032970609555,0.29121333689282086,8.0417533276625,0.16353067725960585,3.703658419978811,0.0744237176906712,16.709313095633558,0.373458127915972
2021-01-21,0.37548,0.37945,0.3,0.30785,802690568.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30785,0.30785,0.30785,1,21,0.0,0.5,1,-4.265951214446653,-2.0561137281076247,7.479769312454,-3.0037763896472227,12.640759144083278,-3.2396682106370487,11.127332598156837,-2.5253671121363803,6.689785294517517,-1.4456386470675386,3.153357366359889,-0.6657940786421461,7.479769312454,-3.0037763896472227
2021-01-22,0.30786,0.3598,0.28,0.34867,898752288.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34867,0.34867,0.34867,1,22,0.0,0.5,1,0.10100622454806711,-0.565652520947579,6.804598090014967,0.991795300745077,11.717635909321721,1.6761272966102936,10.780360382082751,1.4754514102867033,6.662743899985286,0.8870457551476523,3.1901957948418227,0.41812586550206443,6.804598090014967,0.991795300745077
2021-01-23,0.34842,0.35763,0.33541,0.34583,418300948.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34583,0.34583,0.34583,1,23,0.0,0.5,1,0.7084727312360355,-0.0008227196997634047,6.217074164938275,-0.055425068332928616,11.436639886769203,-0.0954429287936249,11.050590547599763,-0.08780859691144795,7.030879128476415,-0.05426963224813701,3.4215815919847947,-0.02598490279447799,6.217074164938275,-0.055425068332928616
2021-01-24,0.34575,0.36926,0.33613,0.35345,458536220.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.35345,0.35345,0.35345,1,24,0.0,0.5,1,2.1643178029948777,0.015610450834278585,6.277502276999721,0.13698668460465957,11.369859256638474,0.2519943207274698,11.363700283664512,0.24348812992716007,7.413581833668793,0.15491802029607035,3.662140729343835,0.07539094853229623,6.277502276999721,0.13698668460465957
2021-01-25,0.35346,0.36415,0.34034,0.34308,407390809.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34308,0.34308,0.34308,1,25,0.0,0.5,1,0.34011213979472626,-0.06349971882036168,5.201835185209552,-0.18417795618188418,10.859445380427355,-0.33358449707551485,11.480165369232244,-0.33340379669430115,7.722545211636088,-0.2175098135949787,3.8797231276807613,-0.10744489846738008,5.201835185209552,-0.18417795618188418
2021-01-26,0.34284,0.35111,0.32404,0.3433,354428194.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3433,0.3433,0.3433,1,26,0.0,0.5,1,-0.15987800599294616,0.00021809686007589915,4.449760301735742,0.003335676054407418,10.438428998610275,0.006963617767558612,11.631282458650219,0.007361654369916882,8.061782918360855,0.00495208099148867,4.118469920392052,0.0024878718901998487,4.449760301735742,0.003335676054407418
2021-01-27,0.34342,0.34396,0.30404,0.31144,422544056.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.31144,0.31144,0.31144,1,27,0.0,0.5,1,-6.247378137661101,0.014837498604530342,1.008335924454499,-0.412960568637637,8.506075709293212,-0.968739725883261,10.825742113102937,-1.0794426423903178,7.870551536213027,-0.7481747852577249,4.112379860632601,-0.3822151228187906,1.008335924454499,-0.412960568637637
2021-01-28,0.31142,0.35575,0.30431,0.34409,487709261.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34409,0.34409,0.34409,1,28,0.0,0.5,1,-0.7545927993722619,-0.6549476502524879,1.9016697367128255,0.10570950402465765,8.079230772783093,0.8917395707308735,10.502315512599809,1.134923195455981,7.8281441225290616,0.8251140112296276,4.154275999495471,0.43112381983577697,1.9016697367128255,0.10570950402465765
2021-01-29,0.34409,0.36836,0.3305,0.34752,666472809.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34752,0.34752,0.34752,1,29,0.0,0.5,1,1.4224073794213667,-0.007522024185087792,2.650453155012517,0.018956456732032292,8.105014966042436,0.08053637580471973,10.687946025766372,0.10469046530912653,8.149711895181028,0.07803346316450546,4.389615563196725,0.04141116184216184,2.650453155012517,0.018956456732032292
2021-01-30,0.34764,0.37694,0.337,0.364,510716622.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.364,0.364,0.364,1,30,0.0,0.5,1,4.98026032012678,0.06745302029484393,4.364616110629856,0.12568907687214073,8.549818625943868,0.3843538404707054,10.942740554000757,0.5068409026951832,8.44751311997413,0.3864734462263569,4.603220250265981,0.20816316897295734,4.364616110629856,0.12568907687214073
2021-01-31,0.36395,0.37752,0.338,0.34475,399794774.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34475,0.34475,0.34475,1,31,0.0,0.5,1,1.4702284408334438,-0.26337915154516583,3.415370143680101,-0.23082104431215553,8.07814693696973,-0.4521538696412616,10.835537517220427,-0.5787026254519623,8.593282972889188,-0.4467434823063235,4.757633383790231,-0.243439532465989,3.415370143680101,-0.23082104431215553
2021-02-01,0.34464,0.42411,0.33214,0.40876,844822325.13,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.40876,0.40876,0.40876,1,32,0.0,0.5,1,11.105703359815797,0.27297845539593546,7.234941321315801,0.634134424646739,8.538725749605218,1.4998758098199636,9.968825656193765,2.0118426583822466,7.7838922731803715,1.5955215173158432,4.322445973977503,0.8833534819330318,7.234941321315801,0.634134424646739
2021-02-02,0.40882,0.4559,0.38868,0.42498,1501769862.49,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.42498,0.42498,0.42498,1,33,0.0,0.5,1,15.020940040549872,0.44068526395981217,10.576019251804205,0.28708960816063867,10.21419972444429,0.3388250603253672,10.78653142954418,0.395572835266326,8.28549706778474,0.3088725234146835,4.608898923513483,0.17151891989900023,10.576019251804205,0.28708960816063867
2021-02-03,0.425,0.44961,0.41509,0.44189,541252929.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.44189,0.44189,0.44189,1,34,0.0,0.5,1,16.954340568228783,0.5976848230168427,13.30948634606613,0.42082094580452895,11.916261690474318,0.4064241078176681,11.688462651393698,0.4291972480436531,8.832067459209009,0.3296808212533288,4.9163292220388835,0.18338858486661216,13.30948634606613,0.42082094580452895
2021-02-04,0.44213,0.45,0.41003,0.43934,536142412.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.43934,0.43934,0.43934,1,35,0.0,0.5,1,14.833385131699963,-0.09783785206495624,14.219736282994699,-0.07680461242044112,13.147263118716113,-0.06876477700493243,12.569807309595179,-0.06745022462842339,9.442993105646524,-0.050966919416558495,5.273964022638923,-0.028370498350718927,14.219736282994699,-0.07680461242044112
2021-02-05,0.43903,0.56,0.43638,0.53917,1277155737.26,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.53917,0.53917,0.53917,1,36,0.0,0.5,1,20.0,3.3705486359029644,16.6490585374563,3.2311109235019844,12.835828301406206,2.987415844542793,10.820947387495888,2.856202175346856,7.770618848622387,2.14570492497085,4.291908892370058,1.1983881011973507,16.6490585374563,3.2311109235019844
2021-02-06,0.53874,0.66706,0.51901,0.63444,1255504052.74,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.63444,0.63444,0.63444,1,37,0.0,0.5,1,20.0,3.5339503310644105,20.0,2.9418472965177216,14.676534974348018,2.2680589837620198,10.952083733456746,1.912034530123583,7.414670491664091,1.3730490526332217,4.017090844509666,0.7583696425544727,20.0,2.9418472965177216
2021-02-07,0.63444,0.70888,0.58,0.66109,1596532267.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.66109,0.66109,0.66109,1,38,0.0,0.5,1,20.0,0.840110963999745,20.0,0.840110963999745,18.000971816434472,0.6164958972737743,12.751926226474279,0.4600482811560137,8.307026654722865,0.31145729872461914,4.435278588647553,0.1687401030927783,20.0,0.840110963999745
2021-02-08,0.66109,0.7238,0.63191,0.67638,1008667679.66,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.67638,0.67638,0.67638,1,39,0.0,0.5,1,20.0,0.4625693929722141,20.0,0.4625693929722141,20.0,0.4163349303019014,14.564691164720788,0.2949325386903332,9.280391494907233,0.1921288138539579,4.90733090717939,0.10258120622066787,20.0,0.4625693929722141
2021-02-09,0.67674,0.71206,0.6624,0.70562,590482327.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.70562,0.70562,0.70562,1,40,0.0,0.5,1,20.0,0.8646027381058019,20.0,0.8646027381058019,20.0,0.8646027381058019,16.237703308518633,0.6296335930341487,10.197809898793448,0.4011925948595295,5.353253819447547,0.21214458695692648,20.0,0.8646027381058019
2021-02-10,0.70562,0.95306,0.70555,0.93966,1693219939.33,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.93966,0.93966,0.93966,1,41,0.0,0.5,1,20.0,6.633598820895101,20.0,6.633598820895101,17.23978089808645,6.633598820895101,11.27957603078011,5.385720476071684,6.763286799952121,3.3824089860174307,3.471270460535725,1.775566911231972,20.0,6.633598820895101
2021-02-11,0.94041,0.98,0.86513,0.92796,975100368.22,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92796,0.92796,0.92796,1,42,0.0,0.5,1,20.0,-0.24902624353489555,20.0,-0.24902624353489555,20.0,-0.21465789382075584,13.126434151564114,-0.1404455223805709,7.729039647108835,-0.08421179528706108,3.9210964385927256,-0.043221872154042926,20.0,-0.24902624353489555
2021-02-12,0.9281,0.94825,0.866,0.92426,649547803.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92426,0.92426,0.92426,1,43,0.0,0.5,1,20.0,-0.0797448165869219,20.0,-0.0797448165869219,20.0,-0.0797448165869219,14.780357500352446,-0.0523382541928394,8.674498093652023,-0.03081754245258708,4.378891758547226,-0.01563435581576048,20.0,-0.0797448165869219
2021-02-13,0.92418,0.95053,0.82,0.91299,586878561.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.91299,0.91299,0.91299,1,44,0.0,0.5,1,19.93215446127562,-0.24387077229351073,20.0,-0.24387077229351073,20.0,-0.24387077229351073,16.19639002776338,-0.18022485991925674,9.572068449524599,-0.10577282746787527,4.83250097457352,-0.05339418574733007,20.0,-0.24387077229351073
2021-02-14,0.91303,0.919,0.80666,0.84364,539495015.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.84364,0.84364,0.84364,1,45,0.0,0.5,1,9.922190177288977,-1.5140307252976088,20.0,-1.5191842188852012,20.0,-1.5191842188852012,16.49762576347176,-1.2302650066543885,9.95682787571212,-0.7270867665303353,5.062428801279516,-0.3670729609159723,20.0,-1.5191842188852012
2021-02-15,0.84288,0.911,0.6856,0.86143,932826536.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.86143,0.86143,0.86143,1,46,0.0,0.5,1,7.454730382726149,0.20923114510214183,19.624882269444708,0.42174387179365613,20.0,0.42174387179365613,17.33710915610217,0.3478886282444676,10.677486494582476,0.2099615569542917,5.469625017143675,0.10675241616656703,19.624882269444708,0.42174387179365613
2021-02-16,0.86128,0.90591,0.83334,0.87,526075390.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.87,0.87,0.87,1,47,0.0,0.5,1,6.495151123549396,0.07416393599011349,17.928852002995026,0.19523959120200376,20.0,0.19897147765924217,18.163742724672453,0.17247951135646128,11.42083453007854,0.10622576327568385,5.8992223571465585,0.054414968595151735,17.928852002995026,0.19523959120200376
2021-02-17,0.8699,0.89745,0.8215,0.89206,460328636.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.89206,0.89206,0.89206,1,48,0.0,0.5,1,7.188168871387694,0.16469314228218335,17.10532435292796,0.4546097415931837,20.0,0.5071264367816086,18.963697126130754,0.4605657063290504,12.155186610295564,0.2895903560155544,6.330406118972284,0.14958258068810681,17.10532435292796,0.4546097415931837
2021-02-18,0.89206,0.9578,0.89202,0.91442,580074009.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.91442,0.91442,0.91442,1,49,0.0,0.5,1,8.311412443812392,0.18017561146585273,16.860999474838184,0.42875485116636614,20.0,0.5013115709705618,19.792442579526018,0.4753360398855268,12.915185990519582,0.30467678475238036,6.7811556567499105,0.15867529181918263,16.860999474838184,0.42875485116636614
2021-02-19,0.91433,0.9456,0.87851,0.92581,547803715.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92581,0.92581,0.92581,1,50,0.0,0.5,1,8.518937868540451,0.10352681233461998,16.594598715597154,0.2100203232851502,20.0,0.2491196605498569,20.0,0.24653432884320278,13.724717014946245,0.1608713374948253,7.268574327359637,0.08446595976726398,16.594598715597154,0.2100203232851502
2021-02-20,0.92597,1.2,0.91329,1.11568,1480541916.53,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.11568,1.11568,1.11568,1,51,0.0,0.5,1,18.74956303893828,1.7471087297607224,18.00586915585876,3.4033078689260536,19.879560466051252,4.101705533532796,17.317468287316384,4.101705533532796,11.456311440569689,2.8147373863188365,6.067705735196912,1.4906775769712721,18.00586915585876,3.4033078689260536
2021-02-21,1.1156,1.15172,1.0675,1.09894,636265765.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.09894,1.09894,1.09894,1,52,0.0,0.5,1,18.41930083042103,-0.2813241119961147,19.770238207478684,-0.2701655041491056,20.0,-0.2982789350008034,18.563788701270244,-0.2598365294077825,12.341478674301076,-0.1718939601992826,6.5595742696287695,-0.09104169117237541,19.770238207478684,-0.2701655041491056
2021-02-22,1.09955,1.146,0.831,1.09703,1333970209.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.09703,1.09703,1.09703,1,53,0.0,0.5,1,15.773629605851673,-0.03201345349710245,20.0,-0.03436143463363423,20.0,-0.03476076946876239,19.70113721480971,-0.03226457897558355,13.227236495112217,-0.021449964755051346,7.06913168802098,-0.011400792449989552,20.0,-0.03436143463363423
2021-02-23,1.09728,1.142,0.81,0.96197,1625220448.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.96197,0.96197,0.96197,1,54,0.0,0.5,1,2.601790005521966,-1.9419582094986703,13.350410865563406,-2.4622845318724185,18.918288044142024,-2.4622845318724185,17.93586907059983,-2.4254902712161,12.397962810482603,-1.6284609910666579,6.7131721919973755,-0.8703106804591609,13.350410865563406,-2.4622845318724185
2021-02-24,0.96136,1.077,0.8978,1.04902,946049063.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.04902,1.04902,1.04902,1,55,0.0,0.5,1,4.86791525716565,0.2354395874930481,12.473195906592863,1.2080972024567256,18.25607228878724,1.7119421335827165,17.847738195932557,1.623041677594642,12.559868950831671,1.121908856463832,6.864617061573175,0.6074842659473502,12.473195906592863,1.2080972024567256
2021-02-25,1.04883,1.177,1.012,1.07691,961855836.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.07691,1.07691,1.07691,1,56,0.0,0.5,1,6.735790467197879,0.12942189521872802,12.63771052508012,0.3316213550121782,18.479463455110874,0.48536906458816464,18.474828896360904,0.4745128007898413,13.208922551904621,0.3339257068870904,7.283358690499677,0.1825076450851995,12.63771052508012,0.3316213550121782
2021-02-26,1.07688,1.298,0.99,1.24303,1805727721.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.24303,1.24303,1.24303,1,57,0.0,0.5,1,15.544492813818719,1.0390371641185536,15.203026375990795,1.949444681938425,17.98066888273731,2.8505710497284062,17.304287369350874,2.8498561404977885,12.341665356801307,2.037557655070893,6.820964506234356,1.1235029349396015,15.203026375990795,1.949444681938425
2021-02-27,1.24353,1.488,1.2271,1.31402,1994359638.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.31402,1.31402,1.31402,1,58,0.0,0.5,1,20.0,0.8877529463110215,18.5658810788074,0.8682516451184483,19.67663528041289,1.0268840526660816,18.298306584704104,0.9882556015142165,12.993301879372144,0.7048380358312538,7.190386837192415,0.38954833776946346,18.5658810788074,0.8682516451184483
2021-02-28,1.314,1.3595,1.154,1.31203,1599172340.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.31203,1.31203,1.31203,1,59,0.0,0.5,1,18.655744188484174,-0.0302887322871781,19.92551592787612,-0.028116850083579135,20.0,-0.02979901691604348,19.538062769561108,-0.02771162547264054,13.906914237471009,-0.019677532107539548,7.722939746095142,-0.010889385097648516,19.92551592787612,-0.028116850083579135
2021-03-01,1.31279,1.348,1.23131,1.29627,984011920.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.29627,1.29627,1.29627,1,60,0.0,0.5,1,14.781562882513423,-0.22409131529805676,19.500872088528034,-0.2393437124328913,20.0,-0.24023840918271588,20.0,-0.23468965591357044,14.762315136193145,-0.16704874765252486,8.245620848836243,-0.09276733794079324,19.500872088528034,-0.2393437124328913
2021-03-02,1.29678,1.29998,1.18,1.2228,753904502.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.2228,1.2228,1.2228,1,61,0.0,0.5,1,6.762356280466097,-0.8377895229992679,15.966498558638802,-1.105270562725477,20.0,-1.1335601379342264,20.0,-1.1335601379342264,15.077004001936286,-0.836698599100581,8.505117093881454,-0.4673453553380072,15.966498558638802,-1.105270562725477
2021-03-03,1.22281,1.26636,1.20865,1.21311,454913445.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.21311,1.21311,1.21311,1,62,0.0,0.5,1,3.1460432675391767,-0.05358785766905272,13.425190949077512,-0.12652549152209094,20.0,-0.15848871442591062,20.0,-0.15848871442591062,15.760082923025584,-0.11947674908305958,8.987572505775741,-0.06739825371255542,13.425190949077512,-0.12652549152209094
