Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
02/01/2017,67.9,68.405,67.725,68.285,62239,125100,AD1 Curncy,Future,CME,USD,0.005,5,1000,68285,68.285,68.525,0.5756596216396209,8546,0.002,,0.6485
03/01/2017,68.17,68.54,67.06,67.54,110981,132015,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.795,0.5590872024883597,8547,0.002,,0.6485
04/01/2017,67.485,69.06,67.35,68.585,128730,124805,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.84,0.5896780901358368,8548,0.002,,0.6485
05/01/2017,68.54,68.635,67.525,67.755,92280,124045,AD1 Curncy,Future,CME,USD,0.005,5,1000,67755,67.755,68.01,0.5772185461211865,8549,0.002,,0.6485
06/01/2017,67.705,69.045,67.32,69,101320,123219,AD1 Curncy,Future,CME,USD,0.005,5,1000,69000,69,69.255,0.6339311871064877,8550,0.002,,0.6485
09/01/2017,68.935,69.675,68.92,69.52,85592,128058,AD1 Curncy,Future,CME,USD,0.005,5,1000,69520,69.52,69.775,0.7222159187663528,8551,0.002,,0.6485
10/01/2017,69.3,69.445,68.76,69.11,76366,125112,AD1 Curncy,Future,CME,USD,0.005,5,1000,69110,69.11,69.365,0.7499626657282047,8552,0.002,,0.6485
11/01/2017,69.135,69.425,68.895,69.285,60568,124252,AD1 Curncy,Future,CME,USD,0.005,5,1000,69285,69.285,69.545,0.7965732860108475,8553,0.002,,0.6485
12/01/2017,69.21,70.005,68.74,69.88,101602,124445,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.8876954244856439,8554,0.002,,0.6485
13/01/2017,69.815,70.1,69.31,69.88,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69880,69.88,70.14,0.9648293458704054,8555,0.002,,0.6485
16/01/2017,69.815,70.1,69.31,69.93,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69930,69.93,70.195,1.0242032675789208,8556,0.002,,0.6485
17/01/2017,69.895,70.345,69.455,70.04,110563,127638,AD1 Curncy,Future,CME,USD,0.005,5,1000,70040,70.04,70.31,1.0882852337443436,8557,0.002,,0.6485
18/01/2017,70.035,70.785,69.5,69.595,115479,127334,AD1 Curncy,Future,CME,USD,0.005,5,1000,69595,69.595,69.865,1.1184353654336179,8558,0.002,,0.6485
19/01/2017,69.56,69.62,68.86,69.32,86923,125927,AD1 Curncy,Future,CME,USD,0.005,5,1000,69320,69.32,69.595,1.1180218766431143,8559,0.002,,0.6485
20/01/2017,69.25,69.875,69.205,69.84,57149,126889,AD1 Curncy,Future,CME,USD,0.005,5,1000,69840,69.84,70.115,1.128697885464725,8560,0.002,,0.6485
23/01/2017,69.855,70.535,69.755,70.335,80791,127297,AD1 Curncy,Future,CME,USD,0.005,5,1000,70335,70.335,70.61,1.156741183952782,8561,0.002,,0.6485
24/01/2017,70.42,70.715,70.065,70.635,68613,128800,AD1 Curncy,Future,CME,USD,0.005,5,1000,70635,70.635,70.915,1.17904700216704,8562,0.002,,0.6485
25/01/2017,70.585,71.35,70.45,71.155,88547,129099,AD1 Curncy,Future,CME,USD,0.005,5,1000,71155,71.155,71.405,1.2341036558243448,8563,0.002,,0.6485
26/01/2017,71.175,71.55,70.915,71.255,69955,131866,AD1 Curncy,Future,CME,USD,0.005,5,1000,71255,71.255,71.51,1.2422055989189547,8564,0.002,,0.6485
27/01/2017,71.275,71.415,70.95,71.235,62691,134770,AD1 Curncy,Future,CME,USD,0.005,5,1000,71235,71.235,71.48,1.2218961698874091,8565,0.002,,0.6485
30/01/2017,71.13,71.325,70.635,70.695,60836,138264,AD1 Curncy,Future,CME,USD,0.005,5,1000,70695,70.695,70.945,1.1875269470565546,8566,0.002,,0.6485
31/01/2017,70.69,70.765,69.955,70.645,83660,135560,AD1 Curncy,Future,CME,USD,0.005,5,1000,70645,70.645,70.895,1.1506694790361867,8567,0.002,,0.6485
01/02/2017,70.62,71.56,70.48,71.34,92592,135999,AD1 Curncy,Future,CME,USD,0.005,5,1000,71340,71.34,71.595,1.140265210372284,8568,0.002,,0.6485
02/02/2017,71.415,71.685,70.79,70.83,103566,135598,AD1 Curncy,Future,CME,USD,0.005,5,1000,70830,70.83,71.085,1.1144397695637491,8569,0.002,,0.6485
03/02/2017,70.835,70.895,69.285,69.36,131834,130981,AD1 Curncy,Future,CME,USD,0.005,5,1000,69360,69.36,69.62,1.0610313378903002,8570,0.002,,0.6485
06/02/2017,69.245,69.575,68.645,68.89,100231,126404,AD1 Curncy,Future,CME,USD,0.005,5,1000,68890,68.89,69.16,1.0314777829172745,8571,0.002,,0.6485
07/02/2017,68.925,69.985,68.915,69.505,140171,123104,AD1 Curncy,Future,CME,USD,0.005,5,1000,69505,69.505,69.75,0.9187111442950415,8572,0.002,,0.6485
08/02/2017,69.725,70.045,69.27,69.335,69514,122851,AD1 Curncy,Future,CME,USD,0.005,5,1000,69335,69.335,69.58,0.8854618380550859,8573,0.002,,0.6485
09/02/2017,69.34,70.19,69.295,69.475,78940,125499,AD1 Curncy,Future,CME,USD,0.005,5,1000,69475,69.475,69.715,0.768075951095893,8574,0.002,,0.6485
10/02/2017,69.465,69.68,69.16,69.21,73913,126720,AD1 Curncy,Future,CME,USD,0.005,5,1000,69210,69.21,69.445,0.7577213647851413,8575,0.002,,0.6485
13/02/2017,69.24,69.805,68.975,69.7,56170,126547,AD1 Curncy,Future,CME,USD,0.005,5,1000,69700,69.7,69.935,0.7536960041368495,8576,0.002,,0.6485
14/02/2017,69.705,70.375,69.28,69.96,119406,125073,AD1 Curncy,Future,CME,USD,0.005,5,1000,69960,69.96,70.19,0.7297643455151624,8577,0.002,,0.6485
15/02/2017,69.925,69.95,68.705,69.07,102564,126925,AD1 Curncy,Future,CME,USD,0.005,5,1000,69070,69.07,69.305,0.7403840782448731,8578,0.002,,0.6485
16/02/2017,69.095,69.42,68.455,69.025,106497,123972,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7675528211911693,8579,0.002,,0.6485
17/02/2017,68.8,68.895,68.17,69.025,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7922558509209864,8580,0.002,,0.6485
20/02/2017,68.8,68.895,68.17,68.845,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,68845,68.845,69.085,0.8239754749496823,8581,0.002,,0.6485
21/02/2017,68.785,69.26,68.52,68.585,108457,122486,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.82,0.8663824694201627,8582,0.002,,0.6485
22/02/2017,68.625,68.695,67.985,68.01,80479,123615,AD1 Curncy,Future,CME,USD,0.005,5,1000,68010,68.01,68.25,0.9423577257701049,8583,0.002,,0.6485
23/02/2017,68.105,68.455,67.855,68.09,68622,121929,AD1 Curncy,Future,CME,USD,0.005,5,1000,68090,68.09,68.325,0.9994508908989096,8584,0.002,,0.6485
24/02/2017,68.12,68.275,67.215,67.29,85560,123428,AD1 Curncy,Future,CME,USD,0.005,5,1000,67290,67.29,67.525,1.114642132398854,8585,0.002,,0.6485
27/02/2017,67.305,67.48,67.015,67.385,70606,124385,AD1 Curncy,Future,CME,USD,0.005,5,1000,67385,67.385,67.615,1.1935617216209276,8586,0.002,,0.6485
28/02/2017,67.41,67.61,67.065,67.375,78694,124421,AD1 Curncy,Future,CME,USD,0.005,5,1000,67375,67.375,67.605,1.2460986785371768,8587,0.002,,0.6485
01/03/2017,67.35,67.86,66.975,67.54,93790,127970,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.775,1.2451070904352588,8588,0.002,,0.6485
02/03/2017,67.59,67.675,67.08,67.305,77034,129452,AD1 Curncy,Future,CME,USD,0.005,5,1000,67305,67.305,67.545,1.2328861801962443,8589,0.002,,0.6485
03/03/2017,67.315,67.78,67.3,67.715,66108,126384,AD1 Curncy,Future,CME,USD,0.005,5,1000,67715,67.715,67.955,1.1798295074510883,8590,0.002,,0.6485
06/03/2017,67.595,67.71,67.16,67.22,78603,120126,AD1 Curncy,Future,CME,USD,0.005,5,1000,67220,67.22,67.46,1.1725912189046683,8591,0.002,,0.6485
07/03/2017,67.295,67.49,65.81,65.865,179422,110107,AD1 Curncy,Future,CME,USD,0.005,5,1000,65865,65.865,66.125,1.2512443806010685,8592,0.002,,0.6485
08/03/2017,66.145,66.54,65.95,66.155,205691,118416,AD1 Curncy,Future,CME,USD,0.005,5,1000,66155,65.9,66.155,1.2138749249074938,8593,0.002,,0.6485
09/03/2017,66.145,66.62,66.015,66.125,112023,143073,AD1 Curncy,Future,CME,USD,0.005,5,1000,66125,65.875,66.125,1.1908856298231407,8594,0.002,,0.6485
10/03/2017,66.12,66.655,65.895,66.085,154895,151663,AD1 Curncy,Future,CME,USD,0.005,5,1000,66085,65.835,66.085,1.241862277651049,8595,0.002,,0.6485
13/03/2017,66.225,67.405,66.225,66.975,153922,149902,AD1 Curncy,Future,CME,USD,0.005,5,1000,66975,66.655,66.975,1.2508634351196588,8596,0.002,,0.6485
14/03/2017,66.92,67.235,66.545,67.085,121699,149096,AD1 Curncy,Future,CME,USD,0.005,5,1000,67085,67.085,67.285,1.2257344736875373,8597,0.002,,0.6485
15/03/2017,67.035,67.345,66.13,66.47,137101,152656,AD1 Curncy,Future,CME,USD,0.005,5,1000,66470,66.47,66.65,1.2236095169563355,8598,0.002,,0.6485
16/03/2017,66.385,66.92,66.33,66.72,133978,148996,AD1 Curncy,Future,CME,USD,0.005,5,1000,66720,66.72,66.945,1.1923260529959219,8599,0.002,,0.6485
17/03/2017,66.785,67.48,66.725,67.35,105470,147663,AD1 Curncy,Future,CME,USD,0.005,5,1000,67350,67.35,67.535,1.152398115519488,8600,0.002,,0.6485
20/03/2017,67.35,67.525,66.88,67.385,84375,147323,AD1 Curncy,Future,CME,USD,0.005,5,1000,67385,67.385,67.595,1.0699301768431304,8601,0.002,,0.6485
21/03/2017,67.405,67.48,66.72,66.87,71020,150494,AD1 Curncy,Future,CME,USD,0.005,5,1000,66870,66.87,67.11,0.9513785173734082,8602,0.002,,0.6485
22/03/2017,66.92,67.815,66.835,67.505,97376,148241,AD1 Curncy,Future,CME,USD,0.005,5,1000,67505,67.505,67.73,0.8878297509393254,8603,0.002,,0.6485
