Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd
03/02/2000,102.61,102.73,102.4,102.65,232753,319010,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102650,102.65,102.27,0.15224651063324973,24,0.011,,0.88354833,
04/02/2000,102.63,102.69,102.49,102.52,173332,319105,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102520,102.52,102.11,0.07719024117940167,25,0.011,,0.88354833,
07/02/2000,102.48,102.51,102.45,102.48,87686,311296,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102480,102.48,102.08,0.07664202502544423,26,0.011,,0.88354833,
08/02/2000,102.47,102.55,102.46,102.53,108831,299975,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102530,102.53,102.14,0.07516648189186996,27,0.011,,0.88354833,
09/02/2000,102.55,102.55,102.45,102.46,134097,304536,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102460,102.46,102.05,0.07685050422736849,28,0.011,,0.88354833,
10/02/2000,102.42,102.53,102.41,102.46,130953,316506,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102460,102.46,102.05,0.0789050061783202,29,0.011,,0.88354833,
11/02/2000,102.42,102.48,102.4,102.44,123591,321559,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102440,102.44,102.01,0.07816009211867904,30,0.011,,0.88354833,
14/02/2000,102.43,102.55,102.42,102.53,98121,318639,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102530,102.53,102.09,0.07034912934784597,31,0.011,,0.88354833,
15/02/2000,102.55,102.55,102.46,102.5,116620,319108,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102500,102.5,102.08,0.07123903424387394,32,0.011,,0.88354833,
16/02/2000,102.51,102.51,102.44,102.48,110746,321958,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102480,102.48,102.06,0.07265672714896869,33,0.011,,0.88354833,
17/02/2000,102.47,102.53,102.38,102.41,189094,324544,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102410,102.41,101.98,0.07586611013269472,34,0.011,,0.88354833,
18/02/2000,102.38,102.41,102.32,102.38,194199,329719,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102380,102.38,101.94,0.08136952746575007,35,0.011,,0.88354833,
21/02/2000,102.41,102.42,102.35,102.38,93238,318477,DU1 Comdty,Future,EUX,EUR,0.005,5,1000,102380,102.38,101.95,0.08518998376178302,36,0.011,,0.88354833,
