Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,gbpusd,assetClass
15/12/2009,162.97,163.11,161.96,162.47,88457,71963,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101544,162.47,162.38,1.8150475659494971,5142,0.003,,1.33,,fx
16/12/2009,162.62,164.04,162.23,163.01,110032,68216,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101881,163.01,162.92,1.863368365798611,5143,0.003,,1.33,,fx
17/12/2009,163.15,163.33,160.71,161.46,128429,70752,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100913,161.46,161.37,1.9922857057473722,5144,0.003,,1.33,,fx
18/12/2009,161.5,162.42,160.43,161.11,108876,70200,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100694,161.11,161.03,2.0923230311446104,5145,0.003,,1.33,,fx
21/12/2009,161.16,161.56,160.2,160.45,60964,71518,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100281,160.45,160.37,2.1112180528447357,5146,0.003,,1.33,,fx
22/12/2009,160.32,160.93,159.12,159.6,72694,73594,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99750,159.6,159.52,2.180191352455901,5147,0.003,,1.33,,fx
23/12/2009,159.56,159.89,159.17,159.44,54172,75157,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99650,159.44,159.36,2.263417180575169,5148,0.003,,1.33,,fx
24/12/2009,159.51,160.16,159.19,159.44,23530,75110,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99650,159.44,159.36,2.3439903298980567,5149,0.003,,1.33,,fx
25/12/2009,159.51,160.16,159.19,159.38,23530,75110,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99613,159.38,159.3,2.4603768004085222,5150,0.003,,1.33,,fx
28/12/2009,159.39,160.09,159.24,159.94,21508,76643,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99963,159.94,159.87,2.464051541666276,5151,0.003,,1.33,,fx
29/12/2009,159.92,160.62,158.59,158.97,71172,84300,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99356,158.97,158.89,2.5106053718815913,5152,0.003,,1.33,,fx
30/12/2009,158.99,160.88,158.25,160.61,76598,81136,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100381,160.61,160.53,2.4518734333811487,5153,0.003,,1.33,,fx
31/12/2009,160.73,162.29,160.41,160.61,54286,81371,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100381,160.61,160.53,2.2774296915572148,5154,0.003,,1.33,,fx
01/01/2010,160.73,162.29,160.41,161.46,54286,81371,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100913,161.46,161.38,2.2112792677511597,5155,0.003,,1.33,,fx
04/01/2010,161.18,162.35,160.52,160.85,107463,88847,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100531,160.85,160.77,2.178060452172796,5156,0.003,,1.33,,fx
05/01/2010,160.86,161.48,159.58,159.92,102364,92191,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99950,159.92,159.84,2.005896474559937,5157,0.003,,1.33,,fx
06/01/2010,159.83,160.59,159.3,159.92,106163,93464,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99950,159.92,159.83,1.7775321844207126,5158,0.003,,1.33,,fx
07/01/2010,159.98,160.52,158.9,159.35,90873,89496,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99594,159.35,159.26,1.5923732811909974,5159,0.003,,1.33,,fx
08/01/2010,159.24,161.05,159.08,160.27,122147,108010,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100169,160.27,160.18,1.4646681080199246,5160,0.003,,1.33,,fx
11/01/2010,160.51,161.88,160.51,160.94,80749,89853,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100588,160.94,160.85,1.2853531291635,5161,0.003,,1.33,,fx
12/01/2010,161.06,161.9,160.55,161.71,91563,88308,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101069,161.71,161.62,1.2481054976711699,5162,0.003,,1.33,,fx
13/01/2010,161.58,163.01,161.31,162.75,124037,79738,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101719,162.75,162.66,1.266017377441436,5163,0.003,,1.33,,fx
14/01/2010,162.65,163.41,162.44,163.24,81534,78572,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102025,163.24,163.15,1.3116846673840548,5164,0.003,,1.33,,fx
15/01/2010,163.25,163.49,162.05,163.24,102987,79279,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102025,163.24,163.15,1.3658230729675398,5165,0.003,,1.33,,fx
18/01/2010,163.25,163.49,162.05,162.53,102987,79279,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101581,162.53,162.43,1.3428660891232338,5166,0.003,,1.33,,fx
19/01/2010,162.66,164.54,162.44,163.55,167277,82344,BP1 Curncy,Future,CME,USD,0.01,6.25,625,102219,163.55,163.45,1.4108980591514102,5167,0.003,,1.33,,fx
20/01/2010,163.55,163.63,162.37,162.81,119134,80557,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101756,162.81,162.71,1.3992497989936856,5168,0.003,,1.33,,fx
21/01/2010,162.87,163.06,161.17,162.03,152647,79877,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101269,162.03,161.93,1.412622030121262,5169,0.003,,1.33,,fx
22/01/2010,161.86,162.79,160.71,161.12,154259,85279,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100700,161.12,161.02,1.4126662733936548,5170,0.003,,1.33,,fx
25/01/2010,161,162.56,160.9,162.38,99066,84279,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101488,162.38,162.28,1.435883235730099,5171,0.003,,1.33,,fx
26/01/2010,162.39,162.63,160.88,161.39,136692,85836,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100869,161.39,161.29,1.405263913523323,5172,0.003,,1.33,,fx
27/01/2010,161.42,162.4,161.01,161.68,127323,80323,BP1 Curncy,Future,CME,USD,0.01,6.25,625,101050,161.68,161.58,1.3649141609094209,5173,0.003,,1.33,,fx
28/01/2010,161.68,162.73,161.06,161.22,140758,81900,BP1 Curncy,Future,CME,USD,0.01,6.25,625,100763,161.22,161.12,1.3145820628566884,5174,0.003,,1.33,,fx
29/01/2010,161.22,161.74,159.75,159.86,147214,88256,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99913,159.86,159.76,1.2890112489751915,5175,0.003,,1.33,,fx
01/02/2010,159.38,159.75,158.45,159.49,117861,93015,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99681,159.49,159.38,1.3116497245776195,5176,0.003,,1.33,,fx
02/02/2010,159.59,159.92,158.99,159.7,98193,94990,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99813,159.7,159.59,1.2654877847367545,5177,0.003,,1.33,,fx
03/02/2010,159.71,160.68,158.73,158.91,100952,98360,BP1 Curncy,Future,CME,USD,0.01,6.25,625,99319,158.91,158.8,1.347421982893434,5178,0.003,,1.33,,fx
04/02/2010,158.98,159.17,157.25,157.52,165376,104811,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98450,157.52,157.42,1.5358951787098716,5179,0.003,,1.33,,fx
05/02/2010,157.59,157.71,155.54,156,175838,108223,BP1 Curncy,Future,CME,USD,0.01,6.25,625,97500,156,155.91,1.842233969935359,5180,0.003,,1.33,,fx
08/02/2010,155.99,156.57,155.31,156.09,93544,108699,BP1 Curncy,Future,CME,USD,0.01,6.25,625,97556,156.09,156,2.077994064793436,5181,0.003,,1.33,,fx
09/02/2010,155.87,157.45,155.58,156.82,151950,115135,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98013,156.82,156.72,2.2147684604302307,5182,0.003,,1.33,,fx
10/02/2010,157.02,157.62,155.67,155.85,143605,122407,BP1 Curncy,Future,CME,USD,0.01,6.25,625,97406,155.85,155.75,2.406640119886954,5183,0.003,,1.33,,fx
11/02/2010,155.98,157.14,155.55,156.92,153797,120442,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98075,156.92,156.82,2.4988762807808835,5184,0.003,,1.33,,fx
12/02/2010,156.93,157.4,155.76,156.92,124316,117376,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98075,156.92,156.82,2.589877281516578,5185,0.003,,1.33,,fx
15/02/2010,156.93,157.4,155.76,156.63,124316,117376,BP1 Curncy,Future,CME,USD,0.01,6.25,625,97894,156.63,156.53,2.679549215816352,5186,0.003,,1.33,,fx
16/02/2010,156.63,157.94,156.08,157.77,128429,117733,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98606,157.77,157.67,2.6915062697273653,5187,0.003,,1.33,,fx
17/02/2010,157.79,158.13,156.62,156.85,107722,121682,BP1 Curncy,Future,CME,USD,0.01,6.25,625,98031,156.85,156.75,2.685910646313696,5188,0.003,,1.33,,fx
18/02/2010,156.78,156.87,154.87,156.24,126921,121703,BP1 Curncy,Future,CME,USD,0.01,6.25,625,97650,156.24,156.14,2.657614720003768,5189,0.003,,1.33,,fx
19/02/2010,154.85,154.93,153.36,154.63,135876,121390,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96644,154.63,154.53,2.6889633690290444,5190,0.003,,1.33,,fx
22/02/2010,154.49,155.19,154.29,154.86,91812,121475,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96788,154.86,154.76,2.7064960126787723,5191,0.003,,1.33,,fx
23/02/2010,154.76,155.74,153.91,154.41,151052,123036,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96506,154.41,154.31,2.639071806521892,5192,0.003,,1.33,,fx
24/02/2010,154.32,154.75,153.84,153.96,120674,124581,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96225,153.96,153.86,2.6056045363750098,5193,0.003,,1.33,,fx
25/02/2010,154.1,154.21,151.87,152.44,177619,124080,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95275,152.44,152.35,2.6876164780918073,5194,0.003,,1.33,,fx
26/02/2010,152.62,153.19,151.5,152.45,159976,125011,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95281,152.45,152.36,2.7707421989983008,5195,0.003,,1.33,,fx
01/03/2010,151.57,152.05,147.78,150.08,209836,124118,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93800,150.08,149.99,2.9085567440414426,5196,0.003,,1.33,,fx
02/03/2010,149.92,150,148.53,149.48,163389,124350,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93425,149.48,149.38,3.0864290585250824,5197,0.003,,1.33,,fx
03/03/2010,149.6,151.31,149.58,150.93,159277,125561,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94331,150.93,150.83,3.0501083587265945,5198,0.003,,1.33,,fx
04/03/2010,151.01,151.36,150.05,150.29,132175,123666,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93931,150.29,150.2,3.030275015017556,5199,0.003,,1.33,,fx
05/03/2010,150.26,151.67,149.92,151.57,147250,101344,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94731,151.57,151.48,2.975428932659232,5200,0.003,,1.33,,fx
08/03/2010,151.49,151.96,150.3,150.74,158274,93155,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94213,150.74,150.65,2.9486455647700853,5201,0.003,,1.33,,fx
09/03/2010,150.58,150.58,149.35,149.87,147831,84443,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93669,149.87,149.78,2.912418697000403,5202,0.003,,1.33,,fx
10/03/2010,149.93,150.08,148.64,149.64,160214,83975,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93525,149.73,149.64,2.8949664361848493,5203,0.003,,1.33,,fx
11/03/2010,149.72,150.58,149.35,150.4,84253,110540,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94000,150.49,150.4,2.8801719856002093,5204,0.003,,1.33,,fx
12/03/2010,150.55,152.35,150.17,151.63,110945,115919,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94769,151.72,151.63,2.8656708347789333,5205,0.003,,1.33,,fx
15/03/2010,151.69,151.98,150.1,150.36,102277,125477,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93975,150.68,150.36,2.8789038423160553,5206,0.003,,1.33,,fx
16/03/2010,150.46,152.53,149.7,152.24,129278,121261,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95150,152.24,152.18,2.7878439698032715,5207,0.003,,1.33,,fx
17/03/2010,152.4,153.75,152,153.21,139957,120830,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95756,153.21,153.13,2.7281616520961998,5208,0.003,,1.33,,fx
18/03/2010,153.11,153.21,152.08,152.44,112582,123752,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95275,152.44,152.37,2.602892109423913,5209,0.003,,1.33,,fx
19/03/2010,152.38,152.49,149.82,150.12,137104,132401,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93825,150.12,150.06,2.5081641360367066,5210,0.003,,1.33,,fx
22/03/2010,149.98,151,149.23,150.83,90963,127660,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94269,150.83,150.77,2.3779460324616974,5211,0.003,,1.33,,fx
23/03/2010,150.98,151.05,149.65,150.24,104308,130111,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93900,150.24,150.16,2.1186628644736656,5212,0.003,,1.33,,fx
24/03/2010,150.38,150.38,148.56,148.83,130114,131507,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93019,148.83,148.76,1.9539001168515446,5213,0.003,,1.33,,fx
25/03/2010,148.7,150.05,147.9,148.14,134008,135714,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92588,148.14,148.07,1.8333454847987227,5214,0.003,,1.33,,fx
26/03/2010,148.08,149.17,147.99,148.86,98176,136452,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93038,148.86,148.79,1.7653633242569127,5215,0.003,,1.33,,fx
29/03/2010,149.44,150.13,148.84,149.67,81022,138237,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93544,149.67,149.6,1.6052251140045788,5216,0.003,,1.33,,fx
30/03/2010,149.75,151.23,149.66,150.56,119028,132272,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94100,150.56,150.49,1.4309988353002667,5217,0.003,,1.33,,fx
31/03/2010,150.62,151.99,150.37,151.74,124487,129236,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94838,151.74,151.66,1.2855915629120116,5218,0.003,,1.33,,fx
01/04/2010,151.79,152.93,151.66,151.74,107902,129094,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94838,151.74,151.66,1.2526448019944951,5219,0.003,,1.33,,fx
02/04/2010,152.87,152.92,151.76,152.64,12042,127535,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95400,152.64,152.56,1.2645882070054173,5220,0.003,,1.33,,fx
05/04/2010,152.56,153.15,152.13,152.88,42370,128354,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95550,152.88,152.81,1.3340852046617544,5221,0.003,,1.33,,fx
06/04/2010,152.83,153.01,151.22,152.68,115848,128656,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95425,152.68,152.61,1.3592338528123025,5222,0.003,,1.33,,fx
07/04/2010,152.61,152.81,151.32,152.67,109151,125252,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95419,152.67,152.6,1.4051407995752976,5223,0.003,,1.33,,fx
08/04/2010,152.25,152.8,151.35,152.66,101755,122109,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95413,152.66,152.59,1.4376545713874689,5224,0.003,,1.33,,fx
09/04/2010,152.73,153.88,152.63,153.63,120119,117948,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96019,153.63,153.56,1.5248298265592715,5225,0.003,,1.33,,fx
12/04/2010,154.37,154.8,153.47,153.71,85810,120479,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96069,153.71,153.64,1.6061550360924093,5226,0.003,,1.33,,fx
13/04/2010,153.6,154.45,153.29,153.69,81218,121297,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96056,153.69,153.62,1.6499537367146504,5227,0.003,,1.33,,fx
14/04/2010,153.73,154.88,153.67,154.69,88190,120509,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96681,154.69,154.62,1.7315443010885874,5228,0.003,,1.33,,fx
15/04/2010,154.67,155.2,153.81,155,105645,121677,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96875,155,154.93,1.8386568467133984,5229,0.003,,1.33,,fx
16/04/2010,154.74,154.81,153.53,153.86,115099,119896,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96163,153.86,153.79,1.883885346820829,5230,0.003,,1.33,,fx
19/04/2010,152.92,153.41,151.86,153.08,125458,118658,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95675,153.08,153.02,1.870724636773974,5231,0.003,,1.33,,fx
20/04/2010,153.28,154.31,152.85,153.61,94083,120576,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96006,153.61,153.55,1.8981449716235828,5232,0.003,,1.33,,fx
21/04/2010,153.72,154.37,153.26,154.01,96280,121174,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96256,154.01,153.95,1.9251167064102765,5233,0.003,,1.33,,fx
22/04/2010,154.08,154.72,153.37,153.84,137354,117752,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96150,153.84,153.77,1.9561614623116863,5234,0.003,,1.33,,fx
23/04/2010,153.82,154,152.91,153.69,131350,119046,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96056,153.69,153.62,1.9330912204636572,5235,0.003,,1.33,,fx
26/04/2010,153.75,154.98,153.69,154.54,107678,118883,BP1 Curncy,Future,CME,USD,0.01,6.25,625,96588,154.54,154.47,1.9595234964910793,5236,0.003,,1.33,,fx
27/04/2010,154.54,154.81,152.36,152.54,164488,119008,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95338,152.54,152.47,1.9058521278684784,5237,0.003,,1.33,,fx
28/04/2010,152.49,152.85,151.22,151.91,164163,123738,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94944,151.91,151.86,1.7507252782683296,5238,0.003,,1.33,,fx
29/04/2010,151.97,153.41,151.41,153.31,126637,122695,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95819,153.31,153.26,1.4814707781913183,5239,0.003,,1.33,,fx
30/04/2010,153.31,153.89,152.5,152.73,127142,120609,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95456,152.73,152.68,1.2278325075657095,5240,0.003,,1.33,,fx
03/05/2010,153.15,153.17,152.08,152.54,60398,123465,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95338,152.54,152.49,1.019734442539815,5241,0.003,,1.33,,fx
04/05/2010,152.37,152.63,150.88,151.59,159968,132088,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94744,151.59,151.55,0.9288340361094664,5242,0.003,,1.33,,fx
05/05/2010,151.37,151.71,150.66,151,154094,131566,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94375,151,150.97,0.9859787015796433,5243,0.003,,1.33,,fx
06/05/2010,151.01,151.48,146.5,147.81,245381,139200,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92381,147.81,147.82,1.4300503487529304,5244,0.003,,1.33,,fx
07/05/2010,147.83,149.37,144.76,148.08,304790,133178,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92550,148.08,148.09,1.7329454694155912,5245,0.003,,1.33,,fx
10/05/2010,148.29,150.54,147.58,148.77,189863,139596,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92981,148.77,148.74,1.9099630886401207,5246,0.003,,1.33,,fx
11/05/2010,148.55,150.06,147.2,149.51,217579,139068,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93444,149.51,149.48,2.008866429930273,5247,0.003,,1.33,,fx
12/05/2010,149.3,150.43,148.15,148.19,153182,145753,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92619,148.19,148.17,2.1850504952137353,5248,0.003,,1.33,,fx
13/05/2010,148.29,149.16,145.94,146.39,131077,147208,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91494,146.39,146.36,2.4837678367015936,5249,0.003,,1.33,,fx
14/05/2010,145.92,146.37,144.95,145.58,155463,141790,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90988,145.58,145.57,2.7773904418775337,5250,0.003,,1.33,,fx
17/05/2010,145.18,145.47,142.5,144.76,154142,143173,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90475,144.76,144.75,3.0746996059179486,5251,0.003,,1.33,,fx
18/05/2010,144.83,145.22,143.04,143.21,141555,144641,BP1 Curncy,Future,CME,USD,0.01,6.25,625,89506,143.21,143.2,3.440534696811602,5252,0.003,,1.33,,fx
19/05/2010,142.88,144.5,142.36,143.97,168487,140418,BP1 Curncy,Future,CME,USD,0.01,6.25,625,89981,143.97,143.97,3.6208365976153005,5253,0.003,,1.33,,fx
20/05/2010,144.5,144.6,142.27,144.17,169648,144712,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90106,144.17,144.18,3.711817030327536,5254,0.003,,1.33,,fx
21/05/2010,143.43,144.98,143.17,144.72,135199,141094,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90450,144.72,144.74,3.7763860590025518,5255,0.003,,1.33,,fx
24/05/2010,144.62,145.29,143.52,144.45,84453,141008,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90281,144.45,144.48,3.8522187546003717,5256,0.003,,1.33,,fx
25/05/2010,144.11,144.14,142.6,143.65,105256,140369,BP1 Curncy,Future,CME,USD,0.01,6.25,625,89781,143.65,143.72,3.912888617542554,5257,0.003,,1.33,,fx
26/05/2010,144.29,144.46,143.3,144.11,109077,135523,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90069,144.11,144.16,3.8854249874747717,5258,0.003,,1.33,,fx
27/05/2010,143.73,146.09,143.73,145.87,138585,133457,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91169,145.87,145.9,3.762807994033098,5259,0.003,,1.33,,fx
28/05/2010,145.62,146.13,144.35,145.87,125150,139719,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91169,145.87,145.9,3.616856277666025,5260,0.003,,1.33,,fx
31/05/2010,145.62,146.13,144.35,144.88,125150,139719,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90550,144.88,144.92,3.395006234646916,5261,0.003,,1.33,,fx
01/06/2010,144.42,147.24,144.25,146.63,175719,138199,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91644,146.63,146.66,3.237677923032338,5262,0.003,,1.33,,fx
02/06/2010,146.46,147.72,145.54,146.43,133683,141204,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91519,146.43,146.46,3.098461069621055,5263,0.003,,1.33,,fx
03/06/2010,146.58,147.44,145.87,146.37,91809,141370,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91481,146.37,146.39,2.819966489154921,5264,0.003,,1.33,,fx
04/06/2010,146.16,146.82,144.5,144.59,132596,140526,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90369,144.59,144.61,2.5719270984917357,5265,0.003,,1.33,,fx
07/06/2010,144.25,145.64,143.87,144.7,133300,121106,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90438,144.7,144.72,2.2680443117266305,5266,0.003,,1.33,,fx
08/06/2010,144.7,145.3,143.46,143.81,151769,100822,BP1 Curncy,Future,CME,USD,0.01,6.25,625,89881,143.81,143.83,2.0195109143771077,5267,0.003,,1.33,,fx
09/06/2010,144.63,146.1,143.96,145.3,117941,80719,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90813,145.28,145.3,1.7192743624238198,5268,0.003,,1.33,,fx
10/06/2010,145.34,147.22,145.08,147.02,117039,111151,BP1 Curncy,Future,CME,USD,0.01,6.25,625,91888,147.02,147.02,1.685280194296418,5269,0.003,,1.33,,fx
11/06/2010,147.09,147.64,145.05,145.12,139426,121187,BP1 Curncy,Future,CME,USD,0.01,6.25,625,90700,145.1,145.12,1.6090564522790611,5270,0.003,,1.33,,fx
14/06/2010,145.55,148.11,145.52,147.73,115142,120612,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92331,147.55,147.73,1.5332653607972733,5271,0.003,,1.33,,fx
15/06/2010,147.4,148.4,146.85,148.16,112463,119219,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92600,148.16,148.18,1.4037673121357022,5272,0.003,,1.33,,fx
16/06/2010,148.07,148.58,147.24,147.95,102249,118793,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92469,147.95,147.97,1.3847782012368157,5273,0.003,,1.33,,fx
17/06/2010,147.24,148.42,146.45,148.11,104174,119066,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92569,148.11,148.13,1.4748979625567777,5274,0.003,,1.33,,fx
18/06/2010,148.2,148.9,147.73,147.96,72831,118343,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92475,147.96,147.98,1.5557840466961699,5275,0.003,,1.33,,fx
21/06/2010,148.5,149.37,147.4,147.59,80443,122210,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92244,147.59,147.6,1.5959509181951204,5276,0.003,,1.33,,fx
22/06/2010,147.62,148.61,146.88,148.12,143731,125345,BP1 Curncy,Future,CME,USD,0.01,6.25,625,92575,148.12,148.13,1.5794575017881516,5277,0.003,,1.33,,fx
23/06/2010,148.04,149.73,148.02,149.64,128499,122695,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93525,149.64,149.65,1.6949557516216365,5278,0.003,,1.33,,fx
24/06/2010,149.62,150.12,149.15,149.34,110175,121793,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93338,149.34,149.35,1.7614674753234305,5279,0.003,,1.33,,fx
25/06/2010,149.22,150.8,148.55,150.38,114887,120234,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93988,150.38,150.38,1.904536951585877,5280,0.003,,1.33,,fx
28/06/2010,150.56,151.3,150.17,151.08,91976,122148,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94425,151.08,151.07,2.0553890142638416,5281,0.003,,1.33,,fx
29/06/2010,150.98,151.2,150.12,150.8,111405,121086,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94250,150.8,150.79,2.0935322622998482,5282,0.003,,1.33,,fx
30/06/2010,150.64,150.75,149.35,149.56,136142,123250,BP1 Curncy,Future,CME,USD,0.01,6.25,625,93475,149.56,149.55,2.052298467562008,5283,0.003,,1.33,,fx
01/07/2010,149.43,151.97,148.73,151.46,181152,125589,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94663,151.46,151.45,2.1877404629642623,5284,0.003,,1.33,,fx
02/07/2010,151.78,152.29,151.49,151.46,87913,122732,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94663,151.46,151.45,2.292668169031765,5285,0.003,,1.33,,fx
05/07/2010,151.78,152.29,151.49,151.94,87913,122732,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94963,151.94,151.92,2.3560984699198384,5286,0.003,,1.33,,fx
06/07/2010,151.94,152.27,150.81,151.45,105053,123332,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94656,151.45,151.43,2.4310757563869245,5287,0.003,,1.33,,fx
07/07/2010,151.49,152.18,150.8,152.03,90300,123892,BP1 Curncy,Future,CME,USD,0.01,6.25,625,95019,152.03,152.01,2.51367380540103,5288,0.003,,1.33,,fx
08/07/2010,151.81,152.48,150.99,151.52,92809,128483,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94700,151.52,151.49,2.5455017841857757,5289,0.003,,1.33,,fx
09/07/2010,151.57,152.03,150.46,150.61,82275,128482,BP1 Curncy,Future,CME,USD,0.01,6.25,625,94131,150.61,150.56,2.4250753940087493,5290,0.003,,1.33,,fx
