instrument,strategy,signal_sharpe,executed_sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,CARRY,22.902525583370657,-0.05905227366952527,-0.0742783290702843,-70366.33643835594,1191594.0245103457,-1432701.867499998,-0.04911443059758281,0.4777397260273973,13.119179391281033,6535.013698630137,249.06335616438355,584
