instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_2/8,0.052674661379397636,0.002,4.650351867784313,12.904752107507116,21540140.453232385,4631937.768505958,-1065711.151999995,20.211987472223132,0.6265060240963856,58.872145620353855,33422.76075731497,283.85886402753874,581
