Date,PX_CLOSE_1D,FX_TO_USD,stdev_signal,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-02,164.47,1.1308,,1.265908764,0.77,1.6447,1000.0,1644.7,1266.419,1432.0666052000001,,125000.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,10000000.0,0,0,0
2017-01-03,163.21,1.1308,1.259999999999991,1.257936405,0.77,1.6321,1000.0,1632.1000000000001,1256.717,1421.0955836,-0.8565656565657206,125000.0,87.96030431911053,-7.53437758208195,-8,-8.0,-8.0,164.47,11398.463999999918,-0.0,11398.463999999918,10011398.464,-8,0,-8
2017-01-04,163.19,1.1308,1.225481703415185,1.225921694,0.75,1.6319,1000.0,1631.8999999999999,1223.925,1384.01439,-1.5262797562024604,125142.4808,90.41992749800816,-13.800610489750403,-14,-14.0,-6.0,163.21,135.69600000006943,180.92800000009257,316.624000000162,10011715.088,-14,-8,-6
2017-01-05,163.54,1.1308,1.1946750003513724,1.135498129,0.69,1.6354,1000.0,1635.3999999999999,1128.426,1276.0241208,-1.777461150835043,125146.4386,98.07529227702982,-17.432502187921266,-17,-17.0,-3.0,163.19,-1187.3399999999808,-5540.91999999991,-6728.259999999891,10004986.828,-17,-14,-3
2017-01-06,162.84,1.1308,1.173280138390718,1.075610214,0.66,1.6284,1000.0,1628.4,1074.7440000000001,1215.3205152000003,-2.4541293600231135,125062.33535000001,102.90481711272604,-25.25417329641499,-25,-25.0,-8.0,163.54,6332.479999999898,13456.519999999782,19788.99999999968,10024775.828,-25,-17,-8
2017-01-09,162.95,1.1308,1.141415904846766,1.055782174,0.65,1.6295,1000.0,1629.5,1059.175,1197.71509,-2.889976204479572,125309.69785,104.62396182217259,-30.2360760084458,-30,-30.0,-5.0,162.84,-621.9399999999165,-3109.6999999995824,-3731.6399999994987,10021044.188000001,-30,-25,-5
2017-01-10,163.12,1.1308,1.110841650406752,1.004879761,0.62,1.6312,1000.0,1631.2,1011.344,1143.6277952,-3.07421621583237,125263.05235000001,109.5313115646107,-33.67229341533138,-34,-34.0,-4.0,162.95,-768.944000000072,-5767.08000000054,-6536.024000000612,10014508.164,-34,-30,-4
2017-01-11,163.48,1.1308,1.0836390272338978,0.978354401,0.6,1.6348,1000.0,1634.8,980.8799999999999,1109.1791039999998,-2.9027989767276012,125181.35205000002,112.85945759216182,-32.76083180125595,-33,-33.0,1.0,163.12,407.0879999999833,-13840.991999999433,-13433.90399999945,10001074.260000002,-33,-34,1
2017-01-12,163.89,1.1308,1.0582465602839621,0.910149621,0.56,1.6388999999999998,1000.0,1638.8999999999999,917.784,1037.8301472,-2.414568648835953,125013.42825000003,120.45653962479152,-29.08505841252873,-29,-29.0,4.0,163.48,1854.5119999999847,-15299.723999999873,-13445.211999999889,9987629.048000002,-29,-33,4
2017-01-13,163.41,1.1308,1.0352803822120964,0.872885445,0.53,1.6341,1000.0,1634.1000000000001,866.0730000000001,979.3553484000001,-2.415378317590295,124845.36310000003,127.47708306690043,-30.790538242944827,-31,-31.0,-2.0,163.89,1085.5679999999768,15740.735999999664,16826.30399999964,10004455.352000002,-31,-29,-2
