instrument,strategy,raw_sharpe,standard_cost,executed_sharpe,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_8/32,-1.2502130758640557,0.002,0.917846169505408,0.917846169505408,1.2958977610523092,750522.9760550793,817700.1778626011,-437031.5839999991,1.7173197625347847,0.4991394148020654,16.447146697457917,3138.092943201377,95.39931153184165,581
