instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_4/16,-0.9173067120061221,0.002,3.2996772086200368,6.114327364248367,3965468.4098630124,1201774.6461695316,-359628.9175000023,11.026556032894621,0.5222602739726028,36.74790217662487,20681.64383561644,281.3989726027397,584
