instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_32/128,-1.1557241301473875,0.002,-0.8124622694372785,-0.962051025802999,-543902.5772392431,669449.6442474268,-1533466.572,-0.3546882515540372,0.4457831325301205,11.663065618151345,1557.1497418244405,66.75559380378658,581
