instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_4/16,-0.5666622118155187,0.002,3.2689873114726966,5.770684903856311,4852841.473762486,1484509.1189957096,-511528.6879999954,9.4869390272839,0.5542168674698795,30.062237499848703,8549.783132530121,142.2013769363167,581
