Date,PX_CLOSE_1D,FX_TO_USD,stdev_signal,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-02,68.285,0.6485,,0.5756596216396209,0.84,0.68285,1000.0,682.8499999999999,573.5939999999999,371.97570899999994,,125000.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,10000000.0,0,0,0
2017-01-03,67.54,0.6485,0.7449999999999903,0.5590872024883597,0.83,0.6754000000000001,1000.0,675.4000000000001,560.582,363.537427,-0.04298593235557115,125000.0,343.8435514921549,-1.478043564534112,-1,-1.0,-1.0,68.285,483.1324999999937,-0.0,483.1324999999937,10000483.1325,-1,0,-1
2017-01-04,68.585,0.6485,0.7642329664618059,0.5896780901358368,0.86,0.68585,1000.0,685.8499999999999,589.8309999999999,382.50540349999994,-0.023414525148927577,125006.03915625002,326.8085575064302,-0.7652067188619054,-1,-1.0,0.0,67.54,0.0,-677.6824999999918,-677.6824999999918,9999805.450000001,-1,-1,0
2017-01-05,67.755,0.6485,0.7679319533822979,0.5772185461211865,0.85,0.67755,1000.0,677.55,575.9174999999999,373.48249874999993,-0.05206084255711809,124997.56812500002,334.6811926752968,-1.742378487869713,-2,-2.0,-1.0,68.585,538.2549999999989,538.2549999999989,1076.5099999999977,10000881.96,-2,-1,-1
2017-01-06,69.0,0.6485,0.8010167858668052,0.6339311871064877,0.92,0.6900000000000001,1000.0,690.0000000000001,634.8000000000002,411.6678000000001,-0.00960159539577145,125011.02450000001,303.6696688446363,-0.29157132942141006,0,0.0,2.0,67.755,1614.7650000000058,-1614.7650000000058,0.0,10000881.96,0,-2,2
2017-01-09,69.52,0.6485,0.7883917292443565,0.7222159187663528,1.04,0.6951999999999999,1000.0,695.1999999999999,723.0079999999999,468.8706879999999,0.05798464323843271,125011.02450000001,266.62153915665556,1.545995482768049,2,2.0,2.0,69.0,674.4399999999948,0.0,674.4399999999948,10001556.4,2,0,2
2017-01-10,69.11,0.6485,0.7726901612518773,0.7499626657282047,1.09,0.6911,1000.0,691.1,753.2990000000001,488.5144015,0.10280836963219793,125019.45500000002,255.9176446305852,2.631047580458268,3,3.0,1.0,69.52,-265.8849999999978,-531.7699999999955,-797.6549999999934,10000758.745000001,3,2,1
2017-01-11,69.285,0.6485,0.752617109237705,0.7965732860108475,1.15,0.69285,1000.0,692.8499999999999,796.7774999999998,516.7102087499999,0.15861304240226629,125009.48431250002,241.9334516631999,3.8373800827181768,4,4.0,1.0,69.11,113.48749999999815,340.46249999999446,453.9499999999926,10001212.695,4,3,1
2017-01-12,69.88,0.6485,0.7449503513132864,0.8876954244856439,1.27,0.6988,1000.0,698.8,887.476,575.528186,0.24609531346673835,125015.1586875,217.21813410455627,5.345636480312079,5,5.0,1.0,69.285,385.8574999999992,1543.4299999999969,1929.287499999996,10003141.9825,5,4,1
2017-01-13,69.88,0.6485,0.7245368680538344,0.9648293458704054,1.38,0.6988,1000.0,698.8,964.3439999999998,625.3770839999999,0.3378552693361463,125039.27478125,199.94220763812004,6.755152841324073,7,7.0,2.0,69.88,0.0,0.0,0.0,10003141.9825,7,5,2
2017-01-16,69.93,0.6485,0.7047786419004405,1.0242032675789208,1.46,0.6993,1000.0,699.3000000000001,1020.9780000000001,662.104233,0.4341568120565596,125039.27478125,188.85134477194921,8.19910977987837,8,8.0,1.0,69.88,32.42500000000737,226.9750000000516,259.400000000059,10003401.3825,8,7,1
2017-01-17,70.04,0.6485,0.6859428841711442,1.0882852337443436,1.55,0.7004,1000.0,700.4,1085.62,704.0245699999999,0.5386614004853867,125042.51728125001,177.61101332194986,9.567219717763018,10,10.0,2.0,69.93,142.66999999999925,570.679999999997,713.3499999999963,10004114.7325,10,8,2
2017-01-18,69.595,0.6485,0.675120958373006,1.118435365433618,1.61,0.69595,1000.0,695.9499999999999,1120.4795,726.6309557499999,0.6092940646461619,125051.43415625,172.09758704427455,10.485803832600268,10,10.0,0.0,70.04,-0.0,-2885.8250000000476,-2885.8250000000476,10001228.9075,10,10,0
2017-01-19,69.32,0.6485,0.6597264133040306,1.1180218766431145,1.61,0.6931999999999999,1000.0,693.1999999999999,1116.052,723.7597219999999,0.6664584026555156,125015.36134375002,172.7304760733149,11.51176771737482,12,12.0,2.0,69.595,-356.67500000000734,-1783.3750000000368,-2140.0500000000443,9999088.8575,12,10,2
