instrument,fdm,avg_offdiag_corr,strategies,weights,combined_raw_sharpe,obs_used
AD1,2.06489817867525,0.21551616937367526,carry;EWMA_2/8;EWMA_4/16;EWMA_8/32;EWMA_16/64;EWMA_32/128;EWMA_64/256,carry:0.4000;EWMA_2/8:0.1000;EWMA_4/16:0.1000;EWMA_8/32:0.1000;EWMA_16/64:0.1000;EWMA_32/128:0.1000;EWMA_64/256:0.1000,-3.3287383697248183,227
