instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_2/8,-0.7907710823432538,0.002,6.0512637003388035,15.53722481020603,21099018.92383562,3486712.8534911326,-797648.5150000006,26.451524107501918,0.6078767123287672,64.41583204232103,85152.87671232877,660.9623287671233,584
