Date,PX_CLOSE_1D,FX_TO_USD,stdev_signal,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-02,164.47,1.1308,,1.265908764,0.77,1.6447,1000.0,1644.7,1266.419,1432.0666052000001,,125000.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,10000000.0,0,0,0
2017-01-03,163.21,1.1308,1.259999999999991,1.257936405,0.77,1.6321,1000.0,1632.1000000000001,1256.717,1421.0955836,-0.3257918552036786,125000.0,87.96030431911053,-2.8656750728403164,-3,-3.0,-3.0,164.47,4274.423999999969,-0.0,4274.423999999969,10004274.424,-3,0,-3
2017-01-04,163.19,1.1308,1.225481703415185,1.225921694,0.75,1.6319,1000.0,1631.8999999999999,1223.925,1384.01439,-0.6255391320707765,125053.4303,90.35558532017865,-5.652095441893154,-6,-6.0,-3.0,163.21,67.84800000003472,67.84800000003472,135.69600000006943,10004410.120000001,-6,-3,-3
2017-01-05,163.54,1.1308,1.1946750003513724,1.135498129,0.69,1.6354,1000.0,1635.3999999999999,1128.426,1276.0241208,-0.7988057495000715,125055.12650000001,98.00373242286128,-7.828594493184816,-8,-8.0,-2.0,163.19,-791.5599999999872,-2374.6799999999616,-3166.239999999949,10001243.88,-8,-6,-2
2017-01-06,162.84,1.1308,1.173280138390718,1.075610214,0.66,1.6284,1000.0,1628.4,1074.7440000000001,1215.3205152000003,-1.14163477829132,125015.54850000002,102.86631957284678,-11.7435767939191,-12,-12.0,-4.0,163.54,3166.239999999949,6332.479999999898,9498.719999999847,10010742.600000001,-12,-8,-4
2017-01-09,162.95,1.1308,1.141415904846766,1.055782174,0.65,1.6295,1000.0,1629.5,1059.175,1197.71509,-1.4264285767409024,125134.28250000003,104.47750349375663,-14.902969661004192,-15,-15.0,-3.0,162.84,-373.16399999994985,-1492.6559999997994,-1865.8199999997491,10008876.780000001,-15,-12,-3
2017-01-10,163.12,1.1308,1.110841650406752,1.004879761,0.62,1.6312,1000.0,1631.2,1011.344,1143.6277952,-1.63277939977661,125110.95975000002,109.39832021844167,-17.86233236228366,-18,-18.0,-3.0,162.95,-576.708000000054,-2883.54000000027,-3460.2480000003243,10005416.532000002,-18,-15,-3
2017-01-11,163.48,1.1308,1.0836390272338978,0.978354401,0.6,1.6348,1000.0,1634.8,980.8799999999999,1109.1791039999998,-1.7059591686073536,125067.70665000002,112.75699857576838,-19.23588355449784,-19,-19.0,-1.0,163.12,-407.0879999999833,-7327.5839999997,-7734.671999999683,9997681.860000001,-19,-18,-1
2017-01-12,163.89,1.1308,1.0582465602839621,0.910149621,0.56,1.6388999999999998,1000.0,1638.8999999999999,917.784,1037.8301472,-1.6425385406696942,124971.02325000003,120.41568033763899,-19.778739585553392,-20,-20.0,-1.0,163.48,-463.6279999999962,-8808.931999999928,-9272.559999999925,9988409.3,-20,-19,-1
2017-01-13,163.41,1.1308,1.0352803822120964,0.872885445,0.53,1.6341,1000.0,1634.1000000000001,866.0730000000001,979.3553484000001,-1.7327246483284577,124855.11625000002,127.48704181171755,-22.089993968964368,-22,-22.0,-2.0,163.89,1085.5679999999768,10855.67999999977,11941.247999999747,10000350.548,-22,-20,-2
2017-01-16,163.58,1.1308,1.007686558983374,0.754192062,0.46,1.6358000000000001,1000.0,1635.8000000000002,752.4680000000001,850.8908144000001,-1.7659911001681956,125004.38185,146.91001446307303,-25.944177806736786,-26,-26.0,-4.0,163.41,-768.944000000072,-4229.192000000396,-4998.136000000468,9995352.412,-26,-22,-4
2017-01-17,163.9,1.1308,0.982893233877102,0.688355044,0.42,1.639,1000.0,1639.0,688.38,778.420104,-1.6854822340145932,124941.90515,160.50703791946256,-27.053176084756082,-27,-27.0,-1.0,163.58,-361.8559999999923,-9408.2559999998,-9770.111999999792,9985582.3,-27,-26,-1
2017-01-18,163.42,1.1308,0.9624513862352625,0.661785967,0.4,1.6341999999999999,1000.0,1634.1999999999998,653.68,739.181344,-1.76831133377669,124819.77875000001,168.8621875581319,-29.86009201053698,-30,-30.0,-3.0,163.9,1628.3520000000617,14655.168000000556,16283.520000000619,10001865.820000002,-30,-27,-3
2017-01-19,163.03,1.1308,0.9404591098531844,0.548840292,0.34,1.6303,1000.0,1630.3000000000002,554.3020000000001,626.8047016000002,-1.9793760132877543,125023.32275000004,199.46136720235475,-39.480904581792174,-39,-39.0,-9.0,163.42,3969.1079999998615,13230.359999999537,17199.467999999397,10019065.288,-39,-30,-9
2017-01-20,162.29,1.1308,0.9307279453536815,0.539440142,0.33,1.6229,1000.0,1622.9,535.557,605.6078556,-2.3985176552353886,125238.31610000001,206.79770736448157,-49.600795217591035,-50,-50.0,-11.0,163.03,9204.712000000114,32634.888000000403,41839.600000000515,10060904.888,-50,-39,-11
2017-01-23,163.13,1.1308,0.9260510141394203,0.539948454,0.33,1.6313,1000.0,1631.3,538.3290000000001,608.7424332,-2.4488601712427753,125761.3111,206.5919907027109,-50.591489772962646,-51,-51.0,-1.0,162.29,-949.8720000000039,-47493.60000000019,-48443.47200000019,10012461.416,-51,-50,-1
2017-01-24,162.76,1.1308,0.9047736289619289,0.551983393,0.34,1.6276,1000.0,1627.6,553.384,625.7666272,-2.6640688714124865,125155.7677,200.00390282877646,-53.28241716871511,-53,-53.0,-2.0,163.13,836.7920000000103,21338.196000000265,22174.988000000274,10034636.404,-53,-51,-2
2017-01-25,161.76,1.1308,0.9101757506000404,0.647763589,0.4,1.6176,1000.0,1617.6,647.04,731.672832,-3.1306109722234168,125432.95504999999,171.43311814261813,-53.66904006597535,-54,-54.0,-1.0,162.76,1130.8,59932.4,61063.200000000004,10095699.603999998,-54,-53,-1
2017-01-26,161.43,1.1308,0.888553278974313,0.757355707,0.47,1.6143,1000.0,1614.3000000000002,758.721,857.9617068,-3.738729472155769,126196.24504999998,147.08843535766064,-54.99238682849646,-55,-55.0,-1.0,161.76,373.163999999982,20150.85599999903,20524.01999999901,10116223.623999998,-55,-54,-1
2017-01-27,161.85,1.1308,0.8697039343263345,0.812758062,0.5,1.6185,1000.0,1618.5,809.25,915.0999,-4.113374201499396,126452.79529999998,138.1846892344759,-56.84053357393045,-57,-57.0,-2.0,161.43,-949.8719999999718,-26121.479999999225,-27071.351999999195,10089152.271999998,-57,-55,-2
2017-01-30,162.07,1.1308,0.8474169443220856,0.842975484,0.52,1.6207,1000.0,1620.7,842.764,952.9975312,-4.379398102709768,126114.40339999998,132.3344492206592,-57.9545235840097,-58,-58.0,-1.0,161.85,-248.77599999999873,-14180.231999999925,-14429.007999999923,10074723.263999999,-58,-57,-1
2017-01-31,162.13,1.1308,0.8243136655907327,0.846005319,0.52,1.6213,1000.0,1621.3,843.076,953.3503408,-4.6009005775003216,125934.04079999999,132.09628759803343,-60.77618858954405,-61,-61.0,-3.0,162.07,-203.5440000000077,-3935.1840000001494,-4138.728000000157,10070584.535999998,-61,-58,-3
2017-02-01,161.61,1.1308,0.8107896663761521,0.875672503,0.54,1.6161,1000.0,1616.1000000000001,872.6940000000002,986.8423752000002,-4.955526273376069,125882.30669999999,127.56070256355562,-63.213041300400995,-63,-63.0,-2.0,162.13,1176.031999999959,35868.975999998744,37045.0079999987,10107629.543999998,-63,-61,-2
2017-02-02,162.37,1.1308,0.8081258917945339,0.82122226,0.51,1.6237000000000001,1000.0,1623.7,828.087,936.4007796,-4.885902503886704,126345.36929999998,134.926595590801,-65.92381912380033,-66,-66.0,-3.0,161.61,-2578.2239999999692,-54142.70399999935,-56720.927999999316,10050908.615999999,-66,-63,-3
2017-02-03,162.49,1.1308,0.7864762499567789,0.785932143,0.48,1.6249000000000002,1000.0,1624.9000000000003,779.9520000000001,881.9697216000002,-4.876980693704213,125636.3577,142.44974019298576,-69.47246327443726,-69,-69.0,-3.0,162.37,-407.0880000000154,-8955.93600000034,-9363.024000000356,10041545.591999998,-69,-66,-3
2017-02-06,163.19,1.1308,0.7820463664126712,0.716438413,0.44,1.6319,1000.0,1631.8999999999999,718.036,811.9551088,-4.471893431361283,125519.31989999999,154.58898963700935,-69.13054873185196,-69,-69.0,0.0,162.49,0.0,-54617.63999999911,-54617.63999999911,9986927.952,-69,-69,0
2017-02-07,163.38,1.1308,0.761898024187925,0.721030975,0.44,1.6338,1000.0,1633.8,718.872,812.9004576,-4.112447649229011,124836.5994,153.56935555008354,-63.15459352255554,-63,-63.0,6.0,163.19,1289.1119999999846,-14824.787999999824,-13535.67599999984,9973392.276,-63,-69,6
2017-02-08,164.22,1.1308,0.7663232853566199,0.770075105,0.47,1.6422,1000.0,1642.2,771.834,872.7898872,-3.310608771788659,124667.40345000001,142.8378184467122,-47.28801346928413,-47,-47.0,16.0,163.38,15197.952000000063,-59841.93600000025,-44643.984000000186,9928748.292,-47,-63,16
2017-02-09,164.23,1.1308,0.745327757012141,0.80645996,0.49,1.6422999999999999,1000.0,1642.3,804.727,909.9852916,-2.703003371536311,124109.35365,136.38610952906967,-36.86521138877959,-37,-37.0,10.0,164.22,113.07999999989715,-531.4759999995166,-418.39599999961945,9928329.896,-37,-47,10
2017-02-10,163.91,1.1308,0.7287117712942961,0.831093657,0.51,1.6391,1000.0,1639.1,835.9409999999999,945.2820827999999,-2.28464632469291,124104.1237,131.28792553900294,-29.99464765592395,-30,-30.0,7.0,164.23,-2532.991999999946,13388.671999999715,10855.67999999977,9939185.576,-30,-37,7
2017-02-13,163.76,1.1308,0.7096007555984976,0.846974419,0.52,1.6376,1000.0,1637.6,851.552,962.9350016000001,-1.9850066198359302,124239.8197,129.02202069045651,-25.61095651751645,-26,-26.0,4.0,163.91,-678.4800000000257,5088.600000000193,4410.120000000167,9943595.696,-26,-30,4
2017-02-14,163.42,1.1308,0.6946681714569672,0.851208357,0.52,1.6341999999999999,1000.0,1634.1999999999998,849.7839999999999,960.9357471999999,-1.8642792262228003,124294.9462,129.34782222658893,-24.114045793418956,-24,-24.0,2.0,163.76,-768.9440000000077,9996.2720000001,9227.328000000092,9952823.024,-24,-26,2
2017-02-15,163.3,1.1308,0.6762083357847682,0.847630619,0.52,1.6330000000000002,1000.0,1633.0000000000002,849.1600000000002,960.2301280000003,-1.8225020697632388,124410.2878,129.56299138324889,-23.612881996068776,-24,-24.0,0.0,163.42,-0.0,3256.703999999352,3256.703999999352,9956079.728,-24,-24,0
2017-02-16,163.84,1.1308,0.6695545103955555,0.845453133,0.52,1.6384,1000.0,1638.4,851.9680000000001,963.4054144000002,-1.491158003421527,124450.99660000001,129.17822003056412,-19.26251366663227,-19,-19.0,5.0,163.3,3053.159999999955,-14655.167999999785,-11602.00799999983,9944477.72,-19,-24,5
2017-02-17,164.43,1.1308,0.6654974462088009,0.890519511,0.54,1.6443,1000.0,1644.3000000000002,887.9220000000001,1004.0621976000002,-0.9053078712428029,124305.97150000001,123.8030590108136,-11.207988380642677,-11,-11.0,8.0,163.84,5337.376000000031,-12676.268000000075,-7338.8920000000435,9937138.828,-11,-19,8
2017-02-20,164.58,1.1308,0.6481999979541112,0.937918795,0.57,1.6458000000000002,1000.0,1645.8000000000002,938.106,1060.8102648,-0.3283374443395718,124214.23535,117.09373435731106,-3.844625748705623,-4,-4.0,7.0,164.43,1187.340000000045,-1865.8200000000706,-678.4800000000257,9936460.348,-4,-11,7
2017-02-21,164.41,1.1308,0.6316754492354065,0.962182762,0.59,1.6441,1000.0,1644.1,970.0189999999999,1096.8974852,0.10415009255166924,124205.75435,113.2336941472277,1.1793299725401172,1,1.0,5.0,164.58,-961.18000000009,768.944000000072,-192.23600000001795,9936268.112,1,-4,5
2017-02-22,164.99,1.1308,0.6289907308395444,1.033838801,0.63,1.6499000000000001,1000.0,1649.9,1039.4370000000001,1175.3953596000001,0.7834531672280984,124203.3514,105.6694246625814,8.278704543107034,8,8.0,7.0,164.41,4591.048000000099,655.8640000000141,5246.912000000113,9941515.024,8,1,7
2017-02-23,165.64,1.1308,0.630144275240335,1.147469244,0.69,1.6563999999999999,1000.0,1656.3999999999999,1142.9159999999997,1292.4094127999997,1.6947451248718375,124268.93780000001,96.1529191672876,16.29546910009565,16,16.0,8.0,164.99,5880.159999999794,5880.159999999794,11760.319999999589,9953275.344,16,8,8
2017-02-24,166.21,1.1308,0.6270407389376361,1.272212901,0.77,1.6621000000000001,1000.0,1662.1000000000001,1279.8170000000002,1447.2170636000003,2.777553363936078,124415.94180000002,85.96909539645092,23.878375011295383,24,24.0,8.0,165.64,5156.448000000196,10312.896000000392,15469.344000000587,9968744.688000001,24,16,8
2017-02-27,166.08,1.1308,0.6106067671224273,1.378103407,0.83,1.6608,1000.0,1660.8,1378.464,1558.7670911999999,3.7161997270294957,124609.30860000002,79.94094133978085,29.70765043853745,30,30.0,6.0,166.21,-882.0239999999692,-3528.0959999998768,-4410.119999999846,9964334.568000002,30,24,6
2017-02-28,166.05,1.1308,0.5939155878221221,1.457088993,0.88,1.6605,1000.0,1660.5,1461.24,1652.370192,4.5499171564225485,124554.18210000003,75.37910251772445,34.29686717811286,34,34.0,4.0,166.08,-135.69600000000514,-1017.7200000000386,-1153.4160000000438,9963181.152000003,34,30,4
2017-03-01,164.93,1.1308,0.6336200240623672,1.422931013,0.86,1.6493000000000002,1000.0,1649.3000000000002,1418.3980000000001,1603.9244584000003,4.258091826714349,124539.76440000004,77.64690147828725,33.06276365543892,33,33.0,-1.0,166.05,1266.496000000005,-43060.864000000176,-41794.36800000017,9921386.784000002,33,34,-1
2017-03-02,164.61,1.1308,0.6207319507068403,1.343974206,0.82,1.6461000000000001,1000.0,1646.1000000000001,1349.8020000000001,1526.3561016,4.15695348850141,124017.33480000003,81.25059065181387,33.775492625285764,34,34.0,1.0,164.93,-361.8559999999923,-11941.247999999745,-12303.103999999737,9909083.680000002,34,33,1
2017-03-03,160.71,1.1308,1.0893313770257134,1.433094786,0.89,1.6071000000000002,1000.0,1607.1000000000001,1430.3190000000002,1617.4047252000003,1.1014123918682714,123863.54600000003,76.58166448393656,8.434799425250603,8,8.0,-26.0,164.61,114663.12000000017,-149944.08000000022,-35280.96000000005,9873802.72,8,34,-26
2017-03-06,160.88,1.1308,1.0602179749625402,1.512663545,0.94,1.6088,1000.0,1608.8,1512.272,1710.0771776,0.0662057234138531,123422.53400000001,72.17366304672682,0.4778309573436226,0,0.0,-8.0,160.71,-1537.887999999887,1537.887999999887,0.0,9873802.72,0,8,-8
2017-03-07,161.3,1.1308,1.0357785347809307,1.559563721,0.97,1.6130000000000002,1000.0,1613.0000000000002,1564.6100000000001,1769.2609880000002,-0.733048662889873,123422.53400000001,69.75937119346013,-5.113701377740427,-5,-5.0,-5.0,160.88,-2374.68000000009,0.0,-2374.68000000009,9871428.040000001,-5,0,-5
2017-03-08,160.5,1.1308,1.024422065928337,1.637802186,1.02,1.605,1000.0,1605.0,1637.1000000000001,1851.2326800000003,-1.6853654590568787,123392.85050000002,66.65442536375276,-11.233706620135363,-11,-11.0,-6.0,161.3,5427.840000000077,4523.200000000064,9951.040000000143,9881379.080000002,-11,-5,-6
2017-03-09,159.99,1.1308,1.0033810399685663,1.783292834,1.11,1.5999,1000.0,1599.9,1775.8890000000004,2008.1752812000004,-2.70448085724845,123517.23850000004,61.507199922404865,-16.634504477309733,-17,-17.0,-6.0,160.5,3460.247999999938,6343.787999999887,9804.035999999825,9891183.116000002,-17,-11,-6
2017-03-10,159.01,1.1308,1.0021311466460963,1.999657304,1.26,1.5900999999999998,1000.0,1590.1,2003.5259999999998,2265.5872007999997,-3.8590244614900633,123639.78895000003,54.57295526137404,-21.059836928944527,-21,-21.0,-4.0,159.99,4432.736000000083,18839.12800000035,23271.86400000043,9914454.980000002,-21,-17,-4
2017-03-13,159.19,1.1308,0.9755682921464592,2.177819093,1.37,1.5919,1000.0,1591.9,2180.9030000000002,2466.1651124000005,-4.900928276607004,123930.68725000003,50.25238846615354,-24.628335160081157,-25,-25.0,-4.0,159.01,-814.1760000000309,-4274.424000000162,-5088.600000000193,9909366.380000003,-25,-21,-4
2017-03-14,159.56,1.1308,0.9527268438462616,2.305374156,1.44,1.5956000000000001,1000.0,1595.6000000000001,2297.664,2598.1984512000004,-5.694125219004736,123867.07975000003,47.67421814634327,-27.146296784342645,-27,-27.0,-2.0,159.19,-836.7920000000103,-10459.900000000127,-11296.692000000137,9898069.688000003,-27,-25,-2
2017-03-15,160.09,1.1308,0.9347769695622018,2.375401931,1.48,1.6009,1000.0,1600.9,2369.332,2679.2406256,-6.18669571651106,123725.87110000005,46.179454699889966,-28.56982345826258,-29,-29.0,-2.0,159.56,-1198.6480000000026,-16181.748000000036,-17380.396000000037,9880689.292000003,-29,-27,-2
2017-03-16,159.72,1.1308,0.9132223819461868,2.450139588,1.53,1.5972,1000.0,1597.2,2443.716,2763.3540528,-6.777267865185762,123508.61615000005,44.695183385876135,-30.291123008968288,-30,-30.0,-1.0,160.09,418.39600000000513,12133.484000000148,12551.880000000152,9893241.172000004,-30,-29,-1
2017-03-17,159.82,1.1308,0.88850206711742,2.511795374,1.57,1.5982,1000.0,1598.2,2509.174,2837.3739592,-7.294702324019935,123665.51465000006,43.584496237805624,-31.79359259971588,-32,-32.0,-2.0,159.72,-226.15999999998715,-3392.3999999998073,-3618.5599999997944,9889622.612000003,-32,-30,-2
2017-03-20,159.78,1.1308,0.8642049512064032,2.566085995,1.61,1.5978,1000.0,1597.8000000000002,2572.4580000000005,2908.9355064000006,-7.776885491205961,123620.28265000005,42.49674232310097,-33.049229879604226,-33,-33.0,-1.0,159.82,45.231999999991004,1447.4239999997121,1492.6559999997032,9891115.268000003,-33,-32,-1
2017-03-21,159.56,1.1308,0.8420784600912673,2.625223038,1.65,1.5956000000000001,1000.0,1595.6000000000001,2632.7400000000002,2977.1023920000002,-8.280653078056776,123638.94085000004,41.52995919194439,-34.38951844143467,-34,-34.0,-1.0,159.78,248.77599999999873,8209.607999999958,8458.383999999956,9899573.652000003,-34,-33,-1
