instrument,strategy,raw_sharpe,standard_cost,executed_sharpe,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_64/256,-0.8867900117790561,0.002,-0.6430452138206623,-0.6430452138206623,-0.6954443947649508,-413867.3698630134,643605.3965848133,-1392057.1300000013,-0.297306310886115,0.4589041095890411,8.473695900025172,1959.890410958904,115.64554794520548,584
