instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_16/64,-1.345419631534214,0.002,-0.48200457064448543,-0.5836405327378061,-365543.06974182435,758380.920025424,-1540081.7519999996,-0.23735302964736668,0.4802065404475043,13.1638313847474,2112.330464716007,80.23235800344234,581
