Date,PX_CLOSE_1D,FX_TO_USD,stdev_signal,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-02,68.285,0.6485,,0.5756596216396209,0.84,0.68285,1000.0,682.8499999999999,573.5939999999999,371.97570899999994,,125000.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,10000000.0,0,0,0
2017-01-03,67.54,0.6485,0.7449999999999903,0.5590872024883597,0.83,0.6754000000000001,1000.0,675.4000000000001,560.582,363.537427,-0.8565656565656636,125000.0,343.8435514921549,-29.452457743974726,-29,-29.0,-29.0,68.285,14010.842499999817,-0.0,14010.842499999817,10014010.8425,-29,0,-29
2017-01-04,68.585,0.6485,0.7642329664618059,0.5896780901358368,0.86,0.68585,1000.0,685.8499999999999,589.8309999999999,382.50540349999994,-0.2625996072082745,125175.13553125,327.2506332874589,-8.59358877599458,-9,-9.0,20.0,67.54,13553.649999999836,-19652.792499999763,-6099.142499999927,10007911.7,-9,-29,20
2017-01-05,67.755,0.6485,0.7679319533822979,0.5772185461211865,0.85,0.67755,1000.0,677.55,575.9174999999999,373.48249874999993,-0.7674020297596658,125098.89624999999,334.95249889537166,-25.70432275253804,-26,-26.0,-17.0,68.585,9150.334999999981,4844.29499999999,13994.629999999972,10021906.33,-26,-9,-17
2017-01-06,69.0,0.6485,0.8010167858668052,0.6339311871064877,0.92,0.6900000000000001,1000.0,690.0000000000001,634.8000000000002,411.6678000000001,0.25106029988568335,125273.829125,304.3080588887447,7.639967252223843,8,8.0,34.0,67.755,27451.0050000001,-20991.945000000076,6459.060000000023,10028365.39,8,-26,34
2017-01-09,69.52,0.6485,0.7883917292443565,0.7222159187663528,1.04,0.6951999999999999,1000.0,695.1999999999999,723.0079999999999,468.8706879999999,1.549126555604933,125354.56737500001,267.35424197598815,41.41655559986303,41,41.0,33.0,69.0,11128.259999999915,2697.7599999999793,13826.019999999895,10042191.41,41,8,33
2017-01-10,69.11,0.6485,0.7726901612518773,0.7499626657282047,1.09,0.6911,1000.0,691.1,753.2990000000001,488.5144015,2.069506820580337,125527.39262500001,256.95740440724757,53.17751010194188,53,53.0,12.0,69.52,-3190.6199999999735,-10901.284999999909,-14091.904999999882,10028099.505,53,41,12
2017-01-11,69.285,0.6485,0.752617109237705,0.7965732860108475,1.15,0.69285,1000.0,692.8499999999999,796.7774999999998,516.7102087499999,2.661995094348299,125351.24381250002,242.59486592251318,64.57863429998135,65,65.0,12.0,69.11,1361.8499999999779,6014.837499999901,7376.687499999879,10035476.1925,65,53,12
2017-01-12,69.88,0.6485,0.7449503513132864,0.8876954244856439,1.27,0.6988,1000.0,698.8,887.476,575.528186,3.7339263589343017,125443.45240625001,217.9623091583042,81.38552114203794,81,81.0,16.0,69.285,6173.7199999999875,25080.737499999952,31254.45749999994,10066730.65,81,65,16
2017-01-13,69.88,0.6485,0.7245368680538344,0.9648293458704054,1.38,0.6988,1000.0,698.8,964.3439999999998,625.3770839999999,4.572103495731173,125834.13312500001,201.2132141461711,91.9967639785014,92,92.0,11.0,69.88,0.0,0.0,0.0,10066730.65,92,81,11
2017-01-16,69.93,0.6485,0.7047786419004405,1.0242032675789208,1.46,0.6993,1000.0,699.3000000000001,1020.9780000000001,662.104233,5.2483005640226015,125834.13312500001,190.05184811286352,99.74492216442795,100,100.0,8.0,69.88,259.400000000059,2983.100000000678,3242.5000000007367,10069973.15,100,92,8
