instrument,strategy,standard_cost,turnover_lots,max_payable,decision,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_2/8,0.002,0.0009239267398974342,140.70379650926805,Good_trade,-0.7919301705739441,-0.9648071296058279,-1180162.1917808235,1490235.1692517432,-3287839.999999996,-0.35894757402453437,0.4691780821917808,0.3954944349315068,214.0291095890411,584
AD1,EWMA_4/16,0.002,0.000520825218353247,249.60388901873063,Good_trade,-0.9906227281916631,-1.2268145643868686,-1351287.6712328787,1364079.0108860042,-3464630.0000000084,-0.3900236594478705,0.4571917808219178,0.2003357769691781,192.32534246575344,584
AD1,EWMA_8/32,0.002,0.00031233374888450864,416.2214312871773,Good_trade,-1.2138631800459256,-1.4766008397026644,-1490781.3698630144,1228129.6561006256,-3965865.0000000037,-0.37590320645382863,0.4623287671232877,0.1090740047089041,174.611301369863,584
AD1,EWMA_16/64,0.002,0.00019702585885287316,659.8118681318681,Good_trade,-1.2978502623593051,-1.5190932521460172,-1484155.616438357,1143549.1901356752,-3805170.0000000033,-0.3900366124084747,0.464041095890411,0.06330265410958905,160.6455479452055,584
AD1,EWMA_32/128,0.002,0.00015219186435669836,854.184949698189,Good_trade,-1.1754638576663778,-1.2804410323661626,-1294936.9863013704,1101639.1340795283,-3276550.000000004,-0.3952135588656876,0.4657534246575342,0.04321623501712329,141.9794520547945,584
AD1,EWMA_64/256,0.002,0.0001338112168770702,971.5179566704675,Good_trade,-0.9116832167844297,-0.9796699681859944,-838570.9589041101,919805.1949029055,-2298580.0000000037,-0.3648213065910731,0.4537671232876712,0.029330318921232876,109.5958904109589,584
