instrument,strategy,raw_sharpe,standard_cost,executed_sharpe,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_8/32,-1.035862995524496,0.002,0.7120216017893687,0.7120216017893687,1.0280089754487236,572738.1435616428,804383.100347384,-607420.7674999991,0.9429018140405344,0.4794520547945205,19.152416356877325,7480.986301369863,195.3013698630137,584
