instrument,strategy,raw_sharpe,standard_cost,executed_sharpe,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_16/64,-1.1092262826171488,0.002,-0.3840879026588622,-0.3840879026588622,-0.4444978000424072,-319840.91068493185,832728.4157371834,-1006154.2350000014,-0.317884574311742,0.4811643835616438,12.041587614783333,4347.178082191781,180.5068493150685,584
