Date,PX_CLOSE_1D,FX_TO_USD,stdev_signal,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-02,68.285,0.6485,,0.5756596216396209,0.84,0.68285,1000.0,682.8499999999999,573.5939999999999,371.97570899999994,,125000.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,10000000.0,0,0,0
2017-01-03,67.54,0.6485,0.7449999999999903,0.5590872024883597,0.83,0.6754000000000001,1000.0,675.4000000000001,560.582,363.537427,-2.117647058823662,125000.0,343.8435514921549,-72.81392855128443,-73,-73.0,-73.0,68.285,35268.67249999954,-0.0,35268.67249999954,10035268.6725,-73,0,-73
2017-01-04,68.585,0.6485,0.7642329664618059,0.5896780901358368,0.86,0.68585,1000.0,685.8499999999999,589.8309999999999,382.50540349999994,-0.16446369998516439,125440.85840625,327.94532380050424,-5.393510134506372,-5,-5.0,68.0,67.54,46082.40999999945,-49470.822499999405,-3388.412499999955,10031880.26,-5,-73,68
2017-01-05,67.755,0.6485,0.7679319533822979,0.5772185461211865,0.85,0.67755,1000.0,677.55,575.9174999999999,373.48249874999993,-1.443795871014109,125398.50325000001,335.7546971268892,-48.47612453853954,-48,-48.0,-43.0,68.585,23144.964999999953,2691.2749999999946,25836.239999999947,10057716.5,-48,-5,-43
2017-01-06,69.0,0.6485,0.8010167858668052,0.6339311871064877,0.92,0.6900000000000001,1000.0,690.0000000000001,634.8000000000002,411.6678000000001,1.3226590154714213,125721.45625,305.3954092353105,40.39339913086676,40,40.0,88.0,67.755,71049.66000000027,-38754.36000000014,32295.300000000127,10090011.8,40,-48,88
2017-01-09,69.52,0.6485,0.7883917292443565,0.7222159187663528,1.04,0.6951999999999999,1000.0,695.1999999999999,723.0079999999999,468.8706879999999,4.133308730678037,126125.14750000002,268.99772309929523,111.185063741883,111,111.0,71.0,69.0,23942.619999999813,13488.799999999896,37431.41999999971,10127443.22,111,40,71
2017-01-10,69.11,0.6485,0.7726901612518773,0.7499626657282047,1.09,0.6911,1000.0,691.1,753.2990000000001,488.5144015,4.401973319956365,126593.04025000002,259.1388091349852,114.07221239774697,114,114.0,3.0,69.52,-797.6549999999934,-29513.234999999753,-30310.889999999745,10097132.33,114,111,3
2017-01-11,69.285,0.6485,0.752617109237705,0.7965732860108475,1.15,0.69285,1000.0,692.8499999999999,796.7774999999998,516.7102087499999,4.899476821452035,126214.154125,244.2648741745032,119.67700893128763,120,120.0,6.0,69.11,680.9249999999889,12937.57499999979,13618.499999999778,10110750.83,120,114,6
2017-01-12,69.88,0.6485,0.7449503513132864,0.8876954244856439,1.27,0.6988,1000.0,698.8,887.476,575.528186,6.611651418621783,126384.38537500001,219.5972125247051,145.19002217143557,145,145.0,25.0,69.285,9646.43749999998,46302.899999999914,55949.33749999989,10166700.1675,145,120,25
2017-01-13,69.88,0.6485,0.7245368680538344,0.9648293458704054,1.38,0.6988,1000.0,698.8,964.3439999999998,625.3770839999999,7.382565970241076,127083.75209375001,203.21139892255795,150.02215584507604,150,150.0,5.0,69.88,0.0,0.0,0.0,10166700.1675,150,145,5
2017-01-16,69.93,0.6485,0.7047786419004405,1.0242032675789208,1.46,0.6993,1000.0,699.3000000000001,1020.9780000000001,662.104233,7.700803444082791,127083.75209375001,191.9391928940439,147.80859976929244,148,148.0,-2.0,69.88,-64.85000000001475,4863.750000001106,4798.900000001091,10171499.0675,148,150,-2
2017-01-17,70.04,0.6485,0.6859428841711442,1.0882852337443436,1.55,0.7004,1000.0,700.4,1085.62,704.0245699999999,7.9400407886997755,127143.73834375001,180.5955981674759,143.39364157093934,143,143.0,-5.0,69.93,-356.67499999999814,10557.579999999945,10200.904999999948,10181699.9725,143,148,-5
2017-01-18,69.595,0.6485,0.675120958373006,1.118435365433618,1.61,0.69595,1000.0,695.9499999999999,1120.4795,726.6309557499999,6.306790425370195,127271.24965625,175.15252914718673,110.46502938048513,110,110.0,-33.0,70.04,9523.222500000158,-41267.297500000685,-31744.07500000053,10149955.897499999,110,143,-33
2017-01-19,69.32,0.6485,0.6597264133040306,1.1180218766431145,1.61,0.6931999999999999,1000.0,693.1999999999999,1116.052,723.7597219999999,4.313731009250628,126874.44871874999,175.2991287884213,75.61932877492325,76,76.0,-34.0,69.595,6063.475000000125,-19617.125000000404,-13553.650000000278,10136402.247499999,76,110,-34
2017-01-20,69.84,0.6485,0.6529385326474552,1.128697885464725,1.62,0.6984,1000.0,698.4,1131.4080000000001,733.7180880000001,4.6951195568140385,126705.02809374999,172.68897982211115,81.07954064090589,81,81.0,5.0,69.32,1686.1000000000329,25628.720000000503,27314.820000000534,10163717.067499999,81,76,5
2017-01-23,70.335,0.6485,0.645390212146013,1.156741183952782,1.64,0.7033499999999999,1000.0,703.3499999999999,1153.4939999999997,748.0408589999997,6.330943837233974,127046.46334374999,169.83893568807053,107.52407632167674,108,108.0,27.0,69.84,8667.20249999983,26001.60749999949,34668.80999999932,10198385.877499998,108,81,27
2017-01-24,70.635,0.6485,0.631568155738441,1.17904700216704,1.67,0.70635,1000.0,706.35,1179.6045,764.9735182499999,8.02622101108933,127479.82346874998,166.64606084715274,133.75381149866882,134,134.0,26.0,70.335,5058.300000000191,21011.400000000795,26069.700000000987,10224455.577499999,134,108,26
2017-01-25,71.155,0.6485,0.6260459731197525,1.2341036558243448,1.73,0.71155,1000.0,711.5500000000001,1230.9815,798.2915027500001,10.306337496364185,127805.69471874999,160.09902933762623,165.0034629193887,165,165.0,31.0,70.635,10453.81999999992,45187.47999999965,55641.299999999566,10280096.877499998,165,134,31
2017-01-26,71.255,0.6485,0.6093344755857205,1.2422055989189549,1.74,0.71255,1000.0,712.5500000000001,1239.8370000000002,804.0342945000001,11.63994390747399,128501.21096874998,159.82055970468303,186.03023502236084,186,186.0,21.0,71.155,1361.8499999999226,10700.24999999939,12062.099999999313,10292158.977499997,186,165,21
2017-01-27,71.235,0.6485,0.5926554445381504,1.2218961698874091,1.72,0.71235,1000.0,712.35,1225.242,794.5694369999999,11.904926533374868,128651.98721874997,161.91408985537157,192.75753444464556,193,193.0,7.0,71.255,-90.78999999998193,-2412.41999999952,-2503.2099999995016,10289655.767499998,193,186,7
2017-01-30,70.695,0.6485,0.5899293741037179,1.1875269470565546,1.68,0.70695,1000.0,706.9499999999999,1187.676,770.2078859999999,9.425407432621201,128620.69709374999,166.99478080097197,157.39938481704294,157,157.0,-36.0,71.235,12606.840000000146,-67586.67000000078,-54979.83000000064,10234675.937499998,157,193,-36
2017-01-31,70.645,0.6485,0.5738815991705943,1.1506694790361869,1.63,0.70645,1000.0,706.45,1151.5135,746.75650475,7.669188720655767,127933.44921874999,171.3188280316081,131.38764235759737,131,131.0,-26.0,70.695,843.049999999952,-5090.72499999971,-4247.674999999758,10230428.2625,131,157,-26
2017-02-01,71.34,0.6485,0.5810743345788407,1.140265210372284,1.6,0.7134,1000.0,713.4000000000001,1141.4400000000003,740.2238400000001,8.694592368533431,127880.35328124999,172.75903094562582,150.2069352055069,150,150.0,19.0,70.645,8563.44250000009,59042.68250000063,67606.12500000071,10298034.3875,150,131,19
