instrument,strategy,raw_sharpe,standard_cost,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
AD1,EWMA_32/128,-1.0636235425603224,0.002,-0.6195092856895758,-0.6630142430270584,-509327.9912328767,822147.4689696439,-1524179.2775000008,-0.3341654087229752,0.4777397260273973,9.832751785154858,3117.150684931507,158.5085616438356,584
