instrument,strategy,standard_cost,turnover_lots,max_payable,decision,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_2/8,0.002,0.0008425801297758215,154.28799636491317,Good_trade,-0.03449118745219011,-0.040038083117947,-71274.62994835444,2066459.1512586114,-4140090.000000002,-0.01721571993564256,0.5077452667814114,0.3255230744406196,193.17039586919105,581
RX1,EWMA_4/16,0.002,0.00044209103037228854,294.05708568781847,Good_trade,-0.6203729506418764,-0.6492420117295986,-1006013.907056797,1621627.6128994864,-3648670.0000000075,-0.2757207166054466,0.49225473321858865,0.14515651893287435,164.17039586919105,581
RX1,EWMA_8/32,0.002,0.00027934888613063383,465.36788386980436,Good_trade,-1.2502406048004817,-1.1702320579744765,-1714177.762478487,1371078.29956622,-4670760.000000009,-0.3670018931562494,0.4784853700516351,0.07456836273666093,133.46815834767642,581
RX1,EWMA_16/64,0.002,0.00021404184983233297,607.3578606325534,Good_trade,-1.3119621279601819,-1.263970304794831,-1774326.7469879538,1352422.2301650194,-4461130.0,-0.3977303389472967,0.47332185886402756,0.052293997418244406,122.15834767641996,581
RX1,EWMA_32/128,0.002,0.00017561381266064364,740.2606778500515,Good_trade,-1.107253615265484,-1.102460019825591,-1460645.2323580051,1319160.4996546246,-3659270.0000000033,-0.39916301129952253,0.4457831325301205,0.039277646299483646,111.82960413080895,581
RX1,EWMA_64/256,0.002,0.00015405421185167134,843.8587847579815,Good_trade,-0.9594926148807701,-0.9834575140572307,-965089.156626507,1005832.813779846,-2562900.0000000037,-0.3765613783707931,0.43201376936316693,0.026113382099827883,84.7538726333907,581
