Date,PX_CLOSE_1D,FX_TO_USD,POINT_VALUE,price_volatility,one_pct_move,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,trade_pnl_usd,carry_pnl_usd,pnl_usd,portfolio_nav_usd
2017-03-02,67.305,1.0,1000.0,1.2,0.67305,673.0500000000001,807.6600000000001,807.6600000000001,148.57590136938813,119998.81250000003,148.57590136938813,26.615408119336188,19,19.0,0.0,0.0,-4464.999999999989,-4464.999999999989,9623600.000000002
2017-03-03,67.715,1.0,1000.0,1.17,0.67715,677.15,792.2655,792.2655,151.83672645091832,120295.00000000003,151.83672645091832,51.77430718678632,37,37.0,18.0,0.0,7789.999999999935,7789.999999999935,10040890.000000002
2017-03-06,67.22,1.0,1000.0,1.16,0.6722,672.2,779.752,779.752,160.96287665821959,125511.12500000003,160.96287665821959,39.83990526934678,28,28.0,-9.0,0.0,-18315.000000000167,-18315.000000000167,10002175.000000004
2017-03-07,65.865,1.0,1000.0,1.24,0.65865,658.65,816.726,816.726,153.08339332897455,125027.18750000006,153.08339332897455,-19.93920859605033,-14,-14.0,-42.0,0.0,-37940.00000000011,-37940.00000000011,9905435.000000002
2017-03-08,66.155,1.0,1000.0,1.21,0.66155,661.55,800.4754999999999,800.4754999999999,154.68048366252313,123817.93750000003,154.68048366252313,-26.191746493407464,-19,-19.0,-5.0,0.0,-4060.0000000000873,-4060.0000000000873,10016575.000000004
2017-03-09,66.125,1.0,1000.0,1.18,0.66125,661.25,780.275,780.275,160.46546089519728,125207.18750000006,160.46546089519728,-28.33674516922348,-20,-20.0,-1.0,0.0,570.0000000000216,570.0000000000216,10091095.000000002
2017-03-10,66.085,1.0,1000.0,1.14,0.6608499999999999,660.8499999999999,753.3689999999998,753.3689999999998,167.4328084909255,126138.68750000003,167.4328084909255,-25.922881195251108,-18,-18.0,2.0,0.0,800.000000000125,800.000000000125,10100715.000000002
2017-04-03,68.04,1.0,1000.0,1.27,0.6804000000000001,680.4000000000001,864.1080000000002,864.1080000000002,146.11476516824285,126258.93750000003,146.11476516824285,120.84790813930351,86,86.0,104.0,0.0,-35190.000000000226,-35190.000000000226,10007005.000000002
2017-04-04,67.6,1.0,1000.0,1.25,0.6759999999999999,675.9999999999999,844.9999999999999,844.9999999999999,148.0326183431953,125087.56250000003,148.0326183431953,109.90907263541742,78,78.0,-8.0,0.0,-37840.000000001026,-37840.000000001026,10005245.0
2017-04-05,67.415,1.0,1000.0,1.22,0.67415,674.15,822.463,822.463,152.06223562640508,125065.5625,152.06223562640508,106.27110695503754,76,76.0,-2.0,0.0,-14429.999999999069,-14429.999999999069,9978335.000000002
2017-04-06,66.98,1.0,1000.0,1.21,0.6698000000000001,669.8000000000001,810.4580000000001,810.4580000000001,153.8996314429619,124729.18750000003,153.8996314429619,81.0532073939575,58,58.0,-18.0,0.0,-33060.000000000175,-33060.000000000175,9944245.0
2017-04-07,66.845,1.0,1000.0,1.18,0.66845,668.45,788.771,788.771,157.59081216221185,124303.0625,157.59081216221185,71.24098338576675,51,51.0,-7.0,0.0,-7830.0000000002965,-7830.0000000002965,9985635.0
2017-04-10,66.585,1.0,1000.0,1.15,0.6658499999999999,665.8499999999999,765.7274999999998,765.7274999999998,163.0089522708797,124820.4375,163.0089522708797,67.756262876774,48,48.0,-3.0,0.0,-13260.00000000026,-13260.00000000026,9988615.000000002
2017-04-11,66.7,1.0,1000.0,1.12,0.667,667.0,747.0400000000001,747.0400000000001,167.1365489130435,124857.68750000003,167.1365489130435,69.54635203109109,50,50.0,2.0,0.0,5520.000000000437,5520.000000000437,10021195.000000002
2017-04-12,67.165,1.0,1000.0,1.09,0.6716500000000001,671.6500000000001,732.0985000000002,732.0985000000002,171.10393956550928,125264.93750000003,171.10393956550928,95.75540744458641,68,68.0,18.0,0.0,23250.00000000017,23250.00000000017,10049685.000000002
2017-05-01,66.435,1.0,1000.0,1.11,0.66435,664.35,737.4285000000001,737.4285000000001,170.35015937138314,125621.06250000003,170.35015937138314,71.92267313151616,51,51.0,-17.0,0.0,-49640.00000000027,-49640.00000000027,9800125.000000002
2017-05-02,66.745,1.0,1000.0,1.08,0.6674500000000001,667.45,720.8460000000001,720.8460000000001,169.94137790873503,122501.56250000003,169.94137790873503,71.5466506579309,51,51.0,0.0,0.0,15810.000000000116,15810.000000000116,9808195.000000002
2017-05-03,66.975,1.0,1000.0,1.05,0.66975,669.75,703.2375000000001,703.2375000000001,174.3400167084378,122602.43750000003,174.3400167084378,109.69763671564151,78,78.0,27.0,0.0,11729.999999999478,11729.999999999478,9819925.000000002
2017-05-04,67.065,1.0,1000.0,1.02,0.67065,670.65,684.063,684.063,179.44116623761266,122749.06250000003,179.44116623761266,125.6355226102282,90,90.0,12.0,0.0,7020.000000000266,7020.000000000266,9759005.000000004
2017-05-05,67.66,1.0,1000.0,1.0,0.6766,676.6,676.6,676.6,180.29494900975473,121987.56250000006,180.29494900975473,178.6004970791515,127,127.0,37.0,0.0,53549.9999999999,53549.9999999999,9781315.000000004
2017-05-08,67.975,1.0,1000.0,0.98,0.67975,679.75,666.155,666.155,183.54052360186452,122266.43750000006,183.54052360186452,222.6656913516751,159,159.0,32.0,0.0,40004.99999999971,40004.99999999971,9821320.000000004
2017-05-09,67.745,1.0,1000.0,0.96,0.6774500000000001,677.4500000000002,650.3520000000001,650.3520000000001,188.7693126183975,122766.50000000006,188.7693126183975,231.51310382464163,165,165.0,6.0,0.0,-36569.99999999837,-36569.99999999837,9775570.000000004
2017-05-10,67.81,1.0,1000.0,0.93,0.6781,678.1,630.633,630.633,193.76503449708477,122194.62500000006,193.76503449708477,239.67415842352634,171,171.0,6.0,0.0,10724.999999999625,10724.999999999625,9802105.000000004
2017-05-11,67.085,1.0,1000.0,0.95,0.67085,670.8499999999999,637.3074999999999,637.3074999999999,192.25619108515133,122526.31250000006,192.25619108515133,168.00353099761,120,120.0,-51.0,0.0,-123975.00000000146,-123975.00000000146,9667330.000000002
2017-05-12,66.49,1.0,1000.0,0.95,0.6648999999999999,664.9,631.655,631.655,191.30953606003283,120841.62500000003,191.30953606003283,99.59204262021447,71,71.0,-49.0,0.0,-71399.99999999987,-71399.99999999987,9623530.000000002
