instrument,strategy,signal_sharpe,executed_sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,CARRY,22.401358250006318,0.9668728449689024,1.4052455745765995,2943592.0584922507,3044445.889456049,-2341999.88,1.2568711397595165,0.45438898450946646,11.02826333925422,6048.385542168675,274.2220309810671,581
