Date,PX_CLOSE_1D,near,far,FX_TO_USD,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-01-31,70.645,70.645,70.895,0.6485,1.1506694790361869,1.63,0.70645,1000.0,706.45,1151.5135,746.75650475,9.801673390695159,128235.32596875001,171.7230786113886,168.31735301935004,168,168.0,8.0,70.695,-259.39999999998525,-5187.999999999704,-5447.3999999996895,10253378.6775,168,160,8
2017-02-01,71.34,71.34,71.595,0.6485,1.140265210372284,1.6,0.7134,1000.0,713.4000000000001,1141.4400000000003,740.2238400000001,9.873951848447074,128167.23346875001,173.1465896434111,170.96410888618658,171,171.0,3.0,70.645,1352.1225000000143,75718.8600000008,77070.98250000081,10330449.66,171,168,3
2017-02-02,70.83,70.83,71.085,0.6485,1.1144397695637491,1.57,0.7083,1000.0,708.3000000000001,1112.0310000000002,721.1521035000001,9.935818970784494,129130.62075,179.06156013867883,177.91232461641536,178,178.0,7.0,71.34,-2315.145000000023,-56555.685000000565,-58870.83000000059,10271578.83,178,171,7
2017-02-03,69.36,69.36,69.62,0.6485,1.0610313378903002,1.53,0.6936,1000.0,693.6,1061.208,688.193388,8.89805719693794,128394.735375,186.56781307959906,166.00910718898984,166,166.0,-12.0,70.83,11439.53999999999,-169686.50999999986,-158246.96999999988,10113331.86,166,178,-12
2017-02-06,68.89,68.89,69.16,0.6485,1.0314777829172743,1.5,0.6889000000000001,1000.0,688.9000000000001,1033.3500000000001,670.127475,9.36487105180705,126416.64825,188.6456726013211,176.66423983927825,177,177.0,11.0,69.36,-3352.7449999999917,-50595.96999999988,-53948.714999999866,10059383.145,177,166,11
2017-02-07,69.505,69.505,69.75,0.6485,0.9187111442950416,1.32,0.69505,1000.0,695.05,917.466,594.9767009999999,8.52109251882443,125742.2893125,211.3398543189341,180.08464515665145,180,180.0,3.0,68.89,1196.4824999999898,70592.46749999942,71788.9499999994,10131172.094999999,180,177,3
2017-02-08,69.335,69.335,69.58,0.6485,0.8854618380550859,1.28,0.6933499999999999,1000.0,693.3499999999999,887.4879999999999,575.5359679999999,8.743935622856483,126639.65118749999,220.03777040655783,192.3996099031817,192,192.0,12.0,69.505,-1322.9400000000132,-19844.1000000002,-21167.040000000212,10110005.054999998,192,180,12
2017-02-09,69.475,69.475,69.715,0.6485,0.768075951095893,1.11,0.69475,1000.0,694.75,771.1725,500.10536625,8.794434063774196,126375.06318749998,252.69687493080363,222.23260047007471,222,222.0,30.0,69.335,2723.700000000011,17431.68000000007,20155.38000000008,10130160.434999999,222,192,30
2017-02-10,69.21,69.21,69.445,0.6485,0.7577213647851413,1.09,0.6920999999999999,1000.0,692.0999999999999,754.389,489.22126649999996,8.807088836969825,126627.00543749999,258.8338122408667,227.95723784168808,228,228.0,6.0,69.475,-1031.115000000002,-38151.25500000008,-39182.37000000008,10090978.065,228,222,6
2017-02-13,69.7,69.7,69.935,0.6485,0.7536960041368495,1.08,0.6970000000000001,1000.0,697.0000000000001,752.7600000000002,488.1648600000001,8.887652884181334,126137.2258125,258.3906301909973,229.64862296624491,230,230.0,2.0,69.21,635.5300000000118,72450.42000000134,73085.95000000135,10164064.015,230,228,2
2017-02-14,69.96,69.96,70.19,0.6485,0.7297643455151624,1.04,0.6996,1000.0,699.6,727.5840000000001,471.838224,8.89522223417708,127050.80018750002,269.26771449423734,239.51961609151857,240,240.0,10.0,69.7,1686.099999999941,38780.29999999864,40466.39999999858,10204530.415,240,230,10
2017-02-15,69.07,69.07,69.305,0.6485,0.7403840782448731,1.07,0.6907,1000.0,690.6999999999999,739.049,479.27327649999995,8.776240068823622,127556.63018749999,266.14592643055494,233.57605436940202,234,234.0,-6.0,69.96,3462.990000000002,-138519.6000000001,-135056.6100000001,10069473.805,234,240,-6
2017-02-16,69.025,69.025,69.26,0.6485,0.7675528211911693,1.11,0.69025,1000.0,690.25,766.1775000000001,496.8661087500001,9.022068524951301,125868.4225625,253.32462880021293,228.5512160093373,229,229.0,-5.0,69.07,145.91249999995944,-6828.704999998102,-6682.792499998142,10062791.012500001,229,234,-5
2017-02-17,69.025,69.025,69.26,0.6485,0.7922558509209864,1.15,0.69025,1000.0,690.25,793.7874999999999,514.77119375,9.276261034567023,125784.88765625002,244.3510615656901,226.66642311568984,227,227.0,-2.0,69.025,-0.0,0.0,0.0,10062791.012500001,227,229,-2
