Date,PX_CLOSE_1D,near,far,FX_TO_USD,st_dev_input,price_volatility,one_pct_move,POINT_VALUE,block_value,icv_local,ivv_usd,forecast,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,exec_price,trade_pnl_usd,carry_pnl_usd,pnl_usd,nav_usd,Target_Pos_rounded,Current_pos,trades_needed
2017-02-20,68.845,68.845,69.085,0.6485,0.8239754749496823,1.2,0.68845,1000.0,688.45,826.14,535.7517899999999,9.712908627433334,125784.88765625002,234.78202033865355,228.04163109135365,228,228.0,1.0,69.025,-116.73000000000442,-26497.710000001003,-26614.440000001006,10036176.5725,228,227,1
2017-02-21,68.585,68.585,68.82,0.6485,0.8663824694201627,1.26,0.68585,1000.0,685.8499999999999,864.1709999999999,560.4148935,9.717975613444946,125452.20715625,223.85594781886363,217.54266418283208,218,218.0,-10.0,68.845,1686.1000000000329,-38443.08000000075,-36756.980000000716,9999419.5925,218,228,-10
2017-02-22,68.01,68.01,68.25,0.6485,0.9423577257701048,1.39,0.6801,1000.0,680.1,945.3389999999999,613.0523414999999,9.893551026869428,124992.74490625,203.8859269347559,201.71558217895796,202,202.0,-16.0,68.585,5966.199999999882,-81289.47499999839,-75323.27499999851,9924096.3175,202,218,-16
2017-02-23,68.09,68.09,68.325,0.6485,0.9994508908989096,1.47,0.6809000000000001,1000.0,680.9000000000001,1000.9230000000001,649.0985655000001,9.954266204627967,124051.20396875002,191.1130459411715,190.23901344757152,190,190.0,-12.0,68.01,-622.5599999999866,10479.759999999776,9857.19999999979,9933953.5175,190,202,-12
2017-02-24,67.29,67.29,67.525,0.6485,1.114642132398854,1.66,0.6729,1000.0,672.9000000000001,1117.0140000000001,724.383579,9.629652444809512,124174.41896875,171.42080876566916,165.07228102215498,165,165.0,-25.0,68.09,12969.999999999953,-98571.99999999964,-85601.99999999968,9848351.5175,165,190,-25
2017-02-27,67.385,67.385,67.615,0.6485,1.1935617216209276,1.77,0.6738500000000001,1000.0,673.85,1192.7145,773.47535325,9.682027408447114,123104.39396875001,159.1574876322667,154.09671575151887,154,154.0,-11.0,67.29,-677.6824999999918,10165.237499999877,9487.554999999886,9857839.0725,154,165,-11
2017-02-28,67.375,67.375,67.605,0.6485,1.2460986785371768,1.85,0.67375,1000.0,673.75,1246.4375,808.31471875,9.95471439047876,123222.98840625,152.44432094074125,151.75396754155594,152,152.0,-2.0,67.385,12.970000000006635,-998.6900000005108,-985.7200000005042,9856853.3525,152,154,-2
2017-03-01,67.54,67.54,67.775,0.6485,1.2451070904352588,1.84,0.6754000000000001,1000.0,675.4000000000001,1242.7360000000003,805.9142960000001,10.427716677206444,123210.66690625,152.88308883187995,159.42215350750286,159,159.0,7.0,67.375,749.0175000000282,16264.380000000614,17013.397500000643,9873866.75,159,152,7
2017-03-02,67.305,67.305,67.545,0.6485,1.2328861801962443,1.83,0.67305,1000.0,673.0500000000001,1231.6815000000001,798.74545275,10.883046034223248,123423.334375,154.52148610056673,168.16644465090556,168,168.0,9.0,67.54,-1371.5774999999967,-24231.20249999994,-25602.779999999937,9848263.97,168,159,9
2017-03-03,67.715,67.715,67.955,0.6485,1.1798295074510885,1.74,0.67715,1000.0,677.15,1178.241,764.0892885,10.977569164605189,123103.29962500001,161.1111443096745,176.86087298481397,177,177.0,9.0,67.305,2392.9649999999797,44668.67999999963,47061.64499999961,9895325.615,177,168,9
2017-03-06,67.22,67.22,67.46,0.6485,1.1725912189046683,1.74,0.6722,1000.0,672.2,1169.6280000000002,758.5037580000001,10.97383461825342,123691.57018750001,163.0731145138242,178.95373893582084,179,179.0,2.0,67.715,-642.0150000000059,-56818.327500000516,-57460.34250000052,9837865.272499999,179,177,2
2017-03-07,65.865,65.865,66.125,0.6485,1.2512443806010685,1.9,0.65865,1000.0,658.65,1251.435,811.5555975,10.209903916394289,122973.31590624999,151.52790059617573,154.7085305739899,155,155.0,-24.0,67.22,21089.22000000006,-157290.43250000043,-136201.21250000037,9701664.059999999,155,179,-24
2017-03-08,66.155,65.9,66.155,0.6485,1.2138749249074938,1.83,0.66155,1000.0,661.55,1210.6365,785.09777025,10.294589459951862,121270.80075,154.46585806935042,159.0162594403155,159,159.0,4.0,65.865,752.2600000000161,29150.075000000626,29902.335000000643,9731566.395,159,155,4
2017-03-09,66.125,65.875,66.125,0.6485,1.1908856298231407,1.8,0.66125,1000.0,661.25,1190.25,771.877125,10.376496271630822,121644.5799375,157.59578305614383,163.52920553068162,164,164.0,5.0,66.155,-97.27500000000369,-3093.345000000117,-3190.620000000121,9728375.774999999,164,159,5
2017-03-10,66.085,65.835,66.085,0.6485,1.241862277651049,1.88,0.6608499999999999,1000.0,660.8499999999999,1242.3979999999997,805.6951029999998,10.667189843010144,121604.69718749999,150.93140908354263,161.0013993967175,161,161.0,-3.0,66.125,77.82000000001216,-4254.160000000665,-4176.340000000652,9724199.434999999,161,164,-3
2017-03-13,66.975,66.655,66.975,0.6485,1.2508634351196588,1.87,0.66975,1000.0,669.75,1252.4325000000001,812.20247625,13.158954686263902,121552.49293749999,149.6578704102418,196.9341135171127,197,197.0,36.0,66.085,20777.940000000013,92923.56500000005,113701.50500000006,9837900.94,197,161,36
2017-03-14,67.085,67.085,67.285,0.6485,1.2257344736875373,1.83,0.67085,1000.0,670.8499999999999,1227.6554999999998,796.1345917499999,8.3106848371963,122973.76175,154.4635329557642,128.36977412352405,128,128.0,-69.0,66.975,-4922.114999999974,14052.994999999926,9130.879999999952,9847031.82,128,197,-69
2017-03-15,66.47,66.47,66.65,0.6485,1.2236095169563357,1.84,0.6647,1000.0,664.6999999999999,1223.048,793.146628,7.421667330272153,123087.89775,155.18933499141096,115.17636175124157,115,115.0,-13.0,67.085,5184.757499999957,-51049.919999999576,-45865.16249999962,9801166.6575,115,128,-13
2017-03-16,66.72,66.72,66.945,0.6485,1.192326052995922,1.79,0.6672,1000.0,667.2,1194.288,774.495768,9.481772707251732,122514.58321875002,158.18625263133785,149.98860928622466,150,150.0,35.0,66.47,5674.375,18644.375,24318.75,9825485.4075,150,115,35
2017-03-17,67.35,67.35,67.535,0.6485,1.152398115519488,1.71,0.6735,1000.0,673.5,1151.685,746.8677224999999,7.714757837141594,122818.56759375002,164.4448727582414,126.8652370889395,127,127.0,-23.0,66.72,-9396.76499999993,61283.249999999556,51886.48499999962,9877371.8925,127,150,-23
2017-03-20,67.385,67.385,67.595,0.6485,1.0699301768431304,1.59,0.6738500000000001,1000.0,673.85,1071.4215000000002,694.8168427500001,9.002942918441853,123467.14865625,177.69740319993127,159.9799577764328,160,160.0,33.0,67.35,749.0175000002312,2882.5825000008895,3631.600000001121,9881003.492500002,160,127,33
2017-03-21,66.87,66.87,67.11,0.6485,0.9513785173734082,1.42,0.6687000000000001,1000.0,668.7,949.554,615.785769,10.299410891894594,123512.54365625003,200.57713229850563,206.58263010602118,207,207.0,47.0,67.385,-15696.942500000016,-53436.40000000005,-69133.34250000007,9811870.150000002,207,160,47
2017-03-22,67.505,67.505,67.73,0.6485,0.8878297509393254,1.32,0.6750499999999999,1000.0,675.05,891.066,577.856301,9.536125527666519,122648.37687500003,212.24719132205158,202.40158593417357,202,202.0,-5.0,66.87,-2058.9874999999706,85242.08249999877,83183.0949999988,9895053.245000001,202,207,-5
2017-03-23,66.985,66.985,67.185,0.6485,0.8195460125295083,1.22,0.6698500000000001,1000.0,669.85,817.217,529.9652245,8.48586209260325,123688.16556250001,233.3892109226499,198.05086577910993,198,198.0,-4.0,67.505,1348.8799999999896,-68118.43999999948,-66769.55999999949,9828283.685000002,198,202,-4
2017-03-24,66.685,66.685,66.89,0.6485,0.7416823219229733,1.11,0.66685,1000.0,666.85,740.2035000000001,480.02196975000004,8.862399342275884,122853.54606250004,255.9331734888787,226.81819883944186,227,227.0,29.0,66.985,-5641.949999999947,-38520.89999999964,-44162.849999999584,9784120.835000003,227,198,29
2017-03-27,66.69,66.69,66.91,0.6485,0.6615961129368043,0.99,0.6668999999999999,1000.0,666.9,660.231,428.15980349999995,9.778805992432927,122301.51043750004,285.64454074797345,279.3262546772034,279,279.0,52.0,66.685,168.60999999984665,736.0474999993305,904.6574999991772,9785025.492500002,279,227,52
2017-03-28,67.225,67.225,67.445,0.6485,0.5858623985087673,0.87,0.6722499999999999,1000.0,672.2499999999999,584.8574999999998,379.2800887499999,9.748019184496071,122312.81865625002,322.486790855166,314.36074240027307,314,314.0,35.0,66.69,12143.162499999922,96798.35249999937,108941.51499999929,9893967.0075,314,279,35
2017-03-29,66.995,66.995,67.21,0.6485,0.5502301033686988,0.82,0.66995,1000.0,669.95,549.359,356.2593115,9.73796424457961,123674.58759375001,347.1476635179822,338.05115349274644,338,338.0,24.0,67.225,-3579.7199999998406,-46834.66999999791,-50414.38999999775,9843552.617500003,338,314,24
2017-03-30,67.28,67.28,67.5,0.6485,0.505633431107104,0.75,0.6728000000000001,1000.0,672.8000000000001,504.6,327.2331,10.1501633428243,123044.40771875005,376.01455268049,381.6609128985986,382,382.0,44.0,66.995,8132.189999999903,62470.00499999925,70602.19499999915,9914154.812500002,382,338,44
2017-03-31,67.01,67.01,67.24,0.6485,0.5013606486218082,0.75,0.6701,1000.0,670.1,502.57500000000005,325.9198875,10.816194469656832,123926.93515625002,380.2374138836496,411.27218132049467,411,411.0,29.0,67.28,-5077.754999999925,-66886.28999999902,-71964.04499999894,9842190.767500004,411,382,29
2017-04-03,68.04,68.04,68.27,0.6485,0.5401124111267364,0.79,0.6804000000000001,1000.0,680.4000000000001,537.5160000000001,348.57912600000003,9.8883882789111,123027.38459375006,352.93962092770306,349.0004010744825,349,349.0,-62.0,67.01,-41413.21000000004,274529.50500000035,233116.2950000003,10075307.062500004,349,411,-62
2017-04-04,67.6,67.6,67.815,0.6485,0.5486678564059797,0.81,0.6759999999999999,1000.0,675.9999999999999,547.56,355.09265999999997,9.31760786366144,125941.33828125005,354.67175886217996,330.4692369392882,330,330.0,-19.0,68.04,5421.460000000147,-99583.6600000027,-94162.20000000254,9981144.8625,330,349,-19
2017-04-05,67.415,67.415,67.635,0.6485,0.5440463368621599,0.81,0.67415,1000.0,674.15,546.0615,354.12088275,9.767550114358256,124764.31078125001,352.3212463844735,344.13154304135077,344,344.0,14.0,67.6,-1679.6149999998913,-39590.92499999744,-41270.53999999733,9939874.322500004,344,330,14
2017-04-06,66.98,66.98,67.2,0.6485,0.5400792380010608,0.81,0.6698000000000001,1000.0,669.8000000000001,542.5380000000001,351.83589300000006,9.837786671837176,124248.42903125005,353.14313150889933,347.41467924090927,347,347.0,3.0,67.415,-846.2925000000043,-97041.5400000005,-97887.83250000051,9841986.490000002,347,344,3
2017-04-07,66.845,66.845,67.07,0.6485,0.5181419528660274,0.78,0.66845,1000.0,668.45,521.3910000000001,338.1220635,10.323635682724797,123024.83112500003,363.8473924225297,375.62279234795994,376,376.0,29.0,66.98,-2538.877500000096,-30378.98250000115,-32917.860000001245,9809068.63,376,347,29
2017-04-10,66.585,66.585,66.83,0.6485,0.5195290335035805,0.78,0.6658499999999999,1000.0,665.8499999999999,519.3629999999999,336.80690549999997,11.46628207458617,122613.35787500002,364.04644878933465,417.42592700699,417,417.0,41.0,66.845,-6913.010000000136,-63397.360000001245,-70310.37000000138,9738758.26,417,376,41
2017-04-11,66.7,66.7,66.94,0.6485,0.4739174506034604,0.71,0.667,1000.0,667.0,473.57,307.110145,11.529906198683117,121734.47825,396.3870299693291,457.0305273920958,457,457.0,40.0,66.585,2983.100000000236,31098.817500002457,34081.917500002695,9772840.177500002,457,417,40
2017-04-12,67.165,67.165,67.395,0.6485,0.4454835387753399,0.66,0.6716500000000001,1000.0,671.6500000000001,443.2890000000001,287.47291650000005,11.05374931185919,122160.50221875003,424.946126077063,469.7247948701564,470,470.0,13.0,66.7,3920.1825000000285,137809.492500001,141729.67500000104,9914569.852500003,470,457,13
2017-04-13,68.06,68.06,68.29,0.6485,0.4567431809231164,0.67,0.6806,1000.0,680.6,456.00200000000007,295.71729700000003,10.336955752405718,123932.12315625005,419.0898686465744,433.21134284811643,433,433.0,-37.0,67.165,-21475.077499999905,272791.5249999988,251316.4474999989,10165886.300000003,433,470,-37
2017-04-14,67.225,67.225,67.465,0.6485,0.4088940367867287,0.61,0.6722499999999999,1000.0,672.2499999999999,410.07249999999993,265.93201624999995,10.301675841751809,127073.57875000004,477.8423468595804,492.25769608093276,492,492.0,59.0,68.06,-31948.352500000306,-234468.41750000225,-266416.7700000026,9899469.53,492,433,59
2017-04-17,67.18,67.18,67.43,0.6485,0.4080492208705665,0.61,0.6718000000000001,1000.0,671.8000000000001,409.79800000000006,265.754003,11.030928232381017,123743.369125,465.6312519401636,513.6344922905669,514,514.0,22.0,67.225,-642.0149999998215,-14357.78999999601,-14999.804999995831,9884469.725000003,514,492,22
2017-04-18,67.44,67.44,67.685,0.6485,0.4128566135109579,0.61,0.6744,1000.0,674.4,411.38399999999996,266.78252399999997,11.033234951965984,123555.87156250005,463.1333031488227,510.9858547721048,511,511.0,-3.0,67.18,-505.8299999999823,86665.53999999695,86159.70999999697,9970629.435,511,514,-3
2017-04-19,67.315,67.315,67.555,0.6485,0.3899999999825487,0.58,0.67315,1000.0,673.15,390.42699999999996,253.19190949999995,11.092758667261537,124632.8679375,492.2466447827,546.0373235343707,546,546.0,35.0,67.44,-2837.1875,-41422.9375,-44260.125,9926369.31,546,511,35
2017-04-20,67.58,67.58,67.82,0.6485,0.3865669411452205,0.57,0.6758,1000.0,675.8,385.20599999999996,249.80609099999995,11.309935788576711,124079.61637500001,496.7037267918341,561.7687255962394,562,562.0,16.0,67.315,2749.640000000006,93831.4650000002,96581.1050000002,10022950.415000001,562,546,16
2017-04-21,67.0,67.0,67.24,0.6485,0.3874110650455305,0.58,0.67,1000.0,670.0,388.59999999999997,252.00709999999995,11.167281491457505,125286.88018750002,497.15615229689973,555.1882697909397,555,555.0,-7.0,67.58,2632.909999999992,-211385.05999999936,-208752.14999999935,9814198.265000002,555,562,-7
2017-04-24,67.07,67.07,67.305,0.6485,0.385937926770249,0.58,0.6707,1000.0,670.6999999999999,389.0059999999999,252.27039099999993,11.235982436146049,122677.47831250004,486.29360673762176,546.3986424114032,546,546.0,-9.0,67.0,-408.55499999996016,25194.224999997547,24785.669999997586,9838983.935,546,555,-9
2017-04-25,66.325,66.325,66.555,0.6485,0.418100865007151,0.63,0.66325,1000.0,663.25,417.8475,270.97410375,10.574831326933305,122987.29918750002,453.87104334135114,479.9609727514024,480,480.0,-66.0,67.07,31886.744999999584,-263790.3449999966,-231903.599999997,9607080.335000003,480,546,-66
2017-04-26,66.07,66.07,66.315,0.6485,0.4641581088232988,0.7,0.6607,1000.0,660.6999999999999,462.4899999999999,299.9247649999999,11.493048464058498,120088.50418750005,400.39542645803215,460.1764041069534,460,460.0,-20.0,66.325,3307.350000000125,-79376.400000003,-76069.05000000288,9531011.285,460,480,-20
2017-04-27,66.445,66.445,66.685,0.6485,0.4818908071196543,0.73,0.66445,1000.0,664.4499999999999,485.04849999999993,314.55395224999995,11.378676779357782,119137.64106250001,378.75105434317436,430.9685827211955,431,431.0,-29.0,66.07,-7052.4375,111866.25,104813.8125,9635825.0975,431,460,-29
2017-04-28,66.285,66.285,66.535,0.6485,0.5016825855589429,0.76,0.6628499999999999,1000.0,662.8499999999999,503.76599999999996,326.69225099999994,12.147348645084852,120447.81371875001,368.68892160760197,447.8592872347899,448,448.0,17.0,66.445,-1763.919999999962,-44720.559999999045,-46484.47999999901,9589340.617500002,448,431,17
2017-05-01,66.435,66.435,66.685,0.6485,0.5120255527345393,0.77,0.66435,1000.0,664.35,511.5495,331.73985075,12.45231811919548,119866.75771875003,361.3275807767874,449.93659810718583,450,450.0,2.0,66.285,194.55000000000737,43579.20000000165,43773.75000000166,9633114.367500003,450,448,2
2017-05-02,66.745,66.745,66.955,0.6485,0.5142160700066845,0.77,0.6674500000000001,1000.0,667.45,513.9365,333.28782025,10.612795301411404,120413.92959375004,361.29111919969733,383.43086922842156,383,383.0,-67.0,66.435,-13469.345000000098,90465.75000000065,76996.40500000055,9710110.772500005,383,450,-67
2017-05-03,66.975,66.975,67.195,0.6485,0.5142909358068833,0.77,0.66975,1000.0,669.75,515.7075,334.43631374999995,11.345234750394905,121376.38465625007,362.92824572567844,411.7506145306828,412,412.0,29.0,66.745,4325.494999999807,57126.36499999746,61451.859999997265,9771562.632500002,412,383,29
2017-05-04,67.065,67.065,67.275,0.6485,0.5117414711744501,0.76,0.67065,1000.0,670.65,509.694,330.536559,11.121147495570309,122144.53290625004,369.53410925491613,410.96433336681156,411,411.0,-1.0,66.975,-58.36500000000221,24046.38000000091,23988.01500000091,9795550.647500003,411,412,-1
2017-05-05,67.66,67.66,67.88,0.6485,0.5273694151033457,0.78,0.6766,1000.0,676.6,527.748,342.244578,11.359354652655698,122444.38309375005,357.76865716701013,406.4021060364458,406,406.0,-5.0,67.065,-1929.2874999999963,158587.43249999968,156658.14499999967,9952208.792500002,406,411,-5
2017-05-08,67.975,67.975,68.195,0.6485,0.522412911389492,0.77,0.67975,1000.0,679.75,523.4075,339.42976375,11.508839831903568,124402.60990625003,366.5047181833948,421.80440992096464,422,422.0,16.0,67.66,3268.4399999999764,82936.6649999994,86205.10499999937,10038413.8975,422,406,16
2017-05-09,67.745,67.745,67.97,0.6485,0.5295802583050493,0.78,0.6774500000000001,1000.0,677.4500000000002,528.4110000000002,342.6745335000001,12.004347730383554,125480.17371875001,366.17887077024346,439.5738496245185,440,440.0,18.0,67.975,-2684.789999999881,-62943.409999997195,-65628.19999999707,9972785.697500004,440,422,18
2017-05-10,67.81,67.81,68.03,0.6485,0.5465022872655112,0.81,0.6781,1000.0,678.1,549.2610000000001,356.1957585,12.060102391805643,124659.82121875005,349.97559135379214,422.07414663594625,422,422.0,-18.0,67.745,-758.7449999999734,18547.09999999935,17788.354999999377,9990574.052500002,422,440,-18
2017-05-11,67.085,67.085,67.305,0.6485,0.5462076070382336,0.81,0.67085,1000.0,670.8499999999999,543.3884999999999,352.38744224999994,11.423298999091582,124882.17565625004,354.3888365001749,404.8289641281678,405,405.0,-17.0,67.81,7992.7625000000935,-198408.57500000228,-190415.81250000218,9800158.24,405,422,-17
2017-05-12,66.49,66.49,66.71,0.6485,0.5568495457959064,0.84,0.6648999999999999,1000.0,664.9,558.516,362.19762599999996,11.159375042482573,122501.978,338.21861107394454,377.4308327321697,377,377.0,-28.0,67.085,10804.009999999978,-156272.2874999997,-145468.2774999997,9654689.9625,377,405,-28
2017-05-15,67.09,67.09,67.3,0.6485,0.5480973149478997,0.82,0.6709,1000.0,670.9000000000001,550.138,356.764493,10.421018699333477,120683.62453125001,338.2725212266289,352.514426917338,353,353.0,-24.0,66.49,-9338.400000000132,146690.70000000208,137352.30000000194,9792042.262500003,353,377,-24
2017-05-16,66.67,66.67,66.88,0.6485,0.5489901334751814,0.82,0.6667000000000001,1000.0,666.7,546.694,354.53105899999997,10.461228827027071,122400.52828125004,345.2462772274348,361.1700307755421,361,361.0,8.0,67.09,-2178.9600000000087,-96146.6100000004,-98325.5700000004,9693716.692500003,361,353,8
2017-05-17,66.68,66.68,66.89,0.6485,0.5542654297835166,0.83,0.6668000000000001,1000.0,666.8000000000001,553.4440000000001,358.90843400000006,10.755818358985852,121171.45865625003,337.6110650446571,363.12832916040895,363,363.0,2.0,66.67,12.970000000006635,2341.0850000011974,2354.055000001204,9696070.747500004,363,361,2
2017-05-18,66.21,66.21,66.425,0.6485,0.5380057310597542,0.81,0.6620999999999999,1000.0,662.0999999999999,536.3009999999999,347.79119849999995,10.969104600947302,121200.88434375006,348.4874972871117,382.25958098646674,382,382.0,19.0,66.68,-5791.105000000161,-110640.58500000308,-116431.69000000323,9579639.057500001,382,363,19
2017-05-19,66.585,66.585,66.8,0.6485,0.5412179166655698,0.81,0.6658499999999999,1000.0,665.8499999999999,539.3385,349.76101724999995,11.052146061204272,119745.48821875002,342.3637349875361,378.38540051416805,378,378.0,-4.0,66.21,-972.75,92897.625,91924.875,9671563.932500001,378,382,-4
2017-05-22,66.585,66.585,66.805,0.6485,0.5440870028342564,0.82,0.6658499999999999,1000.0,665.8499999999999,545.9969999999998,354.07905449999987,11.627803301205086,120894.54915625002,341.4337776262054,397.01248066249144,397,397.0,19.0,66.585,0.0,0.0,0.0,9671563.932500001,397,378,19
2017-05-23,66.175,66.175,66.395,0.6485,0.5537468585191737,0.84,0.66175,1000.0,661.75,555.87,360.481695,11.650628534565826,120894.54915625002,335.3694537977858,390.7264928038239,391,391.0,-6.0,66.585,1595.3099999999868,-105556.34499999911,-103961.03499999913,9567602.897500003,391,397,-6
2017-05-24,65.415,65.415,65.64,0.6485,0.6185498497722072,0.95,0.6541500000000001,1000.0,654.1500000000001,621.4425000000001,403.00546125000005,11.264516341404104,119595.03621875004,296.75785496256725,334.2833706665868,334,334.0,-57.0,66.175,28093.019999999662,-192708.25999999768,-164615.239999998,9402987.657500004,334,391,-57
2017-05-25,65.09,65.09,65.325,0.6485,0.6856886441040595,1.05,0.6509,1000.0,650.9000000000001,683.4450000000002,443.2140825000001,11.919850154363901,117537.34571875006,265.19316592055725,316.10627997344056,316,316.0,-18.0,65.415,3793.7250000000327,-70394.67500000061,-66600.95000000058,9336386.707500003,316,334,-18
2017-05-26,65.09,65.09,65.325,0.6485,0.754644894406168,1.16,0.6509,1000.0,650.9000000000001,755.0440000000001,489.64603400000004,12.255686289569656,116704.83384375005,238.34530607828847,292.1085299886963,292,292.0,-24.0,65.09,-0.0,0.0,0.0,9336386.707500003,292,316,-24
2017-05-29,65.25,65.25,65.49,0.6485,0.7971028269008508,1.22,0.6525,1000.0,652.5,796.05,516.2384249999999,12.818816486304916,116704.83384375005,226.06770087629582,289.7920371014109,290,290.0,-2.0,65.09,-207.51999999999558,30297.91999999935,30090.399999999354,9366477.107500002,290,292,-2
2017-05-30,65.16,65.16,65.39,0.6485,0.8439682063442994,1.3,0.6516,1000.0,651.5999999999999,847.0799999999999,549.33138,12.614374476403668,117080.96384375003,213.1335803968636,268.8546796622726,269,269.0,-21.0,65.25,1225.6650000000463,-16925.850000000642,-15700.185000000596,9350776.922500001,269,290,-21
2017-05-31,64.975,64.975,65.185,0.6485,0.8947184380127815,1.38,0.6497499999999999,1000.0,649.7499999999999,896.6549999999997,581.4807674999998,11.773762125241134,116884.71153125002,201.01217110547006,236.66694868740737,237,237.0,-32.0,65.16,3839.120000000047,-32272.602500000394,-28433.482500000347,9322343.440000001,237,269,-32
2017-06-01,65.77,65.77,65.975,0.6485,0.9055480844880864,1.38,0.6577,1000.0,657.6999999999999,907.6259999999999,588.5954609999999,10.680275701144646,116529.29300000002,197.97857904310283,211.44658071011958,211,211.0,-26.0,64.975,-13404.495000000028,122187.12750000026,108782.63250000024,9431126.072500002,211,237,-26
2017-06-02,66.155,66.155,66.365,0.6485,0.90685114544048,1.37,0.66155,1000.0,661.55,906.3235,587.75078975,11.001980966542137,117889.07590625003,200.57663547571616,220.67403258368896,221,221.0,10.0,65.77,2496.725000000033,52680.8975000007,55177.62250000073,9486303.695000002,221,211,10
2017-06-05,66.2,66.2,66.415,0.6485,0.9080725925387508,1.37,0.662,1000.0,662.0,906.94,588.15059,11.577657691541686,118578.79618750003,201.61298518377757,233.42061286276424,233,233.0,12.0,66.155,350.19000000001324,6449.332500000244,6799.522500000257,9493103.217500003,233,221,12
2017-06-06,66.765,66.765,66.955,0.6485,0.9083740969373324,1.36,0.66765,1000.0,667.65,908.004,588.840594,10.009734742624843,118663.79021875004,201.5210762095489,201.71725179058706,202,202.0,-31.0,66.2,-11358.477499999955,85371.78249999965,74013.3049999997,9567116.522500003,202,233,-31
2017-06-07,66.575,66.575,66.76,0.6485,0.9018149292695188,1.35,0.6657500000000001,1000.0,665.7500000000001,898.7625000000002,582.8474812500001,9.96472918598144,119588.95653125003,205.1805324349594,204.45684399498515,204,204.0,2.0,66.765,-246.42999999999705,-24889.429999999702,-25135.8599999997,9541980.662500003,204,202,2
2017-06-08,67.165,67.165,67.34,0.6485,0.9050534974906472,1.35,0.6716500000000001,1000.0,671.6500000000001,906.7275000000002,588.01278375,9.182414697401681,119274.75828125005,202.84381832752976,186.25960586877858,186,186.0,-18.0,66.575,-6887.07000000004,78053.46000000044,71166.3900000004,9613147.052500004,186,204,-18
2017-06-09,67.41,67.41,67.585,0.6485,0.8920090619794117,1.32,0.6741,1000.0,674.1,889.8120000000001,577.043082,9.354281657634647,120164.33815625006,208.24153673200098,194.79499874098084,195,195.0,9.0,67.165,1429.9424999999435,29552.144999998833,30982.087499998775,9644129.140000002,195,186,9
2017-06-12,67.535,67.535,67.715,0.6485,0.8636261729784465,1.28,0.67535,1000.0,675.35,864.4480000000001,560.5945280000001,9.867797708324991,120551.61425000004,215.04243839140725,212.19952807513465,212,212.0,17.0,67.41,1378.0625,15807.1875,17185.25,9661314.390000002,212,195,17
2017-06-13,67.64,67.64,67.805,0.6485,0.8569774890003813,1.27,0.6764,1000.0,676.4,859.028,557.079658,9.282990417564159,120766.42987500003,216.78484960044983,201.24116815140633,201,201.0,-11.0,67.535,-749.0175000000282,14435.610000000546,13686.592500000517,9675000.982500004,201,212,-11
2017-06-14,68.205,68.06,68.205,0.6485,0.8874815490965009,1.3,0.68205,1000.0,682.0500000000001,886.6650000000001,575.0022525,8.135183262474555,120937.51228125005,210.3252843887773,171.10347332347823,171,171.0,-30.0,67.64,-10992.074999999955,73646.9024999997,62654.82749999975,9737655.810000004,171,201,-30
2017-06-15,69.065,68.92,69.065,0.6485,1.0284271972223862,1.49,0.69065,1000.0,690.65,1029.0684999999999,667.3509222499998,7.44338210168305,121720.69762500006,182.39384043197836,135.7627047328622,136,136.0,-35.0,68.205,-19519.849999999988,95368.40999999992,75848.55999999992,9813504.370000005,136,171,-35
2017-06-16,69.065,68.92,69.065,0.6485,1.1512873229505525,1.67,0.69065,1000.0,690.65,1153.3854999999999,747.9704967499998,7.653095868678163,122668.80462500006,164.00219682194316,125.51245349521562,126,126.0,-10.0,69.065,-0.0,0.0,0.0,9813504.370000005,126,136,-10
2017-06-19,68.95,68.635,68.95,0.6485,1.2420714552660073,1.8,0.6895,1000.0,689.5,1241.1000000000001,804.8533500000001,16.8799125611322,122668.80462500006,152.4113736061359,257.2690659793626,257,257.0,131.0,69.065,-9769.652499999565,-9396.764999999581,-19166.417499999145,9794337.952500006,257,126,131
2017-06-20,68.03,68.03,68.17,0.6485,1.2721557163544326,1.87,0.6803,1000.0,680.3000000000001,1272.1610000000003,824.9964085000001,7.2930562726156625,122429.22440625008,148.39970591975015,108.22874061123534,108,108.0,-149.0,68.95,88896.38000000016,-153331.3400000003,-64434.96000000012,9729902.992500005,108,257,-149
2017-06-21,68.19,68.19,68.335,0.6485,1.3060759293853856,1.92,0.6819,1000.0,681.9,1309.2479999999998,849.0473279999999,7.736067477451126,121623.78740625008,143.24735900499778,110.81712352293289,111,111.0,3.0,68.03,311.2799999999933,11206.079999999762,11517.359999999755,9741420.352500005,111,108,3
2017-06-22,67.74,67.74,67.87,0.6485,1.3145511908327765,1.94,0.6774,1000.0,677.4,1314.156,852.2301659999999,6.9099518939135685,121767.75440625007,142.88130045639582,98.7302912693506,99,99.0,-12.0,68.19,3501.9000000000224,-32392.5750000002,-28890.675000000178,9712529.677500004,99,111,-12
2017-06-23,66.92,66.92,67.05,0.6485,1.3136419476604717,1.96,0.6692,1000.0,669.2,1311.632,850.593352,6.446966400381648,121406.62096875005,142.73168333997285,92.0186366762718,92,92.0,-7.0,67.74,3722.389999999969,-52645.22999999957,-48922.839999999596,9663606.837500004,92,99,-7
