instrument,strategy,raw_sharpe,standard_cost,executed_sharpe,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,turnover_lots,avg_yearly_lots,avg_abs_pos,obs
RX1,EWMA_64/256,-0.9985041945974238,0.002,-0.937045655298361,-0.937045655298361,-1.0966528890046638,-457410.8966333917,488141.52655960957,-1250099.400000001,-0.3658996209688536,0.4388984509466437,10.589051830292174,976.8537005163511,46.12564543889845,581
