strategy,pdm,weights,sharpe,sortino,ann_return_usd,ann_vol_usd,max_drawdown_usd,calmar,hit_rate,final_nav_usd,obs
EWMA,1.4267442739527212,"{'RX1': 0.5, 'AD1': 0.5}",-1.1470600699573161,-1.2781017499158691,-2215601.7467248873,1927326.173657476,-2908800.0,-0.7616892693636164,0.4978165938864629,8018075.000000002,229
