Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,eurusd,ewma_2d_8d_forecast,ewma_2d_8d_fcastxret,ewma_4d_16d_forecast,ewma_4d_16d_fcastxret,ewma_8d_32d_forecast,ewma_8d_32d_fcastxret,ewma_16d_64d_forecast,ewma_16d_64d_fcastxret,ewma_32d_128d_forecast,ewma_32d_128d_fcastxret,ewma_64d_256d_forecast,ewma_64d_256d_fcastxret
2017-07-18,161.45,161.77,161.24,161.61,577327,1576598,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161610,161.61,158.74,1.799399159,142,0.002,,1.1308,,2.4227482680610617,-0.0021790132939228414,-6.101606020140456,-0.017677498901260122,-9.203773547425957,-0.020781354597539214,-4.59003292507983,-0.009257608336824454,-1.7125025746369091,-0.0031654242973587886,-2.2486537580480914,-0.004415449940738383
2017-07-19,161.61,162.03,161.57,161.92,521928,1557356,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161920,161.92,159.05,1.720586915,143,0.002,,1.1308,,5.785954383771254,0.004647311200413937,-3.2319347909187943,-0.011704089265784659,-7.904430260096539,-0.01765466121961464,-4.455100912707175,-0.008804592579510459,-1.8028224349287105,-0.0032849192385212465,-2.316175205627201,-0.004313363436636829
2017-07-20,161.83,162.14,161.55,161.93,908180,1583325,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,159.06,1.679224226,144,0.002,,1.1308,,6.043536064258717,0.0003573341393146166,-1.5016432973117901,-0.00019960071584269694,-6.896217780168768,-0.0004881688648784332,-4.363921204463824,-0.0002751421018228544,-1.9051166851087187,-0.00011134031836290413,-2.405392717235982,-0.00014304441734384952
2017-07-21,162.02,162.56,161.99,162.48,560203,1579116,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162480,162.48,159.6,1.617944375,145,0.002,,1.1308,,10.164784659059368,0.020527047707912183,1.787697657143939,-0.005100375554384401,-4.970611801551745,-0.02342320619460716,-3.8005908010626492,-0.01482218651550083,-1.8164806392216057,-0.006470784763847167,-2.3730086749820622,-0.008169986997343053
2017-07-24,162.34,162.67,162.26,162.54,370146,1566428,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162540,162.54,159.64,1.553927819,146,0.002,,1.1308,,10.565547962777009,0.0037536132418986732,3.7901818667400526,0.0006601542308509353,-3.511225587309654,-0.0018355287302632348,-3.3724755715907913,-0.0014034677995064574,-1.7735029488491243,-0.0006707831016329416,-2.410166153742794,-0.0008762956702299058
2017-07-25,162.47,162.56,161.56,161.6,667184,1589060,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161600,161.6,158.7,1.468956886,147,0.002,,1.1308,,0.21391197012520632,-0.0611025906546718,0.6465020870642522,-0.021919348804821197,-3.6587289595783976,0.020306091128774847,-3.2975725851161606,0.019503673171498297,-1.7918994743737244,0.01025650776373921,-2.3115076233088976,0.013938453208553086
2017-07-26,161.71,162.1,161.64,161.78,486324,1571842,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161780,161.78,158.9,1.358621483,148,0.002,,1.1308,,-0.7700254515276178,0.00023826828355529242,-0.21936628069736674,0.0007201137108388594,-3.6757771269694324,-0.004075316910421283,-3.370524873623691,-0.0036730387705499992,-1.9139522448994637,-0.0019959276323468726,-2.401835204881963,-0.0025746990853686954
2017-07-27,162.01,162.5,161.95,162.23,572932,1577835,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162230,162.23,159.33,1.212180267,149,0.002,,1.1308,,3.1644973380034425,-0.0021418682976105104,1.1547368682897927,-0.0006101794184312964,-2.8550938395760928,-0.01022437697574636,-3.0919064252505866,-0.009375300983623824,-1.8942609731932285,-0.005323763816323152,-2.412799541379647,-0.006680837199881842
2017-07-28,162.19,162.38,161.37,161.98,728936,1595023,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161980,161.98,159.1,1.032837838,150,0.002,,1.1308,,1.4796568670937027,-0.004876560035140476,0.8263091276235597,-0.001779474924936451,-2.666403304100031,0.004399762435394219,-3.042742231664728,0.004764695841167638,-1.9604180316940796,0.002919097844407905,-2.4791205319583414,0.0037181771888361932
2017-07-31,162.17,162.18,161.72,161.95,509597,1586803,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161950,161.95,159.08,0.782554577,151,0.002,,1.1308,,0.5428191971784958,-0.00027404436358074904,0.4888092276121674,-0.00015303910253553545,-2.5686176357238355,0.0004938393574700487,-3.0351221497465097,0.0005635403565251207,-2.0451151909478003,0.00036308520157316086,-2.565162502471281,0.00045915308037256436
2017-08-01,161.88,162.94,161.82,162.8,684204,1613524,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162800,162.8,159.93,0.70135583,152,0.002,,1.1308,,7.9011033056226845,0.0028490047397451423,3.7236964059727367,0.0025655316052506714,-0.8894178566357649,-0.013481475704632793,-2.267605745522813,-0.015929940273445863,-1.7737409097308066,-0.010733855586944407,-2.3836321851792035,-0.01346334132201673
2017-08-02,162.89,162.97,162.63,162.86,493841,1608227,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162860,162.86,159.99,0.649194886,153,0.002,,1.1308,,9.444180192900472,0.002911954535242304,5.6714442931944635,0.0013723696827911839,0.36623746666688084,-0.0003277952788584495,-1.739642517296174,-0.0008357269332395176,-1.6444469855622244,-0.0006537128659942733,-2.38899635366184,-0.0008784885203364753
2017-08-03,162.86,163.48,162.71,163.3,567058,1592209,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.718198441,154,0.002,,1.1308,,12.569125671470038,0.02551540761928205,8.277616346657618,0.015322580676689207,2.055445563285968,0.0009894663228136448,-0.9508311244827714,-0.004700004344899478,-1.3829099956667323,-0.0044428139116258775,-2.307730995780805,-0.006454368142031356
2017-08-04,163.48,163.51,162.89,163.13,490006,1596832,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.26,0.768976593,155,0.002,,1.1308,,10.153084467636148,-0.013084821580832962,8.743269408893326,-0.008617236858125361,3.0441505971186893,-0.002139777989948766,-0.3823967330560919,0.0009898425668222897,-1.1991178996488412,0.0014396491075527084,-2.2836339968996864,0.0024024143862998054
2017-08-07,163.09,163.38,162.84,163.3,324000,1604331,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163300,163.3,160.42,0.823878025,156,0.002,,1.1308,,9.811175057115666,0.010580667930474526,9.430731939688858,0.00911148041140199,4.083515897003712,0.003172350895054413,0.2441365249232872,-0.0003985008558790033,-0.9783676383841045,-0.0012496171332086212,-2.2439128614119466,-0.002379806163630133
2017-08-08,163.32,163.42,163.03,163.13,343112,1601908,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163130,163.13,160.25,0.861373516,157,0.002,,1.1308,,6.6903284282863575,-0.01021371561365434,8.69216318335912,-0.009817663378733577,4.537208557515087,-0.004251057578020017,0.6878291218873428,-0.00025415314903221725,-0.8077100611457312,0.0010185088703325584,-2.219333332997602,0.0023359778716475913
2017-08-09,163.28,163.99,163.25,163.9,609012,1606475,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163900,163.9,161.02,0.947795688,158,0.002,,1.1308,,12.047360297881465,0.031579432904926395,10.77190833969384,0.04102841691403614,5.879710815038737,0.02141635866662611,1.527420230868867,0.0032466647695290206,-0.41126208241870915,-0.0038125222036549428,-1.9815108035778661,-0.010475612495605975
2017-08-10,163.78,164.3,163.64,164.11,467221,1597073,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164110,164.11,161.23,0.983742344,159,0.002,,1.1308,,14.066234355415892,0.015435910082704583,12.760872824310448,0.01380171294286676,7.459925295354349,0.007533491587298472,2.4603787930575973,0.0019570362933647597,-0.025837349034980393,-0.0005269373844291327,-1.8681294127699413,-0.0025388484975679103
2017-08-11,164.34,164.64,164.19,164.54,551027,1613264,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164540,164.54,161.65,1.031898251,160,0.002,,1.1308,,16.763636565466527,0.036856259660156834,15.067840195380116,0.03343595950553314,9.234883709804656,0.01954644980197494,3.531080434141422,0.006446669191485468,0.44925498493440313,-6.76988610385757e-05,-1.6851286359112891,-0.004894861053506849
2017-08-14,164.43,164.44,163.86,164.2,392761,1608339,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164200,164.2,161.31,1.057435262,161,0.002,,1.1308,,11.744085230279257,-0.03463982273160761,14.218078664568543,-0.03113568534355978,9.897473125140023,-0.019082657477413615,4.2462628077807025,-0.007296507521624553,0.8135693054265867,-0.0009283256039728921,-1.550844507809144,0.003482093935880929
2017-08-15,163.94,164.08,163.45,163.85,522924,1606503,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163850,163.85,160.97,1.028142014,162,0.002,,1.1308,,5.188541981688538,-0.025033068395844262,11.549297139771092,-0.030306501416558187,9.633744195584475,-0.021096928098653555,4.614106413625007,-0.009051108299166903,1.0677295106956952,-0.0017341611260614956,-1.4490756147794484,0.0033056977937465626
2017-08-16,163.8,164.02,163.36,163.75,532766,1594489,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163750,163.75,160.88,1.025608275,163,0.002,,1.1308,,1.7104171134257995,-0.0031666414291655967,9.286386192691593,-0.007048701336447675,9.280579717689442,-0.005879611959464852,4.926025766987842,-0.0028160551807289453,1.300769089318386,-0.000651650601584101,-1.3779630634880156,0.0008843915866824844
2017-08-17,163.98,164.33,163.71,163.95,482661,1586280,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163950,163.95,161.08,1.006733497,164,0.002,,1.1308,,2.6672442858657748,0.0020890590698327523,8.61580798678687,0.011342151075041619,9.292756623284,0.011335059197176396,5.330679249292168,0.006016520020747688,1.5762075477203654,0.001588725605274148,-1.2809412939896574,-0.001683008321817194
2017-08-18,164.18,164.48,164.0,164.36,500843,1590822,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164360,164.36,161.49,0.995368106,165,0.002,,1.1308,,6.91518714166818,0.006670144295242491,9.749463102133083,0.021546088896509556,9.856836644090754,0.02323897661205596,5.8874038665408595,0.01333076238005408,1.9206315557824625,0.003941720613390502,-1.1217517530044778,-0.003203329859931553
2017-08-21,164.09,164.57,164.05,164.44,376485,1594322,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.58,0.981729257,166,0.002,,1.1308,,8.060641926660269,0.0033658735174820313,10.538619344244243,0.004745418886410896,10.546398705169075,0.004797681501138395,6.558370655621831,0.002865613953049264,2.3150469139858867,0.0009348413510742704,-0.982025865764922,-0.0005459974460960133
2017-08-22,164.39,164.47,164.12,164.44,468241,1594270,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164440,164.44,161.59,0.974834687,167,0.002,,1.1308,,7.315126231474797,0.0,10.610832289808823,0.0,11.014089617288253,0.0,7.167900165297056,0.0,2.703400401563208,0.0,-0.8411217360077269,-0.0
2017-08-23,164.35,164.89,164.22,164.85,615176,1611327,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164850,164.85,162.0,0.99805227,168,0.002,,1.1308,,10.630054539250576,0.018238881992851567,12.08879381583577,0.026456100941506883,11.843713503183034,0.027461546722743552,7.832371644265767,0.017871801677035032,3.119917968217182,0.0067404169584094975,-0.6369444512604561,-0.002097177765526333
2017-08-24,164.87,164.9,164.66,164.75,420389,1605294,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164750,164.75,161.89,1.001296326,169,0.002,,1.1308,,9.012455650867555,-0.006448319405065222,12.100739607395601,-0.007333208259529957,12.397839811310696,-0.00718453958336816,8.508603906411564,-0.004751211188514016,3.563410448715394,-0.0018925799018604903,-0.4620633396531986,0.00038637819306061425
2017-08-25,164.69,164.8,164.36,164.77,454029,1574506,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164770,164.77,161.91,1.021149189,170,0.002,,1.1308,,7.626021889315375,0.001094076558527328,11.795142203656896,0.0014689820464215307,12.798744673769603,0.0015050488390060694,9.144814932852018,0.0010329109446328133,4.009310194705248,0.00043258396949510307,-0.28316973828649933,-5.609266642224773e-05
2017-08-28,164.86,164.98,164.58,164.96,298546,1534448,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164960,164.96,162.08,1.044695011,171,0.002,,1.1308,,8.521955884068074,0.008793737688716646,12.174792739078834,0.013601244271983294,13.35782566704074,0.014758520895891795,9.814141025106768,0.010545092172372325,4.476787432625536,0.004623225933082207,-0.07950824551850928,-0.0003265294062901737
2017-08-29,165.03,165.69,165.0,165.43,788843,1512233,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165430,165.43,162.55,1.026387191,172,0.002,,1.1308,,13.020864848851875,0.024280548408777466,14.06656988519063,0.03468812189237973,14.244518125116345,0.038058790394695965,10.444580906024482,0.027962210728662142,4.907274081975728,0.012755153330104076,0.17233851582060675,-0.000226532949767815
2017-08-30,165.26,165.31,164.92,165.14,676228,1474850,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165140,165.14,162.27,0.982111331,173,0.002,,1.1308,,8.898491742049057,-0.022825671318184134,13.076881940045375,-0.024658799895457006,14.365647990665611,-0.02497074446160861,10.945680804029124,-0.01830942672276628,5.330398925914445,-0.00860248735884072,0.3863236438548058,-0.00030211067876429934
2017-08-31,165.13,165.29,164.85,165.08,706070,1383000,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,165080,165.08,162.21,0.951802325,174,0.002,,1.1308,,5.894853857083051,-0.0032330719663481696,11.832555711239644,-0.004751198476458876,14.383323078266026,-0.005219443377979914,11.480409487928446,-0.003976873248404343,5.796980681759396,-0.001936683635428987,0.5993063843026886,-0.00014036222981276113
2017-09-01,165.15,165.21,164.52,164.86,959778,1227496,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,164860,164.86,161.99,0.873379452,175,0.002,,1.1308,,1.4460597253321605,-0.007855996174934703,9.354103550585561,-0.015769095326342502,13.657234995179403,-0.01916847030057186,11.657088549122529,-0.015299794568355705,6.127421933600338,-0.007725561848721938,0.782626476829922,-0.0007986879364343734
2017-09-04,162.12,162.28,162.02,162.16,931545,1046113,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162160,165.04,162.16,0.852869079,176,0.002,,1.1308,,-17.566760039868356,-0.023682890078835804,-4.087769588281528,-0.15319713445700142,3.3068940047852236,-0.22367180933510092,4.694977383791921,-0.19091434600649718,2.7829398696209995,-0.1003520515632723,0.32325730195668406,-0.012817490521902277
2017-09-05,162.15,162.93,161.96,162.64,1385310,1486287,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162640,165.52,162.64,0.863428244,177,0.002,,1.1308,,-16.8388134214007,-0.05199830302871782,-7.29130875605687,-0.01209995931410428,1.1740414449811896,0.009788536767987917,3.8823292191220475,0.01389731835360225,2.581551418836644,0.008237611848902881,0.28290397378951604,0.0009568543718500842
2017-09-06,162.79,162.84,162.24,162.57,999423,1667630,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162570,165.48,162.57,0.882189889,178,0.002,,1.1308,,-14.953921171883962,0.007247398791798273,-9.06486200457274,0.003138167811878938,-0.5362494483977311,-0.0005053055899451846,3.165043557209681,-0.0016709483850132097,2.406617820610113,-0.0011110956672317296,0.24154873510174532,-0.0001217614250200842
2017-09-07,162.3,163.24,162.22,163.18,880299,1695491,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,163180,165.37,163.18,0.886836513,179,0.002,,1.1308,,-8.028295840789527,-0.05611054877806054,-7.65130567660636,-0.034013445425290174,-1.0546761775487383,-0.0020121311651757337,2.7512007336649367,0.01187597078118917,2.2952054184749566,0.009030183124636664,0.23340655048420733,0.0009063463641020239
2017-09-08,163.4,163.43,162.82,162.96,625183,1697534,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162960,162.96,162.51,0.894876714,180,0.002,,1.1308,,-6.68939771843316,0.010823784072642085,-7.371286613145029,0.010315524260653493,-1.7331467882298792,0.00142191910197774,2.3237334648104926,-0.003709181035704741,2.1920458445286983,-0.0030944061285972653,0.21566061842816112,-0.0003146797469452553
2017-09-11,162.85,162.89,162.64,162.77,459138,1701763,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162770,162.77,162.32,0.919395997,181,0.002,,1.1308,,-6.802998199816788,0.007799371419380804,-7.563712071288933,0.008594406335895623,-2.4911818091333973,0.0020207283367923165,1.8447664660393925,-0.002709311231676436,2.0591512258974816,-0.002555772646419067,0.1853959462163837,-0.000251445247308238
2017-09-12,162.67,162.7,161.73,161.87,757283,1701307,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161870,161.87,161.42,1.001729005,182,0.002,,1.1308,,-11.971882445603178,0.03761564403658631,-9.885126582149379,0.041821839799472196,-4.059840352965855,0.013774427893469767,0.9076777944200121,-0.01020022006165427,1.6777503658212423,-0.011385612233874466,0.08966219270093352,-0.001025105066011836
2017-09-13,161.96,162.07,161.62,161.72,619964,1711512,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161720,161.72,161.26,1.099230792,183,0.002,,1.1308,,-12.971082012921439,0.0110939789141934,-11.51538186599342,0.009160245798000953,-5.529074051047697,0.003762130431487498,0.06848875309649738,-0.0008411173729721535,1.3767213972858074,-0.0015547201759015727,-0.008117219098312164,-8.308722372978375e-05
2017-09-14,161.71,162.05,161.37,161.56,733985,1705997,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161560,161.56,161.1,1.192689538,184,0.002,,1.1308,,-12.707325572670687,0.012833125909395532,-12.538510403097998,0.01139290810387683,-6.834705430985266,0.005470268662921333,-0.7698312026700159,-6.776032955379459e-05,1.0534028595782907,-0.0013620790475249245,-0.11802466729467273,8.030887062391514e-06
2017-09-15,161.77,161.82,161.07,161.19,676738,1719423,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161190,161.19,160.71,1.289415242,185,0.002,,1.1308,,-13.654707192729235,0.02910194640931095,-13.810244854596958,0.0287153308315572,-8.236831808129347,0.015652643039518535,-1.7058398575643714,0.0017630449677390032,0.662180247837441,-0.002412472505842893,-0.2530607219054387,0.0002702966507738924
2017-09-18,161.26,161.42,160.86,160.94,553595,1708259,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160940,160.94,160.45,1.393001196,186,0.002,,1.1308,,-14.024790730865162,0.021177968845352516,-14.90150810616776,0.021419202268436646,-9.622413916201086,0.012775035374603727,-2.6799961672279418,0.0026456974030094962,0.23949682686203652,-0.0010270181894618978,-0.4073372852058843,0.0003924882466428491
2017-09-19,161.01,161.37,160.92,161.09,633450,1698278,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161090,161.09,160.61,1.47343284,187,0.002,,1.1308,,-11.086867794286283,-0.01307144656163819,-14.457508467610117,-0.013888568509540558,-10.42127148446255,-0.008968324142104836,-3.4785087288169243,-0.0024978217042639743,-0.1402553316684821,0.0002232168760364744,-0.5535596196678437,-0.0003796482712867569
2017-09-20,161.07,161.41,160.76,161.32,530232,1686731,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.84,1.529643205,188,0.002,,1.1308,,-6.924995473950464,-0.015829533755576473,-12.812401086036997,-0.020642044494073416,-10.593888357547382,-0.01487921311953788,-4.056566930373171,-0.00496652186745225,-0.46167062687384225,-0.0002002528169579148,-0.6829529898351254,-0.0007903576418374978
2017-09-21,160.92,161.2,160.66,161.14,729118,1681196,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161140,161.14,160.65,1.583706833,189,0.002,,1.1308,,-6.369618230494637,0.007726873204259711,-12.112389005736194,0.014296009146335432,-10.932014995804169,0.011820604415811252,-4.6822356739058275,0.004526295855859319,-0.8125533356923788,0.0005151296357382705,-0.8283684787721961,0.0007620353221567801
2017-09-22,161.19,161.26,160.88,161.12,511178,1666281,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.64,1.617678378,190,0.002,,1.1308,,-5.554857043913077,0.0007905694713277656,-11.386165020687592,0.001503337347117191,-11.171504037777737,0.0013568344291662465,-5.268052293947859,0.0005811388449672095,-1.1614755966074277,0.00010085060639090327,-0.9796863136827846,0.00010281351356228224
2017-09-25,161.3,161.98,161.12,161.93,806358,1673239,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161930,161.93,161.47,1.60748323,191,0.002,,1.1308,,2.3803093716604553,-0.027925981911430572,-6.955967575333549,-0.05724176804094562,-9.420104592667892,-0.056162600984360544,-5.0033635110318535,-0.026484125857111854,-1.2475595329137767,-0.005839096532100532,-1.008144457967676,-0.00492518566337558
2017-09-26,161.93,161.95,161.62,161.71,566003,1671369,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161710,161.71,161.24,1.596691058,192,0.002,,1.1308,,2.269198871955174,-0.0032339162710139997,-5.410352217699311,0.009450459251363993,-8.794851092667088,0.012798264746414646,-5.13979186629505,0.006797628434675484,-1.4379676611863506,0.001694949035021486,-1.10590635220434,0.001369676902074275
2017-09-27,161.67,161.68,160.65,161.02,1051494,1679297,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161020,161.02,160.49,1.582314023,193,0.002,,1.1308,,-3.9138043898970345,-0.009682439067769862,-6.78462322105952,0.02308541852830691,-8.989329187073615,0.03752672842706244,-5.461109663176073,0.02193096523247524,-1.708840218364052,0.006135660665503544,-1.2122543481188195,0.004718789085529601
2017-09-28,160.56,160.96,160.24,160.8,767971,1676111,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,160800,160.8,160.27,1.567810363,194,0.002,,1.1308,,-6.930628652815818,0.005347391415832257,-8.253378598840108,0.00926976219496354,-9.662069638356172,0.012282029692933231,-6.047225034956978,0.007461458985832092,-2.0717168416241796,0.0023347711342695007,-1.3783725110210534,0.0016562908743393903
2017-09-29,160.94,161.31,160.79,161.01,739820,1680639,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161010,161.01,160.5,1.526495769,195,0.002,,1.1308,,-4.97863347904035,-0.009051194136139914,-7.933764427972674,-0.010778666080574593,-9.768673797769944,-0.01261837452770375,-6.441833590099783,-0.007897495381473536,-2.3777707043879603,-0.0027056003528673545,-1.52945133981319,-0.0018001133539453764
2017-10-02,160.81,161.37,160.66,161.22,712863,1697876,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.71,1.447047339,196,0.002,,1.1308,,-1.8932332123736741,-0.006493466434373358,-6.611575081857149,-0.010347745667189809,-9.429544087343999,-0.01274095706808056,-6.659112622269692,-0.008401869783994348,-2.626856350050698,-0.003101247425137958,-1.6644114692997718,-0.0019948126287855665
2017-10-03,161.09,161.21,160.65,161.12,535001,1703363,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161120,161.12,160.61,1.302853023,197,0.002,,1.1308,,-1.7260337956573568,0.001174316593706494,-6.064699724702722,0.004100964571304382,-9.294155508709359,0.005848867440357076,-6.93536675012281,0.004130450702313278,-2.9019913578962138,0.001629361338574996,-1.815028368932972,0.0010323852309265073
2017-10-04,161.23,161.82,161.16,161.32,958419,1704143,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161320,161.32,160.83,1.143918703,198,0.002,,1.1308,,0.4417483469086534,-0.002142544433536962,-4.673669021985006,-0.007528177413980625,-8.750368065319698,-0.011536935835041543,-7.027205865639126,-0.008608945816935068,-3.1131135757727164,-0.0036022732843796514,-1.9442198823834342,-0.002253014360641749
2017-10-05,161.25,161.66,161.05,161.22,759204,1711371,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161220,161.22,160.72,0.944419045,199,0.002,,1.1308,,0.004586640970269714,-0.00027383358970284755,-4.175511626121533,0.0028971417195541764,-8.468611717208528,0.005424230142151814,-7.194177216010137,0.004356066120529886,-3.3539642932539473,0.0019297753383167476,-2.090193588748251,0.0012051945712765605
2017-10-06,161.27,161.3,160.59,161.16,842245,1708732,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161160,161.16,160.66,0.699371623,200,0.002,,1.1308,,-0.7137528059981263,-1.7069746819018903e-06,-4.0185015176135215,0.0015539678549021728,-8.305996038127804,0.0031516976989987926,-7.388262431001351,0.00267740127131045,-3.6079361875981606,0.0012482189405487285,-2.2454892198594227,0.0007778911755670092
2017-10-09,161.07,161.49,161.07,161.44,362385,1715851,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161440,161.44,160.94,0.691399065,201,0.002,,1.1308,,2.032874692277836,-0.0012400768533101974,-2.4741278949178582,-0.006981759896573367,-7.529519164778606,-0.014430869264555344,-7.292952571161496,-0.012836395387691346,-3.748955140193596,-0.006268442122905591,-2.3547677282271127,-0.0039013215534911016
2017-10-10,161.4,161.68,161.13,161.48,756460,1714359,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161480,161.48,161.0,0.656810982,202,0.002,,1.1308,,2.932815343731676,0.0005036855035373489,-1.3561820706154764,-0.0006130148401676225,-6.864335923388995,-0.0018655894858212456,-7.240043710051335,-0.0018069753645088118,-3.9118268974496924,-0.0009288788751713515,-2.484250412177898,-0.0005834409633859869
2017-10-11,161.25,161.4,161.11,161.26,568499,1727321,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161260,161.26,160.77,0.623838922,203,0.002,,1.1308,,0.4308887802487612,-0.0039956612312419615,-1.7315597844699433,0.0018476594967512822,-6.688676801024649,0.009351956298894846,-7.305098412134506,0.009863819768462054,-4.105594872290527,0.0053294644379422215,-2.6203921920963853,0.003384537346291326
2017-10-12,161.25,161.57,161.16,161.45,587521,1739929,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,161450,161.45,160.97,0.516700429,204,0.002,,1.1308,,1.7657877893817768,0.000507682427429398,-0.9447022379045247,-0.002040160976369153,-6.132180129395054,-0.007880742851263084,-7.223572874379928,-0.00860702405001586,-4.247277480364758,-0.004837300171990581,-2.742516773541952,-0.0030874024339471277
2017-10-13,161.48,162.15,161.42,162.02,721425,1776457,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162020,162.02,161.55,0.427425627,205,0.002,,1.1308,,7.902651475157992,0.0062341222666314165,2.2839664910269155,-0.003335275785726818,-4.317041010989657,-0.02164969138281377,-6.428789388214191,-0.025502858707938555,-4.050189277951767,-0.014995033532412405,-2.6920150327530665,-0.009682468633750128
2017-10-16,162.04,162.55,161.9,162.46,604027,1777120,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162460,162.46,162.02,0.388614205,206,0.002,,1.1308,,13.03482133153321,0.021461342112514006,5.990119601538345,0.006202600025008293,-2.164877324190874,-0.011723849184270156,-5.520953254621242,-0.017458754047736367,-3.8213389209364426,-0.01099915616774953,-2.6512845998544567,-0.007310743207081535
2017-10-17,162.4,162.78,162.35,162.62,668789,1782418,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162620,162.62,162.19,0.451631487,207,0.002,,1.1308,,14.488010580618257,0.012837445605351255,8.644050628952417,0.005899416079318963,-0.2581680677476929,-0.0021320963429185542,-4.717782288931211,-0.005437353937827283,-3.648972223038476,-0.0037634754853492908,-2.65873820949948,-0.0026111383477577465
2017-10-18,162.66,162.77,162.13,162.18,720826,1815324,RX1 Comdty,Future,EUX,EUR,0.01,10,1000,162180,162.18,161.74,0.47350924,208,0.002,,1.1308,,7.810133427324776,-0.03920012701679974,7.3910950456210225,-0.023388158140075197,0.30080921554386364,0.000698523858129282,-4.226885601887567,0.012764876442809702,-3.518056904847169,0.009873003186181986,-2.643960523748471,0.007193732703110075
