Date,PX_CLOSE_1D,forecast_combined,carry,EWMA_2/8,EWMA_4/16,EWMA_8/32,EWMA_16/64,EWMA_32/128,EWMA_64/256
2017-01-02,71.34,16.14195458543478,9.873951848447074,6.17632203854287,8.694592368533431,9.87525377489392,7.646921256902946,4.315385685164026,1.9688436543849184
2017-01-03,67.54,1.7721233628788748,10.427716677206444,-8.168835111797183,-12.814431742930111,-10.29788990088078,-3.721966075225128,0.561077711818341,1.3133127797190756
2017-01-05,66.435,4.2220490662833114,12.45231811919548,-4.539265090674401,-6.346086887699585,-5.389346591465751,-5.526210139224414,-4.888400285626775,-2.6731970996827523
2017-01-06,65.77,1.0319530093443365,10.680275701144646,0.1428436552316072,-8.569755231032572,-10.05281396611094,-8.3869004752083,-6.643017415206132,-4.213861815134968
2017-01-08,66.19,2.4801889658544685,8.800698024843006,-12.350136263011654,-7.432534755561895,-2.023542414001276,0.4837030901201756,-0.3679925081914056,-1.5010966801623655
2017-01-09,64.78,3.329166830217969,12.908281098062576,3.5507250093266265,-1.4082947272979351,-9.846660510423668,-12.162621319835948,-9.315205112599806,-6.32839948269354
2017-01-11,63.875,3.9344757992656034,11.448856231427795,4.8290409923173945,1.0303290646275216,-3.519733870843248,-8.10936408729106,-10.887785020074574,-10.08382091221818
2017-01-12,66.745,15.404439906302388,9.327080650324142,10.995656330435786,13.396422020630792,12.935364092687442,6.775872958832274,-1.2643282929388286,-5.545859308265028
2017-02-01,68.285,,,,,,,,
2017-02-02,70.83,15.051766671328776,9.935818970784494,2.363718297672275,7.063912319483764,9.387977835300608,7.737219638239645,4.506602423987948,2.090799087205349
2017-02-03,67.305,1.791367770548818,10.883046034223248,-8.27858092246442,-12.64811805242577,-10.885108804333782,-4.423589891133142,0.1877366341777358,1.190809121711422
2017-02-05,66.745,4.210078295137407,10.612795301411404,0.1184255463384567,-4.14200987976879,-4.836058470519086,-5.477338520927145,-4.964313877934887,-2.761092315009756
2017-02-06,66.155,4.129047926298688,11.001980966542137,6.991973820236681,-3.8889679930268377,-8.23384205341984,-7.977157162033007,-6.628426065705583,-4.2751289543864575
2017-02-08,65.555,-0.3324863324242169,8.707330692044927,-17.741263671976117,-11.365678800770182,-4.366647462662891,-0.6051378649049006,-0.7505603298170821,-1.610217337892493
2017-02-10,63.825,1.2677090162061833,11.72378903732394,-5.747578658742855,-3.6741270323746966,-4.856342203207736,-8.524384250697876,-9.89319121805051,-8.060203354397558
2017-02-11,64.395,6.786646350093343,11.105727897372669,11.659986781129822,5.000356588380841,-1.3682538932437545,-6.940693038637971,-10.20958552174255,-9.69798641068321
2017-03-01,67.54,4.673225259097581,7.701342281879158,-4.711111111110999,-2.117647058823662,-0.8565656565656636,-0.3257918552036458,-0.1195207892882415,-0.0429859323555711
2017-03-02,69.36,9.07294567512888,8.89805719693794,-9.642125406778812,0.3939905894233317,5.867072356691038,6.0746342780836615,3.820694244974969,1.8324546284655956
2017-03-03,67.715,3.409867190697273,10.977569164605187,-3.168616402467704,-10.15374742177643,-10.384238699755617,-4.709173802434068,-0.0709423650161044,1.0899303295072928
2017-03-04,68.04,8.270752651188538,9.8883882789111,9.192734339986014,3.838171170904327,-2.051676878834444,-5.3248307228222025,-3.814546482023999,-1.339358601980165
2017-03-05,66.975,6.29216623852327,11.345234750394903,3.835846561907215,-1.6707325071994183,-3.945652545027317,-5.284125820238513,-5.002165715740143,-2.842067770033946
2017-03-07,66.78,3.157265276333714,8.015582699683119,-4.377126424460808,-6.1309691012633385,-1.5524815885185002,0.008920386949831,-2.0056809168798684,-2.7148190000197383
2017-03-08,65.57,-1.0279611743874515,8.952460169909102,-16.875400729373066,-13.257129565711868,-6.180239888202575,-1.5639131204201564,-1.1348441441779245,-1.7765789157611953
2017-03-10,63.215,-1.8738786600253279,11.550068864938398,-14.095287119931651,-8.107980229694487,-6.601071043244844,-8.840544968117138,-9.75037433145912,-7.879938164725312
2017-03-11,65.26,10.199708828919995,9.65708755506497,20.0,10.66228715491572,1.954234495394747,-4.778514928240913,-8.569630218075648,-8.501028019808766
2017-04-01,68.585,6.342418036806485,7.507527484143097,1.3390655331570327,-0.1644636999851643,-0.2625996072082745,-0.1425671630144722,-0.060727156638494,-0.0234145251489275
2017-04-04,67.6,7.424652341189213,9.31760786366144,6.14657111058369,3.99339378923829,-1.38686127942707,-4.945204481727917,-3.754628703498364,-1.3671960540033885
2017-04-05,67.065,7.0014883008430715,11.121147495570307,5.342470029516107,0.2030908989019192,-3.0737054883599297,-5.069826850746733,-5.046366911742966,-2.933067406653548
2017-04-07,66.875,4.2322911393681615,8.4957056914779,-2.0241102268909863,-4.848486083093828,-1.59321928562493,-0.1558864729093599,-2.0769820559573837,-2.787771396424428
2017-04-08,65.82,-0.36981457734716716,8.928478292551516,-12.065913074579004,-12.74208021807342,-7.080791285101977,-2.25873191470062,-1.4442582569652989,-1.9130963535610277
2017-04-09,64.545,2.187289038347389,12.806039272211873,-0.2540595077234498,-2.35983672735791,-9.66657117622046,-12.212716675195438,-9.583906141538575,-6.554345820442203
2017-04-10,63.385,-2.104193182644803,11.814473834943978,-12.464610999949697,-9.44489488053962,-7.734317084106069,-9.450539840518314,-10.163502304244425,-8.190330189880024
2017-04-12,66.205,13.362628983743166,9.170725265081362,4.5345972687734415,10.68580385981972,12.1154144935668,6.884689550537196,-0.9132896950380044,-5.276857929194235
2017-05-01,67.755,5.103020185914883,7.4713651056318655,-2.426276645092576,-1.443795871014109,-0.7674020297596658,-0.3445291935621225,-0.1382151199856537,-0.052060842557118
2017-05-04,67.415,6.988658723664321,9.767550114358256,2.816131718916034,3.19323586217327,-1.2042947809551234,-4.796688485746974,-3.80070396702668,-1.4328283182445816
2017-05-05,67.66,9.90601778142373,11.359354652655698,11.223826689019722,4.07026843875073,-1.0902444415096857,-4.183090904019276,-4.67083184513819,-2.813950649924472
2017-05-06,66.2,5.782725343829047,11.577657691541686,8.454323293506897,-1.0079353717138078,-6.848661792025905,-7.7331379473197,-6.744557013832381,-4.42576850444819
2017-05-07,66.7,4.4762969560071815,9.236110926527406,-3.01542786395862,-4.801899493746434,-1.9546938112349197,-0.4352901442984573,-2.188825931272533,-2.8702547192169523
2017-05-09,63.855,-0.9248661645414159,12.263280163517615,-9.538335292080548,-6.339327250695563,-10.216656196496302,-11.847272718360037,-9.27257160444043,-6.317949215375214
2017-05-10,63.88,0.28759587956929444,11.625125925015684,-3.9511282924258646,-6.751919696203417,-7.113557585446846,-9.180309883288244,-9.997253705667672,-8.11354973757001
2017-05-12,65.54,9.756631621532133,9.095144994897527,-4.8890304709020445,5.382360413202509,9.818042764744328,6.310050165431789,-0.7644106925304589,-4.987651594468908
2017-06-01,69.0,7.14813408288584,7.162771244289432,4.406623006388712,1.3226590154714213,0.2510602998856833,0.0111189278160471,-0.0155762946837233,-0.0096015953957714
2017-06-02,68.89,6.732245657595721,9.36487105180705,-14.816745616370673,-4.271378237070926,3.4840963061407795,5.27310902025358,3.65300373111768,1.8217120827789013
2017-06-03,67.22,2.475098985335657,10.97383461825342,-6.094354345163814,-10.42460942811709,-10.667664705419051,-5.229559319718444,-0.4317418289543174,0.939133691403524
2017-06-04,66.98,5.266627777727808,9.837786671837176,-2.564453978148333,0.7558790362768133,-1.7776246034899246,-4.8631805937683,-3.885131470518514,-1.511126708727747
2017-06-06,66.765,7.296230554025562,10.009734742624843,13.599547119642471,3.4099990999875383,-4.322857882399524,-6.717185697486415,-6.372172368662264,-4.301691346285096
2017-06-07,66.405,3.1372548779394163,9.086243998173211,-6.115590867926664,-6.022688950340316,-2.789830396011423,-0.9048963364163626,-2.360736625279871,-2.957966096166675
2017-06-09,63.815,-2.3056194553543046,12.304794420754371,-11.330521495124133,-8.682321634106799,-11.33076704575558,-12.536930657061047,-9.824508905343777,-6.679905896156825
