Date,FinalForecast,Multiplier,CARRY_forecast,ewma_EWMA002_forecast,ewma_EWMA004_forecast,ewma_EWMA008_forecast,ewma_EWMA016_forecast
2024-12-16,2.584733032882195,1.3406779579513395,0.0,6.629775106745231,4.58678232498952,0.6574613830235827,-3.094922771902827
2024-12-17,2.35398704317275,1.3406773497417432,0.0,2.649144903598029,3.48452225762698,0.7018900825015945,-2.957064762645234
2024-12-18,1.0399620330125092,1.3406781605034275,0.0,2.6880984888790693,3.415756445771901,1.0002474139117754,-2.7434220031013843
2024-12-19,1.1692535318441502,1.340677875025993,0.0,-0.2623987482708843,2.0700611018775548,0.7443359731518769,-2.714556359332607
2024-12-20,-0.043587597716382126,1.3406780651249626,-8.742331579541977,-0.697508136048586,1.4084517559902072,0.6083571944571519,-2.6845495440069667
2024-12-23,-2.7102023813930693,1.3406781338851113,-8.774897948031382,-1.6641771580140718,0.5646603743702273,0.3277956224875995,-2.719035642536476
2024-12-24,-3.2888591182210036,1.3406781720147105,-9.022126543653693,-1.7102197646422048,0.0731978734941674,0.1093568155605329,-2.7519532057123017
2024-12-25,-3.566671902929362,1.3406782154768295,-9.746031256717313,2.344239149154257,1.5141014191967122,0.6346238142648555,-2.467264892597492
2024-12-26,-2.07009621797409,1.3406782768735925,-8.446584338001744,0.943580464671972,1.2758868533733012,0.635738878497379,-2.3910762374242798
2024-12-27,-2.1403814747786356,1.3406788020240734,-9.123521421398106,4.885811253889238,3.078718353338296,1.4299666493448455,-1.968911826846764
2024-12-30,-0.45527773791032883,1.3406791304483985,-10.232595311354157,7.124387851190163,4.796177754667874,2.3677046450300625,-1.5073428090275134
2024-12-31,0.6832991459484548,1.3406791402278144,-10.520893840109704,6.805332836200456,5.593828500052809,3.080260317669706,-1.0967336144077249
2025-01-01,1.035485857101706,1.3406797509576,-10.88258800127735,9.271566509882984,7.34246368905962,4.197565926916603,-0.4692689616449302
2025-01-02,2.5364951773689866,1.3406792373868643,-14.17008650492351,14.912378764513308,10.645347197138127,5.995888967837045,0.5375433747977328
2025-01-03,4.805256757515437,1.340672257584035,-17.013025884747872,18.297928011434404,13.878558363025087,8.095948014849403,1.669581656282641
2025-01-06,6.684274692067424,1.3406629488278496,0.0,11.461514706836155,12.63482996302563,8.562854618931283,2.280030506786949
2025-01-07,9.368390056595985,1.340669229317289,0.0,11.258490197557323,12.988146470683336,9.512752568593235,3.05830263390432
2025-01-08,9.872003382041509,1.340660275052105,0.0,5.181743135318874,10.555539647717266,9.230803668704624,3.3966627378100256
2025-01-09,7.605523561391099,1.3406646945062493,0.0,5.682741301033576,10.162506001654313,9.54329258325709,3.923618465252257
2025-01-10,7.859650909135987,1.3406810264476763,0.0,15.069605287067091,13.00372428631166,10.250354874495796,4.496480486216566
2025-01-13,11.48174659411695,1.3406938777314004,0.0,20.0,17.12369414007568,12.407488395142652,5.711000024272237
2025-01-14,14.812407535119561,1.3406790652385983,0.0,16.381351059844498,17.078452836669104,13.419427182057271,6.616754059389009
2025-01-15,14.344323904068686,1.3406916301360143,0.0,20.0,18.94512344858789,14.428480972332238,7.362106664408797
2025-01-16,16.285381642238566,1.340675967336488,0.0,15.89386930291117,18.523651053147063,15.36357213266165,8.310866524101334
2025-01-17,15.576500695236456,1.340676141752995,0.0,12.584166859352443,17.777677045839944,16.136699899937756,9.259074346887411
2025-01-20,14.950503979117716,1.3406691744217503,0.0,8.07446417725006,15.79967026291734,16.20440719011426,9.93721704426877
2025-01-21,13.410666685839768,1.3406441330923498,0.0,-0.7982355376103812,10.639412218822462,14.251765449112272,9.623430010023387
2025-01-22,9.040314784392708,1.3406416839216124,-14.829905935484886,-4.620258728905329,7.0610555126247005,12.930987538958416,9.63937958531234
2025-01-23,2.729901740157329,1.3406505107372297,-12.021130439253264,-8.426653605254959,3.2100177599272586,11.059859086026922,9.300004465855222
2025-01-24,0.8371281367341226,1.3406503146164896,-14.419267465693204,-8.206005719843198,1.075499578896276,9.714973592173727,9.12829034730962
2025-01-27,-0.7257094476297983,1.3406740357077043,-13.49100383328249,-12.999110230559786,-2.9732826363073697,7.04368048799346,8.0940301250665
2025-01-28,-3.84122723991241,1.3406782811519669,-17.043780782824776,-10.0289427913172,-3.9027569944410248,5.72784158099892,7.679845039617146
2025-01-29,-4.710592048862008,1.3406896912651773,-13.106268342694491,-12.616340489929968,-6.38506831232945,3.6782647407933458,6.800146795359309
2025-01-30,-5.799627321302753,1.3406898380643126,-11.577219598025462,-11.258889160068929,-7.392919382807716,2.2905490458148736,6.243118479391381
2025-01-31,-5.817350785011587,1.3406900415388654,-11.89151369430053,-10.301530874604808,-8.094505654166737,1.0380178880039934,5.670934401219509
2025-02-03,-6.3223387949775365,1.34069439003865,-16.940701527240574,-5.694234525363457,-6.814460839354002,0.5922369573432552,5.304979315141328
2025-02-04,-6.315258751186627,1.340695125691469,-8.096810522658632,-5.855901885885956,-6.842448890054959,-0.1431742140848015,4.846677633002529
2025-02-05,-4.314843357196799,1.3407081450087714,-6.228587792197335,-12.282396987867076,-9.539900921640774,-2.0226864805866613,3.6213979961476177
2025-02-06,-7.092944618554171,1.340711082696085,-5.275750912150648,-14.416899618524186,-11.802042157992116,-3.804107999776523,2.6779901563387383
2025-02-07,-8.747008932886313,1.340709931820622,-5.852200439242996,-11.227059307686424,-11.794478056061966,-4.805710481988883,1.9586789650804897
2025-02-10,-8.505651585252943,1.3407070143026116,0.0,-3.88512722179033,-8.941214574148868,-4.538253714528477,1.6098782154322389
2025-02-11,-4.224486276400468,1.3407051987317065,0.0,3.6181143062644874,-4.729530548406206,-3.3542715581618685,1.6488053343143008
2025-02-12,-0.7553269145044654,1.3407142889776114,0.0,-3.399537676944025,-5.816646838872651,-3.7921355881846295,1.0213145876274246
2025-02-13,-3.2142311647505135,1.3407148100332364,0.0,-5.245000193156174,-6.64327752581516,-4.403607447023282,0.547390809018267
2025-02-14,-4.221775916061939,1.3407149891070589,0.0,-5.060481842876268,-6.870586647372709,-4.846525058881299,0.1189855829314361
2025-02-17,-4.466896662303556,1.3407172650221184,0.0,-6.375365925497741,-7.642101829126009,-5.5024009832296885,-0.4090275315395512
2025-02-18,-5.343781893924003,1.340711954562943,0.0,-0.3885464332508299,-5.16253736938654,-4.816169334545047,-0.4876450039289499
2025-02-19,-2.910657200562242,1.3407114294046418,0.0,2.5528803045305977,-3.142604548506865,-4.153651757901227,-0.4794747658355929
2025-02-20,-1.4004670217829662,1.3407113127187664,0.0,4.90132811415954,-1.0477881103346678,-3.261560971245328,-0.3399693032832649
2025-02-21,0.06757479121270818,1.340717904054862,-3.895421399769884,-5.085002006804997,-4.100113213520792,-3.983614313085118,-0.8426677870410036
2025-02-24,-4.801595668350887,1.3407171154663406,-5.549554270473333,-5.587390411588673,-5.089585439375823,-4.538272328044873,-1.232560531802649
2025-02-25,-5.898471832050858,1.3407224850244752,-5.054932760633588,-12.41325816494279,-8.554613261772419,-5.980710021927593,-2.0038288819279253
2025-02-26,-9.118894371833937,1.3407243175948746,-6.913190842001147,-14.13958951163574,-11.01497422849686,-7.5618595582590595,-2.8767581612942026
2025-02-27,-11.397792714447817,1.3407157676915487,-8.25777795200207,-4.380552307292752,-7.802576808653042,-6.765713730803004,-2.893212741688869
2025-02-28,-8.071069549049477,1.3407166418720942,-8.841239067999881,-3.991571965021975,-7.280486481331248,-6.935730891239364,-3.245024005085821
2025-03-03,-8.123164308602044,1.3407193264343078,-6.407084559802327,-9.23274517435513,-9.164492247138522,-7.838142533610223,-3.8381095647900425
2025-03-04,-9.782044018517785,1.3407195836814025,-11.896712821873276,-9.989491019588923,-10.293813477627328,-8.809461305108044,-4.537838034921824
2025-03-05,-12.207803213338655,1.3407119185985845,-7.996814381393035,-16.292540372989116,-13.335742241077917,-10.180346030641337,-5.296446455281326
2025-03-06,-14.238865031406844,1.3407117120002785,-7.3994914930832385,-15.890875591978295,-14.95470056092965,-11.706304309679991,-6.312934923379365
2025-03-07,-15.086775818637244,1.3407057382817111,0.0,-11.920005887042532,-14.50139949991818,-12.446506943004207,-7.085167376508065
2025-03-10,-12.32199693625813,1.3407150309582454,0.0,-13.74037809316815,-15.50470596731883,-13.467181421836113,-7.913498760496919
2025-03-11,-13.5749057543526,1.340711192945384,0.0,-11.36904537328849,-15.204930066742945,-14.19935347199435,-8.74379066203416
2025-03-12,-13.277316857842003,1.340679442993839,0.0,-2.3538286469232768,-10.889479201930005,-12.767993147015767,-8.573384626346717
2025-03-13,-9.273472307048149,1.3406905600279988,0.0,-4.630366058600495,-10.46911435927259,-12.667202997198558,-8.89889018687703
2025-03-14,-9.831386232693236,1.3406835441094427,0.0,-1.747189569447007,-8.65075135077182,-12.143498182444445,-9.126004330636986
2025-03-17,-8.491180939247892,1.3406798937104747,0.0,1.373358910210399,-6.3964812238142805,-11.307240530756973,-9.2125215614365
2025-03-18,-6.848994393697372,1.3406853910639172,0.0,-0.8685760516282791,-6.183566163828078,-11.051980670122536,-9.437050243067011
2025-03-19,-7.384804353995237,1.340684421738414,0.0,-0.5968230113630729,-5.532279796656655,-10.721453903556784,-9.66231104037774
2025-03-20,-7.109044675818041,1.3406781835763573,0.0,5.075462038323031,-2.3132299291078886,-9.007684055755655,-9.117574915079684
