Date,FinalForecast,Multiplier,ewma_EWMA002_forecast,ewma_EWMA004_forecast,ewma_EWMA008_forecast,ewma_EWMA016_forecast
2025-02-19,7.123140208918058,1.123193111878768,7.851820632603921,7.208304175543683,6.507715106031397,7.150077107067149
2025-02-20,8.063933512950593,1.123191978998298,4.225697211059479,6.244650180833035,6.508946628292629,7.340088412993235
2025-02-21,6.828762354993881,1.1231802244579296,-7.7845679354400605,0.2349029198095954,3.802984742429664,5.8597209284948
2025-02-24,0.5933330732970725,1.123183449992861,-12.517589696050756,-3.863899795153905,1.8449603630999916,5.170441585698901
2025-02-25,-2.629972164738925,1.123189230436508,-15.051097870895052,-7.30125707727176,-0.2027950133138384,4.335189316779727
2025-02-26,-5.116115877943453,1.1231892269605792,-13.726351219836198,-8.955438728970174,-1.7536889040710182,3.635338985357289
2025-02-27,-5.840858614681874,1.1232344882069778,-19.19623991904448,-12.565599607930691,-4.2458727998763885,2.0976729509027017
2025-02-28,-9.52261359864127,1.123279568397707,-9.46191612003561,-10.08262980412579,-4.407744540745202,1.4861773623526076
2025-03-03,-6.309051534162333,1.1233009475849396,-13.863024697772316,-11.855432750073357,-5.852900638680694,0.3911591609878738
2025-03-04,-8.756269918896937,1.1233116170692568,-18.714476581632905,-15.006840402439568,-7.991716945059685,-0.8570723418752234
2025-03-05,-11.954954386307254,1.1233191958883357,-12.184021723236503,-13.752789079582367,-8.564942076153049,-1.5633120915886534
2025-03-06,-10.12817128160093,1.123322116831723,-16.24932205937601,-15.382690834862776,-9.852015181195226,-2.598508497767
2025-03-07,-12.379717466964333,1.1233216987327634,-13.070591460272388,-15.225657316868013,-10.823441099937089,-3.464516042963993
2025-03-10,-11.958601035885678,1.1232897998229507,-19.571001946228098,-17.25336875867427,-11.767074932504212,-4.363881277282347
2025-03-11,-14.870983943330318,1.123285214897265,-20.0,-20.0,-14.054698516929786,-5.786938116894361
2025-03-12,-16.804759864207202,1.1232821031976046,-17.910291042411405,-20.0,-15.394129285175556,-6.945899663929108
2025-03-13,-16.91903300354975,1.1232493374927897,-19.33870656359271,-20.0,-16.76283677205373,-8.098065955576898
2025-03-14,-18.026560694366477,1.1231570343423176,-8.545732410583996,-16.63292935313171,-15.456122313792536,-8.167882667216483
2025-03-17,-13.703213524455283,1.123152847046951,-2.0440604080150773,-12.905806314635631,-14.633769480697117,-8.485520180024883
2025-03-18,-10.68939293628034,1.1231552208442526,-4.298683722204009,-12.137234798803735,-14.471744966970023,-8.93506886926456
2025-03-19,-11.187363741156368,1.1231522618325456,-0.0804374856318065,-9.30908529178137,-13.42834550082681,-9.016947429991372
2025-03-20,-8.93883777600534,1.123152445163246,-0.0780102665209507,-8.041346255404195,-12.95865377462537,-9.32658540727348
2025-03-21,-8.537268558320324,1.1231550179431051,-3.291064927641294,-8.413857842732677,-12.95031505640186,-9.716820445296907
