Date,FinalForecast,Multiplier,CARRY_forecast,ewma_EWMA004_forecast,ewma_EWMA008_forecast,ewma_EWMA016_forecast
2019-02-11,4.588153878472713,1.3202567160554985,-20.0,11.251132856867466,10.932928341913067,13.585568143947237
2019-02-12,5.204953736575063,1.3202475780384397,-20.0,8.795887035255937,10.42472156290825,13.4907201501036
2019-02-13,4.19552588690667,1.3202477789675315,-20.0,6.94195691821507,10.046089166810212,13.668901198520674
2019-02-14,3.5174430796371414,1.3202441509935892,-20.0,6.639146002028038,10.0399990269331,13.90365420859816
2019-02-15,3.492968779074869,1.320243803426984,-20.0,6.430295565002517,10.083230616011528,14.212287266327673
2019-02-18,3.5401712514927,1.3202434552393207,-20.0,6.262833251046847,10.119346570758088,14.513710953003914
2019-02-19,3.596307592567941,1.3202436283163026,-20.0,5.575616986604899,9.92302129188389,14.715614807560469
2019-02-20,3.3713238517930963,1.3202429285398023,-20.0,5.368132361297165,9.853944593301552,14.94927102364928
2019-02-21,3.3571366527372324,1.3202327400130875,-20.0,1.473332476115087,7.779222263815592,13.664025295483912
2019-02-22,0.9626355951913617,1.320225172637203,-20.0,2.61625400278227,7.490612899420465,13.052066170272138
2019-02-25,1.0426255218124356,1.3202248960540188,-20.0,1.7559780187461915,6.919092191032306,12.87309272928888
