Date,ret_rx,ret_ad,ret_port
2017-01-02,0.0,0.0,0.0
2017-01-03,0.0,0.0,0.0
2017-01-04,3.0067209055551284e-05,-0.0035451040863530804,-0.0017575184386487645
2017-01-05,-0.0008356664196513236,0.0002568860153419751,-0.00028939020215467423
2017-01-06,0.0017346836724669132,-0.002696610439580001,-0.000480963383556544
2017-01-09,-0.0003887444349908344,0.000968006155526315,0.0002896308602677403
2017-01-10,-0.0006460970347593739,-0.0020968681809164676,-0.0013714826078379207
2017-01-11,-0.0013054114433993934,0.0009240637060390132,-0.0001906738686801901
2017-01-12,-0.0011618824621281126,0.0032312371022048384,0.001034677320038363
2017-01-13,0.0007234748069403777,0.0,0.00036173740347018884
2017-01-16,-0.0002861684087796381,0.0003402557331158533,2.7043662168107596e-05
2017-01-17,-0.00048210580981810996,0.0007483079967686662,0.00013310109347527813
2017-01-18,0.00021279632997263712,-0.002887483169866403,-0.001337343419946883
2017-01-19,0.0004494366086062963,-0.0014060884015138016,-0.00047832589645375263
2017-01-20,0.0023604758520839636,0.001775019394879787,0.0020677476234818755
2017-01-23,-0.005866077348066321,0.0018400232945709662,-0.0020130270267476776
2017-01-24,0.0020069108156220952,0.001484156627996198,0.0017455337218091466
2017-01-25,0.005679443343559287,0.003130634524662214,0.0044050389341107506
2017-01-26,0.0026207323755746467,0.0007540549690683147,0.0016873936723214807
2017-01-27,-0.003770326893678253,-0.0001691500976457046,-0.001969738495661979
2017-01-30,-0.0017880537864954137,-0.004733928022147088,-0.0032609909043212508
2017-01-31,-0.0004088738004819908,-0.0003554198435534366,-0.0003821468220177137
2017-02-01,0.003038590632251628,0.004190034812611734,0.003614312722431681
2017-02-02,-0.00476298500401176,-0.003454420203124254,-0.004108702603568007
2017-02-03,-0.0005321474722551812,-0.008401836076918735,-0.004466991774586958
2017-02-06,-0.002111975522381138,-0.00014643580698202782,-0.0011292056646815829
2017-02-07,6.758397086063657e-05,-0.002299690492197627,-0.0011160532606684951
2017-02-08,0.002464869825173871,0.0007433440644523106,0.0016041069448130907
2017-02-09,6.563920612035275e-05,-0.0007209450934770886,-0.0003276529436783679
2017-02-10,-0.002611204586637566,0.0014897788521675615,-0.0005607128672350022
2017-02-13,-0.0011338322195099603,-0.0031326137209728997,-0.00213322297024143
2017-02-14,-0.002239968661805707,-0.0011387303625713953,-0.0016893495121885513
2017-02-15,-0.0005674953645621215,0.0018118310847262036,0.000622167860082041
2017-02-16,0.0016873824858625664,0.00019695578264517093,0.0009421691342538686
2017-02-17,0.0023137914806839544,0.0,0.0011568957403419772
2017-02-20,0.0008803411811155589,0.0010689779929626026,0.0009746595870390808
2017-02-21,-0.0011780865245027104,0.0017047916040575008,0.0002633525397773952
2017-02-22,0.003920912839744335,0.004301480815940955,0.004111196827842645
2017-02-23,0.004895289535332742,-0.0007324648762141965,0.002081412329559273
2017-02-24,0.005075998910207825,0.007454255331539631,0.006265127120873728
2017-02-27,-0.001277284857331798,-0.0009811515620965548,-0.0011292182097141766
2017-02-28,-0.0002898647473521403,0.00010492353697248508,-9.247060518982763e-05
2017-03-01,-0.010135906907107474,-0.0016546865815332983,-0.005895296744320386
2017-03-02,-0.0018462696476820044,0.002178997707416238,0.0001663640298671167
2017-03-03,-0.013525819107954017,-0.0037301666238753503,-0.008627992865914683
2017-03-06,-0.0006436456667501549,0.003830809771273607,0.0015935820522617263
2017-03-07,-0.002576240853262614,0.01086419372371554,0.004143976435226463
2017-03-08,0.005281550026407823,-0.0027867665957137483,0.0012473917153470375
2017-03-09,0.0036704642777461247,0.0003258019047939658,0.0019981330912700454
2017-03-10,0.0072907778024768844,0.00045261011537742316,0.0038716939589271537
2017-03-13,-0.0013614643305244374,-0.009521909945352193,-0.005441687137938315
2017-03-14,-0.002637534974070211,-0.000763829362063601,-0.0017006821680669061
2017-03-15,-0.00331457160725454,0.0030391217432327953,-0.00013772493201087243
2017-03-16,0.0018904794772273198,-0.0012701618956050095,0.0003101587908111551
2017-03-17,-0.0004562945837832644,-0.002816408547268088,-0.001636351565525676
2017-03-20,0.00016111866479169072,-7.033854482693093e-05,4.5390059982379893e-05
2017-03-21,0.0007875643587749394,0.00023885867296614583,0.0005132115158705426
2017-03-22,-0.002117596349292464,-0.0008833341963165691,-0.0015004652728045167
2017-03-23,0.00042656878287197726,-0.00032177769802091015,5.2395542425533555e-05
2017-03-24,-0.0004084714835845473,0.00013927555048661203,-0.00013459796654896762
2017-03-27,-6.810640011971033e-05,-1.3151970242494903e-05,-4.0629185181102616e-05
2017-03-28,-0.00048753164698765966,-0.0021523095550320353,-0.0013199206010098474
2017-03-29,-0.0004438343341274621,0.00035664914175483764,-4.359259618631222e-05
2017-03-30,2.601396142398559e-05,-0.00044177724661167967,-0.00020788164259384704
2017-03-31,-1.973421599100411e-05,-0.000167484315791675,-9.360926589133956e-05
2017-04-03,0.001081815189008209,-0.00015975716910296374,0.00046102900995262255
2017-04-04,0.0013405029932822446,-0.0027985241043056008,-0.0007290105555116781
2017-04-05,-0.0006630902151687244,-0.001208733684234193,-0.0009359119497014587
2017-04-06,-6.536802196378168e-05,-0.0023035786460284427,-0.0011844733339961121
2017-04-07,0.003707415098851032,-0.00016860102518790688,0.0017694070368315625
2017-04-10,0.0011616484701840318,0.0005277477428244759,0.0008446981065042538
2017-04-11,0.001803723834196419,-0.0006640183958845433,0.000569852719155938
2017-04-12,0.0003273593222238076,-0.0034128706841357608,-0.0015427556809559765
2017-04-13,0.0,-0.0033657978217897675,-0.0016828989108948838
2017-04-14,0.0,-0.005119989183010774,-0.002559994591505387
2017-04-17,0.00198574496560734,-0.00019200986124714165,0.0008968675521800991
2017-04-18,0.0009815859446833863,0.0006164463134534453,0.0007990161290684157
2017-04-19,-0.003088165666832811,-0.00047389733961931843,-0.0017810315032260647
2017-04-20,-0.0030390324901655563,0.0008794963559771402,-0.001079768067094208
2017-04-21,0.0,-0.003296989602166405,-0.0016484948010832025
2017-04-24,-0.0034720425637448453,4.4358754596275586e-05,-0.0017138419045742849
2017-04-25,0.0007286972433043194,0.0010621866311812237,0.0008954419372427715
2017-04-26,-0.0016084073725530614,0.002300149307937621,0.0003458709676922799
2017-04-27,-0.004906467110721522,-0.005210232897410516,-0.005058350004066019
2017-04-28,0.0,0.0020315235315496766,0.0010157617657748383
2017-05-01,0.0009112175198675623,-0.0019006920102828167,-0.0004947372452076273
2017-05-02,0.00038052777312989563,-0.0034436299986194013,-0.001531551112744753
2017-05-03,0.0,-0.0016481442850795243,-0.0008240721425397621
2017-05-04,0.0037651624900969624,-0.0002583962841976416,0.0017533831029496604
2017-05-05,0.003232326128088967,0.00018985867494599368,0.0017110924015174805
2017-05-08,0.0,0.0021606282331659873,0.0010803141165829937
2017-05-09,0.0017457975839234655,-0.002965354063752594,-0.0006097782399145642
2017-05-10,-0.0032608685962665154,0.0008924117067174027,-0.0011842284447745564
2017-05-11,0.0016259304606177534,-0.00994494789469373,-0.004159508717037988
2017-05-12,-0.003860896988875432,-0.0040259925424891985,-0.003943444765682315
2017-05-15,0.002321572789374216,-0.0009705322156037461,0.0006755202868852351
2017-05-16,0.00017975108499007573,0.0005440260355317029,0.0003618885602608893
2017-05-17,-0.0034227039361095987,-4.2074363200488894e-05,-0.0017323891496550438
2017-05-18,-0.0016445568130229477,0.002586063899082085,0.00047075354302956855
2017-05-19,8.267782697507522e-05,-0.00369234196171102,-0.0018048320673679722
2017-05-22,-0.00019499570919580134,0.0,-9.749785459790067e-05
2017-05-23,2.1570551882570725e-05,0.003188397344298284,0.0016049839480904273
2017-05-24,9.436912889204328e-05,0.007609745383604075,0.003852057256248059
2017-05-25,-0.0013749632669126971,0.00458393570950033,0.0016044862212938164
2017-05-26,4.319549470990082e-05,0.0,2.159774735495041e-05
2017-05-29,0.002821983757395836,-0.002808011768121988,6.9859946369239725e-06
2017-05-30,0.0005653210530048097,0.0014399585291944145,0.001002639791099612
2017-05-31,-0.00013631785737053048,0.0027192060301829022,0.001291444086406186
2017-06-01,-0.0005668725765523512,-0.01114687231127118,-0.005856872443911765
2017-06-02,0.005592964639216936,-0.0032878200005156556,0.0011525723193506403
2017-06-05,0.025863707720468625,-0.00017459243578272644,0.01284455764234295
2017-06-06,0.005971452905645964,-0.0005481219547096027,0.0027116654754681807
2017-06-07,0.0010230616958954591,-0.0006454884964728591,0.00018878659971130002
2017-06-08,-0.0003861717678200705,0.002769784900544342,0.001191806566362136
2017-06-09,-0.0011667411364403703,0.001938014217485317,0.0003856365405224733
2017-06-12,0.0025473320071746396,0.0013493939408586826,0.001948362974016661
2017-06-13,-0.0017899941570584776,0.0013684931209286648,-0.0002107505180649064
2017-06-14,0.005269806301114752,0.008080027380663502,0.006674916840889127
2017-06-15,-0.008305782138569076,0.013845198691990553,0.0027697082767107386
2017-06-16,0.0009956401714789746,0.0,0.0004978200857394873
2017-06-19,-0.0004782636948468733,-0.0017899493987514378,-0.0011341065467991556
2017-06-20,0.0014042715861246613,-0.013330960304797699,-0.005963344359336519
2017-06-21,0.0002553575308398899,0.0016090695331942091,0.0009322135320170495
2017-06-22,0.0006023168428905202,-0.0035141850357873366,-0.0014559340964484082
2017-06-23,-0.00010205546628109906,-0.004065560765899158,-0.0020838081160901283
2017-06-26,0.0003511758335668395,3.21176791765009e-05,0.0001916467563716702
2017-06-27,-0.007091088626070162,-0.00010839368586707337,-0.0035997411559686174
2017-06-28,-0.0002612509916652322,0.0019753879509365217,0.0008570684796356447
2017-06-29,0.0027874054568688207,-0.0005641997619782229,0.001111602847445299
2017-06-30,0.0020326244917351797,-0.0028546662165489342,-0.00041102086240687725
2017-07-03,0.002193208681638843,0.0,0.0010966043408194215
2017-07-04,-0.002300856939462245,-0.00047365504884918974,-0.0013872559941557174
2017-07-05,-0.0009224652363255065,0.0007321398113492821,-9.516271248811222e-05
2017-07-06,0.015263366618447132,0.0013755766407630638,0.008319471629605097
2017-07-07,0.00010513215881613328,-0.0042101781297142595,-0.0020525229854490633
2017-07-10,-0.004807367707650384,0.0005224504538788107,-0.002142458626885787
2017-07-11,0.0023186832627136817,-5.237893013213018e-05,0.0011331521662907758
2017-07-12,-0.006191984948001628,-0.0016463963020150103,-0.003919190625008319
2017-07-13,0.0017225221932068685,0.004452520040779788,0.0030875211169933284
2017-07-14,5.594164855745901e-05,-0.0052653361352978855,-0.0026046972433702133
2017-07-17,-0.0006988011945026074,-0.0018944703279091056,-0.0012966357612058566
