Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,ret_px,ret_net_for_var,ret_pct_for_sig,variance,stdev_variance,ewma_fast,ewma_slow,raw_crossover,vol_adj_crossover,scaled_forecast,capped_forecast,forecast_x_return,price_volatility,one_pct_move,block_value_eur,icv_eur,ivv,nav_usd,daily_cash_vol_target,volatility_scaler,subsystem_position,portfolio_instr_position,target_contracts,trades,pnl_usd,carry_pnl_usd,trade_pnl_usd,strategy_ret,current_position
2017-07-18,68.3,68.51,68.025,68.27,85352,147076,AD1 Curncy,Future,CME,USD,0.005,5,1000,68270,68.27,68.46,0.9404461707010088,8687,0.002,,0.6485,-0.0013895999414904603,-0.09499999999999886,-0.0013895999414904603,0.2504667879442778,0.5004665702564736,68.28218456480147,67.65506079189362,0.6271237729078507,1.2530782477368454,9.39808685802634,9.39808685802634,-0.014541064870467649,1.38,0.6827,682.6999999999999,942.1259999999999,1452.7771781033152,9516499.614494981,119069.77640709322,81.96010936965963,77.02682267493998,55.14744386399423,55,-7,-9082.498072474833,-9082.498072474833,0.0,-0.0009534848332777431,62.0
2017-07-19,68.26,68.34,67.64,67.895,81515,146248,AD1 Curncy,Future,CME,USD,0.005,5,1000,67895,67.895,68.085,0.9339049737452928,8688,0.002,,0.6485,-0.0054928958546945905,-0.375,-0.0054928958546945905,0.24452939400134385,0.4944991344798733,68.12731073888088,67.68328893402378,0.4440218048571012,0.8979223094579014,6.734417320934261,6.734417320934261,-0.05162271234451259,1.38,0.6789499999999999,678.9499999999999,936.9509999999998,1444.7972243639165,9484695.451040857,118956.24518118727,82.33421491625492,55.44729630375512,39.697556696914255,40,-15,-31804.163454124904,-31804.163454124904,0.0,-0.003342002284714292,55.0
2017-07-20,67.855,68.595,67.785,67.935,85984,145766,AD1 Curncy,Future,CME,USD,0.005,5,1000,67935,67.935,68.105,0.8845337754920477,8689,0.002,,0.6485,0.0005891450033139733,0.04000000000000625,0.0005891450033139733,0.23139807540667665,0.48103853837990634,68.05038644332853,67.7129020006092,0.33748444271932954,0.7015746469211098,5.261809851908324,5.261809851908324,0.003967548314859495,1.3,0.67935,679.35,883.1550000000001,1361.8427139552816,9487162.683114873,118558.69313801071,87.0575521850637,45.80802857703912,32.79631168396077,33,-7,2467.232074017348,2467.232074017348,0.0,0.00026012770644592414,40.0
2017-07-21,67.91,67.995,67.34,67.43,64109,144251,AD1 Curncy,Future,CME,USD,0.005,5,1000,67430,67.43,67.6,0.8242376780918508,8690,0.002,,0.6485,-0.007433576212556026,-0.5049999999999955,-0.007433576212556026,0.23267520646577494,0.4823641844765995,67.80223186599713,67.67961941230224,0.1226124536948845,0.2541906253424018,1.9064296900680133,1.9064296900680133,-0.03911406455013866,1.22,0.6743000000000001,674.3000000000001,822.6460000000001,1268.536622976099,9461464.919043941,118589.53353893592,93.48530534397534,17.82231616928285,12.759908124727131,13,-20,-25697.764070932695,-25697.764070932695,0.0,-0.0027086880376436715,33.0
2017-07-24,67.43,67.675,67.265,67.54,87880,145916,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.715,0.7639713672555213,8691,0.002,,0.6485,0.0016313213703098572,0.10999999999999943,0.0016313213703098572,0.2207522223324898,0.4698427634139849,67.69733911959828,67.66319359909022,0.03414552050806208,0.07267435654420411,0.5450576740815308,0.5450576740815308,0.003109999494401148,1.13,0.6754000000000001,675.4000000000001,763.202,1176.8727833461835,9463670.007710094,118268.31148804928,100.49370939803612,5.4774867504318845,3.9216130510792864,4,-9,2205.088666152649,2205.088666152649,0.0,0.00023305996323193763,13.0
2017-07-25,67.525,68.075,67.37,67.97,71963,145055,AD1 Curncy,Future,CME,USD,0.005,5,1000,67970,67.97,68.15,0.7620086941671149,8692,0.002,,0.6485,0.0063665975718092405,0.4299999999999926,0.0063665975718092405,0.2188142643685711,0.4677758698015227,67.80640347175897,67.69928846978549,0.107115001973483,0.22898787408365442,1.7174090556274082,1.7174090556274082,0.0034701628643034666,1.12,0.6797,679.6999999999999,761.264,1173.8843484965305,9466322.282189662,118295.87509637617,100.77302355030574,17.306850320824914,12.390859747104145,12,8,2652.274479568189,2652.274479568189,0.0,0.00028025855481091046,4.0
2017-07-26,68.04,68.06,67.41,67.91,88445,140357,AD1 Curncy,Future,CME,USD,0.005,5,1000,67910,67.91,68.11,0.7519010905606377,8693,0.002,,0.6485,-0.0008827423863470019,-0.060000000000002274,-0.0008827423863470019,0.2071810608891889,0.4551714631753499,67.84784208305538,67.72407806157543,0.12376402147995691,0.2719063726371575,2.0392977947786814,2.0392977947786814,-0.0015160297680984892,1.11,0.6790999999999999,679.0999999999999,753.8009999999999,1162.3762528912875,9465212.027756354,118329.02852737077,101.79924807741028,20.759898211439072,14.863073426629079,15,3,-1110.254433307675,-1110.254433307675,0.0,-0.00011728466454142964,12.0
2017-07-27,67.705,68.33,67.095,67.15,114687,137879,AD1 Curncy,Future,CME,USD,0.005,5,1000,67150,67.15,67.35,0.7496679820558027,8694,0.002,,0.6485,-0.011191282579884998,-0.7599999999999909,-0.011191282579884998,0.22720370624652927,0.47665889926291033,67.56870524983323,67.65653946609596,-0.0878342162627348,-0.1842705893009839,-1.3820294197573793,-1.3820294197573793,-0.02282235788590455,1.12,0.6715000000000001,671.5000000000001,752.0800000000002,1159.7224363916735,9447632.999228984,118315.15034695443,102.02023056057855,-14.099496004515043,-10.09455066971851,-10,-25,-17579.028527370647,-17579.028527370647,0.0,-0.0018572250125851225,15.0
2017-07-28,67.21,67.245,66.335,66.625,116261,144542,AD1 Curncy,Future,CME,USD,0.005,5,1000,66625,66.625,66.825,0.7592250434837866,8695,0.002,,0.6485,-0.007818317200297908,-0.5250000000000057,-0.007818317200297908,0.22982107347644695,0.4793965722410278,67.19122314989994,67.53518188184938,-0.34395873194944215,-0.7174826685588167,-5.381120014191126,-5.381120014191126,0.010805144383806857,1.14,0.66625,666.25,759.525,1171.2027756360833,9455728.604471853,118095.4124903623,100.8325927388828,-54.25922828699849,-38.84695800952988,-39,-29,8095.605242868245,8095.605242868245,0.0,0.0008568924347007259,-10.0
2017-07-31,66.605,67.51,66.595,67.29,75699,146193,AD1 Curncy,Future,CME,USD,0.005,5,1000,67290,67.29,67.49,0.7551820972363458,8696,0.002,,0.6485,0.009981238273921278,0.6650000000000063,0.009981238273921278,0.24130236680204487,0.49122537271810873,67.23073388993997,67.50633695457299,-0.2756030646330174,-0.5610521767391953,-4.207891325543964,-4.207891325543964,-0.05371024104220828,1.12,0.6729,672.9000000000001,753.6480000000001,1162.14032382421,9415736.314572085,118196.60755589817,101.70596883425675,-42.79676640137138,-30.640395004219116,-31,8,-39992.28989976907,-39992.28989976907,0.0,-0.004229424465593874,-39.0
2017-08-01,67.29,67.34,66.13,66.19,97713,159438,AD1 Curncy,Future,CME,USD,0.005,5,1000,66190,66.19,66.4,0.7889310806314455,8697,0.002,,0.6485,-0.016347154109080275,-1.1000000000000085,-0.016347154109080275,0.2936644010289624,0.5419081112411609,66.81444033396397,67.35147378344675,-0.5370334494827773,-0.9910046340749193,-7.432534755561895,-7.432534755561895,0.06878704797292925,1.19,0.6619,661.9000000000001,787.6610000000001,1214.5890516576717,9468319.198149571,117696.70393215107,96.90249041148408,-72.02311278838587,-51.56503191322542,-52,-21,52582.883577486915,52582.883577486915,0.0,0.005584574782123839,-31.0
2017-08-02,66.315,66.405,65.38,65.555,107398,170110,AD1 Curncy,Future,CME,USD,0.005,5,1000,65555,65.555,65.765,0.8379526140060927,8698,0.002,,0.6485,-0.00959359419851924,-0.6349999999999909,-0.00959359419851924,0.29958659556793676,0.5473450425170002,66.31066420037838,67.14012392657067,-0.8294597261922831,-1.515423840102691,-11.365678800770182,-11.365678800770182,0.07130472231125122,1.28,0.6555500000000001,655.5500000000001,839.1040000000002,1293.915188897456,9519236.700077096,118353.98997686965,91.46966585786738,-103.96148421542955,-74.43134632441713,-74,-22,50917.50192752433,50917.50192752433,0.0,0.005377670615231828,-52.0
2017-08-03,65.49,65.775,65.235,65.57,90474,182543,AD1 Curncy,Future,CME,USD,0.005,5,1000,65570,65.57,65.78,0.8873618671768903,8699,0.002,,0.6485,0.00022881549843623006,0.014999999999986358,0.00022881549843623006,0.28340488769939964,0.5323578568025455,66.01439852022703,66.95540346462117,-0.9410049443941375,-1.767617275428249,-13.257129565711868,-13.257129565711868,-0.0026006434598643225,1.35,0.6557,655.6999999999999,885.1949999999999,1364.988434849653,9517525.057825748,118990.4587509637,87.17323584069042,-115.56668822023906,-82.74010571705466,-83,-9,-1711.642251347711,-1711.642251347711,0.0,-0.00017980877094209122,-74.0
2017-08-04,65.61,66.19,65.545,65.82,91661,176188,AD1 Curncy,Future,CME,USD,0.005,5,1000,65820,65.82,66.025,0.929422984071124,8700,0.002,,0.6485,0.0038127192313557323,0.25,0.0038127192313557323,0.2714640829588916,0.521022152080784,65.93663911213622,66.82182658643043,-0.885187474294213,-1.6989440290764557,-12.742080218073419,-12.742080218073419,-0.0505457128477643,1.41,0.6581999999999999,658.1999999999999,928.0619999999999,1431.090208172706,9485528.14186584,118969.06322282186,83.13177082996609,-105.92716925859239,-75.83868083215846,-76,7,-31996.91595990748,-31996.91595990748,0.0,-0.0033618945855675097,-83.0
2017-08-07,65.8,66.025,65.64,65.83,50478,175613,AD1 Curncy,Future,CME,USD,0.005,5,1000,65830,65.83,66.035,0.9674849266627816,8701,0.002,,0.6485,0.0001519295047098801,0.010000000000005116,0.0001519295047098801,0.2567957541503028,0.5067501890974515,65.89398346728173,66.70514110567392,-0.8111576383921886,-1.6007051518557942,-12.005288638918456,-12.005288638918456,-0.0019358979365054554,1.47,0.6583,658.3,967.7009999999999,1492.21434078643,9484356.20663068,118569.10177332301,79.45849234422614,-95.39221354057273,-68.29616695331234,-68,8,-1171.9352351586567,-1171.9352351586567,0.0,-0.00012354981374059079,-76.0
2017-08-08,65.825,65.855,65.055,65.47,73069,179839,AD1 Curncy,Future,CME,USD,0.005,5,1000,65470,65.47,65.68,1.0260633508640578,8702,0.002,,0.6485,-0.005468631323104933,-0.35999999999999943,-0.005468631323104933,0.24992030798001616,0.4999203016281857,65.72439008036903,66.55983038735934,-0.8354403069903071,-1.6711469893688444,-12.533602420266334,-12.533602420266334,0.06565249749370526,1.57,0.6547,654.6999999999999,1027.879,1585.0100231303006,9522104.85736314,118554.45258288352,74.79728888322455,-93.74794809761434,-67.11895318460064,-67,1,37748.650732459464,37748.650732459464,0.0,0.003980096266952597,-68.0
2017-08-09,65.53,65.8,65.29,65.47,57301,178658,AD1 Curncy,Future,CME,USD,0.005,5,1000,65470,65.47,65.675,1.0763858508854525,8703,0.002,,0.6485,0.0,0.0,0.0,0.23641110214325853,0.48622124814045153,65.62263404822141,66.43161504767001,-0.8089809994485933,-1.6638125185654336,-12.478593889240752,-12.478593889240752,-0.0,1.64,0.6547,654.6999999999999,1073.7079999999999,1655.6792598303778,9522104.85736314,119026.31071703926,71.88971536022825,-89.70825627934013,-64.2267310983248,-64,3,0.0,-0.0,0.0,0.0,-67.0
2017-08-10,65.385,66.255,65.215,65.455,85399,181466,AD1 Curncy,Future,CME,USD,0.005,5,1000,65455,65.455,65.66,1.11764998992816,8704,0.002,,0.6485,-0.00022911257064306412,-0.015000000000000568,-0.00022911257064306412,0.2236442858111905,0.47291044163899626,65.55558042893284,66.31671915970882,-0.7611387307759827,-1.6094775326551367,-12.071081494913525,-12.071081494913525,0.00285900272397478,1.71,0.65455,654.55,1119.2804999999998,1725.952968388589,9523585.19660755,119026.31071703926,68.96266172777956,-83.2453909822181,-59.59963512322951,-60,4,1480.3392444102335,1480.3392444102335,0.0,0.0001554634470618683,-64.0
2017-08-11,65.235,65.41,64.92,65.005,77544,185819,AD1 Curncy,Future,CME,USD,0.005,5,1000,65005,65.005,65.21,1.1903063331147663,8705,0.002,,0.6485,-0.006874952257276079,-0.45000000000000284,-0.006874952257276079,0.2225013514430182,0.47170048912738916,65.3353482573597,66.16239925856661,-0.827051001206911,-1.7533392910761951,-13.150044683071464,-13.150044683071464,0.08298810897121925,1.83,0.65005,650.0500000000001,1189.5915000000002,1834.3739398612186,9565219.737856587,119044.81495759438,64.89669983351423,-85.33945025945886,-61.098879314137605,-61,-1,41634.541249036505,41634.541249036505,0.0,0.0043717298044298886,-60.0
2017-08-14,65.035,65.105,64.61,64.865,81635,192602,AD1 Curncy,Future,CME,USD,0.005,5,1000,64865,64.865,65.07,1.2627334767558136,8706,0.002,,0.6485,-0.002153680486116416,-0.14000000000000057,-0.002153680486116416,0.21153371082447667,0.45992794090430805,65.14720895441582,66.00976405167641,-0.8625550972605964,-1.8754135605778697,-14.065601704334023,-14.065601704334023,0.028320994625489943,1.95,0.64865,648.65,1264.8674999999998,1950.451040863531,9578388.589051653,119565.24672320735,61.301331957695155,-86.22401192621027,-61.732182274942254,-62,-1,13168.85119506559,13168.85119506559,0.0,0.0013767431962850567,-61.0
2017-08-15,64.94,65.29,64.58,64.69,89856,201105,AD1 Curncy,Future,CME,USD,0.005,5,1000,64690,64.69,64.895,1.336949263554853,8707,0.002,,0.6485,-0.002697911046018575,-0.17499999999999716,-0.002697911046018575,0.20175486159072112,0.44917130539552624,64.96432537264948,65.85449769265566,-0.8901723200061724,-1.9818103011329151,-14.863577258496864,-14.863577258496864,0.037947742207020456,2.07,0.6469,646.9,1339.0829999999999,2064.8928296067847,9595119.50655358,119729.85736314567,57.98356972644711,-86.18432683524864,-61.70376968761174,-62,0,16730.917501927255,16730.917501927255,0.0,0.0017467361390047518,-62.0
2017-08-16,64.62,64.87,64.22,64.325,77283,207574,AD1 Curncy,Future,CME,USD,0.005,5,1000,64325,64.325,64.525,1.3968476414125943,8708,0.002,,0.6485,-0.005642294017622396,-0.3649999999999949,-0.005642294017622396,0.19805054474797923,0.44502870103846026,64.7085952235897,65.67455678763734,-0.965961564047646,-2.170560149926523,-16.27920112444892,-16.27920112444892,0.08386467304608515,2.17,0.64325,643.25,1395.8525,2152.432536622976,9630015.420200456,119938.99383191974,55.722533362228425,-90.71183277675314,-64.94524286646391,-65,-3,34895.91364687692,34895.91364687692,0.0,0.003636839918777729,-62.0
2017-08-17,64.305,64.56,63.71,64.02,96313,213639,AD1 Curncy,Future,CME,USD,0.005,5,1000,64020,64.02,64.225,1.3980798737268263,8709,0.002,,0.6485,-0.0047415468324913945,-0.3050000000000068,-0.0047415468324913945,0.19237348827511572,0.4386040221830116,64.43315713415382,65.4799030479153,-1.0467459137614838,-2.3865397051117774,-17.89904778833833,-17.89904778833833,0.07718859452712112,2.18,0.6402,640.2,1395.6360000000002,2152.098689282961,9660585.967617573,120375.19275250571,55.93386276937535,-100.11628826954075,-71.67837378565822,-72,-7,30570.547417117108,30570.547417117108,0.0,0.003174506590403856,-65.0
2017-08-18,64.09,64.35,63.85,64.115,70185,215250,AD1 Curncy,Future,CME,USD,0.005,5,1000,64115,64.115,64.325,1.402214706569611,8710,0.002,,0.6485,0.0014839112777256247,0.09499999999999886,0.0014839112777256247,0.1824627591791635,0.42715659795813,64.30589428049228,65.3193262187488,-1.0134319382565167,-2.372506811555451,-17.79380108666588,-17.79380108666588,-0.02656059887366515,2.19,0.64115,641.15,1404.1184999999998,2165.178874325366,9650038.550501151,120757.32459521967,55.77244726851755,-99.24038328125631,-71.05126858393577,-71,1,-10547.417116422388,-10547.417116422388,0.0,-0.0010917988983046667,-72.0
2017-08-21,64.12,64.265,63.93,64.215,59639,219614,AD1 Curncy,Future,CME,USD,0.005,5,1000,64215,64.215,64.425,1.3895047978759112,8711,0.002,,0.6485,0.0015596974187008783,0.10000000000000853,0.0015596974187008783,0.17314044787218177,0.41610148746691805,64.26953656829536,65.1894054871313,-0.919868918835931,-2.210684043538933,-16.580130326541997,-16.580130326541997,-0.027752945623749657,2.16,0.64215,642.15,1387.044,2138.84965304549,9639090.2081727,120625.4818812644,56.397363746211326,-93.50756409855786,-66.94684997907557,-67,4,-10948.342328451205,-10948.342328451205,0.0,-0.00113453871413629,-71.0
2017-08-22,64.205,64.635,64.09,64.285,69484,223093,AD1 Curncy,Future,CME,USD,0.005,5,1000,64285,64.285,64.5,1.3589602336542397,8712,0.002,,0.6485,0.001090087985673005,0.06999999999999318,0.001090087985673005,0.16404636960882055,0.4050263813738811,64.2757219409772,65.08300484158644,-0.8072829006092377,-1.9931612796945994,-14.948709597709495,-14.948709597709495,-0.01807380086985607,2.11,0.64285,642.85,1356.4134999999999,2091.6168080185043,9631858.134155737,120488.62760215875,57.60549788099274,-86.11278590544302,-61.652549875169484,-62,5,-7232.0740169615165,-7232.0740169615165,0.0,-0.0007502859565345343,-67.0
2017-08-23,64.285,64.875,64.16,64.76,78373,222938,AD1 Curncy,Future,CME,USD,0.005,5,1000,64760,64.76,64.975,1.3154711766715537,8713,0.002,,0.6485,0.007388970988566612,0.4750000000000085,0.007388970988566612,0.16737494422456042,0.4091148301205426,64.46943316458632,65.04500427198803,-0.5755711074017142,-1.4068693311169544,-10.551519983377158,-10.551519983377158,-0.11045558153398273,2.03,0.6476000000000001,647.6,1314.628,2027.1827293754818,9586445.643793361,120398.22667694672,59.39189641480324,-62.667478187146266,-44.86685436848606,-45,17,-45412.49036237552,-45412.49036237552,0.0,-0.004714821349095386,-62.0
2017-08-24,64.85,64.93,64.175,64.27,72238,223850,AD1 Curncy,Future,CME,USD,0.005,5,1000,64270,64.27,64.485,1.2734500382767449,8714,0.002,,0.6485,-0.007566399011735725,-0.4900000000000091,-0.007566399011735725,0.17130602832053063,0.41389132428758474,64.38965989875179,64.95382729881297,-0.56416740006118,-1.3630809996615894,-10.22310749746192,-10.22310749746192,0.07983701037453468,1.98,0.6426999999999999,642.6999999999999,1272.5459999999998,1962.291441788743,9620447.185813408,119830.57054741702,61.066652993290575,-62.429095806061426,-44.69618422369092,-45,0,34001.542020046894,34001.542020046894,0.0,0.003546835113185127,-45.0
2017-08-25,64.225,64.465,63.85,64.24,91351,219823,AD1 Curncy,Future,CME,USD,0.005,5,1000,64240,64.24,64.455,1.2496598870574471,8715,0.002,,0.6485,-0.00046678076863237994,-0.030000000000001137,-0.00046678076863237994,0.162094891654556,0.40261009879852244,64.32979593925107,64.86984761659967,-0.5400516773486004,-1.3413763811693595,-10.060322858770196,-10.060322858770196,0.004771949975476721,1.95,0.6424,642.4,1252.6799999999998,1931.65767154973,9622528.91287586,120255.5898226676,62.255125011974286,-62.6306657233561,-44.84049844194173,-45,0,2081.727062451891,2081.727062451891,0.0,0.0002163856858464611,-45.0
2017-08-28,64.105,64.45,64.07,64.285,69865,217018,AD1 Curncy,Future,CME,USD,0.005,5,1000,64285,64.285,64.5,1.2018384181413444,8716,0.002,,0.6485,0.0007004981320049009,0.045000000000001705,0.0007004981320049009,0.15344246507863407,0.39171732802958065,64.31187756355064,64.80104201464677,-0.48916445109612994,-1.2487689874653454,-9.36576740599009,-9.36576740599009,-0.007047237369934726,1.87,0.64285,642.85,1202.1295,1853.7077872012337,9619406.322282184,120281.61141094827,64.8870400401953,-60.7716924679635,-43.50956436357447,-44,1,-3122.5905936778363,-3122.5905936778363,0.0,-0.0003245083098165091,-45.0
2017-08-29,64.32,64.915,64.055,64.8,101088,219102,AD1 Curncy,Future,CME,USD,0.005,5,1000,64800,64.8,65.01,1.0823486422223407,8717,0.002,,0.6485,0.008011200124445894,0.5150000000000006,0.008011200124445894,0.1594847642635728,0.39935543600103,64.5071265381304,64.80091942468832,-0.2937928865579238,-0.7356676786469636,-5.517507589852227,-5.517507589852227,-0.07503103700839911,1.67,0.648,648.0,1082.1599999999999,1668.7124132613724,9584464.148033919,120242.57902852731,72.05710107562649,-39.757560208751826,-28.46447177282872,-28,16,-34942.17424826527,-34942.17424826527,0.0,-0.0036324668152675882,-44.0
2017-08-30,64.84,65.265,64.53,64.86,97806,220812,AD1 Curncy,Future,CME,USD,0.005,5,1000,64860,64.86,65.075,0.9366190527569176,8718,0.002,,0.6485,0.0009259259259259967,0.060000000000002274,0.0009259259259259967,0.15105856078986618,0.38866252815246566,64.64827592287824,64.80787008060733,-0.1595941577290887,-0.41062398911397663,-3.0796799183548247,-3.0796799183548247,-0.005108803323937637,1.44,0.6486,648.5999999999999,933.9839999999998,1440.2220508866612,9581873.5543562,119805.80185042399,83.18564611385203,-25.61851638322012,-18.34160679435748,-18,10,-2590.5936777179086,-2590.5936777179086,0.0,-0.00027029092474088105,-28.0
2017-08-31,64.785,65.11,64.64,64.78,121509,221059,AD1 Curncy,Future,CME,USD,0.005,5,1000,64780,64.78,64.99,0.8427159960433328,8719,0.002,,0.6485,-0.0012334258402713072,-0.0799999999999983,-0.0012334258402713072,0.14323917912554907,0.3784695220563329,64.70096555372695,64.8045912475947,-0.10362569386775533,-0.27380195188433504,-2.053514639132513,-2.053514639132513,0.00379855679106347,1.3,0.6478,647.8000000000001,842.1400000000001,1298.596761757903,9584094.063222816,119773.41942945251,92.23295710926917,-18.940172763436543,-13.560238861907376,-14,4,2220.5088666152187,2220.5088666152187,0.0,0.00023174057286590996,-18.0
2017-09-01,64.885,65.255,64.415,64.78,127812,220655,AD1 Curncy,Future,CME,USD,0.005,5,1000,64780,64.78,64.99,0.7794202973924528,8720,0.002,,0.6485,0.0,0.0,0.0,0.1354965207944383,0.3680985205002029,64.73257933223617,64.80169815964238,-0.06911882740621422,-0.18777263030639135,-1.4082947272979351,-1.4082947272979351,-0.0,1.2,0.6478,647.8000000000001,777.36,1198.7047031611412,9584094.063222816,119801.17579028521,99.94219216321903,-14.074806225805839,-10.076873993749073,-10,4,0.0,-0.0,0.0,0.0,-14.0
2017-09-04,64.885,65.255,64.415,64.545,127812,220655,AD1 Curncy,Future,CME,USD,0.005,5,1000,64545,64.545,64.75,0.6201259952520828,8721,0.002,,0.6485,-0.0036276628589070326,-0.23499999999999943,-0.0036276628589070326,0.1311575196704146,0.3621567611827986,64.6575475993417,64.77149837615505,-0.11395077681335408,-0.31464489698105463,-2.35983672735791,-2.35983672735791,0.005108818476613327,0.96,0.6454500000000001,645.45,619.6320000000001,955.4849653045491,9587717.810331529,119801.17579028521,125.38258595424374,-29.58824313059344,-21.183737306218653,-21,-11,3623.747108712405,3623.747108712405,0.0,0.00037810011930265405,-10.0
2017-09-05,64.515,64.835,63.605,63.855,193027,224557,AD1 Curncy,Future,CME,USD,0.005,5,1000,63855,63.855,64.065,0.5910141707162578,8722,0.002,,0.6485,-0.010690216128282692,-0.6900000000000048,-0.010690216128282692,0.14980305914768985,0.38704400156531277,64.33652855960503,64.66367503778386,-0.32714647817883247,-0.8452436334260751,-6.339327250695563,-6.339327250695563,0.025227164642915377,0.93,0.63855,638.55,593.8515,915.7309175019276,9610061.680801846,119846.47262914412,130.8752061752811,-82.96607609473598,-59.39965930256245,-59,-38,22343.870470316273,22343.870470316273,0.0,0.0023304680959882833,-21.0
2017-09-06,63.82,64.075,63.6,63.815,100486,221943,AD1 Curncy,Future,CME,USD,0.005,5,1000,63815,63.815,64.02,0.6001197797002324,8723,0.002,,0.6485,-0.0006264192310704297,-0.03999999999999915,-0.0006264192310704297,0.14179208297754445,0.37655289532487257,64.12791713576301,64.56383091569164,-0.4359137799286259,-1.1576428845475732,-8.682321634106799,-8.682321634106799,0.003971076501884536,0.94,0.63815,638.15,599.861,924.9976869699307,9613700.84811102,120125.77101002308,129.8660231286914,-112.75385821456514,-80.72625678171063,-81,-22,3639.1673091749417,3639.1673091749417,0.0,0.0003786830334757327,-59.0
2017-09-07,63.845,63.975,63.645,63.805,71928,221900,AD1 Curncy,Future,CME,USD,0.005,5,1000,63805,63.805,64.01,0.6003893181268464,8724,0.002,,0.6485,-0.0001567029695211941,-0.00999999999999801,-0.0001567029695211941,0.13413305146524473,0.3662417937172719,63.9987502814578,64.47455669031615,-0.4758064088583467,-1.2991592358398494,-9.74369426879887,-9.74369426879887,0.001360545582402642,0.94,0.63805,638.05,599.7669999999999,924.852737085582,9614949.884348491,120171.26060138777,129.93556247676176,-126.60523954179811,-90.64316945777868,-91,-10,1249.0362374708386,1249.0362374708386,0.0,0.00012992251966278517,-81.0
2017-09-08,63.79,64.165,63.69,63.74,78900,219220,AD1 Curncy,Future,CME,USD,0.005,5,1000,63740,63.74,63.94,0.5757482088443894,8725,0.002,,0.6485,-0.0010187289397382004,-0.06499999999999773,-0.0010187289397382004,0.12711099462928555,0.35652628883335596,63.89525016887468,64.3881382561613,-0.49288808728661593,-1.3824733342931603,-10.368550007198703,-10.368550007198703,0.009926183331586654,0.9,0.6374000000000001,637.4000000000001,573.6600000000001,884.5952197378567,9624070.932922123,120186.87355435615,135.86651936687227,-140.87388003594464,-100.85881932285439,-101,-10,9121.048573631138,9121.048573631138,0.0,0.0009486319412312965,-91.0
2017-09-11,63.845,64.51,63.825,64.29,104720,208362,AD1 Curncy,Future,CME,USD,0.005,5,1000,64290,64.29,64.49,0.5145910997943404,8726,0.002,,0.6485,0.008628804518355793,0.5500000000000043,0.008628804518355793,0.13659148140608118,0.3695828478245185,64.05315010132482,64.37659257896586,-0.32344247764103784,-0.8751555423768244,-6.563666567826183,-6.563666567826183,-0.08946819115091416,0.8,0.6429,642.9,514.32,793.0917501927527,9538411.719352346,120300.88666152654,151.68596399128936,-99.56160906581121,-71.28125056042423,-71,30,-85659.21356977707,-85659.21356977707,0.0,-0.008900517688076584,-101.0
2017-09-12,64.32,64.415,64.095,64.255,112073,182750,AD1 Curncy,Future,CME,USD,0.005,5,1000,64255,64.255,64.46,0.4760383387791046,8727,0.002,,0.6485,-0.0005444081505678877,-0.0350000000000108,-0.0005444081505678877,0.1292743743030498,0.3595474576506554,64.1338900607949,64.36228756967576,-0.2283975088808603,-0.6352360558276471,-4.764270418707353,-4.764270418707353,0.0035733135771345275,0.74,0.64255,642.55,475.48699999999997,733.2104857363146,9542243.639167305,119230.14649190434,162.61380437320045,-77.47361378487032,-55.46732448217572,-55,16,3831.919814958777,3831.919814958777,0.0,0.00040173562724119465,-71.0
2017-09-13,64.465,64.55,64.015,64.385,229876,180570,AD1 Curncy,Future,CME,USD,0.005,5,1000,64385,64.185,64.385,0.4271663415122037,8728,0.002,,0.6485,0.00202318885689845,0.13000000000000966,0.00202318885689845,0.12320008380018238,0.3509986948696282,64.23433403647695,64.36495962030213,-0.13062558382517864,-0.37215404425847515,-2.7911553319385636,-2.7911553319385636,-0.00963901882237963,0.66,0.64385,643.85,424.94100000000003,655.2675404780263,9531218.19583654,119278.04548959131,182.02953468834488,-50.80727063156695,-36.3755248851602,-36,19,-11025.44333076412,-11025.44333076412,0.0,-0.0011554351101987,-55.0
2017-09-14,64.42,64.805,64.405,64.58,141556,209145,AD1 Curncy,Future,CME,USD,0.005,5,1000,64580,64.375,64.58,0.3707456450464856,8729,0.002,,0.6485,0.003028655742797204,0.19499999999999318,0.003028655742797204,0.1185960252163886,0.34437773623796963,64.37260042188618,64.39025848850187,-0.017658066615695134,-0.051275285123232164,-0.3845646384242412,-0.3845646384242412,-0.008453448625114766,0.57,0.6458,645.8000000000001,368.106,567.626831148805,9520393.215111792,119140.22744795676,209.8918178459464,-8.071697103813309,-5.778940990441887,-6,30,-10824.980724749044,-10824.980724749044,0.0,-0.0011357394723664651,-36.0
