Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,NAME,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
27/12/2005,1277,1281,1262.5,1264,595885,1037733,Future,CME,USD,0.25,12.5,50,63825,ES1 Index,6.508661459953251,2089,0.001,,1
28/12/2005,1263.5,1268.25,1263,1265.25,391511,1047344,Future,CME,USD,0.25,12.5,50,63200,ES1 Index,6.27670885100449,2090,0.001,,1
29/12/2005,1265.25,1267.75,1258.5,1260,367199,1054788,Future,CME,USD,0.25,12.5,50,63262.5,ES1 Index,6.337008284693874,2091,0.001,,1
30/12/2005,1260.25,1261.5,1251.25,1254.75,465731,1000442,Future,CME,USD,0.25,12.5,50,63000,ES1 Index,6.656554338916659,2092,0.001,,1
03/01/2006,1255.25,1277.5,1251.5,1274.75,1149131,1064369,Future,CME,USD,0.25,12.5,50,62737.5,ES1 Index,6.8703589668673954,2093,0.001,,1
04/01/2006,1274.5,1282.25,1270.75,1280.5,902220,1088590,Future,CME,USD,0.25,12.5,50,63737.5,ES1 Index,7.459623471302589,2094,0.001,,1
05/01/2006,1280.5,1283.25,1275.75,1281.25,761183,1082022,Future,CME,USD,0.25,12.5,50,64025,ES1 Index,7.920503919170846,2095,0.001,,1
06/01/2006,1281.25,1293,1280.25,1291.75,899355,1119016,Future,CME,USD,0.25,12.5,50,64062.5,ES1 Index,8.684617090019152,2096,0.001,,1
09/01/2006,1291.25,1297.5,1290.25,1295,774670,1134212,Future,CME,USD,0.25,12.5,50,64587.5,ES1 Index,10.128368114701809,2097,0.001,,1
10/01/2006,1294.25,1296.75,1289.25,1296,895506,1138296,Future,CME,USD,0.25,12.5,50,64750,ES1 Index,11.3754050770466,2098,0.001,,1
11/01/2006,1295.75,1301,1293.5,1299.75,836995,1146084,Future,CME,USD,0.25,12.5,50,64800,ES1 Index,12.636768732560482,2099,0.001,,1
12/01/2006,1299.5,1299.75,1290.5,1293.5,761246,1138377,Future,CME,USD,0.25,12.5,50,64987.5,ES1 Index,13.23352525470348,2100,0.001,,1
13/01/2006,1293.5,1295.75,1287.75,1292.75,716681,1138749,Future,CME,USD,0.25,12.5,50,64675,ES1 Index,13.368118753220118,2101,0.001,,1
17/01/2006,1294.75,1295.25,1283.5,1289.5,782532,1147939,Future,CME,USD,0.25,12.5,50,64637.5,ES1 Index,13.124631067837681,2102,0.001,,1
18/01/2006,1286.75,1287.75,1275.25,1283.75,1172085,1143538,Future,CME,USD,0.25,12.5,50,64475,ES1 Index,12.719073891869682,2103,0.001,,1
19/01/2006,1282.5,1293,1280.25,1288.25,949592,1137833,Future,CME,USD,0.25,12.5,50,64187.5,ES1 Index,12.444409682001691,2104,0.001,,1
20/01/2006,1288,1289.25,1264.25,1264.75,1586186,1126819,Future,CME,USD,0.25,12.5,50,64412.5,ES1 Index,12.60353055034577,2105,0.001,,1
23/01/2006,1265.25,1272.75,1263.75,1269.25,892100,1140623,Future,CME,USD,0.25,12.5,50,63237.5,ES1 Index,12.699176443120272,2106,0.001,,1
24/01/2006,1269.25,1276.25,1267.25,1270.5,950405,1146762,Future,CME,USD,0.25,12.5,50,63462.5,ES1 Index,12.67328353927402,2107,0.001,,1
25/01/2006,1270.5,1276,1262.25,1271,1262226,1170463,Future,CME,USD,0.25,12.5,50,63525,ES1 Index,12.735081140960007,2108,0.001,,1
26/01/2006,1270.25,1280.75,1269.75,1277.75,968935,1202944,Future,CME,USD,0.25,12.5,50,63550,ES1 Index,12.55506206012133,2109,0.001,,1
27/01/2006,1278.25,1290.5,1277.25,1289.25,889309,1223737,Future,CME,USD,0.25,12.5,50,63887.5,ES1 Index,12.55788265062321,2110,0.001,,1
30/01/2006,1289,1291.75,1286.75,1288.5,523825,1213504,Future,CME,USD,0.25,12.5,50,64462.5,ES1 Index,12.549900398017101,2111,0.001,,1
31/01/2006,1288.25,1290.5,1278.5,1283.5,1034519,1212104,Future,CME,USD,0.25,12.5,50,64425,ES1 Index,12.539005808548518,2112,0.001,,1
01/02/2006,1279.5,1287.5,1276.25,1287.25,997495,1219717,Future,CME,USD,0.25,12.5,50,64175,ES1 Index,12.595675514509312,2113,0.001,,1
02/02/2006,1286.75,1287.25,1270.5,1272,1107724,1222807,Future,CME,USD,0.25,12.5,50,64362.5,ES1 Index,12.256061425548026,2114,0.001,,1
03/02/2006,1271.75,1276.5,1263.5,1265.5,1006505,1209063,Future,CME,USD,0.25,12.5,50,63600,ES1 Index,12.24292312590446,2115,0.001,,1
06/02/2006,1265.75,1270.5,1264,1268.75,526186,1188843,Future,CME,USD,0.25,12.5,50,63275,ES1 Index,11.737253724791685,2116,0.001,,1
07/02/2006,1268.5,1270,1256,1257.5,978806,1172527,Future,CME,USD,0.25,12.5,50,63437.5,ES1 Index,11.48950608164403,2117,0.001,,1
08/02/2006,1257.5,1269.75,1255.75,1268.25,861721,1151241,Future,CME,USD,0.25,12.5,50,62875,ES1 Index,11.71500106701393,2118,0.001,,1
09/02/2006,1268,1277.75,1265.25,1265.75,935033,1131640,Future,CME,USD,0.25,12.5,50,63412.5,ES1 Index,12.107650818118112,2119,0.001,,1
10/02/2006,1266,1273,1257,1268.25,999625,1128834,Future,CME,USD,0.25,12.5,50,63287.5,ES1 Index,12.348186439047677,2120,0.001,,1
13/02/2006,1268.25,1269.25,1260.5,1265.75,651482,1123211,Future,CME,USD,0.25,12.5,50,63412.5,ES1 Index,12.405081284168338,2121,0.001,,1
14/02/2006,1265.75,1281.5,1263,1278.25,1116279,1140552,Future,CME,USD,0.25,12.5,50,63287.5,ES1 Index,11.941846939795207,2122,0.001,,1
15/02/2006,1278.25,1283.75,1272.75,1282.25,965298,1138161,Future,CME,USD,0.25,12.5,50,63912.5,ES1 Index,11.3923585500765,2123,0.001,,1
16/02/2006,1282,1292.75,1281,1291.75,798754,1144118,Future,CME,USD,0.25,12.5,50,64112.5,ES1 Index,10.84523704982226,2124,0.001,,1
17/02/2006,1291.75,1292.25,1286,1289,553718,1154931,Future,CME,USD,0.25,12.5,50,64587.5,ES1 Index,10.600432381126684,2125,0.001,,1
21/02/2006,1288.75,1294.25,1283,1285.25,715879,1166195,Future,CME,USD,0.25,12.5,50,64450,ES1 Index,10.240869917484641,2126,0.001,,1
22/02/2006,1285.25,1296.25,1283.75,1292.25,771937,1196534,Future,CME,USD,0.25,12.5,50,64262.5,ES1 Index,10.395892618409801,2127,0.001,,1
23/02/2006,1292.25,1296,1286.5,1290.25,738249,1199764,Future,CME,USD,0.25,12.5,50,64612.5,ES1 Index,10.65068464153854,2128,0.001,,1
24/02/2006,1290,1294.25,1287,1293,549003,1189315,Future,CME,USD,0.25,12.5,50,64512.5,ES1 Index,10.895029447726905,2129,0.001,,1
27/02/2006,1293,1299.75,1292,1294,586818,1187902,Future,CME,USD,0.25,12.5,50,64650,ES1 Index,11.047218729925875,2130,0.001,,1
28/02/2006,1294.25,1295,1280,1282.5,1139694,1127522,Future,CME,USD,0.25,12.5,50,64700,ES1 Index,10.897276035787716,2131,0.001,,1
01/03/2006,1281.75,1293.5,1281.5,1292,717804,1143358,Future,CME,USD,0.25,12.5,50,64125,ES1 Index,11.036143272605619,2132,0.001,,1
02/03/2006,1291.75,1293,1284.25,1291.5,958000,1152765,Future,CME,USD,0.25,12.5,50,64600,ES1 Index,11.102505347899498,2133,0.001,,1
03/03/2006,1291.5,1299,1280,1286.5,1119042,1142379,Future,CME,USD,0.25,12.5,50,64575,ES1 Index,11.140204965205992,2134,0.001,,1
06/03/2006,1286.75,1291.25,1276.25,1279.5,875562,1147899,Future,CME,USD,0.25,12.5,50,64325,ES1 Index,11.01478173486901,2135,0.001,,1
07/03/2006,1279.5,1279.5,1271.75,1277.5,927692,1134531,Future,CME,USD,0.25,12.5,50,63975,ES1 Index,10.911939179944513,2136,0.001,,1
08/03/2006,1277.75,1281.75,1268.75,1279.5,1056571,1105119,Future,CME,USD,0.25,12.5,50,63875,ES1 Index,10.89267720382871,2137,0.001,,1
09/03/2006,1279.75,1283.75,1271.5,1272,440703,930236,Future,CME,USD,0.25,12.5,50,63975,ES1 Index,10.906085839268014,2138,0.001,,1
10/03/2006,1271.75,1285.25,1270.75,1283,274831,858912,Future,CME,USD,0.25,12.5,50,63600,ES1 Index,10.81026711049013,2139,0.001,,1
13/03/2006,1282.25,1288.5,1282.25,1285.5,256314,782944,Future,CME,USD,0.25,12.5,50,64150,ES1 Index,10.42649869324006,2140,0.001,,1
14/03/2006,1285.5,1299.25,1282.5,1298.5,150513,700567,Future,CME,USD,0.25,12.5,50,64275,ES1 Index,10.689490555375334,2141,0.001,,1
15/03/2006,1298.5,1305,1295,1303.75,122135,674191,Future,CME,USD,0.25,12.5,50,64925,ES1 Index,10.270234093409991,2142,0.001,,1
16/03/2006,1303.5,1311,1301,1306.25,31976,557263,Future,CME,USD,0.25,12.5,50,65187.5,ES1 Index,10.672443097377476,2143,0.001,,1
17/03/2006,1303.5,1309,1303.5,1310.16,14998,,Future,CME,USD,0.25,12.5,50,65312.5,ES1 Index,10.966067313919359,2144,0.001,,1
20/03/2006,1317.5,1321,1313.5,1315.5,507984,1188089,Future,CME,USD,0.25,12.5,50,65508,ES1 Index,11.628899661334833,2145,0.001,,1
21/03/2006,1315.25,1321.5,1305.5,1307.5,1031144,1181087,Future,CME,USD,0.25,12.5,50,65775,ES1 Index,11.135803697984505,2146,0.001,,1
22/03/2006,1307.25,1316,1304.75,1314.5,737198,1173261,Future,CME,USD,0.25,12.5,50,65375,ES1 Index,11.789840216617273,2147,0.001,,1
23/03/2006,1314.75,1316,1307,1311.75,675368,1145041,Future,CME,USD,0.25,12.5,50,65725,ES1 Index,12.22727548011776,2148,0.001,,1
24/03/2006,1311.75,1316.25,1307.5,1312.75,596147,1147673,Future,CME,USD,0.25,12.5,50,65587.5,ES1 Index,12.822053878637437,2149,0.001,,1
27/03/2006,1313,1314.5,1307.75,1311,462838,1133459,Future,CME,USD,0.25,12.5,50,65637.5,ES1 Index,13.202714329510924,2150,0.001,,1
28/03/2006,1310.75,1315.5,1300.25,1302.5,929472,1140528,Future,CME,USD,0.25,12.5,50,65550,ES1 Index,13.120450284447807,2151,0.001,,1
29/03/2006,1302.25,1315,1300.75,1310,896642,1159253,Future,CME,USD,0.25,12.5,50,65125,ES1 Index,13.40173647952607,2152,0.001,,1
30/03/2006,1310.5,1319.25,1304.75,1307.5,991068,1179491,Future,CME,USD,0.25,12.5,50,65500,ES1 Index,13.513552111367805,2153,0.001,,1
31/03/2006,1307.75,1311.75,1302.75,1303.25,846848,1132131,Future,CME,USD,0.25,12.5,50,65375,ES1 Index,13.5386098744781,2154,0.001,,1
03/04/2006,1307,1318,1304.25,1305.75,965195,1130207,Future,CME,USD,0.25,12.5,50,65162.5,ES1 Index,13.614467757988605,2155,0.001,,1
04/04/2006,1306,1316.25,1302.25,1314.75,1044428,1150211,Future,CME,USD,0.25,12.5,50,65287.5,ES1 Index,13.611861824647594,2156,0.001,,1
05/04/2006,1314.75,1321.25,1312.25,1319,838856,1163766,Future,CME,USD,0.25,12.5,50,65737.5,ES1 Index,14.072166938083408,2157,0.001,,1
06/04/2006,1319,1320.5,1310,1317.5,888393,1170821,Future,CME,USD,0.25,12.5,50,65950,ES1 Index,14.346904974010148,2158,0.001,,1
07/04/2006,1317,1324,1301.25,1304,1343222,1198799,Future,CME,USD,0.25,12.5,50,65875,ES1 Index,14.011802132485911,2159,0.001,,1
10/04/2006,1303.75,1308.75,1300.25,1305.5,727289,1189875,Future,CME,USD,0.25,12.5,50,65200,ES1 Index,13.20486270280483,2160,0.001,,1
11/04/2006,1305.75,1307.75,1289.25,1294,1105253,1177213,Future,CME,USD,0.25,12.5,50,65275,ES1 Index,12.246666852655027,2161,0.001,,1
12/04/2006,1294,1298.25,1292.5,1295.5,637521,1173214,Future,CME,USD,0.25,12.5,50,64700,ES1 Index,11.304821198641156,2162,0.001,,1
13/04/2006,1295.5,1299.25,1289.5,1294.25,699153,1184493,Future,CME,USD,0.25,12.5,50,64775,ES1 Index,9.34996830653655,2163,0.001,,1
17/04/2006,1294.25,1299.25,1286.5,1293,736454,1193486,Future,CME,USD,0.25,12.5,50,64712.5,ES1 Index,8.53228617272266,2164,0.001,,1
18/04/2006,1292.75,1316,1292.5,1313.5,1459895,1199935,Future,CME,USD,0.25,12.5,50,64650,ES1 Index,7.544422266364983,2165,0.001,,1
19/04/2006,1313.5,1318.75,1308.25,1315.25,951127,1228652,Future,CME,USD,0.25,12.5,50,65675,ES1 Index,7.514167108417106,2166,0.001,,1
20/04/2006,1314.75,1324.75,1311.75,1317,1048211,1227940,Future,CME,USD,0.25,12.5,50,65762.5,ES1 Index,7.700934402171325,2167,0.001,,1
21/04/2006,1317.25,1324,1312,1317,858597,1254819,Future,CME,USD,0.25,12.5,50,65850,ES1 Index,7.893015836793636,2168,0.001,,1
24/04/2006,1316.25,1318.5,1309,1314.5,656522,1262027,Future,CME,USD,0.25,12.5,50,65850,ES1 Index,7.978395306484892,2169,0.001,,1
25/04/2006,1314.5,1316.75,1304.25,1309.5,1061499,1262235,Future,CME,USD,0.25,12.5,50,65725,ES1 Index,7.853648302957197,2170,0.001,,1
26/04/2006,1309.25,1316.5,1307.75,1309,902689,1269210,Future,CME,USD,0.25,12.5,50,65475,ES1 Index,7.851976927280281,2171,0.001,,1
27/04/2006,1309,1321,1300.25,1315,1471056,1263056,Future,CME,USD,0.25,12.5,50,65450,ES1 Index,7.8685423258192095,2172,0.001,,1
28/04/2006,1314.75,1322,1310.75,1316,771181,1272007,Future,CME,USD,0.25,12.5,50,65750,ES1 Index,7.986485981531973,2173,0.001,,1
01/05/2006,1318.5,1322.5,1307,1308.25,944775,1295975,Future,CME,USD,0.25,12.5,50,65800,ES1 Index,7.941518011892214,2174,0.001,,1
02/05/2006,1308.25,1319,1308.25,1318,801915,1303683,Future,CME,USD,0.25,12.5,50,65412.5,ES1 Index,8.153897329899314,2175,0.001,,1
03/05/2006,1318,1318.75,1308,1312.25,775548,1300686,Future,CME,USD,0.25,12.5,50,65900,ES1 Index,8.07378731863402,2176,0.001,,1
04/05/2006,1312,1320,1311.25,1317,757899,1289761,Future,CME,USD,0.25,12.5,50,65612.5,ES1 Index,8.223758771583688,2177,0.001,,1
05/05/2006,1317,1331.25,1316.25,1329,919501,1338437,Future,CME,USD,0.25,12.5,50,65850,ES1 Index,9.089909698846952,2178,0.001,,1
08/05/2006,1329.25,1331,1326.75,1327.25,425184,1347424,Future,CME,USD,0.25,12.5,50,66450,ES1 Index,9.567991342658258,2179,0.001,,1
09/05/2006,1327.5,1331,1325.75,1329.25,376942,1357270,Future,CME,USD,0.25,12.5,50,66362.5,ES1 Index,10.140338176469996,2180,0.001,,1
10/05/2006,1329.25,1330,1320.75,1327.75,762814,1380020,Future,CME,USD,0.25,12.5,50,66462.5,ES1 Index,10.598968110143401,2181,0.001,,1
11/05/2006,1327.5,1330.5,1307.25,1311.75,1288898,1388137,Future,CME,USD,0.25,12.5,50,66387.5,ES1 Index,10.519149205132486,2182,0.001,,1
12/05/2006,1311.25,1312.75,1293.5,1294.25,1344307,1385109,Future,CME,USD,0.25,12.5,50,65587.5,ES1 Index,11.066672941758425,2183,0.001,,1
15/05/2006,1289,1299,1285.25,1297.25,1316371,1382946,Future,CME,USD,0.25,12.5,50,64712.5,ES1 Index,11.336583480037115,2184,0.001,,1
16/05/2006,1297,1301.5,1291.75,1295,985048,1356073,Future,CME,USD,0.25,12.5,50,64862.5,ES1 Index,11.74523839689319,2185,0.001,,1
17/05/2006,1295.25,1299.75,1268.25,1269,1867018,1426474,Future,CME,USD,0.25,12.5,50,64750,ES1 Index,14.07097337310144,2186,0.001,,1
18/05/2006,1269.75,1278,1261.5,1263,1463035,1454775,Future,CME,USD,0.25,12.5,50,63450,ES1 Index,16.704060135184935,2187,0.001,,1
19/05/2006,1263.75,1275.5,1258.25,1270.75,1594958,1427317,Future,CME,USD,0.25,12.5,50,63150,ES1 Index,18.14003973718221,2188,0.001,,1
22/05/2006,1270.75,1274,1255.25,1262,1596248,1444172,Future,CME,USD,0.25,12.5,50,63537.5,ES1 Index,20.128736713131314,2189,0.001,,1
23/05/2006,1262.75,1276.5,1252,1252.5,1348393,1433065,Future,CME,USD,0.25,12.5,50,63100,ES1 Index,22.751030196452977,2190,0.001,,1
24/05/2006,1253,1267,1246.75,1261.1,1908749,1419294,Future,CME,USD,0.25,12.5,50,62625,ES1 Index,24.15949916699297,2191,0.001,,1
25/05/2006,1261.25,1276.5,1257.75,1276,1103898,1391888,Future,CME,USD,0.25,12.5,50,63055,ES1 Index,24.46962538876749,2192,0.001,,1
26/05/2006,1276,1283.25,1274,1282.75,785007,1384721,Future,CME,USD,0.25,12.5,50,63800,ES1 Index,24.442432878090504,2193,0.001,,1
30/05/2006,1279.75,1283.25,1259.25,1260,1047920,1431542,Future,CME,USD,0.25,12.5,50,64137.5,ES1 Index,25.388839903915382,2194,0.001,,1
31/05/2006,1260.5,1273.25,1256,1272,1229566,1410548,Future,CME,USD,0.25,12.5,50,63000,ES1 Index,25.697386864556087,2195,0.001,,1
01/06/2006,1273,1287.75,1266.25,1285.75,1058355,1399587,Future,CME,USD,0.25,12.5,50,63600,ES1 Index,25.591765114322776,2196,0.001,,1
02/06/2006,1285.75,1294,1281.25,1288.25,1108009,1394878,Future,CME,USD,0.25,12.5,50,64287.5,ES1 Index,25.238909775714916,2197,0.001,,1
05/06/2006,1287.75,1288.5,1265.75,1269.5,1170669,1400970,Future,CME,USD,0.25,12.5,50,64412.5,ES1 Index,25.190039036625077,2198,0.001,,1
06/06/2006,1269.25,1273.75,1255.25,1265.75,1565853,1379610,Future,CME,USD,0.25,12.5,50,63475,ES1 Index,25.423335409292342,2199,0.001,,1
07/06/2006,1266,1273.75,1254.75,1256,1411884,1310843,Future,CME,USD,0.25,12.5,50,63287.5,ES1 Index,25.54942889120487,2200,0.001,,1
08/06/2006,1256.75,1261.25,1235.25,1255.5,908947,1189752,Future,CME,USD,0.25,12.5,50,62800,ES1 Index,25.733310610958867,2201,0.001,,1
09/06/2006,1255,1263.75,1250,1251,361028,1078500,Future,CME,USD,0.25,12.5,50,62775,ES1 Index,25.670611114660137,2202,0.001,,1
12/06/2006,1251,1258,1235,1236.5,299763,1049053,Future,CME,USD,0.25,12.5,50,62550,ES1 Index,25.291563646141235,2203,0.001,,1
13/06/2006,1237.5,1244.75,1221.5,1222,372047,910955,Future,CME,USD,0.25,12.5,50,61825,ES1 Index,25.578464737617026,2204,0.001,,1
14/06/2006,1222.5,1232,1218.75,1230.75,237642,776809,Future,CME,USD,0.25,12.5,50,61100,ES1 Index,24.297073383439002,2205,0.001,,1
15/06/2006,1231,1259.75,1230.5,1257,189148,686561,Future,CME,USD,0.25,12.5,50,61537.5,ES1 Index,21.24910547137408,2206,0.001,,1
16/06/2006,1257.25,1257.5,1251.5,1252.09,21788,,Future,CME,USD,0.25,12.5,50,62850,ES1 Index,19.325457148545517,2207,0.001,,1
19/06/2006,1261,1267,1247.25,1248.5,1194888,1291526,Future,CME,USD,0.25,12.5,50,62604.5,ES1 Index,18.595305697952003,2208,0.001,,1
20/06/2006,1248.75,1260,1247.5,1252.5,1138613,1292931,Future,CME,USD,0.25,12.5,50,62425,ES1 Index,17.288748335270054,2209,0.001,,1
21/06/2006,1252.5,1268.5,1249,1261.75,1181887,1316715,Future,CME,USD,0.25,12.5,50,62625,ES1 Index,15.812791573079343,2210,0.001,,1
22/06/2006,1262.25,1266.75,1251,1256,974787,1259144,Future,CME,USD,0.25,12.5,50,63087.5,ES1 Index,15.720637518889646,2211,0.001,,1
23/06/2006,1255.5,1264,1251,1255.5,749066,1252473,Future,CME,USD,0.25,12.5,50,62800,ES1 Index,15.723770031399075,2212,0.001,,1
26/06/2006,1255.75,1261.25,1253.25,1260.25,630570,1269917,Future,CME,USD,0.25,12.5,50,62775,ES1 Index,15.543200893005526,2213,0.001,,1
27/06/2006,1260.75,1263.25,1248,1249.75,1054911,1297335,Future,CME,USD,0.25,12.5,50,63012.5,ES1 Index,15.632188287856549,2214,0.001,,1
28/06/2006,1249.75,1258,1246.5,1257.75,875877,1289124,Future,CME,USD,0.25,12.5,50,62487.5,ES1 Index,15.585553749129268,2215,0.001,,1
29/06/2006,1257.75,1283.75,1257,1282.5,1197231,1329445,Future,CME,USD,0.25,12.5,50,62887.5,ES1 Index,16.30220329690609,2216,0.001,,1
30/06/2006,1282,1287.25,1279.25,1279.5,808675,1326680,Future,CME,USD,0.25,12.5,50,64125,ES1 Index,16.464796759561118,2217,0.001,,1
03/07/2006,1281.75,1289.75,1281.5,1288.25,270102,1330171,Future,CME,USD,0.25,12.5,50,63975,ES1 Index,16.820559314927234,2218,0.001,,1
05/07/2006,1287,1288.25,1274,1279.75,781097,1321051,Future,CME,USD,0.25,12.5,50,64412.5,ES1 Index,17.288907783132057,2219,0.001,,1
06/07/2006,1279.75,1287.5,1278,1282.75,659983,1318579,Future,CME,USD,0.25,12.5,50,63987.5,ES1 Index,17.71366536510649,2220,0.001,,1
07/07/2006,1282.75,1290,1271,1275,997930,1330147,Future,CME,USD,0.25,12.5,50,64137.5,ES1 Index,17.211009044609913,2221,0.001,,1
10/07/2006,1274.5,1282.75,1272.5,1277,810573,1331074,Future,CME,USD,0.25,12.5,50,63750,ES1 Index,16.592930191308845,2222,0.001,,1
11/07/2006,1276.5,1282.5,1267.5,1282.25,1083630,1342198,Future,CME,USD,0.25,12.5,50,63850,ES1 Index,17.08218025702936,2223,0.001,,1
12/07/2006,1282,1283.75,1264.5,1268.25,1118764,1347968,Future,CME,USD,0.25,12.5,50,64112.5,ES1 Index,17.120715006495573,2224,0.001,,1
13/07/2006,1268.5,1269.75,1246.75,1247.5,1554836,1371211,Future,CME,USD,0.25,12.5,50,63412.5,ES1 Index,17.30187173883159,2225,0.001,,1
14/07/2006,1248,1251.5,1235,1242.25,1449117,1392203,Future,CME,USD,0.25,12.5,50,62375,ES1 Index,17.65699787620527,2226,0.001,,1
17/07/2006,1243,1247.5,1234.75,1240.5,1114304,1385378,Future,CME,USD,0.25,12.5,50,62112.5,ES1 Index,17.99795749523599,2227,0.001,,1
18/07/2006,1240.25,1246.75,1231,1245.75,1584211,1397230,Future,CME,USD,0.25,12.5,50,62025,ES1 Index,17.597471144087283,2228,0.001,,1
19/07/2006,1246,1269,1244,1262.5,1574314,1375627,Future,CME,USD,0.25,12.5,50,62287.5,ES1 Index,15.738292177582998,2229,0.001,,1
20/07/2006,1262.5,1269,1252.5,1254.25,1276737,1364707,Future,CME,USD,0.25,12.5,50,63125,ES1 Index,14.48152986854734,2230,0.001,,1
21/07/2006,1256,1260.25,1243.5,1244.75,1230862,1389629,Future,CME,USD,0.25,12.5,50,62712.5,ES1 Index,14.872543461032462,2231,0.001,,1
24/07/2006,1244.5,1269,1243.5,1267.5,1233394,1381791,Future,CME,USD,0.25,12.5,50,62237.5,ES1 Index,14.769140123930516,2232,0.001,,1
25/07/2006,1267.25,1278.75,1262.5,1271.5,1268058,1371070,Future,CME,USD,0.25,12.5,50,63375,ES1 Index,14.57646504930535,2233,0.001,,1
26/07/2006,1271.25,1279.75,1266.75,1273.25,985631,1377247,Future,CME,USD,0.25,12.5,50,63575,ES1 Index,14.520007747941484,2234,0.001,,1
27/07/2006,1273.5,1281.75,1266.75,1272.25,1011207,1386937,Future,CME,USD,0.25,12.5,50,63662.5,ES1 Index,14.596639167982383,2235,0.001,,1
28/07/2006,1271.75,1286,1270.5,1284.25,938448,1410486,Future,CME,USD,0.25,12.5,50,63612.5,ES1 Index,14.98657037707212,2236,0.001,,1
31/07/2006,1283.75,1284.25,1279,1281.75,671544,1393003,Future,CME,USD,0.25,12.5,50,64212.5,ES1 Index,15.15422108413784,2237,0.001,,1
01/08/2006,1282.75,1283,1270.25,1276.75,866527,1379068,Future,CME,USD,0.25,12.5,50,64087.5,ES1 Index,15.214439413495422,2238,0.001,,1
02/08/2006,1276.5,1288.25,1275.75,1284.25,857703,1392454,Future,CME,USD,0.25,12.5,50,63837.5,ES1 Index,15.101586561249528,2239,0.001,,1
03/08/2006,1284,1289,1274.75,1287.25,886700,1411566,Future,CME,USD,0.25,12.5,50,64212.5,ES1 Index,15.346226463430778,2240,0.001,,1
04/08/2006,1287.25,1297.75,1278,1286,1152493,1436048,Future,CME,USD,0.25,12.5,50,64362.5,ES1 Index,15.479825580420323,2241,0.001,,1
07/08/2006,1285.75,1285.75,1277,1282.25,601458,1429450,Future,CME,USD,0.25,12.5,50,64300,ES1 Index,15.55823736803866,2242,0.001,,1
08/08/2006,1282,1287.75,1272,1276.75,994520,1456618,Future,CME,USD,0.25,12.5,50,64112.5,ES1 Index,15.17090142345662,2243,0.001,,1
09/08/2006,1276.5,1288.25,1268.25,1271.5,1156137,1472673,Future,CME,USD,0.25,12.5,50,63837.5,ES1 Index,15.035707499158152,2244,0.001,,1
10/08/2006,1271.5,1277,1262.5,1275.5,1112175,1462118,Future,CME,USD,0.25,12.5,50,63575,ES1 Index,14.838526712589863,2245,0.001,,1
11/08/2006,1275.25,1277,1265.75,1272.25,645007,1466765,Future,CME,USD,0.25,12.5,50,63775,ES1 Index,14.804123862409998,2246,0.001,,1
14/08/2006,1274.25,1283.25,1270.75,1273.25,815507,1478282,Future,CME,USD,0.25,12.5,50,63612.5,ES1 Index,14.739812866301193,2247,0.001,,1
15/08/2006,1273,1290.5,1273,1287.75,1079242,1493368,Future,CME,USD,0.25,12.5,50,63662.5,ES1 Index,14.985284448426173,2248,0.001,,1
16/08/2006,1287.75,1300.25,1286.75,1299,916074,1515512,Future,CME,USD,0.25,12.5,50,64387.5,ES1 Index,16.12366273525449,2249,0.001,,1
17/08/2006,1298.75,1304.75,1295.5,1301,882907,1514857,Future,CME,USD,0.25,12.5,50,64950,ES1 Index,16.50083331229725,2250,0.001,,1
18/08/2006,1300.75,1307.75,1296.75,1307,782213,1533945,Future,CME,USD,0.25,12.5,50,65050,ES1 Index,16.62625308561331,2251,0.001,,1
21/08/2006,1306.5,1306.75,1298.5,1302.25,554184,1535629,Future,CME,USD,0.25,12.5,50,65350,ES1 Index,15.831982398513716,2252,0.001,,1
22/08/2006,1301.5,1305.75,1297.25,1302,771246,1517201,Future,CME,USD,0.25,12.5,50,65112.5,ES1 Index,15.093824620248888,2253,0.001,,1
23/08/2006,1301.75,1304.25,1291.5,1297.75,851752,1506840,Future,CME,USD,0.25,12.5,50,65100,ES1 Index,15.04997231448687,2254,0.001,,1
24/08/2006,1297.5,1300.75,1293.5,1296,684520,1515422,Future,CME,USD,0.25,12.5,50,64887.5,ES1 Index,14.219081955836996,2255,0.001,,1
25/08/2006,1296.75,1301.75,1294.75,1297.5,527282,1538037,Future,CME,USD,0.25,12.5,50,64800,ES1 Index,12.06498894875006,2256,0.001,,1
28/08/2006,1297.75,1307.5,1294.5,1303.75,703132,1569002,Future,CME,USD,0.25,12.5,50,64875,ES1 Index,12.0449418844641,2257,0.001,,1
29/08/2006,1303.75,1307.5,1297,1305,927982,1505574,Future,CME,USD,0.25,12.5,50,65187.5,ES1 Index,12.168307537757318,2258,0.001,,1
30/08/2006,1305,1308.75,1303.75,1305,667130,1497924,Future,CME,USD,0.25,12.5,50,65250,ES1 Index,12.237689392477888,2259,0.001,,1
31/08/2006,1305,1308.25,1303,1305.5,551526,1492123,Future,CME,USD,0.25,12.5,50,65250,ES1 Index,12.134231880651642,2260,0.001,,1
01/09/2006,1305,1314,1304.75,1312.5,626673,1524769,Future,CME,USD,0.25,12.5,50,65275,ES1 Index,12.82833777229464,2261,0.001,,1
