Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,NAME,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
04/12/1997,977.5,985.75,972.5,977,26187,17283,Future,CME,USD,0.25,12.5,50,48875,ES1 Index,21.085144849712087,61,0.001,,1
05/12/1997,976.25,989,963,986.5,22469,17976,Future,CME,USD,0.25,12.5,50,48850,ES1 Index,20.656728121042555,62,0.001,,1
08/12/1997,986.5,989.75,980.5,984.5,19903,17805,Future,CME,USD,0.25,12.5,50,49325,ES1 Index,21.14519251902588,63,0.001,,1
09/12/1997,984.75,986.25,974.5,979,22891,17979,Future,CME,USD,0.25,12.5,50,49225,ES1 Index,21.80960224304882,64,0.001,,1
10/12/1997,978.75,979.75,963.5,970.25,15467,18095,Future,CME,USD,0.25,12.5,50,48950,ES1 Index,21.961272731788544,65,0.001,,1
11/12/1997,969.75,970.25,951.25,954.5,5127,17501,Future,CME,USD,0.25,12.5,50,48512.5,ES1 Index,21.9146925600155,66,0.001,,1
12/12/1997,948.5,965,946.75,955.5,1060,16922,Future,CME,USD,0.25,12.5,50,47725,ES1 Index,21.774172391467182,67,0.001,,1
15/12/1997,956,967.25,951,963.25,1936,16312,Future,CME,USD,0.25,12.5,50,47775,ES1 Index,21.27301694635712,68,0.001,,1
16/12/1997,963,974.25,963,969.5,1321,15974,Future,CME,USD,0.25,12.5,50,48162.5,ES1 Index,20.499070100860575,69,0.001,,1
17/12/1997,969,975.5,964,964.5,1030,14403,Future,CME,USD,0.25,12.5,50,48475,ES1 Index,19.47152301011218,70,0.001,,1
18/12/1997,965.25,966,949.75,954.5,581,13821,Future,CME,USD,0.25,12.5,50,48225,ES1 Index,16.377340799612735,71,0.001,,1
19/12/1997,964,964.5,935,957.5,25275,6405,Future,CME,USD,0.25,12.5,50,47725,ES1 Index,13.907072541216527,72,0.001,,1
22/12/1997,956.75,968.25,948.25,962.75,15530,5873,Future,CME,USD,0.25,12.5,50,47875,ES1 Index,12.413979015609426,73,0.001,,1
23/12/1997,962.75,965,944,945,3671,6022,Future,CME,USD,0.25,12.5,50,48137.5,ES1 Index,12.683264892500063,74,0.001,,1
24/12/1997,944.75,953.5,941.5,941.75,5543,5973,Future,CME,USD,0.25,12.5,50,47250,ES1 Index,12.736079001534367,75,0.001,,1
26/12/1997,944,949.5,943,946,8232,5969,Future,CME,USD,0.25,12.5,50,47087.5,ES1 Index,12.831220064098531,76,0.001,,1
29/12/1997,945.5,966.5,941.25,965.75,12885,6254,Future,CME,USD,0.25,12.5,50,47300,ES1 Index,12.838362109967843,77,0.001,,1
30/12/1997,966.5,980.5,965.5,979.25,11839,5861,Future,CME,USD,0.25,12.5,50,48287.5,ES1 Index,13.167969344840445,78,0.001,,1
31/12/1997,979.5,984,975.25,979,9914,5968,Future,CME,USD,0.25,12.5,50,48962.5,ES1 Index,13.146664659397716,79,0.001,,1
02/01/1998,979.25,984.75,972.5,984.75,17126,5918,Future,CME,USD,0.25,12.5,50,48950,ES1 Index,13.395327232533576,80,0.001,,1
