,AD1,RX1
2020-03-27,11.112146198452692,6.442880563558814
2020-03-30,11.036553441663216,6.3314790469161375
2020-03-31,11.319793402783459,6.455282253602744
2020-04-01,11.824308370324454,6.408667114910041
2020-04-02,11.802962158299287,6.846995151477146
2020-04-03,12.182027106197978,6.95555385212598
2020-04-06,12.208635216496436,7.074491455930857
2020-04-07,11.638904634523351,6.25932711209799
2020-04-08,11.479150438932953,6.171311424043783
2020-04-09,12.060880552294917,6.578599437297118
2020-04-10,11.767754275456015,6.586505338022349
2020-04-13,12.408409533097977,6.574851178149586
2020-04-14,13.48837199088963,6.6116695513913175
2020-04-15,13.616132394868036,7.324304562575122
2020-04-16,13.535686627898718,7.331523748992168
2020-04-17,13.386611046909902,7.221288947422552
2020-04-20,13.322379488217292,7.481893922843308
2020-04-21,14.24919294687364,7.663651789022295
2020-04-22,14.017475682859565,7.667708109295882
2020-04-23,13.854765553342515,7.660073325816693
2020-04-24,14.379057794436145,7.693285119468076
2020-04-27,14.457056421219832,8.307216829924293
2020-04-28,14.396248775547704,8.276061263142367
2020-04-29,14.40255948348328,8.274271910859996
2020-04-30,14.615612704584017,7.79019614175035
2020-05-01,14.259238589706296,7.770863862926245
2020-05-04,13.88527525560644,7.859014779991331
2020-05-05,13.783543728284137,7.736598909015783
2020-05-06,13.293483475087484,7.727711225198713
2020-05-07,13.517945584484353,7.234520595869549
2020-05-08,13.422480140581955,7.1220643029627215
2020-05-11,13.421282804449303,6.569816442170316
2020-05-12,13.344205579619855,6.648695868429706
2020-05-13,13.896113116245571,6.714057977067379
2020-05-14,13.177625922634114,6.355289806440199
2020-05-15,13.21659928223661,6.509296703782037
2020-05-18,12.365527488740263,6.533975677281191
2020-05-19,10.325008943405162,6.450290020076056
2020-05-20,10.648592156438646,5.6739099296723055
2020-05-21,10.649947672352711,5.8508314254727996
2020-05-22,10.655926568535577,5.874600952930949
2020-05-25,10.768687111966797,5.67468542766369
2020-05-26,9.54185381890696,5.511478424450368
2020-05-27,9.663310084086401,5.99222778261595
2020-05-28,11.154167572166848,6.083770659604324
2020-05-29,10.280879149484761,6.363962725099919
2020-06-01,10.26143601836721,6.094269399893392
2020-06-02,10.04893102398778,6.446858146373657
2020-06-03,11.266147535388331,6.498654153861816
2020-06-04,10.881152231061472,6.460760578117283
2020-06-05,10.814729236165478,6.332459875264081
2020-06-08,13.032676021710591,6.457113322591111
2020-06-09,12.944527629676058,7.134164616097029
2020-06-10,12.97688316623931,7.133268708934744
2020-06-11,12.648365679916,7.074730297982032
2020-06-12,12.89664006167974,7.101798695799309
2020-06-15,13.342760191207603,7.10990624067828
2020-06-16,13.485719384448661,7.006066226574583
2020-06-17,12.985495326884768,7.066274987635188
2020-06-18,13.246656248785104,7.051567949169074
2020-06-19,13.762069840066687,7.204992125490067
2020-06-22,14.34226338005973,7.2536850227716885
2020-06-23,14.402424932638219,7.433775742861759
2020-06-24,14.880850771112888,7.518039076748427
2020-06-25,15.132778069980194,7.528192558034967
2020-06-26,15.20075519411729,7.51888493159258
2020-06-29,14.933462852729656,7.375552514780118
2020-06-30,15.026824142449968,7.454297195541054
2020-07-01,15.747755324140607,7.553608013811573
2020-07-02,14.851873518183675,7.647923555605826
2020-07-03,15.155771235723048,7.373602493884207
2020-07-06,15.19839423125126,6.838555787172693
2020-07-07,15.413060109094207,6.861513713398708
2020-07-08,15.013991941389088,7.290466453877581
