Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,no_days,Standard Cost,Instrument_Weights,Exchange rate,assetClass
04/04/1994,105.2813,105.4063,103.9375,104.0938,108377,336909,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,104094,104.0938,103.0625,1.2530713062611873,2414,,0.002,,1,rates
05/04/1994,104.6563,105.4688,104.0938,105.375,176255,324356,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105375,105.375,104.3438,1.3291199922411236,2415,,0.002,,1,rates
06/04/1994,105.875,105.875,104.8125,105.5938,145896,332929,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105594,105.5938,104.5625,1.3673610363671231,2416,,0.002,,1,rates
07/04/1994,105.7813,105.9688,105.4375,105.875,107734,329392,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105875,105.875,104.8438,1.3885064501500333,2417,,0.002,,1,rates
08/04/1994,105.7188,105.9688,105.25,105.4375,67760,326775,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105438,105.4375,104.4063,1.425233433222378,2418,,0.002,,1,rates
11/04/1994,105.5313,105.6875,105.1563,105.5,59151,324973,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105500,105.5,104.4688,1.4263315144715751,2419,,0.002,,1,rates
12/04/1994,105.6563,106.0625,105.5313,106,83479,327272,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,106000,106,104.9375,1.409141250232942,2420,,0.002,,1,rates
13/04/1994,105.8438,106.375,105.4063,105.5625,113881,330681,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105563,105.5625,104.5,1.3967388582365707,2421,,0.002,,1,rates
14/04/1994,105.4375,105.5938,105.0625,105.4063,102583,334060,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105406,105.4063,104.3438,1.4089309354405135,2422,,0.002,,1,rates
15/04/1994,105.125,105.6875,105.0938,105.5313,95913,330996,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105531,105.5313,104.4688,1.3987930532574249,2423,,0.002,,1,rates
18/04/1994,105.5625,105.6563,104.25,104.4375,140304,332051,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,104438,104.4375,103.3125,1.442616784911305,2424,,0.002,,1,rates
19/04/1994,104.125,104.875,104,104.8438,126924,326886,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,104844,104.8438,103.6875,1.4383282127205081,2425,,0.002,,1,rates
20/04/1994,104.75,105.2188,103.8438,105.1875,92046,317172,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105188,105.1875,104.0625,1.3704631689716116,2426,,0.002,,1,rates
21/04/1994,105.4688,106.25,105.0938,106.125,140307,305220,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,106125,106.125,105,1.2760524090364267,2427,,0.002,,1,rates
22/04/1994,106.0313,106.3438,105.6563,105.9375,100577,294968,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105938,105.9375,104.8125,1.2151914546307638,2428,,0.002,,1,rates
25/04/1994,105.8125,106.5313,105.6875,106.5,56708,287035,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,106500,106.5,105.375,1.1654976675541986,2429,,0.002,,1,rates
26/04/1994,106.375,106.75,106.125,106.5,112803,287035,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,106500,106.5,105.375,1.037390639573272,2430,,0.002,,1,rates
27/04/1994,106.375,106.75,106.125,106.5625,112803,282335,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,106563,106.5625,105.4688,0.8875569497639065,2431,,0.002,,1,rates
28/04/1994,106.75,106.9688,105.25,105.4063,160778,282742,TY1 Comdty,Future,CBT,USD,0.016,15.625,1000,105406,105.4063,104.3125,0.8162898156134104,2432,,0.002,,1,rates
