,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,NAME,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series
17,03/10/1997,969.25,985.5,961.75,975.5,8704,6276.0,Future,CME,USD,0.25,12.5,50,48450.0,ES1 Index,28.190745378581333,18,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.006707946336429238,6.5,42.25,967.9279376479326,953.0502038513196,14.877733796613029,66.86104775909482,8.176860507498878,1.819492185658405,7.5,13.646191392438038,13.646191392438038,9.755,487.75000000000006,2.89,1409.5975000000003,1409.5975000000003,125000.0,88.67779632129027,121.01141808599648,121.0,103.0,18.0,13.646191392438038,0.06644736967102126,0.34416889310855914
18,06/10/1997,976.75,981.0,976.5,980.25,20863,6372.0,Future,CME,USD,0.25,12.5,50,48775.0,ES1 Index,28.200554072571087,19,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.004869297796002092,4.75,22.5625,972.8567625887596,956.2501798688114,16.606582719948165,64.46653166400861,8.029105284152688,2.068298039723695,7.5,15.512235297927713,15.512235297927713,9.8025,490.125,2.88,1411.56,1411.56,125000.0,88.55450707019185,137.36783503648192,137.0,121.0,16.0,15.512235297927713,0.14637916501487375,0.4905480581234329
19,07/10/1997,981.5,992.25,977.5,989.5,16119,7345.0,Future,CME,USD,0.25,12.5,50,49012.5,ES1 Index,28.065392389916926,20,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.009436368273399554,9.25,85.5625,979.5140575532557,960.1619234136571,19.35213413959866,65.6068542767649,8.0998058172258,2.389209639870948,7.5,17.91907229903211,17.91907229903211,9.895,494.75,2.84,1405.09,1405.09,125000.0,88.96227287931734,159.4121399610711,159.0,137.0,22.0,17.91907229903211,-0.1312918384719386,0.3592562196514943
20,08/10/1997,989.5,991.75,974.75,982.25,25479,7885.0,Future,CME,USD,0.25,12.5,50,49475.0,ES1 Index,27.231805852715837,21,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.0073269327943406015,-7.25,52.5625,980.6084345319534,962.7605206591093,17.847913872844174,64.90175404558842,8.05616248877767,2.215436182885652,7.5,16.61577137164239,16.61577137164239,9.8225,491.125,2.77,1360.41625,1360.41625,125000.0,91.88364223082458,152.67175921011665,153.0,159.0,-6.0,16.61577137164239,-0.0718931314120446,0.28736308823944967
21,09/10/1997,982.25,983.25,969.25,978.0,6506,8003.0,Future,CME,USD,0.25,12.5,50,49112.5,ES1 Index,27.37071884331885,22,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.00432680071264957,-4.25,18.0625,979.565060719172,964.5534005815671,15.011660137604963,62.369902475556614,7.897461774238392,1.9008208671010178,7.5,14.256156503257634,14.256156503257634,9.78,488.99999999999994,2.8,1369.1999999999998,1369.1999999999998,125000.0,91.29418638621094,130.15042089593956,130.0,153.0,-23.0,14.256156503257634,-0.018221058925431695,0.269142029314018
22,10/10/1997,978.75,981.0,964.0,976.75,3805,8061.0,Future,CME,USD,0.25,12.5,50,48900.0,ES1 Index,26.93800753582215,23,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.001278118609406964,-1.25,1.5625,978.4390364315033,965.9882946307944,12.450741800708897,59.08301585525626,7.686547720222405,1.619809341448887,7.5,12.148570060866653,12.148570060866653,9.7675,488.375,2.76,1347.915,1347.915,125000.0,92.73581791136682,112.66075810480125,113.0,130.0,-17.0,12.148570060866653,-0.0062188738473844775,0.26292315546663353
23,13/10/1997,976.75,981.75,974.0,976.25,11923,8576.0,Future,CME,USD,0.25,12.5,50,48837.5,ES1 Index,26.04294530194332,24,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.0005119017148706995,-0.5,0.25,977.563421858902,967.195554085995,10.367867772906948,55.90285283605322,7.476821038118621,1.3866679060591498,7.5,10.400009295443624,10.400009295443624,9.762500000000001,488.12500000000006,2.67,1303.29375,1303.29375,125000.0,95.9108412819443,99.74736408660388,100.0,113.0,-13.0,10.400009295443624,0.013316273105560762,0.2762394285721943
24,14/10/1997,976.25,981.5,968.5,977.5,9715,9618.0,Future,CME,USD,0.25,12.5,50,48812.5,ES1 Index,21.8080499281038,25,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.001280409731113874,1.25,1.5625,977.5380531153412,968.4078418405838,9.130211274757357,52.96553646653683,7.277742539176336,1.2545389213219784,7.5,9.409041909914839,9.409041909914839,9.775,488.75,2.23,1089.9125,1089.9125,125000.0,114.68810569655822,107.9105193067659,108.0,100.0,8.0,9.409041909914839,-0.038502473288654526,0.23773695528353977
25,15/10/1997,975.75,976.75,968.0,973.5,12998,10107.0,Future,CME,USD,0.25,12.5,50,48875.0,ES1 Index,20.153819943954424,26,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.004092071611253245,-4.0,16.0,975.9228318692046,969.0069192711034,6.915912598101272,50.96739936023754,7.139145562337102,0.9687311370406136,7.5,7.265483527804602,7.265483527804602,9.735,486.75,2.07,1007.5724999999999,1007.5724999999999,125000.0,124.06055147396343,90.13598931844362,90.0,108.0,-18.0,7.265483527804602,-0.10261982383904832,0.13511713144449145
26,16/10/1997,973.5,981.25,955.25,959.75,13452,11013.0,Future,CME,USD,0.25,12.5,50,48675.0,ES1 Index,17.08725767933527,27,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.01412429378531077,-13.75,189.0625,969.4536991215227,967.9178699450912,1.5358291764315481,58.4319993948193,7.644082639193489,0.2009173957064376,7.5,1.506880467798282,1.506880467798282,9.5975,479.875,1.78,854.1775,854.1775,125000.0,146.33960740010127,22.051629605648156,22.0,90.0,-68.0,1.506880467798282,-0.0172708363071436,0.11784629513734785
27,17/10/1997,959.0,960.0,935.5,948.75,11527,11763.0,Future,CME,USD,0.25,12.5,50,47987.5,ES1 Index,15.437899792394113,28,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.011461318051575908,-11.0,121.0,961.1722194729136,965.6628264221392,-4.490606949225594,61.81405348158582,7.862191391818557,-0.5711647968654828,7.5,-4.283735976491121,-4.283735976491121,9.4875,474.37500000000006,1.63,773.23125,773.23125,125000.0,161.6592707550296,-69.25056340666393,-69.0,22.0,-91.0,4.283735976491121,-0.06095434591054524,0.0568919492268026
28,20/10/1997,948.5,963.0,945.0,962.25,10576,11917.0,Future,CME,USD,0.25,12.5,50,47437.5,ES1 Index,12.85009727589648,29,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.014229249011857625,13.5,182.25,961.6033316837481,965.2613174312993,-3.6579857475511517,68.32410464474334,8.265839621281273,-0.4425425504425809,7.5,-3.3190691283193567,-3.3190691283193567,9.6225,481.125,1.34,644.7075,644.7075,125000.0,193.88637482889527,-64.35222810963415,-64.0,-69.0,5.0,3.3190691283193567,-0.059500070110167426,-0.0026081208833648242
29,21/10/1997,963.5,963.5,962.0,979.5,10172,12755.0,Future,CME,USD,0.25,12.5,50,48112.5,ES1 Index,12.60078535912222,30,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.017926734216679563,17.25,297.5625,968.7619990102489,966.9364565570288,1.8255424532201232,80.71536925854099,8.984173265166973,0.20319537472613458,7.5,1.5239653104460094,1.5239653104460094,9.795,489.75,1.29,631.7775,631.7775,125000.0,197.85446616886483,30.152334295816352,30.0,-64.0,94.0,1.5239653104460094,-0.008168267360736607,-0.010776388244101431
30,22/10/1997,979.0,980.5,970.5,974.25,23820,12717.0,Future,CME,USD,0.25,12.5,50,48975.0,ES1 Index,11.982478527694887,31,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.0053598774885145195,-5.25,27.5625,970.9571994061494,967.7968734326724,3.1603259734769154,77.84224119051176,8.822825011894533,0.358198872721187,7.5,2.6864915454089027,2.6864915454089027,9.7425,487.125,1.23,599.1637499999999,599.1637499999999,125000.0,208.62410317713648,56.04668893538917,56.0,30.0,26.0,2.6864915454089027,-0.05170307054289658,-0.06247945878699801
31,23/10/1997,973.0,974.25,947.5,955.5,14850,13601.0,Future,CME,USD,0.25,12.5,50,48712.5,ES1 Index,11.574694020433936,32,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.019245573518090864,-18.75,351.5625,964.7743196436896,966.3501824405932,-1.575862796903607,92.6379308558895,9.624860043444242,-0.16372838563787437,7.5,-1.2279628922840577,-1.2279628922840577,9.555,477.75,1.21,578.0775,578.0775,125000.0,216.23398246774872,-26.5527306521197,-27.0,56.0,-83.0,1.2279628922840577,0.014779249880969828,-0.047700208906028184
32,24/10/1997,956.0,969.0,941.5,944.0,14950,13590.0,Future,CME,USD,0.25,12.5,50,47775.0,ES1 Index,12.426425136243694,33,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.012035583464154898,-11.5,132.25,956.4645917862138,963.7207492122882,-7.256157426074424,94.77912378259816,9.735457040252305,-0.7453330024541275,7.5,-5.589997518405956,-5.589997518405956,9.44,472.0,1.32,623.0400000000001,623.0400000000001,125000.0,200.6291730868002,-112.1516579675052,-112.0,-27.0,-85.0,5.589997518405956,0.4145125278478994,0.3668123189418712
33,27/10/1997,942.5,944.0,874.0,874.0,32252,14940.0,Future,CME,USD,0.25,12.5,50,47200.0,ES1 Index,22.303190167925973,34,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.07415254237288138,-70.0,4900.0,923.4787550717283,953.165366952019,-29.686611880290684,354.52079276732263,18.828722547409388,-1.576666277042529,7.5,-11.824997077818967,-11.824997077818967,8.74,437.0,2.55,1114.35,1114.35,125000.0,112.173015659353,-132.64455823819904,-133.0,-112.0,-21.0,11.824997077818967,-0.6832521194849627,-0.31643980054309145
34,28/10/1997,862.0,933.0,844.0,924.5,15742,14796.0,Future,CME,USD,0.25,12.5,50,43700.0,ES1 Index,23.59014183227117,35,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.057780320366132676,50.5,2550.25,923.8872530430369,949.7929708400167,-25.90571779697973,473.208858023143,21.753364292061654,-1.1908832789801334,7.5,-8.931624592351,-8.931624592351,9.245000000000001,462.25000000000006,2.55,1178.7375,1178.7375,125000.0,106.04566326260088,-94.7160053908419,-95.0,-133.0,38.0,8.931624592351,0.0024152581374665646,-0.3140245424056249
35,29/10/1997,924.0,942.0,916.25,924.25,30380,15354.0,Future,CME,USD,0.25,12.5,50,46225.0,ES1 Index,24.708116918670072,36,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.00027041644131964304,-0.25,0.0625,924.0323518258222,946.7879154470735,-22.755563621251326,447.63337921108126,21.157348113860614,-1.075539500451084,7.5,-8.06654625338313,-8.06654625338313,9.2425,462.125,2.67,1233.87375,1233.87375,125000.0,101.30696110521842,-81.71972875449302,-82.0,-95.0,13.0,8.06654625338313,0.1854629244083217,-0.12856161799730317
36,30/10/1997,924.5,928.5,902.0,903.0,14343,15041.0,Future,CME,USD,0.25,12.5,50,46212.5,ES1 Index,27.1257680382818,37,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.022991614822829298,-21.25,451.5625,915.6194110954933,941.6363959827119,-26.01698488721854,447.8457641185904,21.1623666946443,-1.229398642534761,7.5,-9.220489819010707,-9.220489819010707,9.03,451.49999999999994,3.0,1354.4999999999998,1354.4999999999998,125000.0,92.28497600590626,-85.09126817101061,-85.0,-82.0,-3.0,9.220489819010707,-0.21442999579094704,-0.3429916137882502
37,31/10/1997,902.0,926.25,889.75,924.0,25784,14863.0,Future,CME,USD,0.25,12.5,50,45150.0,ES1 Index,27.97686171940432,38,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.023255813953488413,21.0,441.0,918.971646657296,939.5615258670987,-20.58987920980269,447.47572281488283,21.153621978632472,-0.9733500594177571,7.5,-7.300125445633178,-7.300125445633178,9.24,462.0,3.03,1399.86,1399.86,125000.0,89.2946437500893,-65.18621009987766,-65.0,-85.0,20.0,7.300125445633178,-0.17183736844428818,-0.5148289822325384
38,03/11/1997,923.75,948.0,921.25,945.75,22724,15073.0,Future,CME,USD,0.25,12.5,50,46200.0,ES1 Index,28.05324921763379,39,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.023538961038961137,21.75,473.0625,929.6829879943775,940.28958164744,-10.606593653062419,448.8587918519162,21.18628782613689,-0.5006348323077807,7.5,-3.7547612423083554,-3.7547612423083554,9.4575,472.875,2.97,1404.43875,1404.43875,125000.0,89.00352542964227,-33.41869877120269,-33.0,-65.0,32.0,3.7547612423083554,0.014888030302570746,-0.4999409519299676
39,04/11/1997,946.0,946.75,936.25,942.0,22117,15299.0,Future,CME,USD,0.25,12.5,50,47287.5,ES1 Index,28.203970612900196,40,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.003965107057890549,-3.75,14.0625,934.6097927966266,940.4908073359765,-5.881014539349849,425.3562895896505,20.62416760961883,-0.28515160711780796,7.5,-2.13863705338356,-2.13863705338356,9.42,471.0,2.99,1408.2900000000002,1408.2900000000002,125000.0,88.76012753055123,-18.982569759988706,-19.0,-33.0,14.0,2.13863705338356,-0.011351576716473483,-0.5112925286464411
40,05/11/1997,941.5,956.0,938.25,947.0,19828,15517.0,Future,CME,USD,0.25,12.5,50,47100.0,ES1 Index,28.21761787134658,41,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.005307855626327074,5.0,25.0,939.565875677976,941.2565947082145,-1.6907190302384834,403.715409071291,20.09267053109892,-0.08414605851529948,7.5,-0.6310954388647461,-0.6310954388647461,9.47,473.50000000000006,2.98,1411.0300000000002,1411.0300000000002,125000.0,88.58776921823065,-5.590733709282811,-6.0,-19.0,13.0,0.6310954388647461,0.0031654734261959286,-0.5081270552202453
41,06/11/1997,946.5,947.5,937.25,942.25,13406,15339.0,Future,CME,USD,0.25,12.5,50,47350.0,ES1 Index,28.190745378581333,42,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.0050158394931362205,-4.75,22.5625,940.6395254067857,941.3734659190128,-0.7339405122271501,383.11254912149144,19.573261075290734,-0.03749709920099497,7.5,-0.28122824400746227,-0.28122824400746227,9.4225,471.125,2.99,1408.6637500000002,1408.6637500000002,125000.0,88.7365774834484,-2.4955231864902307,-2.0,-6.0,4.0,0.28122824400746227,0.0032831103041465427,-0.5048439449160987
42,07/11/1997,942.25,943.0,916.5,931.25,23383,15860.0,Future,CME,USD,0.25,12.5,50,47112.5,ES1 Index,28.200554072571087,43,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.011674184133722454,-11.0,121.0,936.8837152440714,940.1824699285407,-3.2987546844693725,368.9443032230324,19.207922928391618,-0.1717392711730125,7.5,-1.2880445337975936,-1.2880445337975936,9.3125,465.625,3.03,1410.84375,1410.84375,125000.0,88.59946397324296,-11.412005526813243,-11.0,-2.0,-9.0,1.2880445337975936,0.006915675349248844,-0.4979282695668499
43,10/11/1997,930.0,940.5,922.75,926.25,16574,15564.0,Future,CME,USD,0.25,12.5,50,46562.5,ES1 Index,28.065392389916926,44,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.005369127516778538,-5.0,25.0,932.6302291464428,938.5433558193007,-5.913126672857857,350.35271926503066,18.717711378932805,-0.3159107731254586,7.5,-2.3693307984409397,-2.3693307984409397,9.262500000000001,463.12500000000006,3.03,1403.2687500000002,1403.2687500000002,125000.0,89.07773368429959,-21.105461787353093,-21.0,-11.0,-10.0,2.3693307984409397,-0.0006394954921569628,-0.49856776505900685
44,11/11/1997,926.0,932.75,922.5,926.5,20725,15508.0,Future,CME,USD,0.25,12.5,50,46312.5,ES1 Index,27.231805852715837,45,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,0.00026990553306349696,0.25,0.0625,930.1781374878657,937.1264904287947,-6.948352940928999,331.4181128182723,18.204892551681603,-0.3816750316544534,7.5,-2.8625627374084,-2.8625627374084,9.265,463.25,2.94,1361.955,1361.955,125000.0,91.77983119853447,-26.27255248345577,-26.0,-21.0,-5.0,2.8625627374084,0.05638615213999281,-0.44218161291901403
45,12/11/1997,926.5,929.5,905.5,908.25,28062,16443.0,Future,CME,USD,0.25,12.5,50,46325.0,ES1 Index,27.37071884331885,46,0.001,,1,1,50,36,0.05405405405405406,0.4,0.11764705882352941,-0.019697787371829478,-18.25,333.0625,921.4068824927194,933.7292562607012,-12.32237376798173,331.50699861187917,18.20733364916124,-0.676780796431958,7.5,-5.075855973239685,-5.075855973239685,9.0825,454.125,3.01,1366.91625,1366.91625,125000.0,91.44671445671965,-46.41703518082843,-46.0,-26.0,-20.0,5.075855973239685,-0.061474721393489404,-0.5036563343125035
