Date,Open,High,Low,Close
1992-09-18,18.65,18.95,18.65,18.84
1992-10-02,18.05,20.07,18.02,19.78
1992-10-09,18.79,22.58,18.79,21.93
1992-10-16,20.8,20.75,19.12,19.28
1992-11-06,19.8,22.63,18.65,22.35
1992-11-13,20.82,22.02,19.12,19.09
1992-12-04,19.55,19.64,18.6,18.83
1992-12-11,21.15,22.39,20.15,20.21
1993-01-01,19.71,19.75,19.59,19.5
1993-01-08,20.4,20.75,18.32,18.45
1993-01-15,18.3,18.76,15.31,15.48
1993-02-05,20.28,20.67,19.93,20.65
1993-02-12,20.2,20.25,14.86,14.95
1993-03-05,20.08,20.6,19.86,20.57
1993-03-12,20.04,20.09,14.72,14.97
1993-04-02,19.46,20.41,19.0,20.3
1993-04-09,20.68,21.09,17.73,17.8
1993-04-16,18.76,19.09,17.25,17.4
1993-05-07,19.07,21.14,17.85,17.95
1993-05-14,17.8,18.6,17.07,17.09
1993-06-04,19.04,20.46,18.92,20.3
1993-06-11,20.55,20.63,17.23,18.42
1993-06-18,14.95,15.1,14.56,14.57
1993-07-02,19.15,19.22,18.92,18.95
1993-07-09,20.57,20.6,16.92,17.07
1993-07-16,18.42,18.57,14.51,14.7
1993-08-06,19.05,20.83,18.8,19.65
1993-08-13,18.05,18.57,14.4,14.59
1993-09-03,20.06,20.77,19.92,20.68
1993-09-10,20.55,20.56,16.91,16.97
1993-09-17,16.7,16.95,14.47,14.63
1993-10-08,20.1,20.88,17.36,17.52
1993-10-15,16.97,17.05,14.6,15.07
1993-11-05,18.98,20.43,18.76,20.34
1993-11-12,19.11,19.16,16.38,16.9
1993-12-03,18.7,20.49,18.3,20.29
1993-12-10,20.36,20.7,17.79,18.71
1993-12-17,16.9,17.02,16.42,16.72
1994-01-07,15.2,19.68,14.23,19.37
1994-01-14,20.25,20.98,17.35,17.82
1994-02-04,15.88,16.1,14.63,14.76
1994-02-11,16.9,20.64,16.88,18.93
1994-02-18,17.78,17.82,16.83,16.99
1994-03-04,14.11,16.34,14.11,14.75
1994-03-11,17.18,20.39,16.75,18.9
1994-04-01,14.55,14.72,14.35,14.67
1994-04-08,15.92,20.32,14.25,20.14
1994-04-15,18.17,19.19,18.06,18.76
1994-05-06,14.67,17.3,14.65,17.29
1994-05-13,19.48,20.38,16.58,16.85
1994-06-03,15.34,15.61,15.05,15.42
1994-06-10,15.7,19.72,15.46,18.25
1994-06-17,16.85,17.02,16.72,16.94
1994-07-01,15.4,15.46,15.23,15.32
1994-07-08,15.62,19.48,14.06,19.12
1994-07-15,17.64,18.84,16.42,16.87
1994-08-05,15.3,15.63,13.96,15.57
1994-08-12,17.72,19.7,16.84,17.12
1994-09-02,15.22,15.25,14.5,14.6
1994-09-09,14.05,19.52,14.05,17.53
1994-09-16,18.4,18.4,17.06,17.13
1994-10-07,15.4,18.89,14.01,18.48
1994-10-14,19.28,19.35,17.77,18.19
1994-11-04,14.65,15.96,14.16,15.87
1994-11-11,17.66,20.2,17.51,18.04
1994-12-02,15.21,15.29,14.56,14.33
1994-12-09,15.85,20.74,15.63,17.39
1994-12-16,17.8,17.97,16.9,16.91
1995-01-06,18.38,20.8,18.3,18.9
1995-01-13,17.56,18.48,17.48,18.43
1995-02-03,17.72,18.7,17.65,18.35
1995-02-10,20.5,20.55,17.44,17.64
1995-02-17,17.74,18.02,17.74,17.98
1995-03-03,17.79,18.83,17.41,18.63
1995-03-10,19.12,20.25,17.22,17.56
1995-03-17,17.96,18.01,17.87,17.94
1995-04-07,17.42,20.33,17.35,17.4
1995-04-14,17.74,18.64,17.23,18.63
1995-05-05,17.48,20.42,17.45,20.33
1995-05-12,19.1,19.28,16.85,18.67
1995-06-02,17.8,18.93,17.62,18.59
1995-06-09,18.6,19.79,17.15,18.36
1995-06-16,16.65,18.81,16.6,18.77
1995-07-07,18.59,19.82,17.06,17.14
1995-07-14,17.71,18.88,17.55,18.73
1995-08-04,18.42,18.68,18.24,18.33
1995-08-11,20.28,20.5,17.39,17.82
1995-08-18,18.7,18.99,18.63,18.97
1995-09-01,17.67,17.68,17.39,17.4
1995-09-08,18.3,20.33,17.51,17.78
1995-09-15,16.84,17.62,16.81,17.84
1995-10-06,17.39,19.78,17.27,19.75
1995-10-13,17.15,17.67,16.87,17.83
1995-11-03,17.38,17.75,17.33,17.72
1995-11-10,19.49,19.88,16.95,17.29
1995-11-17,19.1,19.14,18.55,18.66
1995-12-01,17.65,17.72,17.52,17.72
1995-12-08,19.78,19.96,17.22,17.49
1995-12-15,18.47,18.79,16.91,18.73
1996-01-05,19.44,22.3,17.65,20.81
1996-01-12,21.03,24.48,20.25,23.03
1996-02-02,19.52,19.83,17.76,17.8
1996-02-09,22.28,22.78,20.75,22.25
1996-02-16,24.47,24.85,23.52,24.8
1996-03-01,19.83,19.95,19.68,19.89
1996-03-08,22.57,22.65,19.67,21.13
1996-03-15,23.8,25.0,22.85,24.93
1996-04-05,19.75,22.8,18.78,22.27
1996-04-12,19.96,25.18,19.96,24.8
1996-05-03,20.07,20.28,17.46,19.54
1996-05-10,22.2,23.52,19.52,23.44
1996-05-17,22.85,25.63,22.6,25.58
1996-06-07,17.56,21.62,17.43,20.05
1996-06-14,21.15,25.7,20.84,25.62
1996-07-05,17.72,21.32,17.62,21.11
1996-07-12,20.02,25.28,19.82,22.74
1996-08-02,19.5,19.67,17.65,17.76
1996-08-09,19.6,21.85,19.41,21.55
1996-08-16,25.2,25.6,22.8,23.59
1996-09-06,20.26,21.4,17.34,20.68
1996-09-13,21.32,25.59,21.1,25.3
1996-10-04,19.84,22.2,19.49,24.21
1996-10-11,20.83,24.52,20.1,24.26
1996-10-18,25.24,25.27,24.42,24.42
1996-11-01,19.76,19.78,18.55,18.79
1996-11-08,19.45,22.98,19.43,21.95
1996-11-15,24.5,24.98,23.15,23.38
1996-12-06,18.5,22.6,17.3,20.09
1996-12-13,21.9,25.3,21.57,23.72
1997-01-03,25.29,25.97,25.22,25.92
1997-01-10,20.41,21.33,19.53,21.05
1997-01-17,19.05,19.07,18.56,18.66
1997-02-07,25.88,26.05,19.35,20.34
1997-02-14,19.55,21.85,18.66,18.76
1997-03-07,25.72,25.78,19.38,20.34
1997-03-14,19.65,23.15,18.47,18.8
1997-04-04,24.15,24.43,18.96,19.12
1997-04-11,20.28,21.03,19.36,20.7
1997-04-18,18.79,18.93,18.55,18.6
1997-05-02,24.04,24.23,23.8,23.91
1997-05-09,20.64,20.96,19.32,19.63
1997-05-16,20.68,20.75,18.44,18.71
1997-06-06,25.7,26.47,18.75,18.79
1997-06-13,20.78,23.03,20.33,20.39
1997-07-04,26.27,26.45,19.15,19.23
1997-07-11,19.66,22.27,19.28,20.77
1997-08-01,26.2,26.65,25.85,26.62
1997-08-08,19.22,20.38,19.2,19.54
1997-08-15,19.65,22.34,18.75,18.84
1997-09-05,26.6,26.74,19.12,20.43
1997-09-12,18.86,22.3,18.6,18.67
1997-10-03,26.32,26.41,20.45,20.49
1997-10-10,19.36,22.17,18.55,22.1
1997-10-17,20.87,21.1,18.05,18.14
1997-11-07,22.43,22.62,18.75,19.33
1997-11-14,19.6,20.63,17.95,18.15
1997-12-05,22.23,22.44,19.86,21.38
1997-12-12,18.92,20.8,18.4,18.21
1998-01-02,17.6,17.84,17.5,17.64
1998-01-09,15.68,16.3,13.14,13.73
1998-01-16,16.15,16.36,10.85,11.13
1998-02-06,17.68,17.68,14.78,14.84
1998-02-13,14.37,15.67,10.95,11.24
1998-03-06,17.04,17.17,14.47,14.81
1998-03-13,14.37,14.76,11.15,11.19
1998-04-03,16.54,16.66,15.07,15.32
1998-04-10,16.1,16.1,13.67,14.67
1998-04-17,14.23,14.3,11.11,11.17
1998-05-01,17.35,17.35,16.85,16.89
1998-05-08,16.37,16.88,13.54,13.68
1998-05-15,15.65,15.73,13.84,13.97
1998-06-05,17.12,17.53,14.88,15.37
1998-06-12,14.48,15.56,13.64,13.87
1998-07-03,16.85,17.08,16.62,16.82
1998-07-10,15.43,15.68,13.6,15.06
1998-07-17,11.22,11.55,10.83,11.47
1998-08-07,16.82,17.13,13.58,13.85
1998-08-14,14.4,15.08,11.26,11.3
1998-09-04,16.96,17.1,14.15,15.55
1998-09-11,14.5,14.62,13.34,13.38
1998-09-18,11.31,11.46,11.12,11.16
1998-10-02,16.61,16.73,16.4,16.43
1998-10-09,14.39,16.12,13.02,14.67
1998-10-16,13.35,13.64,10.68,10.72
1998-11-06,16.43,16.66,13.86,12.75
1998-11-13,13.02,15.11,10.65,10.79
1998-12-04,16.63,16.7,14.38,14.2
1998-12-11,15.2,15.39,12.69,13.84
1999-01-01,11.7,12.14,11.6,12.05
1999-01-08,12.79,19.56,12.18,19.39
1999-01-15,22.11,25.25,21.76,25.0
1999-02-05,12.33,16.7,12.11,16.64
1999-02-12,16.31,25.85,16.25,25.82
1999-03-05,12.29,19.0,12.11,18.85
1999-03-12,16.69,26.0,16.48,25.81
1999-04-02,12.15,12.43,11.99,12.02
1999-04-09,12.93,20.75,12.78,20.44
1999-04-16,24.43,24.54,22.24,23.14
1999-05-07,12.37,19.7,11.7,19.69
1999-05-14,20.45,23.79,20.31,23.0
1999-06-04,12.02,16.97,12.02,16.81
1999-06-11,18.93,23.6,18.2,23.27
1999-06-18,25.82,26.73,25.77,26.66
1999-07-02,12.82,13.25,12.55,13.09
1999-07-09,16.78,22.74,15.98,22.61
1999-07-16,23.27,26.67,22.35,26.22
1999-08-06,13.01,18.07,11.57,17.66
1999-08-13,19.8,26.65,19.65,26.54
1999-09-03,11.66,14.03,11.54,13.85
1999-09-10,15.85,23.33,15.85,23.2
1999-09-17,23.27,26.76,23.27,26.15
1999-10-08,11.68,21.35,11.62,21.3
1999-10-15,23.19,26.15,22.95,25.23
1999-11-05,13.03,18.6,11.68,18.06
