INSTRUMENT,INSTRUMENT_WEIGHTS
CL1,0.16666666666666666
ES1,0.16666666666666666
GC1,0.16666666666666666
JY1,0.16666666666666666
TY1,0.16666666666666666
VG1,0.16666666666666666
