Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate
04/01/1993,329.2,329.4,326.5,328.4,20175,52472,GC1 Comdty,Future,CMX,USD,0.1,10,100,32840,328.4,329.5,1.167946916601967,1,0.001,,1
05/01/1993,329,329.5,328.5,329,14847,52472,GC1 Comdty,Future,CMX,USD,0.1,10,100,32900,329,330,1.1565033506220548,2,0.001,,1
06/01/1993,329.5,330.4,329.2,330.1,20379,52321,GC1 Comdty,Future,CMX,USD,0.1,10,100,33010,330.1,331.1,1.1579723658188217,3,0.001,,1
07/01/1993,329.6,329.7,328.4,329,18108,49425,GC1 Comdty,Future,CMX,USD,0.1,10,100,32900,329,330.1,1.4546820958546312,4,0.001,,1
08/01/1993,329,329.8,328.8,329.5,7849,52550,GC1 Comdty,Future,CMX,USD,0.1,10,100,32950,329.5,330.6,1.5950130615975158,5,0.001,,1
11/01/1993,329,328.9,326.9,327.8,14630,54911,GC1 Comdty,Future,CMX,USD,0.1,10,100,32780,327.8,328.9,1.7158282742357025,6,0.001,,1
12/01/1993,328.9,330.7,328.1,328.8,22732,54911,GC1 Comdty,Future,CMX,USD,0.1,10,100,32880,328.8,329.9,1.6721044624464487,7,0.001,,1
13/01/1993,327.5,328.5,326.3,327.6,25759,51827,GC1 Comdty,Future,CMX,USD,0.1,10,100,32760,327.6,328.6,1.8103590804036522,8,0.001,,1
14/01/1993,328.1,328.5,326.9,327.3,13288,51517,GC1 Comdty,Future,CMX,USD,0.1,10,100,32730,327.3,328.3,1.7682194433949465,9,0.001,,1
15/01/1993,327.3,328,326.9,327,9976,50639,GC1 Comdty,Future,CMX,USD,0.1,10,100,32700,327,328,1.6896745248715515,10,0.001,,1
18/01/1993,327.2,328.2,326.9,328,7339,49078,GC1 Comdty,Future,CMX,USD,0.1,10,100,32800,328,329,1.5518805795979294,11,0.001,,1
19/01/1993,328.7,329.4,328.4,328.6,12869,49078,GC1 Comdty,Future,CMX,USD,0.1,10,100,32860,328.6,329.6,1.5075145107095544,12,0.001,,1
20/01/1993,328.5,330.4,328.2,329.8,21211,46998,GC1 Comdty,Future,CMX,USD,0.1,10,100,32980,329.8,330.8,1.4729562111617036,13,0.001,,1
21/01/1993,329.9,330.3,328.9,329.3,15818,44118,GC1 Comdty,Future,CMX,USD,0.1,10,100,32930,329.3,330.2,1.4647184029702898,14,0.001,,1
22/01/1993,329.4,329.7,328.5,328.6,15449,42183,GC1 Comdty,Future,CMX,USD,0.1,10,100,32860,328.6,329.4,1.4396527359053721,15,0.001,,1
25/01/1993,328.6,329.1,328.2,328.8,11604,36992,GC1 Comdty,Future,CMX,USD,0.1,10,100,32880,328.8,329.5,1.4180032910163336,16,0.001,,1
26/01/1993,329.3,331.5,329.3,331.1,33648,36992,GC1 Comdty,Future,CMX,USD,0.1,10,100,33110,331.1,331.7,1.3939392621870168,17,0.001,,1
27/01/1993,331.2,331.6,330.3,330.4,17047,29591,GC1 Comdty,Future,CMX,USD,0.1,10,100,33040,329.9,330.4,1.3916417163431438,18,0.001,,1
28/01/1993,330.5,331.2,330.4,331.1,18421,32736,GC1 Comdty,Future,CMX,USD,0.1,10,100,33110,330.5,331.1,1.4040773957774424,19,0.001,,1
29/01/1993,332.3,333,330.6,330.7,5215,39962,GC1 Comdty,Future,CMX,USD,0.1,10,100,33070,330.2,330.7,1.4152502723310731,20,0.001,,1
