Date,ret_rx_exec,ret_ad_exec,ret_port_exec,ret_rx_raw,ret_ad_raw,ret_port_raw
2017-01-02,0.0,0.0,0.0,,,0.0
2017-01-03,0.0,0.0,0.0,,,0.0
2017-01-04,2.9400800000015045e-05,-0.0035239489999999577,-0.0017472740999999712,0.00025949967021938244,-0.032764897489942435,-0.016252698909861526
2017-01-05,-0.0008311135645962966,0.00021606339638964345,-0.0003075250841033265,-0.006996311087124172,0.001990302121275582,-0.0025030044829242953
2017-01-06,0.0017428292910758767,-0.0027542132193054255,-0.0005056919641147744,0.013514773127672823,-0.02652978908438614,-0.006507507978356658
2017-01-09,-0.00038524079123167986,0.0009838942473400921,0.00029932672805420616,-0.002854292059512497,0.009967865044132412,0.0035567864923099577
2017-01-10,-0.0006532404446955789,-0.0020844834408516506,-0.0013688619427736147,-0.004678742416765885,-0.024376533077934217,-0.014527637747350051
2017-01-11,-0.0013028112432678885,0.0009144379685743761,-0.0001941866373467562,-0.009145912164805519,0.01114665505704421,0.0010003714461193454
2017-01-12,-0.001160697520778045,0.0032615610525472964,0.0010504317658846258,-0.007756815663001604,0.04207532234630809,0.017159253341653243
2017-01-13,0.0007618488946235248,0.0,0.0003809244473117624,0.004602110567679107,0.0,0.0023010552838395536
2017-01-16,-0.00028887436800261937,0.0003414871696454436,2.6306400821412114e-05,-0.0017153727837209399,0.005282316807558099,0.0017834720119185795
2017-01-17,-0.0004713978888420242,0.0007438627843542078,0.00013623244775609177,-0.002504507594930524,0.01211337593091801,0.004804434167993743
2017-01-18,0.00021767086597532264,-0.0029202851249046035,-0.0013513071294646403,0.0009863167337722932,-0.05044714664436665,-0.024730414955297177
2017-01-19,0.00044204772560110794,-0.001397787933953726,-0.000477870104176309,0.0020435937881196423,-0.024920861656395617,-0.011438633934137988
2017-01-20,0.002347482524908306,0.0017984595741724187,0.0020729710495403625,0.009036666472975964,0.03235920549351411,0.020697935983245035
2017-01-23,-0.005886610334203316,0.0018378969709240498,-0.002024356681639633,-0.02172297434233062,0.03327726490009834,0.005777145278883858
2017-01-24,0.0020193023517648167,0.0014629388376616744,0.0017411205947132455,0.007397484379550486,0.02700338595536046,0.017200435167455473
2017-01-25,0.005673516292383666,0.0031735106983875674,0.004423513495385617,0.02168057266496927,0.059087349412704604,0.04038396103883694
2017-01-26,0.002606377203552674,0.0007442700688026273,0.0016753236361776505,0.011770375730479177,0.014484347546010651,0.013127361638244914
2017-01-27,-0.0037812387797018995,-0.000168144609685568,-0.0019746916946937337,-0.019890256982374014,-0.003267123403963354,-0.011578690193168683
